,value
Rv2460c,MONOMER
Rv0110,MONOMER
Rv2924c,MONOMER
Rv0539,MONOMER
Rv3371,MONOMER
Rv1074c,MONOMER
Rv0972c,MONOMER
Rv3859c,MONOMER
Rv1520,MONOMER
Rv1962c,MONOMER
Rv2441c,MONOMER
Rv0088,MONOMER
Rv2907c,MONOMER
Rv0523c,MONOMER
Rv3350c,MONOMER
Rv1047,MONOMER
Rv0953c,MONOMER
Rv3840,MONOMER
Rv1493,MONOMER
Rv1936,MONOMER
Rv2418c,MONOMER
Rv2887,MONOMER
Rv0506,MONOMER
Rv3330,MONOMER
Rv1028c,MONOMER
Rv0931c,MONOMER
Rv3816c,MONOMER
Rv1473A,MONOMER
Rv1917c,MONOMER
Rv2395A,MONOMER
Rv0053,MONOMER
Rv2869c,MONOMER
Rv0486,MONOMER
Rv3312A,MONOMER
Rv1011,MONOMER
Rv0913c,MONOMER
Rv3780,MONOMER
Rv1895,MONOMER
Rv2379c,MONOMER
Rv0035,MONOMER
Rv2852c,MONOMER
Rv0465c,MONOMER
Rv3295,MONOMER
Rv0991c,MONOMER
Rv0893c,MONOMER
Rv3761c,MONOMER
Rv1441c,MONOMER
Rv1869c,MONOMER
Rv2356c,MONOMER
Rv0011c,MONOMER
Rv0447c,MONOMER
Rv3274c,MONOMER
Rv0872c,MONOMER
Rv3742c,MONOMER
Rv1423,MONOMER
Rv1852,MONOMER
Rv2335,MONOMER
Rv2796c,MONOMER
Rv0427c,MONOMER
Rv3251c,MONOMER
Rv0853c,MONOMER
Rv3724A,MONOMER
Rv1404,MONOMER
Rv1839c,MONOMER
Rv0409,MONOMER
Rv3232c,MONOMER
Rv0833,MONOMER
Rv3705A,MONOMER
Rv1388,MONOMER
Rv1820,MONOMER
Rv2298,MONOMER
Rv0391,MONOMER
Rv2294,MONOMER
Rv0388c,MONOMER
Rv2757c,MONOMER
Rv3210c,MONOMER
Rv0812,MONOMER
Rv3687c,MONOMER
Rv1363c,MONOMER
Rv1798,MONOMER
Rv2270,MONOMER
Rv0363c,MONOMER
Rv2739c,MONOMER
Rv3196A,MONOMER
Rv0792c,MONOMER
Rv3669,MONOMER
Rv1340,MONOMER
Rv1780,MONOMER
Rv2240c,MONOMER
Rv2719c,MONOMER
Rv3173c,MONOMER
Rv0772,MONOMER
Rv3637,MONOMER
Rv1318c,MONOMER
Rv1760,MONOMER
Rv2224c,MONOMER
Rv0327c,MONOMER
Rv2697c,MONOMER
Rv3155,MONOMER
Rv0754,MONOMER
Rv3619c,MONOMER
Rv1300,MONOMER
Rv1740,MONOMER
Rv2209,MONOMER
Rv0308,MONOMER
Rv2678c,MONOMER
Rv3138,MONOMER
Rv0734,MONOMER
Rv3601c,MONOMER
Rv1715,MONOMER
Rv2192c,MONOMER
Rv0289,MONOMER
Rv2654c,MONOMER
Rv3117,MONOMER
Rv0717,MONOMER
Rv3583c,MONOMER
Rv1262c,MONOMER
Rv1696,MONOMER
Rv2170,MONOMER
Rv0272c,MONOMER
Rv2627c,MONOMER
Rv3099c,MONOMER
Rv0701,MONOMER
Rv3558,MONOMER
Rv1244,MONOMER
Rv1674c,MONOMER
Rv2145c,MONOMER
Rv0249c,MONOMER
Rv2609c,MONOMER
Rv3080c,MONOMER
Rv0680c,MONOMER
Rv3525c,MONOMER
Rv1226c,MONOMER
Rv1653,MONOMER
Rv2124c,MONOMER
Rv0230c,MONOMER
Rv2593c,MONOMER
Rv3058c,MONOMER
Rv0663,MONOMER
Rv1209,MONOMER
Rv1636,MONOMER
Rv2103c,MONOMER
Rv0214,MONOMER
Rv2576c,MONOMER
Rv3040c,MONOMER
Rv0647c,MONOMER
Rv3484,MONOMER
Rv1188,MONOMER
Rv1619,MONOMER
Rv2073c,MONOMER
Rv2553c,MONOMER
Rv3023c,MONOMER
Rv0627,MONOMER
Rv3464,MONOMER
Rv1166,MONOMER
Rv1603,MONOMER
Rv2057c,MONOMER
Rv0174,MONOMER
Rv2536,MONOMER
Rv3004,MONOMER
Rv0605,MONOMER
Rv3448,MONOMER
Rv1149,MONOMER
Rv1584c,MONOMER
Rv2037c,MONOMER
Rv0157A,MONOMER
Rv2517c,MONOMER
Rv2986c,MONOMER
Rv0589,MONOMER
Rv3431c,MONOMER
Rv1129c,MONOMER
Rv3911,MONOMER
Rv1567c,MONOMER
Rv2013,MONOMER
Rv0140,MONOMER
Rv2496c,MONOMER
Rv2968c,MONOMER
Rv0570,MONOMER
Rv3410c,MONOMER
Rv1108c,MONOMER
Rv3889c,MONOMER
Rv1551,MONOMER
Rv2475c,MONOMER
Rv0125,MONOMER
Rv2941,MONOMER
Rv0554,MONOMER
Rv3388,MONOMER
Rv1090,MONOMER
Rv3873,MONOMER
Rv1534,MONOMER
Rv1974,MONOMER
Rv2457c,MONOMER
Rv0105c,MONOMER
Rv2922c,MONOMER
Rv0536,MONOMER
Rv3368c,MONOMER
Rv1069c,MONOMER
Rv3855,MONOMER
Rv1513,MONOMER
Rv1956,MONOMER
Rv2438c,MONOMER
Rv0085,MONOMER
Rv2904c,MONOMER
Rv0520,MONOMER
Rv3347c,MONOMER
Rv1040c,MONOMER
Rv0946c,MONOMER
Rv3835,MONOMER
Rv1490,MONOMER
Rv1933c,MONOMER
Rv2412,MONOMER
Rv0069c,MONOMER
Rv2884,MONOMER
Rv0503c,MONOMER
Rv3327,MONOMER
Rv1025,MONOMER
Rv0928,MONOMER
Rv3813c,MONOMER
Rv1471,MONOMER
Rv1914c,MONOMER
Rv2393,MONOMER
Rv0050,MONOMER
Rv2866,MONOMER
Rv0483,MONOMER
Rv3309c,MONOMER
Rv1008,MONOMER
Rv3777,MONOMER
Rv1454c,MONOMER
Rv1888c,MONOMER
Rv2376c,MONOMER
Rv0031,MONOMER
Rv2849c,MONOMER
Rv0462,MONOMER
Rv3290c,MONOMER
Rv0890c,MONOMER
Rv1438,MONOMER
Rv1865c,MONOMER
Rv2352c,MONOMER
Rv0008c,MONOMER
Rv0444c,MONOMER
Rv0869c,MONOMER
Rv3739c,MONOMER
Rv1419,MONOMER
Rv2332,MONOMER
Rv2792c,MONOMER
Rv0423c,MONOMER
Rv3246c,MONOMER
Rv0850,MONOMER
Rv3721c,MONOMER
Rv1401,MONOMER
Rv1836c,MONOMER
Rv2314c,MONOMER
Rv0405,MONOMER
Rv2779c,MONOMER
Rv3229c,MONOMER
Rv0830,MONOMER
Rv3699,MONOMER
Rv1385,MONOMER
Rv1817,MONOMER
Rv1814,MONOMER
Rv2289,MONOMER
Rv0384c,MONOMER
Rv2753c,MONOMER
Rv3208,MONOMER
Rv0808,MONOMER
Rv3683,MONOMER
Rv1360,MONOMER
Rv1795,MONOMER
Rv2264c,MONOMER
Rv0360c,MONOMER
Rv2736c,MONOMER
Rv3192,MONOMER
Rv0787A,MONOMER
Rv3658c,MONOMER
Rv1333,MONOMER
Rv1777,MONOMER
Rv2237,MONOMER
Rv0342,MONOMER
Rv2716,MONOMER
Rv3169,MONOMER
Rv0769,MONOMER
Rv3633,MONOMER
Rv1314c,MONOMER
Rv1757c,MONOMER
Rv2221c,MONOMER
Rv0321,MONOMER
Rv2694c,MONOMER
Rv3152,MONOMER
Rv0751c,MONOMER
Rv3616c,MONOMER
Rv1297,MONOMER
Rv1736c,MONOMER
Rv2206,MONOMER
Rv0305c,MONOMER
Rv2674,MONOMER
Rv3136,MONOMER
Rv0731c,MONOMER
Rv3598c,MONOMER
Rv1280c,MONOMER
Rv1712,MONOMER
Rv2185c,MONOMER
Rv0286,MONOMER
Rv2651c,MONOMER
Rv3113,MONOMER
Rv0714,MONOMER
Rv3580c,MONOMER
Rv1259,MONOMER
Rv1690,MONOMER
Rv2166c,MONOMER
Rv0267,MONOMER
Rv2624c,MONOMER
Rv3095,MONOMER
Rv0696,MONOMER
Rv3555c,MONOMER
Rv1241,MONOMER
Rv2142c,MONOMER
Rv0243,MONOMER
Rv2606c,MONOMER
Rv3077,MONOMER
Rv0677c,MONOMER
Rv3522,MONOMER
Rv1222,MONOMER
Rv1650,MONOMER
Rv2121c,MONOMER
Rv0227c,MONOMER
Rv2590,MONOMER
Rv3055,MONOMER
Rv0660c,MONOMER
Rv3498c,MONOMER
Rv1206,MONOMER
Rv1633,MONOMER
Rv2095c,MONOMER
Rv0211,MONOMER
Rv2572c,MONOMER
Rv3036c,MONOMER
Rv0644c,MONOMER
Rv3481c,MONOMER
Rv1185c,MONOMER
Rv1616,MONOMER
Rv2070c,MONOMER
Rv0189c,MONOMER
Rv2549c,MONOMER
Rv3019c,MONOMER
Rv0624,MONOMER
Rv3461c,MONOMER
Rv1163,MONOMER
Rv1600,MONOMER
Rv2054,MONOMER
Rv0171,MONOMER
Rv2533c,MONOMER
Rv3001c,MONOMER
Rv0602c,MONOMER
Rv3445c,MONOMER
Rv1581c,MONOMER
Rv2031c,MONOMER
Rv0155,MONOMER
Rv2510c,MONOMER
Rv2983,MONOMER
Rv0586,MONOMER
Rv3428c,MONOMER
Rv1124,MONOMER
Rv3908,MONOMER
Rv1564c,MONOMER
Rv2009,MONOMER
Rv0136,MONOMER
Rv2493,MONOMER
Rv2965c,MONOMER
Rv0567,MONOMER
Rv3407,MONOMER
Rv1104,MONOMER
Rv3886c,MONOMER
Rv1548c,MONOMER
Rv1990A,MONOMER
Rv2470,MONOMER
Rv0121c,MONOMER
Rv0551c,MONOMER
Rv3385c,MONOMER
Rv1087,MONOMER
Rv3870,MONOMER
Rv1530,MONOMER
Rv1971,MONOMER
Rv2451,MONOMER
Rv0101,MONOMER
Rv2919c,MONOMER
Rv0532,MONOMER
Rv3365c,MONOMER
Rv1064c,MONOMER
Rv0966c,MONOMER
Rv3852,MONOMER
Rv1510,MONOMER
Rv1952,MONOMER
Rv2435c,MONOMER
Rv0082,MONOMER
Rv2901c,MONOMER
Rv0517,MONOMER
Rv3343c,MONOMER
Rv1037c,MONOMER
Rv0943c,MONOMER
Rv3832c,MONOMER
Rv1488,MONOMER
Rv1928c,MONOMER
Rv2408,MONOMER
Rv0066c,MONOMER
Rv2881c,MONOMER
Rv0500A,MONOMER
Rv3323c,MONOMER
Rv1022,MONOMER
Rv3807c,MONOMER
Rv1468c,MONOMER
Rv1910c,MONOMER
Rv2389c,MONOMER
Rv0045c,MONOMER
Rv2863,MONOMER
Rv0478,MONOMER
Rv3306c,MONOMER
Rv1005c,MONOMER
Rv0905,MONOMER
Rv3772,MONOMER
Rv1451,MONOMER
Rv1882c,MONOMER
Rv2371,MONOMER
Rv0022c,MONOMER
Rv0458,MONOMER
Rv3287c,MONOMER
Rv0984,MONOMER
Rv0886,MONOMER
Rv3755c,MONOMER
Rv1435c,MONOMER
Rv1862,MONOMER
Rv2349c,MONOMER
Rv0005,MONOMER
Rv2829c,MONOMER
Rv0440,MONOMER
Rv3266c,MONOMER
Rv0866,MONOMER
Rv3736,MONOMER
Rv1416,MONOMER
Rv1849,MONOMER
Rv2328,MONOMER
Rv2789c,MONOMER
Rv0419,MONOMER
Rv3243c,MONOMER
Rv0847,MONOMER
Rv3718c,MONOMER
Rv1398c,MONOMER
Rv1832,MONOMER
Rv2307B,MONOMER
Rv2775,MONOMER
Rv3224,MONOMER
Rv0827c,MONOMER
Rv3697c,MONOMER
Rv1379,MONOMER
Rv1810,MONOMER
Rv2284,MONOMER
Rv2749,MONOMER
Rv3204,MONOMER
Rv0803,MONOMER
Rv1355c,MONOMER
Rv1791,MONOMER
Rv2257c,MONOMER
Rv0357c,MONOMER
Rv2731,MONOMER
Rv3186,MONOMER
Rv0785,MONOMER
Rv3652,MONOMER
Rv1329c,MONOMER
Rv1773c,MONOMER
Rv2234,MONOMER
Rv0339c,MONOMER
Rv2713,MONOMER
Rv3165c,MONOMER
Rv0765c,MONOMER
Rv3630,MONOMER
Rv1311,MONOMER
Rv1751,MONOMER
Rv2219,MONOMER
Rv0318c,MONOMER
Rv3149,MONOMER
Rv0748,MONOMER
Rv3611,MONOMER
Rv1294,MONOMER
Rv1732c,MONOMER
Rv2202c,MONOMER
Rv0302,MONOMER
Rv2669,MONOMER
Rv3133c,MONOMER
Rv0728c,MONOMER
Rv3595c,MONOMER
Rv1274,MONOMER
Rv1708,MONOMER
Rv2181,MONOMER
Rv0283,MONOMER
Rv2646,MONOMER
Rv3110,MONOMER
Rv0711,MONOMER
Rv3576,MONOMER
Rv1256c,MONOMER
Rv2163c,MONOMER
Rv0262c,MONOMER
Rv2621c,MONOMER
Rv3091,MONOMER
Rv0691A,MONOMER
Rv3550,MONOMER
Rv1665,MONOMER
Rv2139,MONOMER
Rv0240,MONOMER
Rv2603c,MONOMER
Rv3069,MONOMER
Rv0673,MONOMER
Rv3518c,MONOMER
Rv1219c,MONOMER
Rv1647,MONOMER
Rv2116,MONOMER
Rv0224c,MONOMER
Rv3051c,MONOMER
Rv0657c,MONOMER
Rv3495c,MONOMER
Rv1629,MONOMER
Rv2092c,MONOMER
Rv0204c,MONOMER
Rv2566,MONOMER
Rv3033,MONOMER
Rv0639,MONOMER
Rv3478,MONOMER
Rv1179c,MONOMER
Rv1613,MONOMER
Rv2067c,MONOMER
Rv0186A,MONOMER
Rv2547,MONOMER
Rv3017c,MONOMER
Rv0621,MONOMER
Rv3458c,MONOMER
Rv1160,MONOMER
Rv1596,MONOMER
Rv2051c,MONOMER
Rv0168,MONOMER
Rv2530c,MONOMER
Rv2997,MONOMER
Rv0599c,MONOMER
Rv3442c,MONOMER
Rv1140,MONOMER
Rv3922c,MONOMER
Rv1578c,MONOMER
Rv2028c,MONOMER
Rv0152c,MONOMER
Rv2506,MONOMER
Rv2979c,MONOMER
Rv0583c,MONOMER
Rv3425,MONOMER
Rv1121,MONOMER
Rv3904c,MONOMER
Rv1561,MONOMER
Rv2004c,MONOMER
Rv2488c,MONOMER
Rv2961,MONOMER
Rv0564c,MONOMER
Rv3401,MONOMER
Rv1101c,MONOMER
Rv3883c,MONOMER
Rv1544,MONOMER
Rv1987,MONOMER
Rv2467,MONOMER
Rv0118c,MONOMER
Rv2934,MONOMER
Rv0547c,MONOMER
Rv3382c,MONOMER
Rv1081c,MONOMER
Rv0980c,MONOMER
Rv3867,MONOMER
Rv1527c,MONOMER
Rv1968,MONOMER
Rv2448c,MONOMER
Rv0097,MONOMER
Rv2916c,MONOMER
Rv0530,MONOMER
Rv3361c,MONOMER
Rv1059,MONOMER
Rv0960,MONOMER
Rv3849,MONOMER
Rv1500,MONOMER
Rv1943c,MONOMER
Rv2430c,MONOMER
Rv0078B,MONOMER
Rv2895c,MONOMER
Rv0514,MONOMER
Rv3340,MONOMER
Rv1034c,MONOMER
Rv0938,MONOMER
Rv3828c,MONOMER
Rv1481,MONOMER
Rv1924c,MONOMER
Rv2404c,MONOMER
Rv0064,MONOMER
Rv2876,MONOMER
Rv0494,MONOMER
Rv3320c,MONOMER
Rv1019,MONOMER
Rv0920c,MONOMER
Rv3797,MONOMER
Rv1465,MONOMER
Rv1906c,MONOMER
Rv2386c,MONOMER
Rv0042c,MONOMER
Rv2860c,MONOMER
Rv0475,MONOMER
Rv3303c,MONOMER
Rv1002c,MONOMER
Rv0902c,MONOMER
Rv3770c,MONOMER
Rv1448c,MONOMER
Rv1878,MONOMER
Rv2364c,MONOMER
Rv0018c,MONOMER
Rv2843,MONOMER
Rv0456A,MONOMER
Rv3283,MONOMER
Rv0881,MONOMER
Rv3752c,MONOMER
Rv1431,MONOMER
Rv2345,MONOMER
Rv0001,MONOMER
Rv2812,MONOMER
Rv0437c,MONOMER
Rv3262,MONOMER
Rv0862c,MONOMER
Rv3731,MONOMER
Rv1411c,MONOMER
Rv1846c,MONOMER
Rv2324,MONOMER
Rv2786c,MONOMER
Rv0416,MONOMER
Rv0843,MONOMER
Rv3713,MONOMER
Rv1395,MONOMER
Rv1827,MONOMER
Rv2306A,MONOMER
Rv0399c,MONOMER
Rv2769c,MONOMER
Rv3221c,MONOMER
Rv0823c,MONOMER
Rv3694c,MONOMER
Rv1371,MONOMER
Rv1806,MONOMER
Rv2280,MONOMER
Rv0375c,MONOMER
Rv2746c,MONOMER
Rv3201c,MONOMER
Rv0800,MONOMER
Rv3677c,MONOMER
Rv1347c,MONOMER
Rv1788,MONOMER
Rv2252,MONOMER
Rv0354c,MONOMER
Rv2727c,MONOMER
Rv3181c,MONOMER
Rv0781,MONOMER
Rv3648c,MONOMER
Rv1326c,MONOMER
Rv1768,MONOMER
Rv2231A,MONOMER
Rv0336,MONOMER
Rv2709,MONOMER
Rv3162c,MONOMER
Rv0761c,MONOMER
Rv3627c,MONOMER
Rv1308,MONOMER
Rv1748,MONOMER
Rv2216,MONOMER
Rv0315,MONOMER
Rv3146,MONOMER
Rv0744c,MONOMER
Rv3608c,MONOMER
Rv1291c,MONOMER
Rv1729c,MONOMER
Rv2199c,MONOMER
Rv0297,MONOMER
Rv2666,MONOMER
Rv3130c,MONOMER
Rv0724,MONOMER
Rv3591c,MONOMER
Rv1270c,MONOMER
Rv1705c,MONOMER
Rv2177c,MONOMER
Rv0280,MONOMER
Rv2641,MONOMER
Rv3106,MONOMER
Rv0708,MONOMER
Rv3572,MONOMER
Rv1253,MONOMER
Rv1682,MONOMER
Rv2159c,MONOMER
Rv0256c,MONOMER
Rv2617c,MONOMER
Rv3088,MONOMER
Rv0687,MONOMER
Rv3547,MONOMER
Rv1234,MONOMER
Rv1660,MONOMER
Rv2134c,MONOMER
Rv0237,MONOMER
Rv2601,MONOMER
Rv3065,MONOMER
Rv0670,MONOMER
Rv3511,MONOMER
Rv1216c,MONOMER
Rv1643,MONOMER
Rv2113,MONOMER
Rv0221,MONOMER
Rv2584c,MONOMER
Rv3048c,MONOMER
Rv0654,MONOMER
Rv3492c,MONOMER
Rv1197,MONOMER
Rv1626,MONOMER
Rv2089c,MONOMER
Rv0201c,MONOMER
Rv3031,MONOMER
Rv0634A,MONOMER
Rv3474,MONOMER
Rv1175c,MONOMER
Rv1610,MONOMER
Rv2064,MONOMER
Rv0182c,MONOMER
Rv2544,MONOMER
Rv3013,MONOMER
Rv0617,MONOMER
Rv3455c,MONOMER
Rv1158c,MONOMER
Rv1593c,MONOMER
Rv2045c,MONOMER
Rv0165c,MONOMER
Rv2526,MONOMER
Rv2994,MONOMER
Rv0595c,MONOMER
Rv3438,MONOMER
Rv1136,MONOMER
Rv3919c,MONOMER
Rv1575,MONOMER
Rv2025c,MONOMER
Rv0148,MONOMER
Rv2503c,MONOMER
Rv2976c,MONOMER
Rv0580c,MONOMER
Rv3419c,MONOMER
Rv1116A,MONOMER
Rv3900c,MONOMER
Rv1558,MONOMER
Rv1999c,MONOMER
Rv2485c,MONOMER
Rv0133,MONOMER
Rv2947c,MONOMER
Rv0561c,MONOMER
Rv3396c,MONOMER
Rv1097c,MONOMER
Rv3880c,MONOMER
Rv1541c,MONOMER
Rv1982A,MONOMER
Rv2464c,MONOMER
Rv0114,MONOMER
Rv2931,MONOMER
Rv0544c,MONOMER
Rv3375,MONOMER
Rv1078,MONOMER
Rv0977,MONOMER
Rv3864,MONOMER
Rv1524,MONOMER
Rv1965,MONOMER
Rv2445c,MONOMER
Rv2913c,MONOMER
Rv0527,MONOMER
Rv3357,MONOMER
Rv1055,MONOMER
Rv0957,MONOMER
Rv3844,MONOMER
Rv1497,MONOMER
Rv1940,MONOMER
Rv2427c,MONOMER
Rv0076c,MONOMER
Rv2892c,MONOMER
Rv0511,MONOMER
Rv3334,MONOMER
Rv3821,MONOMER
Rv1478,MONOMER
Rv1921c,MONOMER
Rv2401A,MONOMER
Rv0058,MONOMER
Rv2873,MONOMER
Rv0491,MONOMER
Rv3316,MONOMER
Rv1016c,MONOMER
Rv3786c,MONOMER
Rv1461,MONOMER
Rv2383c,MONOMER
Rv0039c,MONOMER
Rv2857c,MONOMER
Rv0472c,MONOMER
Rv3299c,MONOMER
Rv0996,MONOMER
Rv0899,MONOMER
Rv3765c,MONOMER
Rv1445c,MONOMER
Rv1875,MONOMER
Rv2360c,MONOMER
Rv0015c,MONOMER
Rv2839c,MONOMER
Rv0453,MONOMER
Rv3278c,MONOMER
Rv0878c,MONOMER
Rv3747,MONOMER
Rv1427c,MONOMER
Rv1856c,MONOMER
Rv2341,MONOMER
Rv2801A,MONOMER
Rv0432,MONOMER
Rv3257c,MONOMER
Rv0859,MONOMER
Rv3727,MONOMER
Rv1408,MONOMER
Rv1843c,MONOMER
Rv2321c,MONOMER
Rv2783c,MONOMER
Rv0413,MONOMER
Rv0840c,MONOMER
Rv3710,MONOMER
Rv1392,MONOMER
Rv1824,MONOMER
Rv2302,MONOMER
Rv0397,MONOMER
Rv2766c,MONOMER
Rv3218,MONOMER
Rv2761c,MONOMER
Rv3214,MONOMER
Rv0816c,MONOMER
Rv3691,MONOMER
Rv1367c,MONOMER
Rv1802,MONOMER
Rv2274A,MONOMER
Rv0370c,MONOMER
Rv2743c,MONOMER
Rv3198A,MONOMER
Rv0797,MONOMER
Rv3674c,MONOMER
Rv1344,MONOMER
Rv1785c,MONOMER
Rv2250c,MONOMER
Rv0351,MONOMER
Rv2724c,MONOMER
Rv3177,MONOMER
Rv0778,MONOMER
Rv3644c,MONOMER
Rv1323,MONOMER
Rv1765A,MONOMER
Rv2229c,MONOMER
Rv0333,MONOMER
Rv2703,MONOMER
Rv3159c,MONOMER
Rv0757,MONOMER
Rv3623,MONOMER
Rv1305,MONOMER
Rv1744c,MONOMER
Rv2213,MONOMER
Rv0312,MONOMER
Rv2682c,MONOMER
Rv3143,MONOMER
Rv0738,MONOMER
Rv3605c,MONOMER
Rv1288,MONOMER
Rv1722,MONOMER
Rv2196,MONOMER
Rv0293c,MONOMER
Rv2658c,MONOMER
Rv3124,MONOMER
Rv0721,MONOMER
Rv3588c,MONOMER
Rv1266c,MONOMER
Rv1701,MONOMER
Rv2174,MONOMER
Rv0277c,MONOMER
Rv2637,MONOMER
Rv3103c,MONOMER
Rv0705,MONOMER
Rv3564,MONOMER
Rv1249c,MONOMER
Rv1678,MONOMER
Rv2150c,MONOMER
Rv0253,MONOMER
Rv2614c,MONOMER
Rv3085,MONOMER
Rv0684,MONOMER
Rv3533c,MONOMER
Rv1231c,MONOMER
Rv1657,MONOMER
Rv2129c,MONOMER
Rv0235c,MONOMER
Rv2597,MONOMER
Rv3062,MONOMER
Rv0667,MONOMER
Rv3508,MONOMER
Rv1213,MONOMER
Rv1640c,MONOMER
Rv2108,MONOMER
Rv0218,MONOMER
Rv2581c,MONOMER
Rv3044,MONOMER
Rv0651,MONOMER
Rv3489,MONOMER
Rv1194c,MONOMER
Rv1623c,MONOMER
Rv2080,MONOMER
Rv0198c,MONOMER
Rv2558,MONOMER
Rv3028c,MONOMER
Rv0632c,MONOMER
Rv3470c,MONOMER
Rv1172c,MONOMER
Rv2062c,MONOMER
Rv0178,MONOMER
Rv2540c,MONOMER
Rv3010c,MONOMER
Rv0613c,MONOMER
Rv3452,MONOMER
Rv1155,MONOMER
Rv1588c,MONOMER
Rv2041c,MONOMER
Rv0162c,MONOMER
Rv3666c,MONOMER
Rv2521,MONOMER
Rv2991,MONOMER
Rv0592,MONOMER
Rv3435c,MONOMER
Rv1133c,MONOMER
Rv3915,MONOMER
Rv1571,MONOMER
Rv2019,MONOMER
Rv0145,MONOMER
Rv2500c,MONOMER
Rv2972c,MONOMER
Rv0576,MONOMER
Rv3416,MONOMER
Rv1113,MONOMER
Rv3893c,MONOMER
Rv1555,MONOMER
Rv1996,MONOMER
Rv2482c,MONOMER
Rv0130,MONOMER
Rv2944,MONOMER
Rv0558,MONOMER
Rv3392c,MONOMER
Rv1094,MONOMER
Rv3877,MONOMER
Rv1538c,MONOMER
Rv1980c,MONOMER
Rv2461c,MONOMER
Rv0111,MONOMER
Rv2925c,MONOMER
Rv0541c,MONOMER
Rv3372,MONOMER
Rv1075c,MONOMER
Rv0973c,MONOMER
Rv3860,MONOMER
Rv1521,MONOMER
Rv1962A,MONOMER
Rv2442c,MONOMER
Rv0089,MONOMER
Rv2909c,MONOMER
Rv0524,MONOMER
Rv3352c,MONOMER
Rv1049,MONOMER
Rv0846c,MONOMER
Rv0954,MONOMER
Rv3841,MONOMER
Rv1494,MONOMER
Rv1937,MONOMER
Rv2419c,MONOMER
G185E-8066,tRNA
Rv2888c,MONOMER
G185E-6721,tRNA
Rv1028A,MONOMER
G185E-4120,tRNA
Rv0932c,MONOMER
G185E-8011,tRNA
Rv3817,MONOMER
G185E-6566,tRNA
Rv1474c,MONOMER
G185E-5154,tRNA
Rv1918c,MONOMER
G185E-7458,tRNA
Rv2395B,MONOMER
G185E-6348,tRNA
Rv0054,MONOMER
G185E-4984,tRNA
Rv2870c,MONOMER
G185E-7247,tRNA
Rv0488,MONOMER
G185E-5527,tRNA
Rv3313c,MONOMER
G185E-4903,tRNA
Rv1013,MONOMER
G185E-6890,tRNA
Rv0914c,MONOMER
G185E-4774,tRNA
Rv1899c,MONOMER
G185E-8072,tRNA
Rv2380c,MONOMER
G185E-6748,tRNA
Rv0036c,MONOMER
G185E-4134,tRNA
Rv2853,MONOMER
G185E-8042,tRNA
Rv0466,MONOMER
G185E-6695,tRNA
Rv3296,MONOMER
G185E-5177,tRNA
Rv0993,MONOMER
G185E-7923,tRNA
Rv0894,MONOMER
G185E-6452,tRNA
Rv3762c,MONOMER
G185E-4985,tRNA
Rv1442,MONOMER
G185E-7248,tRNA
Rv1871c,MONOMER
G185E-5814,tRNA
Rv2357c,MONOMER
G185E-4982,tRNA
Rv0012,MONOMER
G185E-6891,tRNA
Rv2836c,MONOMER
G185E-5217,tRNA
Rv3275c,MONOMER
G185E-4775,tRNA
Rv0873,MONOMER
G185E-6756,tRNA
Rv1424c,MONOMER
G185E-4441,tRNA
Rv1853,MONOMER
G185E-8065,tRNA
Rv2338c,MONOMER
G185E-6696,tRNA
Rv2799,MONOMER
G185E-4119,tRNA
Rv0428c,MONOMER
G185E-7969,tRNA
Rv0854,MONOMER
G185E-6531,tRNA
Rv3724B,MONOMER
G185E-5074,tRNA
Rv1405c,MONOMER
G185E-7329,tRNA
Rv1840c,MONOMER
G185E-5912,tRNA
Rv2318,MONOMER
G185E-4983,tRNA
Rv0410c,MONOMER
G185E-6892,tRNA
Rv3233c,MONOMER
G185E-5465,tRNA
Rv0834c,MONOMER
G185E-4780,tRNA
Rv3706c,MONOMER
G185E-6889,tRNA
Rv1389,MONOMER
G185E-4700,tRNA
Rv1821,MONOMER
G185E-6385,RNA
Rv2299c,MONOMER
G185E-4746,RNA
Rv0392c,MONOMER
G185E-8141,RNA
Rv0389,MONOMER
G185E-5928,RNA
Rv2758c,MONOMER
G185E-7944,RNA
Rv3211,MONOMER
G185E-5557,RNA
Rv0813c,MONOMER
G185E-7875,RNA
Rv3688c,MONOMER
G185E-5436,RNA
Rv1364c,MONOMER
G185E-6801,RNA
Rv1799,MONOMER
G185E-5325,RNA
Rv2272,MONOMER
G185E-6438,RNA
Rv0364,MONOMER
G185E-4974,RNA
Rv2740,MONOMER
G185E-6087,RNA
Rv0793,MONOMER
G185E-4365,RNA
Rv3670,MONOMER
G185E-8010,RNA
Rv1341,MONOMER
G185E-5880,RNA
Rv1781c,MONOMER
G185E-7932,RNA
Rv2241,MONOMER
G185E-5490,RNA
Rv0347,MONOMER
G185E-6804,RNA
Rv2720,MONOMER
G185E-5366,RNA
Rv3174,MONOMER
G185E-6459,RNA
Rv0773c,MONOMER
G185E-5212,RNA
Rv3638,MONOMER
G185E-6252,RNA
Rv1319c,MONOMER
G185E-4614,RNA
Rv1761c,MONOMER
G185E-8139,RNA
Rv2225,MONOMER
G185E-5920,RNA
Rv0328,MONOMER
G185E-7942,RNA
Rv2698,MONOMER
G185E-5544,RNA
Rv3156,MONOMER
G185E-7362,RNA
Rv0755c,MONOMER
G185E-5392,RNA
Rv3620c,MONOMER
G185E-6622,RNA
