,value
Rv1301,MONOMER
G185E-5257,RNA
Rv1741,MONOMER
Rv2210c,MONOMER
Rv0309,MONOMER
Rv2679,MONOMER
Rv3139,MONOMER
Rv0735,MONOMER
Rv3602c,MONOMER
Rv1284,MONOMER
Rv1719,MONOMER
Rv2193,MONOMER
Rv0290,MONOMER
Rv2655c,MONOMER
Rv3118,MONOMER
Rv0718,MONOMER
Rv3584,MONOMER
Rv1263,MONOMER
Rv1698,MONOMER
Rv2171,MONOMER
Rv0273c,MONOMER
Rv2629,MONOMER
Rv3100c,MONOMER
Rv0702,MONOMER
Rv3559c,MONOMER
Rv1245c,MONOMER
Rv1675c,MONOMER
Rv2146c,MONOMER
Rv0250c,MONOMER
Rv2610c,MONOMER
Rv3082c,MONOMER
Rv0681,MONOMER
Rv3528c,MONOMER
Rv1227c,MONOMER
Rv1654,MONOMER
Rv2126c,MONOMER
Rv0231,MONOMER
Rv2594c,MONOMER
Rv3059,MONOMER
Rv0664,MONOMER
Rv3503c,MONOMER
Rv1210,MONOMER
Rv1637c,MONOMER
Rv2104c,MONOMER
Rv0215c,MONOMER
Rv2577,MONOMER
Rv0648,MONOMER
Rv3485c,MONOMER
Rv1189,MONOMER
Rv2074,MONOMER
Rv0195,MONOMER
Rv2554c,MONOMER
Rv3024c,MONOMER
Rv0629c,MONOMER
Rv3465,MONOMER
Rv1167c,MONOMER
Rv1604,MONOMER
Rv2058c,MONOMER
Rv0175,MONOMER
Rv2537c,MONOMER
Rv3006,MONOMER
Rv0606,MONOMER
Rv3449,MONOMER
Rv1151c,MONOMER
Rv1585c,MONOMER
Rv0158,MONOMER
Rv2518c,MONOMER
Rv2987c,MONOMER
Rv0590,MONOMER
Rv3432c,MONOMER
Rv1130,MONOMER
Rv3912,MONOMER
Rv1568,MONOMER
Rv2014,MONOMER
Rv0141c,MONOMER
Rv2497c,MONOMER
Rv2969c,MONOMER
Rv0571c,MONOMER
Rv3411c,MONOMER
Rv1109c,MONOMER
Rv3890c,MONOMER
Rv1552,MONOMER
Rv1993c,MONOMER
Rv2476c,MONOMER
Rv0126,MONOMER
Rv2942,MONOMER
Rv0555,MONOMER
Rv3389c,MONOMER
Rv1091,MONOMER
Rv3874,MONOMER
Rv1535,MONOMER
Rv1977,MONOMER
Rv2458,MONOMER
Rv2922A,MONOMER
Rv0537c,MONOMER
Rv3369,MONOMER
Rv1070c,MONOMER
Rv0970,MONOMER
Rv3857c,MONOMER
Rv1516c,MONOMER
Rv1959c,MONOMER
Rv2439c,MONOMER
Rv0086,MONOMER
Rv2905,MONOMER
Rv0521,MONOMER
Rv3348,MONOMER
Rv1041c,MONOMER
Rv0948c,MONOMER
Rv3837c,MONOMER
Rv1491c,MONOMER
Rv1934c,MONOMER
Rv2416c,MONOMER
Rv0070c,MONOMER
Rv2885c,MONOMER
Rv0504c,MONOMER
Rv3328c,MONOMER
Rv1026,MONOMER
Rv3814c,MONOMER
Rv1472,MONOMER
Rv1915,MONOMER
Rv2394,MONOMER
Rv0051,MONOMER
Rv2867c,MONOMER
Rv0484c,MONOMER
Rv3310,MONOMER
Rv1009,MONOMER
Rv0911,MONOMER
Rv3778c,MONOMER
Rv1455,MONOMER
Rv1891,MONOMER
Rv2377c,MONOMER
Rv0032,MONOMER
Rv2850c,MONOMER
Rv0463,MONOMER
Rv3291c,MONOMER
Rv0988,MONOMER
Rv0891c,MONOMER
Rv3759c,MONOMER
Rv1439c,MONOMER
Rv1866,MONOMER
Rv2353c,MONOMER
Rv0009,MONOMER
Rv2833c,MONOMER
Rv0445c,MONOMER
Rv3271c,MONOMER
Rv0870c,MONOMER
Rv3740c,MONOMER
Rv1420,MONOMER
Rv1850,MONOMER
Rv2793c,MONOMER
Rv3248c,MONOMER
Rv0851c,MONOMER
Rv3722c,MONOMER
Rv1402,MONOMER
Rv1837c,MONOMER
Rv2315c,MONOMER
Rv0406c,MONOMER
Rv2780,MONOMER
Rv3230c,MONOMER
Rv0831c,MONOMER
Rv3704c,MONOMER
Rv1386,MONOMER
Rv1818c,MONOMER
Rv2296,MONOMER
Rv1815,MONOMER
Rv2290,MONOMER
Rv0385,MONOMER
Rv2755c,MONOMER
Rv3208A,MONOMER
Rv0809,MONOMER
Rv3684,MONOMER
Rv1361c,MONOMER
Rv1796,MONOMER
Rv2265,MONOMER
Rv0361,MONOMER
Rv2737c,MONOMER
Rv3193c,MONOMER
Rv0788,MONOMER
Rv3667,MONOMER
Rv1337,MONOMER
Rv1778c,MONOMER
Rv2237A,MONOMER
Rv0343,MONOMER
Rv2717c,MONOMER
Rv3170,MONOMER
Rv0770,MONOMER
Rv3635,MONOMER
Rv1316c,MONOMER
Rv1758,MONOMER
Rv2222c,MONOMER
Rv0322,MONOMER
Rv2695,MONOMER
Rv3153,MONOMER
Rv0752c,MONOMER
Rv3617,MONOMER
Rv1298,MONOMER
Rv1738,MONOMER
Rv2207,MONOMER
Rv0306,MONOMER
Rv2676c,MONOMER
Rv3136A,MONOMER
Rv0732,MONOMER
Rv3599c,MONOMER
Rv1713,MONOMER
Rv2187,MONOMER
Rv0287,MONOMER
Rv2652c,MONOMER
Rv3115,MONOMER
Rv0715,MONOMER
Rv3581c,MONOMER
Rv1260,MONOMER
Rv1692,MONOMER
Rv2168c,MONOMER
Rv0270,MONOMER
Rv2625c,MONOMER
Rv3097c,MONOMER
Rv0697,MONOMER
Rv3556c,MONOMER
Rv1242,MONOMER
Rv1671,MONOMER
Rv2142A,MONOMER
Rv0245,MONOMER
Rv2607,MONOMER
Rv3078,MONOMER
Rv0678,MONOMER
Rv3523,MONOMER
Rv1223,MONOMER
Rv1651c,MONOMER
Rv2122c,MONOMER
Rv0228,MONOMER
Rv2591,MONOMER
Rv3056,MONOMER
Rv0661c,MONOMER
Rv3499c,MONOMER
Rv1207,MONOMER
Rv1634,MONOMER
Rv2096c,MONOMER
Rv0212c,MONOMER
Rv2574,MONOMER
Rv3038c,MONOMER
Rv0645c,MONOMER
Rv3482c,MONOMER
Rv1186c,MONOMER
Rv1617,MONOMER
Rv2071c,MONOMER
Rv0190,MONOMER
Rv2550c,MONOMER
Rv3020c,MONOMER
Rv0625c,MONOMER
Rv3462c,MONOMER
Rv1164,MONOMER
Rv1601,MONOMER
Rv2055c,MONOMER
Rv0172,MONOMER
Rv2534c,MONOMER
Rv3002c,MONOMER
Rv0603,MONOMER
Rv3446c,MONOMER
Rv1582c,MONOMER
Rv2032,MONOMER
Rv0156,MONOMER
Rv2511,MONOMER
Rv2984,MONOMER
Rv0587,MONOMER
Rv3429,MONOMER
Rv1126c,MONOMER
Rv3909,MONOMER
Rv1565c,MONOMER
Rv2010,MONOMER
Rv0137c,MONOMER
Rv2494,MONOMER
Rv2966c,MONOMER
Rv0568,MONOMER
Rv3408,MONOMER
Rv1105,MONOMER
Rv3887c,MONOMER
Rv1549,MONOMER
Rv1991c,MONOMER
Rv2471,MONOMER
Rv0123,MONOMER
Rv0552,MONOMER
Rv3386,MONOMER
Rv1088,MONOMER
Rv3871,MONOMER
Rv1531,MONOMER
Rv1972,MONOMER
Rv2453c,MONOMER
Rv0102,MONOMER
Rv0534c,MONOMER
Rv3366,MONOMER
Rv1067c,MONOMER
Rv0967,MONOMER
Rv3853,MONOMER
Rv1511,MONOMER
Rv1953,MONOMER
Rv2436,MONOMER
Rv0083,MONOMER
Rv2902c,MONOMER
Rv0518,MONOMER
Rv3345c,MONOMER
Rv1038c,MONOMER
Rv0944,MONOMER
Rv3833,MONOMER
Rv1489,MONOMER
Rv1931c,MONOMER
Rv2409c,MONOMER
Rv0067c,MONOMER
Rv2882c,MONOMER
Rv0501,MONOMER
Rv3324c,MONOMER
Rv1023,MONOMER
Rv0925c,MONOMER
Rv3810,MONOMER
Rv1911c,MONOMER
Rv2391,MONOMER
Rv0047c,MONOMER
Rv2864c,MONOMER
Rv0479c,MONOMER
Rv3307,MONOMER
Rv1006,MONOMER
Rv0906,MONOMER
Rv3773c,MONOMER
Rv1452c,MONOMER
Rv1884c,MONOMER
Rv2373c,MONOMER
Rv0023,MONOMER
Rv2847c,MONOMER
Rv0460,MONOMER
Rv3288c,MONOMER
Rv0985c,MONOMER
Rv0888,MONOMER
Rv1436,MONOMER
Rv1863c,MONOMER
Rv2350c,MONOMER
Rv0006,MONOMER
Rv2830c,MONOMER
Rv0442c,MONOMER
Rv3267,MONOMER
Rv0867c,MONOMER
Rv3737,MONOMER
Rv1417,MONOMER
Rv2329c,MONOMER
Rv2790c,MONOMER
Rv0420c,MONOMER
Rv3244c,MONOMER
Rv0848,MONOMER
Rv3719,MONOMER
Rv1399c,MONOMER
Rv1833c,MONOMER
Rv2309c,MONOMER
Rv0403c,MONOMER
Rv2776c,MONOMER
Rv3225c,MONOMER
Rv0828c,MONOMER
Rv3697A,MONOMER
Rv1383,MONOMER
Rv1811,MONOMER
Rv2285,MONOMER
Rv0380c,MONOMER
Rv2750,MONOMER
Rv3205c,MONOMER
Rv0805,MONOMER
Rv3681c,MONOMER
Rv1358,MONOMER
Rv1793,MONOMER
Rv2258c,MONOMER
Rv0358,MONOMER
Rv2732c,MONOMER
Rv3190A,MONOMER
Rv0786c,MONOMER
Rv3653,MONOMER
Rv1330c,MONOMER
Rv1774,MONOMER
Rv2235,MONOMER
Rv0340,MONOMER
Rv2714,MONOMER
Rv3167c,MONOMER
Rv0766c,MONOMER
Rv3631,MONOMER
Rv1312,MONOMER
Rv1753c,MONOMER
Rv2219A,MONOMER
Rv0319,MONOMER
Rv3150,MONOMER
Rv0749,MONOMER
Rv3614c,MONOMER
Rv1295,MONOMER
Rv1733c,MONOMER
Rv2203,MONOMER
Rv0303,MONOMER
Rv2671,MONOMER
Rv3134c,MONOMER
Rv0729,MONOMER
Rv3596c,MONOMER
Rv1275,MONOMER
Rv1709,MONOMER
Rv2182c,MONOMER
Rv0284,MONOMER
Rv2648,MONOMER
Rv3111,MONOMER
Rv0712,MONOMER
Rv3578,MONOMER
Rv1257c,MONOMER
Rv1688,MONOMER
Rv2164c,MONOMER
Rv2622,MONOMER
Rv3092c,MONOMER
Rv0693,MONOMER
Rv3553,MONOMER
Rv1666c,MONOMER
Rv2140c,MONOMER
Rv0241c,MONOMER
Rv2604c,MONOMER
Rv3070,MONOMER
Rv0675,MONOMER
Rv3519,MONOMER
Rv1220c,MONOMER
Rv1648,MONOMER
Rv2118c,MONOMER
Rv0225,MONOMER
Rv2588c,MONOMER
Rv3052c,MONOMER
Rv0658c,MONOMER
Rv3496c,MONOMER
Rv1201c,MONOMER
Rv1630,MONOMER
Rv2093c,MONOMER
Rv0205,MONOMER
Rv2567,MONOMER
Rv3034c,MONOMER
Rv0640,MONOMER
Rv3479,MONOMER
Rv1181,MONOMER
Rv1614,MONOMER
Rv2068c,MONOMER
Rv0187,MONOMER
Rv2548,MONOMER
Rv3018c,MONOMER
Rv0622,MONOMER
Rv3459c,MONOMER
Rv1161,MONOMER
Rv1598c,MONOMER
Rv2052c,MONOMER
Rv0169,MONOMER
Rv2530A,MONOMER
Rv2999,MONOMER
Rv0600c,MONOMER
Rv3443c,MONOMER
Rv1143,MONOMER
Rv3923c,MONOMER
Rv1579c,MONOMER
Rv2029c,MONOMER
Rv0153c,MONOMER
Rv2507,MONOMER
Rv2980,MONOMER
Rv0584,MONOMER
Rv3426,MONOMER
Rv1122,MONOMER
Rv3905c,MONOMER
Rv1562c,MONOMER
Rv2005c,MONOMER
Rv0134,MONOMER
Rv2489c,MONOMER
Rv2963,MONOMER
Rv0565c,MONOMER
Rv3405c,MONOMER
Rv1102c,MONOMER
Rv3884c,MONOMER
Rv1546,MONOMER
Rv1988,MONOMER
Rv2468c,MONOMER
Rv0119,MONOMER
Rv2935,MONOMER
Rv0549c,MONOMER
Rv3383c,MONOMER
Rv1084,MONOMER
Rv0981,MONOMER
Rv3868,MONOMER
Rv1528c,MONOMER
Rv1969,MONOMER
Rv2449c,MONOMER
Rv0098,MONOMER
Rv2917,MONOMER
Rv0530A,MONOMER
Rv3362c,MONOMER
Rv1060,MONOMER
Rv0961,MONOMER
Rv3850,MONOMER
Rv1507c,MONOMER
Rv1944c,MONOMER
Rv2431c,MONOMER
Rv0079,MONOMER
Rv2899c,MONOMER
Rv0515,MONOMER
Rv3341,MONOMER
Rv1035c,MONOMER
Rv0939,MONOMER
Rv3829c,MONOMER
Rv1485,MONOMER
Rv1925,MONOMER
Rv2405,MONOMER
Rv0064A,MONOMER
Rv2877c,MONOMER
Rv0497,MONOMER
Rv3321c,MONOMER
Rv1020,MONOMER
Rv0921,MONOMER
Rv3798,MONOMER
Rv1466,MONOMER
Rv1908c,MONOMER
Rv2387,MONOMER
Rv0043c,MONOMER
Rv2861c,MONOMER
Rv0476,MONOMER
Rv3304,MONOMER
Rv1003,MONOMER
Rv0903c,MONOMER
Rv3770A,MONOMER
Rv1449c,MONOMER
Rv1880c,MONOMER
Rv2366c,MONOMER
Rv0019c,MONOMER
Rv2844,MONOMER
Rv1357c,MONOMER
Rv0456B,MONOMER
Rv3415c,MONOMER
Rv3285,MONOMER
Rv1204c,MONOMER
Rv0882,MONOMER
Rv3300c,MONOMER
Rv3753c,MONOMER
Rv1083,MONOMER
Rv1432,MONOMER
Rv3196,MONOMER
Rv1860,MONOMER
Rv1000c,MONOMER
Rv2346c,MONOMER
Rv3108,MONOMER
Rv0002,MONOMER
Rv0910,MONOMER
Rv2815c,MONOMER
Rv3008,MONOMER
Rv0438c,MONOMER
Rv0807,MONOMER
Rv3263,MONOMER
Rv2880c,MONOMER
Rv0864,MONOMER
Rv0699,MONOMER
Rv3732,MONOMER
Rv2813,MONOMER
Rv1412,MONOMER
Rv0579,MONOMER
Rv1847,MONOMER
Rv2738c,MONOMER
Rv2787,MONOMER
Rv0454,MONOMER
Rv0417,MONOMER
Rv2660c,MONOMER
Rv3240c,MONOMER
Rv0368c,MONOMER
Rv0844c,MONOMER
Rv2570,MONOMER
Rv3715c,MONOMER
Rv0263c,MONOMER
Rv1396c,MONOMER
Rv2491,MONOMER
Rv1828,MONOMER
Rv0108c,MONOMER
Rv2306B,MONOMER
Rv2414c,MONOMER
Rv0400c,MONOMER
Rv0028,MONOMER
Rv2770c,MONOMER
Rv2331A,MONOMER
Rv3221A,MONOMER
Rv2283,MONOMER
Rv0824c,MONOMER
Rv2190c,MONOMER
Rv3695,MONOMER
Rv2111c,MONOMER
Rv1380,MONOMER
Rv2047c,MONOMER
Rv1373,MONOMER
Rv1975,MONOMER
Rv1808,MONOMER
Rv1904,MONOMER
Rv0377,MONOMER
Rv1831,MONOMER
Rv2747,MONOMER
Rv3896c,MONOMER
Rv3202c,MONOMER
Rv1711,MONOMER
Rv0801,MONOMER
Rv3749c,MONOMER
Rv3678c,MONOMER
Rv1592c,MONOMER
Rv1350,MONOMER
Rv3662c,MONOMER
Rv1789,MONOMER
Rv1501,MONOMER
Rv2253,MONOMER
Rv3586,MONOMER
Rv0355c,MONOMER
Rv1351,MONOMER
Rv2728c,MONOMER
Rv3403c,MONOMER
Rv3183,MONOMER
Rv1176c,MONOMER
Rv0782,MONOMER
Rv3284,MONOMER
Rv3649,MONOMER
Rv1065,MONOMER
Rv1327c,MONOMER
Rv3189,MONOMER
Rv1769,MONOMER
Rv0992c,MONOMER
Rv2231B,MONOMER
Rv3094c,MONOMER
Rv0337c,MONOMER
Rv0887c,MONOMER
Rv2710,MONOMER
Rv2998,MONOMER
Rv3163c,MONOMER
Rv0789c,MONOMER
Rv0763c,MONOMER
Rv2828A,MONOMER
Rv3628,MONOMER
Rv0692,MONOMER
Rv1309,MONOMER
Rv2808,MONOMER
Rv1749c,MONOMER
Rv0540,MONOMER
Rv2217,MONOMER
Rv2730,MONOMER
Rv0316,MONOMER
Rv0441c,MONOMER
Rv2689c,MONOMER
Rv2644c,MONOMER
Rv3147,MONOMER
Rv0349,MONOMER
Rv0746,MONOMER
Rv2562,MONOMER
Rv3609c,MONOMER
Rv0257,MONOMER
Rv1292,MONOMER
Rv2474c,MONOMER
Rv1730c,MONOMER
Rv0100,MONOMER
Rv2200c,MONOMER
Rv2407,MONOMER
Rv0300,MONOMER
Rv2313c,MONOMER
Rv2667,MONOMER
Rv2268c,MONOMER
Rv3131,MONOMER
Rv2184c,MONOMER
Rv0726c,MONOMER
Rv2097c,MONOMER
Rv3592,MONOMER
Rv2035,MONOMER
Rv1271c,MONOMER
Rv1957,MONOMER
Rv1706c,MONOMER
Rv1896c,MONOMER
Rv2178c,MONOMER
Rv1805c,MONOMER
Rv0281,MONOMER
Rv3847,MONOMER
Rv2642,MONOMER
Rv1697,MONOMER
Rv3107c,MONOMER
Rv3735,MONOMER
Rv0709,MONOMER
Rv1545,MONOMER
Rv3574,MONOMER
Rv3659c,MONOMER
Rv1254,MONOMER
Rv1482c,MONOMER
Rv1683,MONOMER
Rv3531c,MONOMER
Rv2161c,MONOMER
Rv1321,MONOMER
Rv0260c,MONOMER
Rv3394c,MONOMER
Rv2619c,MONOMER
Rv1148c,MONOMER
Rv3089,MONOMER
Rv3268,MONOMER
Rv0688,MONOMER
Rv1057,MONOMER
Rv3548c,MONOMER
Rv3178,MONOMER
Rv1235,MONOMER
Rv0976c,MONOMER
Rv1661,MONOMER
Rv3074,MONOMER
Rv2135c,MONOMER
Rv0877,MONOMER
Rv0238,MONOMER
Rv2970A,MONOMER
Rv2601A,MONOMER
Rv0775,MONOMER
Rv3066,MONOMER
Rv2826c,MONOMER
Rv0671,MONOMER
Rv0674,MONOMER
Rv3513c,MONOMER
Rv2804c,MONOMER
Rv1644,MONOMER
Rv0499,MONOMER
Rv2114,MONOMER
Rv2708c,MONOMER
Rv0222,MONOMER
Rv0430,MONOMER
Rv2585c,MONOMER
Rv2635,MONOMER
Rv3049c,MONOMER
Rv0329c,MONOMER
Rv3493c,MONOMER
Rv2551c,MONOMER
Rv1198,MONOMER
Rv0207c,MONOMER
Rv1627c,MONOMER
Rv2452c,MONOMER
Rv2090,MONOMER
Rv0080,MONOMER
Rv3032,MONOMER
Rv2375,MONOMER
Rv0634B,MONOMER
Rv0025,MONOMER
Rv1177,MONOMER
Rv2309A,MONOMER
Rv1611,MONOMER
Rv2261c,MONOMER
Rv2065,MONOMER
Rv2160A,MONOMER
Rv0183,MONOMER
Rv2085,MONOMER
Rv2545,MONOMER
Rv2023c,MONOMER
Rv3014c,MONOMER
Rv1951c,MONOMER
Rv0618,MONOMER
Rv1890c,MONOMER
Rv3456c,MONOMER
Rv1765c,MONOMER
Rv1159,MONOMER
Rv3836,MONOMER
Rv1594,MONOMER
Rv1685c,MONOMER
Rv2046,MONOMER
Rv3717,MONOMER
Rv0166,MONOMER
Rv1518,MONOMER
Rv2527,MONOMER
Rv3654c,MONOMER
Rv2995c,MONOMER
Rv1428c,MONOMER
Rv0596c,MONOMER
Rv3521,MONOMER
Rv3439c,MONOMER
Rv1278,MONOMER
Rv1138c,MONOMER
Rv3360,MONOMER
Rv3920c,MONOMER
Rv1128c,MONOMER
Rv1576c,MONOMER
Rv3254,MONOMER
Rv2026c,MONOMER
Rv1051c,MONOMER
Rv0149,MONOMER
Rv3142c,MONOMER
Rv2504c,MONOMER
Rv0963c,MONOMER
Rv2977c,MONOMER
Rv3071,MONOMER
Rv0581,MONOMER
Rv0857,MONOMER
Rv3420c,MONOMER
Rv2927c,MONOMER
Rv1117,MONOMER
Rv0759c,MONOMER
Rv3901c,MONOMER
Rv2822c,MONOMER
Rv1559,MONOMER
Rv0614,MONOMER
Rv2000,MONOMER
Rv2797c,MONOMER
Rv2486,MONOMER
Rv0495c,MONOMER
Rv2948c,MONOMER
Rv2699c,MONOMER
Rv0562,MONOMER
Rv0396,MONOMER
Rv3397c,MONOMER
Rv2630,MONOMER
Rv1099c,MONOMER
Rv0323c,MONOMER
Rv3881c,MONOMER
Rv2529,MONOMER
Rv1542c,MONOMER
Rv0185,MONOMER
Rv1983,MONOMER
Rv2432c,MONOMER
Rv2465c,MONOMER
Rv0060,MONOMER
Rv0115,MONOMER
Rv2369c,MONOMER
Rv2932,MONOMER
Rv2307c,MONOMER
Rv3379c,MONOMER
Rv2255c,MONOMER
Rv1079,MONOMER
Rv2137c,MONOMER
Rv0978c,MONOMER
Rv2082,MONOMER
Rv3865,MONOMER
Rv2015c,MONOMER
Rv1525,MONOMER
Rv1947,MONOMER
Rv1966,MONOMER
Rv1887,MONOMER
Rv2446c,MONOMER
Rv1728c,MONOMER
Rv0093c,MONOMER
Rv3788,MONOMER
Rv2914c,MONOMER
Rv1673c,MONOMER
Rv0528,MONOMER
Rv3703c,MONOMER
Rv3358,MONOMER
Rv1509,MONOMER
Rv1056,MONOMER
Rv3643,MONOMER
Rv0958,MONOMER
Rv1413,MONOMER
Rv3846,MONOMER
Rv3471c,MONOMER
Rv1498c,MONOMER
Rv3440c,MONOMER
Rv1941,MONOMER
Rv1268c,MONOMER
Rv2428,MONOMER
Rv3351c,MONOMER
Rv0077c,MONOMER
Rv1119c,MONOMER
Rv2893,MONOMER
Rv3226c,MONOMER
Rv0512,MONOMER
Rv1045,MONOMER
Rv3335c,MONOMER
Rv3123,MONOMER
Rv1032c,MONOMER
Rv0942,MONOMER
Rv1479,MONOMER
Rv3047c,MONOMER
Rv1922,MONOMER
Rv0837c,MONOMER
Rv2402,MONOMER
Rv2898c,MONOMER
Rv0062,MONOMER
Rv0743c,MONOMER
Rv2874,MONOMER
Rv2819c,MONOMER
Rv0492c,MONOMER
Rv0610c,MONOMER
Rv3317,MONOMER
Rv2774c,MONOMER
Rv1017c,MONOMER
Rv0481c,MONOMER
Rv0918,MONOMER
Rv2664,MONOMER
Rv3789,MONOMER
Rv0381c,MONOMER
Rv1903,MONOMER
Rv2614A,MONOMER
Rv2384,MONOMER
Rv0276,MONOMER
Rv0040c,MONOMER
Rv2515c,MONOMER
Rv2858c,MONOMER
Rv0150c,MONOMER
Rv0473,MONOMER
Rv2423,MONOMER
Rv3301c,MONOMER
Rv0049,MONOMER
Rv0999,MONOMER
Rv2348c,MONOMER
Rv0900,MONOMER
Rv2293c,MONOMER
Rv3767c,MONOMER
Rv2239c,MONOMER
Rv1446c,MONOMER
Rv2125,MONOMER
Rv1876,MONOMER
Rv2077A,MONOMER
Rv2362c,MONOMER
Rv2003c,MONOMER
Rv0016c,MONOMER
Rv1929c,MONOMER
Rv2841c,MONOMER
Rv1873,MONOMER
Rv0455c,MONOMER
Rv3902c,MONOMER
Rv3279c,MONOMER
Rv1724c,MONOMER
Rv0879c,MONOMER
Rv3776,MONOMER
Rv3750c,MONOMER
Rv1645c,MONOMER
Rv1429,MONOMER
Rv3700c,MONOMER
Rv1857,MONOMER
Rv1506c,MONOMER
Rv2343c,MONOMER
Rv3626c,MONOMER
Rv2802c,MONOMER
Rv1375,MONOMER
Rv0435c,MONOMER
Rv1366,MONOMER
Rv3260c,MONOMER
Rv3421c,MONOMER
Rv0860,MONOMER
Rv1205,MONOMER
Rv3728,MONOMER
Rv3312c,MONOMER
Rv1409,MONOMER
Rv1087A,MONOMER
Rv1844c,MONOMER
Rv3222c,MONOMER
Rv2322c,MONOMER
Rv1012,MONOMER
Rv2784c,MONOMER
Rv3114,MONOMER
Rv0414c,MONOMER
Rv0923c,MONOMER
Rv3237c,MONOMER
Rv3015c,MONOMER
Rv0841,MONOMER
Rv0810c,MONOMER
Rv3711c,MONOMER
Rv2891,MONOMER
Rv1393c,MONOMER
Rv0725c,MONOMER
Rv1825,MONOMER
Rv2816c,MONOMER
Rv2303c,MONOMER
Rv0597c,MONOMER
Rv0397A,MONOMER
Rv2752c,MONOMER
Rv2767c,MONOMER
Rv0459,MONOMER
Rv3219,MONOMER
Rv2661c,MONOMER
Rv0821c,MONOMER
Rv0371c,MONOMER
Rv3215,MONOMER
Rv2573,MONOMER
Rv0817c,MONOMER
Rv0264c,MONOMER
Rv3692,MONOMER
Rv2492,MONOMER
Rv1368,MONOMER
Rv0122,MONOMER
Rv1803c,MONOMER
Rv2415c,MONOMER
Rv2277c,MONOMER
Rv0029,MONOMER
Rv0373c,MONOMER
Rv2336,MONOMER
Rv2744c,MONOMER
Rv2286c,MONOMER
Rv3199c,MONOMER
Rv2191,MONOMER
Rv0798c,MONOMER
Rv2112c,MONOMER
Rv3675,MONOMER
Rv2049c,MONOMER
Rv1345,MONOMER
Rv1976c,MONOMER
Rv1786,MONOMER
Rv1907c,MONOMER
Rv2250A,MONOMER
Rv1835c,MONOMER
Rv0352,MONOMER
Rv3897c,MONOMER
Rv2725c,MONOMER
Rv1716,MONOMER
Rv3179,MONOMER
Rv3766,MONOMER
Rv0779c,MONOMER
Rv1597,MONOMER
Rv3645,MONOMER
Rv3672c,MONOMER
Rv1324,MONOMER
Rv1502,MONOMER
Rv1766,MONOMER
Rv3594,MONOMER
Rv2230c,MONOMER
Rv1354c,MONOMER
Rv0334,MONOMER
Rv3404c,MONOMER
Rv2704,MONOMER
Rv1190,MONOMER
Rv3160c,MONOMER
Rv3292,MONOMER
Rv0758,MONOMER
Rv1066,MONOMER
Rv3624c,MONOMER
Rv3190c,MONOMER
Rv1306,MONOMER
Rv0997,MONOMER
Rv1745c,MONOMER
Rv3096,MONOMER
Rv2214c,MONOMER
Rv0898c,MONOMER
Rv0313,MONOMER
Rv2998A,MONOMER
Rv2683,MONOMER
Rv0790c,MONOMER
Rv3144c,MONOMER
Rv2840c,MONOMER
Rv0741,MONOMER
Rv0695,MONOMER
Rv3606c,MONOMER
Rv2809,MONOMER
Rv1289,MONOMER
Rv0572c,MONOMER
Rv1723,MONOMER
Rv2734,MONOMER
Rv2197c,MONOMER
Rv0448c,MONOMER
Rv0294,MONOMER
Rv2645,MONOMER
Rv2659c,MONOMER
Rv0366c,MONOMER
Rv3125c,MONOMER
Rv2568c,MONOMER
Rv0722,MONOMER
Rv0258c,MONOMER
Rv3589,MONOMER
Rv2478c,MONOMER
Rv1267c,MONOMER
Rv0104,MONOMER
Rv1703c,MONOMER
Rv2411c,MONOMER
Rv2175c,MONOMER
Rv0026,MONOMER
Rv0278c,MONOMER
Rv2325c,MONOMER
Rv2639c,MONOMER
Rv2269c,MONOMER
Rv3104c,MONOMER
Rv2186c,MONOMER
Rv0706,MONOMER
Rv2100,MONOMER
Rv3565,MONOMER
Rv2036,MONOMER
Rv1250,MONOMER
Rv1958c,MONOMER
Rv1679,MONOMER
Rv1897c,MONOMER
Rv2151c,MONOMER
Rv1813c,MONOMER
Rv0254c,MONOMER
Rv3856c,MONOMER
Rv2615c,MONOMER
Rv1702c,MONOMER
Rv3086,MONOMER
Rv3745c,MONOMER
Rv0685,MONOMER
Rv1572c,MONOMER
Rv3538,MONOMER
Rv3660c,MONOMER
Rv1232c,MONOMER
Rv1486c,MONOMER
Rv1658,MONOMER
Rv3566A,MONOMER
Rv2130c,MONOMER
Rv1322,MONOMER
Rv0236c,MONOMER
Rv3395c,MONOMER
Rv2599,MONOMER
Rv1154c,MONOMER
Rv3063,MONOMER
Rv3272,MONOMER
Rv0668,MONOMER
Rv1062,MONOMER
Rv3509c,MONOMER
Rv3182,MONOMER
Rv1214c,MONOMER
Rv0979c,MONOMER
Rv1641,MONOMER
Rv3076,MONOMER
Rv2109c,MONOMER
Rv0883c,MONOMER
Rv0219,MONOMER
Rv2975c,MONOMER
Rv2582,MONOMER
Rv0776c,MONOMER
Rv3045,MONOMER
Rv2827c,MONOMER
Rv0652,MONOMER
Rv0689c,MONOMER
Rv3490,MONOMER
Rv2805,MONOMER
Rv1195,MONOMER
Rv0500B,MONOMER
Rv1624c,MONOMER
Rv2712c,MONOMER
Rv2081c,MONOMER
Rv0433,MONOMER
Rv0199,MONOMER
Rv2636,MONOMER
Rv2559c,MONOMER
Rv0330c,MONOMER
Rv3029c,MONOMER
Rv2556c,MONOMER
Rv0633c,MONOMER
