Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G12WB-1134,CD630_10190,1190227,1190917,G12WB-1134-MONOMER,AM180355.1
G12WB-2174,CD630_20260,2337784,2338198,G12WB-2174-MONOMER,AM180355.1
G12WB-3029,CD630_28690,3355467,3357360,G12WB-3029-MONOMER,AM180355.1
G12WB-2784,CD630_26330,3042426,3043764,G12WB-2784-MONOMER,AM180355.1
G12WB-2911,CD630_27520,3195903,3196569,G12WB-2911-MONOMER,AM180355.1
G12WB-2598,CD630_24450,2820566,2821064,G12WB-2598-MONOMER,AM180355.1
G12WB-1096,CD630_09810,1144781,1146020,G12WB-1096-MONOMER,AM180355.1
G12WB-2614,CD630_24591,2838160,2838277,G12WB-2614-MONOMER,AM180355.1
G12WB-2699,CD630_25440,2941342,2942419,G12WB-2699-MONOMER,AM180355.1
G12WB-2999,CD630_28390,3318177,3319683,G12WB-2999-MONOMER,AM180355.1
G12WB-1505,CD630_13680,1582537,1584067,G12WB-1505-MONOMER,AM180355.1
G12WB-2519,CD630_23690,2735261,2735594,G12WB-2519-MONOMER,AM180355.1
G12WB-904,CD630_07930,964555,964942,G12WB-904-MONOMER,AM180355.1
G12WB-1020,CD630_09120,1096495,1096825,G12WB-1020-MONOMER,AM180355.1
G12WB-3470,CD630_33030,3867213,3867741,G12WB-3470-MONOMER,AM180355.1
G12WB-2449,CD630_22952,2661426,2661588,G12WB-2449-MONOMER,AM180355.1
G12WB-812,CD630_07020,854086,854770,G12WB-812-MONOMER,AM180355.1
G12WB-1468,CD630_13330,1546821,1547730,G12WB-1468-MONOMER,AM180355.1
G12WB-391,CD630_02860,347641,348043,G12WB-391-MONOMER,AM180355.1
G12WB-2392,CD630_22370,2588353,2589157,G12WB-2392-MONOMER,AM180355.1
G12WB-742,CD630_06330,756181,757261,G12WB-742-MONOMER,AM180355.1
G12WB-3432,CD630_32650,3822534,3823215,G12WB-3432-MONOMER,AM180355.1
G12WB-1954,CD630_18070,2090365,2090968,G12WB-1954-MONOMER,AM180355.1
G12WB-2308,CD630_21510,2488951,2490112,G12WB-2308-MONOMER,AM180355.1
G12WB-707,CD630_05940,718445,719759,G12WB-707-MONOMER,AM180355.1
G12WB-3839,CD630_36520,4261502,4262909,G12WB-3839-MONOMER,AM180355.1
G12WB-817,CD630_07070,860708,863207,G12WB-817-MONOMER,AM180355.1
G12WB-657,CD630_05450,650098,650710,G12WB-657-MONOMER,AM180355.1
G12WB-1085,CD630_09690,1137410,1137593,G12WB-1085-MONOMER,AM180355.1
G12WB-1915,CD630_17680,2045870,2046998,G12WB-1915-MONOMER,AM180355.1
G12WB-219,CD630_01150,158966,159182,G12WB-219-MONOMER,AM180355.1
G12WB-1062,CD630_09490,1119463,1119697,G12WB-1062-MONOMER,AM180355.1
G12WB-2245,CD630_20930,2417697,2418966,G12WB-2245-MONOMER,AM180355.1
G12WB-781,CD630_06700,813558,813948,G12WB-781-MONOMER,AM180355.1
G12WB-2613,CD630_24590,2836587,2837523,G12WB-2613-MONOMER,AM180355.1
G12WB-2195,CD630_20451,2358452,2358626,G12WB-2195-MONOMER,AM180355.1
G12WB-491,CD630_03851,453367,453553,G12WB-491-MONOMER,AM180355.1
G12WB-2150,CD630_20040,2314630,2315284,G12WB-2150-MONOMER,AM180355.1
G12WB-3013,CD630_28530,3335028,3336543,G12WB-3013-MONOMER,AM180355.1
G12WB-4461,CD630_19491,2247902,2248085,G12WB-4461-MONOMER,AM180355.1
G12WB-1036,CD630_09260,1102432,1102708,G12WB-1036-MONOMER,AM180355.1
G12WB-2580,CD630_24290,2803832,2804909,G12WB-2580-MONOMER,AM180355.1
G12WB-106,CD630_00530,80398,80794,G12WB-106-MONOMER,AM180355.1
G12WB-1016,CD630_09080,1094547,1095342,G12WB-1016-MONOMER,AM180355.1
G12WB-214,CD630_01110,154768,155950,G12WB-214-MONOMER,AM180355.1
G12WB-2982,CD630_28210,3293301,3293949,G12WB-2982-MONOMER,AM180355.1
G12WB-1480,CD630_13450,1562533,1562866,G12WB-1480-MONOMER,AM180355.1
G12WB-2050,CD630_19060,2208125,2208308,G12WB-2050-MONOMER,AM180355.1
G12WB-432,CD630_03230,389106,390879,G12WB-432-MONOMER,AM180355.1
G12WB-100,CD630_00480,72424,72910,G12WB-100-MONOMER,AM180355.1
G12WB-3447,CD630_32800,3837776,3840533,G12WB-3447-MONOMER,AM180355.1
G12WB-1940,CD630_17930,2075084,2075453,G12WB-1940-MONOMER,AM180355.1
G12WB-3882,CDP09,0,150,G12WB-3882-MONOMER,CDP09
G12WB-1453,CD630_13180,1527282,1529394,G12WB-1453-MONOMER,AM180355.1
G12WB-3863,CD630_36710,4280501,4281365,G12WB-3863-MONOMER,AM180355.1
G12WB-1878,CD630_17340,2008810,2009431,G12WB-1878-MONOMER,AM180355.1
G12WB-3828,CD630_36410,4250362,4251103,G12WB-3828-MONOMER,AM180355.1
G12WB-3407,CD630_32400,3791856,3792615,G12WB-3407-MONOMER,AM180355.1
G12WB-1931,CD630_17840,2065798,2066536,G12WB-1931-MONOMER,AM180355.1
G12WB-1809,CD630_16671,1943510,1943687,G12WB-1809-MONOMER,AM180355.1
G12WB-3780,CD630_35930,4199133,4199721,G12WB-3780-MONOMER,AM180355.1
G12WB-3819,CD630_36330,4241741,4242548,G12WB-3819-MONOMER,AM180355.1
G12WB-800,CD630_06910,838775,839555,G12WB-800-MONOMER,AM180355.1
G12WB-1721,CD630_15831,1836025,1836295,G12WB-1721-MONOMER,AM180355.1
G12WB-3700,CD630_35190,4112297,4113095,G12WB-3700-MONOMER,AM180355.1
G12WB-1898,CD630_17530,2032004,2032850,G12WB-1898-MONOMER,AM180355.1
G12WB-2172,CD630_20240,2335791,2336655,G12WB-2172-MONOMER,AM180355.1
G12WB-1647,CD630_15110,1747922,1748837,G12WB-1647-MONOMER,AM180355.1
G12WB-3492,CD630_33250,3889810,3890572,G12WB-3492-MONOMER,AM180355.1
G12WB-762,CD630_06530,778333,779191,G12WB-762-MONOMER,AM180355.1
G12WB-2595,CD630_24420,2818005,2819349,G12WB-2595-MONOMER,AM180355.1
G12WB-1562,CD630_14230,1653164,1653404,G12WB-1562-MONOMER,AM180355.1
G12WB-3419,CD630_32520,3806256,3806502,G12WB-3419-MONOMER,AM180355.1
G12WB-2127,CD630_19860,2289763,2291200,G12WB-2127-MONOMER,AM180355.1
G12WB-2997,CD630_28370,3315992,3317063,G12WB-2997-MONOMER,AM180355.1
G12WB-1491,CD630_13560,1572565,1572994,G12WB-1491-MONOMER,AM180355.1
G12WB-3330,CD630_31650,3698795,3699410,G12WB-3330-MONOMER,AM180355.1
G12WB-2565,CD630_24140,2787278,2787635,G12WB-2565-MONOMER,AM180355.1
G12WB-1019,CD630_09110,1096281,1096479,G12WB-1019-MONOMER,AM180355.1
G12WB-1380,CD630_12470,1448299,1448755,G12WB-1380-MONOMER,AM180355.1
G12WB-3209,CD630_30470,3540570,3541668,G12WB-3209-MONOMER,AM180355.1
G12WB-2960,CD630_28000,3271728,3272109,G12WB-2960-MONOMER,AM180355.1
G12WB-1466,CD630_13310,1545170,1545701,G12WB-1466-MONOMER,AM180355.1
G12WB-1331,CD630_12000,1399744,1400107,G12WB-1331-MONOMER,AM180355.1
G12WB-3126,CD630_29610,3438696,3439008,G12WB-3126-MONOMER,AM180355.1
G12WB-1434,CD630_13000,1505540,1506992,G12WB-1434-MONOMER,AM180355.1
G12WB-3430,CD630_32620,3819447,3820272,G12WB-3430-MONOMER,AM180355.1
G12WB-1190,CD630_10670,1260264,1261482,G12WB-1190-MONOMER,AM180355.1
G12WB-3091,CD630_29290,3414863,3415352,G12WB-3091-MONOMER,AM180355.1
G12WB-3389,CD630_32220,3770577,3771771,G12WB-3389-MONOMER,AM180355.1
G12WB-3837,CD630_36500,4258471,4260574,G12WB-3837-MONOMER,AM180355.1
G12WB-1113,CD630_09980,1166881,1168816,G12WB-1113-MONOMER,AM180355.1
G12WB-3069,CD630_29071,3398354,3398516,G12WB-3069-MONOMER,AM180355.1
G12WB-3796,CD630_36080,4215679,4216408,G12WB-3796-MONOMER,AM180355.1
G12WB-1912,CD630_17660,2043316,2043781,G12WB-1912-MONOMER,AM180355.1
G12WB-287,CD630_01811,240358,240475,G12WB-287-MONOMER,AM180355.1
G12WB-3008,CD630_28480,3329260,3330082,G12WB-3008-MONOMER,AM180355.1
G12WB-1877,CD630_17330,2007798,2008821,G12WB-1877-MONOMER,AM180355.1
G12WB-78,CD630_00260,42913,45361,G12WB-78-MONOMER,AM180355.1
G12WB-2683,CD630_25280,2921713,2922397,G12WB-2683-MONOMER,AM180355.1
G12WB-2778,CD630_26270,3034884,3035154,G12WB-2778-MONOMER,AM180355.1
G12WB-744,CD630_06350,758060,758873,G12WB-744-MONOMER,AM180355.1
G12WB-2148,CD630_20020,2312449,2312809,G12WB-2148-MONOMER,AM180355.1
G12WB-2596,CD630_24430,2819361,2819604,G12WB-2596-MONOMER,AM180355.1
G12WB-976,CD630_08680,1044696,1045626,G12WB-976-MONOMER,AM180355.1
G12WB-2108,CD630_19660,2267176,2268475,G12WB-2108-MONOMER,AM180355.1
G12WB-2579,CD630_24280,2803110,2803830,G12WB-2579-MONOMER,AM180355.1
G12WB-2514,CD630_23640,2731996,2732221,G12WB-2514-MONOMER,AM180355.1
G12WB-900,CD630_07890,961937,962615,G12WB-900-MONOMER,AM180355.1
G12WB-2549,CD630_23980,2767387,2768248,G12WB-2549-MONOMER,AM180355.1
G12WB-298,CD630_01930,251942,252227,G12WB-298-MONOMER,AM180355.1
G12WB-2437,CD630_22840,2651046,2651469,G12WB-2437-MONOMER,AM180355.1
G12WB-797,CD630_06880,832695,833226,G12WB-797-MONOMER,AM180355.1
G12WB-2944,CD630_27850,3238590,3239703,G12WB-2944-MONOMER,AM180355.1
G12WB-1,CD630_00010,0,1320,G12WB-1-MONOMER,AM180355.1
G12WB-2379,CD630_22230,2574630,2575125,G12WB-2379-MONOMER,AM180355.1
G12WB-731,CD630_06230,744928,745069,G12WB-731-MONOMER,AM180355.1
G12WB-1414,CD630_12800,1486523,1486964,G12WB-1414-MONOMER,AM180355.1
G12WB-145,CD630_00881,111237,111423,G12WB-145-MONOMER,AM180355.1
G12WB-2293,CD630_21361,2473551,2473755,G12WB-2293-MONOMER,AM180355.1
G12WB-702,CD630_05900,708284,713495,G12WB-702-MONOMER,AM180355.1
G12WB-337,CD630_02340,297972,298185,G12WB-337-MONOMER,AM180355.1
G12WB-3405,CD630_32380,3790874,3791357,G12WB-3405-MONOMER,AM180355.1
G12WB-632,CD630_05190,619228,620407,G12WB-632-MONOMER,AM180355.1
G12WB-1081,CD630_09650,1133953,1134571,G12WB-1081-MONOMER,AM180355.1
G12WB-3779,CD630_35920,4198041,4198758,G12WB-3779-MONOMER,AM180355.1
G12WB-3817,CD630_36310,4238656,4240744,G12WB-3817-MONOMER,AM180355.1
G12WB-1053,CD630_09410,1111882,1112200,G12WB-1053-MONOMER,AM180355.1
G12WB-2222,CD630_20710,2386591,2387314,G12WB-2222-MONOMER,AM180355.1
G12WB-1850,CD630_17070,1981541,1982936,G12WB-1850-MONOMER,AM180355.1
G12WB-1895,CD630_17510,2028160,2030548,G12WB-1895-MONOMER,AM180355.1
G12WB-218,CD630_01140,158246,158924,G12WB-218-MONOMER,AM180355.1
G12WB-4593,CD630_33911,3963992,3964187,G12WB-4593-MONOMER,AM180355.1
G12WB-721,CD630_06120,735020,737132,G12WB-721-MONOMER,AM180355.1
G12WB-76,CD630_00240,41391,41886,G12WB-76-MONOMER,AM180355.1
G12WB-4440,CD630_16731,1950141,1950327,G12WB-4440-MONOMER,AM180355.1
G12WB-1033,CD630_09240,1101706,1101880,G12WB-1033-MONOMER,AM180355.1
G12WB-2092,CD630_19500,2248317,2249178,G12WB-2092-MONOMER,AM180355.1
G12WB-2125,CD630_19840,2288109,2288721,G12WB-2125-MONOMER,AM180355.1
G12WB-1005,CD630_08970,1079498,1079849,G12WB-1005-MONOMER,AM180355.1
G12WB-2133,CD630_19903,2297642,2297819,G12WB-2133-MONOMER,AM180355.1
G12WB-2530,CD630_23800,2745740,2746316,G12WB-2530-MONOMER,AM180355.1
G12WB-2563,CD630_24120,2784875,2785514,G12WB-2563-MONOMER,AM180355.1
G12WB-2041,CD630_18960,2200186,2200537,G12WB-2041-MONOMER,AM180355.1
G12WB-4303,CD630_02731,335357,335558,G12WB-4303-MONOMER,AM180355.1
G12WB-293,CD630_01880,245985,246912,G12WB-293-MONOMER,AM180355.1
G12WB-2958,CD630_27990,3269000,3270896,G12WB-2958-MONOMER,AM180355.1
G12WB-1935,CD630_17880,2070958,2071339,G12WB-1935-MONOMER,AM180355.1
G12WB-3878,CDP05,0,105,G12WB-3878-MONOMER,CDP05
G12WB-1397,CD630_12630,1468889,1469906,G12WB-1397-MONOMER,AM180355.1
G12WB-1430,CD630_12960,1503124,1503664,G12WB-1430-MONOMER,AM180355.1
G12WB-1870,CD630_17280,2000500,2000824,G12WB-1870-MONOMER,AM180355.1
G12WB-3821,CD630_36350,4243979,4244834,G12WB-3821-MONOMER,AM180355.1
G12WB-3352,CD630_31870,3729844,3730222,G12WB-3352-MONOMER,AM180355.1
G12WB-3387,CD630_32201,3768877,3769132,G12WB-3387-MONOMER,AM180355.1
G12WB-1782,CD630_16430,1905389,1906181,G12WB-1782-MONOMER,AM180355.1
G12WB-3767,CD630_35800,4180048,4180792,G12WB-3767-MONOMER,AM180355.1
G12WB-3756,CD630_35700,4170783,4171722,G12WB-3756-MONOMER,AM180355.1
G12WB-3794,CD630_36060,4213414,4214599,G12WB-3794-MONOMER,AM180355.1
G12WB-1712,CD630_15750,1824165,1824963,G12WB-1712-MONOMER,AM180355.1
G12WB-3645,CD630_34650,4057325,4057787,G12WB-3645-MONOMER,AM180355.1
G12WB-1833,CD630_16910,1963574,1964462,G12WB-1833-MONOMER,AM180355.1
G12WB-1875,CD630_17310,2005890,2007042,G12WB-1875-MONOMER,AM180355.1
G12WB-1634,CD630_14970,1734229,1734706,G12WB-1634-MONOMER,AM180355.1
G12WB-3489,CD630_33220,3887416,3888250,G12WB-3489-MONOMER,AM180355.1
G12WB-689,CD630_05780,690692,691943,G12WB-689-MONOMER,AM180355.1
G12WB-74,CD630_00220,38539,40468,G12WB-74-MONOMER,AM180355.1
G12WB-1544,CD630_14060,1629819,1630626,G12WB-1544-MONOMER,AM180355.1
G12WB-341,CD630_02380,300505,300841,G12WB-341-MONOMER,AM180355.1
G12WB-2070,CD630_19280,2225995,2227354,G12WB-2070-MONOMER,AM180355.1
G12WB-2106,CD630_19640,2264831,2265419,G12WB-2106-MONOMER,AM180355.1
G12WB-1481,CD630_13460,1562852,1563935,G12WB-1481-MONOMER,AM180355.1
G12WB-3320,CD630_31563,3686127,3686364,G12WB-3320-MONOMER,AM180355.1
G12WB-2507,CD630_23570,2725188,2725560,G12WB-2507-MONOMER,AM180355.1
G12WB-2545,CD630_23940,2763688,2764195,G12WB-2545-MONOMER,AM180355.1
G12WB-1376,CD630_12430,1445651,1446386,G12WB-1376-MONOMER,AM180355.1
G12WB-3200,CD630_30380,3529841,3531251,G12WB-3200-MONOMER,AM180355.1
G12WB-2915,CD630_27560,3203741,3204002,G12WB-2915-MONOMER,AM180355.1
G12WB-2942,CD630_27830,3235406,3236093,G12WB-2942-MONOMER,AM180355.1
G12WB-1304,CD630_11740,1373717,1374998,G12WB-1304-MONOMER,AM180355.1
G12WB-3111,CD630_29471,3425018,3425207,G12WB-3111-MONOMER,AM180355.1
G12WB-1382,CD630_12490,1449681,1450752,G12WB-1382-MONOMER,AM180355.1
G12WB-1412,CD630_12780,1484812,1485259,G12WB-1412-MONOMER,AM180355.1
G12WB-1186,CD630_10633,1256679,1256880,G12WB-1186-MONOMER,AM180355.1
G12WB-3087,CD630_29250,3410440,3410758,G12WB-3087-MONOMER,AM180355.1
G12WB-3338,CD630_31720,3706952,3707696,G12WB-3338-MONOMER,AM180355.1
G12WB-3368,CD630_32020,3748554,3749685,G12WB-3368-MONOMER,AM180355.1
G12WB-1094,CD630_09771,1142223,1142367,G12WB-1094-MONOMER,AM180355.1
G12WB-3062,CD630_29010,3389729,3390149,G12WB-3062-MONOMER,AM180355.1
G12WB-374,CD630_02690,329824,330586,G12WB-374-MONOMER,AM180355.1
G12WB-3777,CD630_35900,4193713,4196920,G12WB-3777-MONOMER,AM180355.1
G12WB-2851,CD630_26980,3117863,3118349,G12WB-2851-MONOMER,AM180355.1
G12WB-2984,CD630_28230,3295402,3296779,G12WB-2984-MONOMER,AM180355.1
G12WB-1814,CD630_16720,1947804,1949208,G12WB-1814-MONOMER,AM180355.1
G12WB-1848,CD630_17050,1979560,1980664,G12WB-1848-MONOMER,AM180355.1
G12WB-2672,CD630_25171,2908174,2908333,G12WB-2672-MONOMER,AM180355.1
G12WB-2772,CD630_26210,3029496,3029754,G12WB-2772-MONOMER,AM180355.1
G12WB-669,CD630_05570,662766,664434,G12WB-669-MONOMER,AM180355.1
G12WB-719,CD630_06100,732194,733532,G12WB-719-MONOMER,AM180355.1
G12WB-2571,CD630_24200,2793260,2794376,G12WB-2571-MONOMER,AM180355.1
G12WB-973,CD630_08650,1041844,1042699,G12WB-973-MONOMER,AM180355.1
G12WB-2054,CD630_19100,2210753,2211329,G12WB-2054-MONOMER,AM180355.1
G12WB-2090,CD630_19480,2243724,2246202,G12WB-2090-MONOMER,AM180355.1
G12WB-2510,CD630_23591,2729250,2729400,G12WB-2510-MONOMER,AM180355.1
G12WB-850,CD630_07390,901617,902130,G12WB-850-MONOMER,AM180355.1
G12WB-2493,CD630_23410,2707638,2709135,G12WB-2493-MONOMER,AM180355.1
G12WB-2529,CD630_23790,2744617,2745688,G12WB-2529-MONOMER,AM180355.1
G12WB-2419,CD630_22640,2623984,2625028,G12WB-2419-MONOMER,AM180355.1
G12WB-783,CD630_06720,815705,816491,G12WB-783-MONOMER,AM180355.1
G12WB-2899,CD630_27410,3180816,3182376,G12WB-2899-MONOMER,AM180355.1
G12WB-2928,CD630_27690,3218876,3220790,G12WB-2928-MONOMER,AM180355.1
G12WB-2376,CD630_22220,2573006,2573933,G12WB-2376-MONOMER,AM180355.1
G12WB-728,CD630_06190,743072,743222,G12WB-728-MONOMER,AM180355.1
G12WB-1356,CD630_12250,1422866,1424207,G12WB-1356-MONOMER,AM180355.1
G12WB-1395,CD630_12610,1465807,1467997,G12WB-1395-MONOMER,AM180355.1
G12WB-2283,CD630_21261,2463046,2463151,G12WB-2283-MONOMER,AM180355.1
G12WB-7,CD630_00070,8560,8857,G12WB-7-MONOMER,AM180355.1
G12WB-3318,CD630_31550,3684103,3684856,G12WB-3318-MONOMER,AM180355.1
G12WB-3350,CD630_31840,3725191,3726406,G12WB-3350-MONOMER,AM180355.1
G12WB-588,CD630_04760,565826,566084,G12WB-588-MONOMER,AM180355.1
G12WB-1074,CD630_09580,1126553,1127123,G12WB-1074-MONOMER,AM180355.1
G12WB-372,CD630_02671,328804,328990,G12WB-372-MONOMER,AM180355.1
G12WB-3753,CD630_35670,4167781,4169332,G12WB-3753-MONOMER,AM180355.1
G12WB-1050,CD630_09380,1109617,1110106,G12WB-1050-MONOMER,AM180355.1
G12WB-2215,CD630_20640,2379514,2379787,G12WB-2215-MONOMER,AM180355.1
G12WB-1796,CD630_16560,1921420,1921936,G12WB-1796-MONOMER,AM180355.1
G12WB-1831,CD630_16890,1961867,1963100,G12WB-1831-MONOMER,AM180355.1
G12WB-2169,CD630_20210,2334036,2334633,G12WB-2169-MONOMER,AM180355.1
G12WB-4558,CD630_29740,3456571,3456778,G12WB-4558-MONOMER,AM180355.1
G12WB-649,CD630_05370,641050,642010,G12WB-649-MONOMER,AM180355.1
G12WB-685,CD630_05740,683461,685381,G12WB-685-MONOMER,AM180355.1
G12WB-4435,CD630_16631,1935046,1935286,G12WB-4435-MONOMER,AM180355.1
G12WB-1030,CD630_09220,1101066,1101447,G12WB-1030-MONOMER,AM180355.1
G12WB-2477,CD630_23250,2687422,2688697,G12WB-2477-MONOMER,AM180355.1
G12WB-2068,CD630_19240,2222991,2224083,G12WB-2068-MONOMER,AM180355.1
G12WB-427,CD630_03181,385964,386084,G12WB-427-MONOMER,AM180355.1
G12WB-2129,CD630_19871,2293404,2293581,G12WB-2129-MONOMER,AM180355.1
G12WB-2883,CD630_27260,3162736,3163981,G12WB-2883-MONOMER,AM180355.1
G12WB-2505,CD630_23550,2723730,2724048,G12WB-2505-MONOMER,AM180355.1
G12WB-3861,CD630_36690,4278617,4279193,G12WB-3861-MONOMER,AM180355.1
G12WB-2030,CD630_18840,2190354,2190636,G12WB-2030-MONOMER,AM180355.1
G12WB-1339,CD630_12080,1406559,1407372,G12WB-1339-MONOMER,AM180355.1
G12WB-2913,CD630_27540,3199802,3201353,G12WB-2913-MONOMER,AM180355.1
G12WB-3807,CD630_36210,4226671,4227538,G12WB-3807-MONOMER,AM180355.1
G12WB-1925,CD630_17780,2059088,2059790,G12WB-1925-MONOMER,AM180355.1
G12WB-3297,CD630_31340,3651751,3653647,G12WB-3297-MONOMER,AM180355.1
G12WB-138,CD630_00830,108204,108510,G12WB-138-MONOMER,AM180355.1
G12WB-3760,CD630_35730,4173500,4174031,G12WB-3760-MONOMER,AM180355.1
G12WB-1866,CD630_17240,1998226,1998493,G12WB-1866-MONOMER,AM180355.1
G12WB-3705,CD630_35240,4117889,4118420,G12WB-3705-MONOMER,AM180355.1
G12WB-3336,CD630_31700,3703531,3704824,G12WB-3336-MONOMER,AM180355.1
G12WB-3633,CD630_34532,4047498,4047642,G12WB-3633-MONOMER,AM180355.1
G12WB-1779,CD630_16400,1901927,1903004,G12WB-1779-MONOMER,AM180355.1
G12WB-1774,CD630_16350,1895035,1895614,G12WB-1774-MONOMER,AM180355.1
G12WB-3738,CD630_35520,4152689,4154219,G12WB-3738-MONOMER,AM180355.1
G12WB-3478,CD630_33110,3876523,3876946,G12WB-3478-MONOMER,AM180355.1
G12WB-1702,CD630_15640,1810930,1811170,G12WB-1702-MONOMER,AM180355.1
G12WB-631,CD630_05180,618508,619003,G12WB-631-MONOMER,AM180355.1
G12WB-1812,CD630_16700,1946190,1946964,G12WB-1812-MONOMER,AM180355.1
G12WB-3399,CD630_32320,3783071,3784355,G12WB-3399-MONOMER,AM180355.1
G12WB-1622,CD630_14850,1720715,1721312,G12WB-1622-MONOMER,AM180355.1
G12WB-2459,CD630_23070,2671075,2671426,G12WB-2459-MONOMER,AM180355.1
G12WB-667,CD630_05550,661391,661928,G12WB-667-MONOMER,AM180355.1
G12WB-3312,CD630_31501,3680621,3680765,G12WB-3312-MONOMER,AM180355.1
G12WB-1534,CD630_13970,1617308,1617785,G12WB-1534-MONOMER,AM180355.1
G12WB-1323,CD630_11920,1394290,1395259,G12WB-1323-MONOMER,AM180355.1
G12WB-2052,CD630_19080,2209852,2210203,G12WB-2052-MONOMER,AM180355.1
G12WB-3185,CD630_30230,3511026,3512427,G12WB-3185-MONOMER,AM180355.1
G12WB-1443,CD630_13071,1517918,1518200,G12WB-1443-MONOMER,AM180355.1
G12WB-2864,CD630_27110,3136408,3137290,G12WB-2864-MONOMER,AM180355.1
G12WB-2490,CD630_23380,2704759,2705878,G12WB-2490-MONOMER,AM180355.1
G12WB-3103,CD630_29400,3421243,3421507,G12WB-3103-MONOMER,AM180355.1
G12WB-1371,CD630_12380,1440933,1441251,G12WB-1371-MONOMER,AM180355.1
G12WB-3281,CD630_31190,3632464,3633652,G12WB-3281-MONOMER,AM180355.1
G12WB-2897,CD630_27390,3177703,3179491,G12WB-2897-MONOMER,AM180355.1
G12WB-3081,CD630_29190,3404960,3405191,G12WB-3081-MONOMER,AM180355.1
G12WB-1286,CD630_11560,1354324,1355407,G12WB-1286-MONOMER,AM180355.1
G12WB-1754,CD630_16150,1868992,1871053,G12WB-1754-MONOMER,AM180355.1
G12WB-1354,CD630_12230,1420646,1421819,G12WB-1354-MONOMER,AM180355.1
G12WB-3057,CD630_28960,3385229,3385523,G12WB-3057-MONOMER,AM180355.1
G12WB-1183,CD630_10630,1255605,1256031,G12WB-1183-MONOMER,AM180355.1
G12WB-3689,CD630_35080,4098873,4099443,G12WB-3689-MONOMER,AM180355.1
G12WB-3316,CD630_31530,3682507,3683269,G12WB-3316-MONOMER,AM180355.1
G12WB-2976,CD630_28160,3286530,3286839,G12WB-2976-MONOMER,AM180355.1
G12WB-1091,CD630_09760,1140389,1140821,G12WB-1091-MONOMER,AM180355.1
G12WB-613,CD630_05010,590183,590576,G12WB-613-MONOMER,AM180355.1
G12WB-3718,CD630_35370,4132209,4132785,G12WB-3718-MONOMER,AM180355.1
G12WB-2765,CD630_26140,3021204,3022047,G12WB-2765-MONOMER,AM180355.1
G12WB-2839,CD630_26870,3106454,3106916,G12WB-2839-MONOMER,AM180355.1
G12WB-2435,CD630_22820,2647186,2647633,G12WB-2435-MONOMER,AM180355.1
G12WB-1793,CD630_16540,1917695,1918682,G12WB-1793-MONOMER,AM180355.1
G12WB-266,CD630_01630,215303,216374,G12WB-266-MONOMER,AM180355.1
G12WB-2719,CD630_25630,2964784,2965261,G12WB-2719-MONOMER,AM180355.1
G12WB-1308,CD630_11770,1377681,1378239,G12WB-1308-MONOMER,AM180355.1
G12WB-647,CD630_05350,639868,640354,G12WB-647-MONOMER,AM180355.1
G12WB-2547,CD630_23960,2765434,2765941,G12WB-2547-MONOMER,AM180355.1
G12WB-958,CD630_08480,1023610,1025146,G12WB-958-MONOMER,AM180355.1
G12WB-2848,CD630_26950,3113761,3114763,G12WB-2848-MONOMER,AM180355.1
G12WB-2475,CD630_23230,2685209,2686241,G12WB-2475-MONOMER,AM180355.1
G12WB-2466,CD630_23140,2675483,2676215,G12WB-2466-MONOMER,AM180355.1
G12WB-846,CD630_07350,897763,898180,G12WB-846-MONOMER,AM180355.1
G12WB-3265,CD630_31030,3611560,3612052,G12WB-3265-MONOMER,AM180355.1
G12WB-1337,CD630_12060,1404090,1404528,G12WB-1337-MONOMER,AM180355.1
G12WB-2411,CD630_22550,2612812,2614348,G12WB-2411-MONOMER,AM180355.1
G12WB-774,CD630_06641,805433,805679,G12WB-774-MONOMER,AM180355.1
G12WB-1733,CD630_15950,1850586,1851177,G12WB-1733-MONOMER,AM180355.1
G12WB-3295,CD630_31320,3649137,3649587,G12WB-3295-MONOMER,AM180355.1
G12WB-2341,CD630_21860,2530128,2530620,G12WB-2341-MONOMER,AM180355.1
G12WB-718,CD630_06090,731289,731859,G12WB-718-MONOMER,AM180355.1
G12WB-3673,CD630_34920,4083282,4083567,G12WB-3673-MONOMER,AM180355.1
G12WB-3702,CD630_35210,4114246,4115362,G12WB-3702-MONOMER,AM180355.1
G12WB-2270,CD630_21152,2447236,2447476,G12WB-2270-MONOMER,AM180355.1
G12WB-694,CD630_05821,698199,698364,G12WB-694-MONOMER,AM180355.1
G12WB-598,CD630_04860,576312,576987,G12WB-598-MONOMER,AM180355.1
G12WB-1772,CD630_16330,1892653,1894090,G12WB-1772-MONOMER,AM180355.1
G12WB-551,CD630_04401,523267,523408,G12WB-551-MONOMER,AM180355.1
G12WB-1069,CD630_09550,1122801,1123272,G12WB-1069-MONOMER,AM180355.1
G12WB-2418,CD630_22630,2622731,2623874,G12WB-2418-MONOMER,AM180355.1
G12WB-629,CD630_05160,614210,617045,G12WB-629-MONOMER,AM180355.1
G12WB-1044,CD630_09330,1106989,1107175,G12WB-1044-MONOMER,AM180355.1
G12WB-2212,CD630_20610,2376561,2377200,G12WB-2212-MONOMER,AM180355.1
G12WB-1290,CD630_11600,1359695,1361117,G12WB-1290-MONOMER,AM180355.1
G12WB-2457,CD630_23040,2668013,2668391,G12WB-2457-MONOMER,AM180355.1
