Modified_enzyme,Core_enzyme,Modifications,Source
VC_2020-MONOMER_mod_pan4p(1)_mod_3odec(1),VC_2020-MONOMER,pan4p(1) AND 3odec(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_dca(1),VC_2020-MONOMER,pan4p(1) AND dca(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hdec(1),VC_2020-MONOMER,pan4p(1) AND 3hdec(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1),VC_2020-MONOMER,pan4p(1) AND t3c5ddece(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1),VC_2020-MONOMER,pan4p(1) AND 3ocddec5e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_tddec2e(1),VC_2020-MONOMER,pan4p(1) AND tddec2e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_cddec5e(1),VC_2020-MONOMER,pan4p(1) AND cddec5e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3oddec(1),VC_2020-MONOMER,pan4p(1) AND 3oddec(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1),VC_2020-MONOMER,pan4p(1) AND 3hcddec5e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_ddca(1),VC_2020-MONOMER,pan4p(1) AND ddca(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hddec(1),VC_2020-MONOMER,pan4p(1) AND 3hddec(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1),VC_2020-MONOMER,pan4p(1) AND t3c7mrse(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1),VC_2020-MONOMER,pan4p(1) AND 3ocmrs7e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_tde(1),VC_2020-MONOMER,pan4p(1) AND tde(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_tmrs2e(1),VC_2020-MONOMER,pan4p(1) AND tmrs2e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3omrs(1),VC_2020-MONOMER,pan4p(1) AND 3omrs(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1),VC_2020-MONOMER,pan4p(1) AND 3hcmrs7e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_myrs(1),VC_2020-MONOMER,pan4p(1) AND myrs(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hmrs(1),VC_2020-MONOMER,pan4p(1) AND 3hmrs(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_t3c9palme(1),VC_2020-MONOMER,pan4p(1) AND t3c9palme(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1),VC_2020-MONOMER,pan4p(1) AND 3ocpalm9e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_hde(1),VC_2020-MONOMER,pan4p(1) AND hde(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_tpalm2e(1),VC_2020-MONOMER,pan4p(1) AND tpalm2e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3opalm(1),VC_2020-MONOMER,pan4p(1) AND 3opalm(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1),VC_2020-MONOMER,pan4p(1) AND 3hcpalm9e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_palm(1),VC_2020-MONOMER,pan4p(1) AND palm(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hpalm(1),VC_2020-MONOMER,pan4p(1) AND 3hpalm(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_t3c11vace(1),VC_2020-MONOMER,pan4p(1) AND t3c11vace(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1),VC_2020-MONOMER,pan4p(1) AND 3ocvac11e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_toctd2e(1),VC_2020-MONOMER,pan4p(1) AND toctd2e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_octe(1),VC_2020-MONOMER,pan4p(1) AND octe(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3ooctd(1),VC_2020-MONOMER,pan4p(1) AND 3ooctd(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1),VC_2020-MONOMER,pan4p(1) AND 3hcvac11e(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_ocdca(1),VC_2020-MONOMER,pan4p(1) AND ocdca(1),Homology
VC_2020-MONOMER_mod_pan4p(1)_mod_3hocta(1),VC_2020-MONOMER,pan4p(1) AND 3hocta(1),Homology
VC_2030-MONOMER_mod_zn2(2),VC_2030-MONOMER,zn2(2),Homology
VC_2033-MONOMER_mod_fe2(1),VC_2033-MONOMER,fe2(1),Homology
VC_2045-MONOMER_mod_fe3(1),VC_2045-MONOMER,fe3(1),Homology
VC_2074-MONOMER_mod_mg2(1),VC_2074-MONOMER,mg2(1),Homology
VC_2095-MONOMER_mod_mg2(1),VC_2095-MONOMER,mg2(1),Homology
VC_2099-MONOMER_mod_Oxidized(1),VC_2099-MONOMER,Oxidized(1),Homology
VC_2110-MONOMER_mod_fad(1),VC_2110-MONOMER,fad(1),Homology
VC_2116-MONOMER_mod_fmnh2(1),VC_2116-MONOMER,fmnh2(1),Homology
VC_2116-MONOMER_mod_fadh2(1),VC_2116-MONOMER,fadh2(1),Homology
VC_2152-MONOMER_mod_zn2(1)_mod_cobalt2(1),VC_2152-MONOMER,zn2(1) AND cobalt2(1),Homology
VC_2174-MONOMER_mod_zn2(1),VC_2174-MONOMER,zn2(1),Homology
VC_2174-MONOMER_mod_cobalt2(1),VC_2174-MONOMER,cobalt2(1),Homology
VC_2182-MONOMER_mod_mg2(1),VC_2182-MONOMER,mg2(1),Homology
VC_2183-MONOMER_mod_mg2(1)_mod_pi(1),VC_2183-MONOMER,mg2(1) AND pi(1),Homology
VC_2183-MONOMER_mod_mn2(1)_mod_pi(1),VC_2183-MONOMER,mn2(1) AND pi(1),Homology
VC_2214-MONOMER_mod_mg2(1)_mod_zn2(1),VC_2214-MONOMER,mg2(1) AND zn2(1),Homology
VC_2226-MONOMER_mod_k(1)_mod_mg2(1),VC_2226-MONOMER,k(1) AND mg2(1),Homology
VC_2236-MONOMER_mod_zn2(1),VC_2236-MONOMER,zn2(1),Homology
VC_2254-MONOMER_mod_mn2(1),VC_2254-MONOMER,mn2(1),Homology
VC_2254-MONOMER_mod_cobalt2(1),VC_2254-MONOMER,cobalt2(1),Homology
VC_2254-MONOMER_mod_mg2(1),VC_2254-MONOMER,mg2(1),Homology
VC_2256-MONOMER_mod_mg2(1),VC_2256-MONOMER,mg2(1),Homology
VC_2261-MONOMER_mod_fe2(2),VC_2261-MONOMER,fe2(2),Homology
VC_2265-MONOMER_mod_mg2(1),VC_2265-MONOMER,mg2(1),Homology
VC_2266-MONOMER_mod_mg2(1),VC_2266-MONOMER,mg2(1),Homology
VC_2274-MONOMER_mod_mg2(1),VC_2274-MONOMER,mg2(1),Homology
VC_2309-MONOMER_mod_pydx5p(1),VC_2309-MONOMER,pydx5p(1),Homology
VC_2345-MONOMER_mod_mg2(1),VC_2345-MONOMER,mg2(1),Homology
VC_2348-MONOMER_mod_mn2(1),VC_2348-MONOMER,mn2(1),Homology
VC_2362-MONOMER_mod_pydx5p(1),VC_2362-MONOMER,pydx5p(1),Homology
VC_2363-MONOMER_mod_k(1)_mod_mg2(1),VC_2363-MONOMER,k(1) AND mg2(1),Homology
VC_2392-MONOMER_mod_mn2(1)_mod_mg2(1),VC_2392-MONOMER,mn2(1) AND mg2(1),Homology
VC_2400-MONOMER_mod_mg2(1),VC_2400-MONOMER,mg2(1),Homology
VC_2403-MONOMER_mod_k(1)_mod_mg2(1),VC_2403-MONOMER,k(1) AND mg2(1),Homology
VC_2418-MONOMER_mod_Oxidized(1),VC_2418-MONOMER,Oxidized(1),Homology
VC_2420-MONOMER_mod_Oxidized(1),VC_2420-MONOMER,Oxidized(1),Homology
VC_2422-MONOMER_mod_mg2(1),VC_2422-MONOMER,mg2(1),Homology
VC_2435-MONOMER_mod_mg2(1),VC_2435-MONOMER,mg2(1),Homology
VC_2447-MONOMER_mod_mg2(4),VC_2447-MONOMER,mg2(4),Homology
VC_2450-MONOMER_mod_mg2(1),VC_2450-MONOMER,mg2(1),Homology
VC_2452-MONOMER_mod_4fe4s(1),VC_2452-MONOMER,4fe4s(1),Homology
VC_2457-MONOMER_mod_mg2(1),VC_2457-MONOMER,mg2(1),Homology
VC_2457-MONOMER_mod_mn2(1),VC_2457-MONOMER,mn2(1),Homology
VC_2461-MONOMER_mod_mg2(2),VC_2461-MONOMER,mg2(2),Homology
VC_2469-MONOMER_mod_fad(1),VC_2469-MONOMER,fad(1),Homology
VC_2491-MONOMER_mod_mg2(1)_mod_mn2(1),VC_2491-MONOMER,mg2(1) AND mn2(1),Homology
VC_2501-MONOMER_mod_zn2(1),VC_2501-MONOMER,zn2(1),Homology
VC_2524-MONOMER_mod_mg2(1),VC_2524-MONOMER,mg2(1),Homology
VC_2542-MONOMER_mod_mg2(1),VC_2542-MONOMER,mg2(1),Homology
VC_2544-MONOMER_mod_mg2(1),VC_2544-MONOMER,mg2(1),Homology
VC_2545-MONOMER_mod_mg2(1),VC_2545-MONOMER,mg2(1),Homology
VC_2558-MONOMER_mod_mg2(1),VC_2558-MONOMER,mg2(1),Homology
VC_2558-MONOMER_mod_mn2(1),VC_2558-MONOMER,mn2(1),Homology
VC_2558-MONOMER_mod_cobalt2(1),VC_2558-MONOMER,cobalt2(1),Homology
VC_2558-MONOMER_mod_cd2(1),VC_2558-MONOMER,cd2(1),Homology
VC_2618-MONOMER_mod_pydx5p(1),VC_2618-MONOMER,pydx5p(1),Homology
VC_2623-MONOMER_mod_mg2(1),VC_2623-MONOMER,mg2(1),Homology
VC_2628-MONOMER_mod_cobalt2(1)_mod_nad(1),VC_2628-MONOMER,cobalt2(1) AND nad(1),Homology
VC_2629-MONOMER_mod_mg2(1),VC_2629-MONOMER,mg2(1),Homology
VC_2629-MONOMER_mod_mn2(1),VC_2629-MONOMER,mn2(1),Homology
VC_2629-MONOMER_mod_cobalt2(1),VC_2629-MONOMER,cobalt2(1),Homology
VC_2629-MONOMER_mod_fe2(1),VC_2629-MONOMER,fe2(1),Homology
VC_2629-MONOMER_mod_ca2(1),VC_2629-MONOMER,ca2(1),Homology
VC_2629-MONOMER_mod_k(1),VC_2629-MONOMER,k(1),Homology
VC_2637-MONOMER_mod_Oxidized(1),VC_2637-MONOMER,Oxidized(1),Homology
VC_2642-MONOMER_mod_mg2(1),VC_2642-MONOMER,mg2(1),Homology
VC_2643-MONOMER_mod_mg2(1),VC_2643-MONOMER,mg2(1),Homology
VC_2645-MONOMER_mod_zn2(1),VC_2645-MONOMER,zn2(1),Homology
VC_2646-MONOMER_mod_mg2(1),VC_2646-MONOMER,mg2(1),Homology
VC_2673-MONOMER_mod_mg2(1),VC_2673-MONOMER,mg2(1),Homology
VC_2681-MONOMER_mod_mn2(1),VC_2681-MONOMER,mn2(1),Homology
VC_2681-MONOMER_mod_mg2(1),VC_2681-MONOMER,mg2(1),Homology
VC_2683-MONOMER_mod_pydx5p(1),VC_2683-MONOMER,pydx5p(1),Homology
VC_2685-MONOMER_mod_fad(1),VC_2685-MONOMER,fad(1),Homology
VC_2688-MONOMER_mod_mn2(1),VC_2688-MONOMER,mn2(1),Homology
VC_2689-MONOMER_mod_mg2(1),VC_2689-MONOMER,mg2(1),Homology
VC_2694-MONOMER_mod_mn2(1),VC_2694-MONOMER,mn2(1),Homology
VC_2698-MONOMER_mod_mg2(1),VC_2698-MONOMER,mg2(1),Homology
VC_2698-MONOMER_mod_mn2(1),VC_2698-MONOMER,mn2(1),Homology
VC_2698-MONOMER_mod_cobalt2(1),VC_2698-MONOMER,cobalt2(1),Homology
VC_2701-MONOMER_mod_Oxidized(1),VC_2701-MONOMER,Oxidized(1),Homology
VC_2708-MONOMER_mod_mg2(1),VC_2708-MONOMER,mg2(1),Homology
VC_2709-MONOMER_mod_mg2(1),VC_2709-MONOMER,mg2(1),Homology
VC_2710-MONOMER_mod_mn2(1),VC_2710-MONOMER,mn2(1),Homology
VC_2721-MONOMER_mod_mg2(1),VC_2721-MONOMER,mg2(1),Homology
VC_2722-MONOMER_mod_mg2(1),VC_2722-MONOMER,mg2(1),Homology
VC_2738-MONOMER_mod_mg2(1),VC_2738-MONOMER,mg2(1),Homology
VC_2738-MONOMER_mod_ca2(1),VC_2738-MONOMER,ca2(1),Homology
VC_2738-MONOMER_mod_mn2(1),VC_2738-MONOMER,mn2(1),Homology
VC_2746-MONOMER_mod_mn2(1),VC_2746-MONOMER,mn2(1),Homology
VC_2762-MONOMER_mod_mg2(1),VC_2762-MONOMER,mg2(1),Homology
VC_A0013-MONOMER_mod_pydx5p(1),VC_A0013-MONOMER,pydx5p(1),Homology
VC_A0131-MONOMER_mod_k(1)_mod_mg2(1),VC_A0131-MONOMER,k(1) AND mg2(1),Homology
VC_A0136-MONOMER_mod_ca2(1),VC_A0136-MONOMER,ca2(1),Homology
VC_A0183-MONOMER_mod_fad(1)_mod_pheme(1),VC_A0183-MONOMER,fad(1) AND pheme(1),Homology
VC_A0207-MONOMER_mod_mg2(1),VC_A0207-MONOMER,mg2(1),Homology
VC_A0207-MONOMER_mod_mn2(1),VC_A0207-MONOMER,mn2(1),Homology
VC_A0248-MONOMER_mod_mn2(1),VC_A0248-MONOMER,mn2(1),Homology
VC_A0287-MONOMER_mod_zn2(1),VC_A0287-MONOMER,zn2(1),Homology
VC_A0517-MONOMER_mod_mg2(1),VC_A0517-MONOMER,mg2(1),Homology
VC_A0530-MONOMER_mod_thmpp(1),VC_A0530-MONOMER,thmpp(1),Homology
VC_A0608-MONOMER_mod_mn2(1),VC_A0608-MONOMER,mn2(1),Homology
VC_A0616-MONOMER_mod_zn2(1),VC_A0616-MONOMER,zn2(1),Homology
VC_A0657-MONOMER_mod_fad(1),VC_A0657-MONOMER,fad(1),Homology
VC_A0699-MONOMER_mod_mg2(1),VC_A0699-MONOMER,mg2(1),Homology
VC_A0744-MONOMER_mod_mg2(1),VC_A0744-MONOMER,mg2(1),Homology
VC_A0744-MONOMER_mod_mn2(1),VC_A0744-MONOMER,mn2(1),Homology
VC_A0752-MONOMER_mod_Oxidized(1),VC_A0752-MONOMER,Oxidized(1),Homology
VC_A0765-MONOMER_mod_pydx5p(1),VC_A0765-MONOMER,pydx5p(1),Homology
VC_A0769-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1),VC_A0769-MONOMER,zn2(1) AND fe2(1) AND cobalt2(1) AND mg2(1) AND mn2(1),Homology
VC_A0774-MONOMER_mod_nad(1),VC_A0774-MONOMER,nad(1),Homology
VC_A0783-MONOMER_mod_ca2(1),VC_A0783-MONOMER,ca2(1),Homology
VC_A0805-MONOMER_mod_mg2(1),VC_A0805-MONOMER,mg2(1),Homology
VC_A0814-MONOMER_mod_mn2(2),VC_A0814-MONOMER,mn2(2),Homology
VC_A0815-MONOMER_mod_mg2(1)_mod_pydx5p(4),VC_A0815-MONOMER,mg2(1) AND pydx5p(4),Homology
VC_A0885-MONOMER_mod_zn2(1),VC_A0885-MONOMER,zn2(1),Homology
VC_A0925-MONOMER_mod_zn2(2),VC_A0925-MONOMER,zn2(2),Homology
VC_A0929-MONOMER_mod_4fe4s(1),VC_A0929-MONOMER,4fe4s(1),Homology
VC_A0984-MONOMER_mod_fmn(1),VC_A0984-MONOMER,fmn(1),Homology
VC_A0987-MONOMER_mod_mg2(1),VC_A0987-MONOMER,mg2(1),Homology
VC_A0992-MONOMER_mod_Oxidized(1),VC_A0992-MONOMER,Oxidized(1),Homology
VC_A1063-MONOMER_mod_pydx5p(1),VC_A1063-MONOMER,pydx5p(1),Homology
VC_A1079-MONOMER_mod_fmn(1),VC_A1079-MONOMER,fmn(1),Homology
CPLX_ACCOAC-0_mod_btn(1),CPLX_ACCOAC-0,btn(1),Homology
CPLX_ADCS-0_mod_mg2(1),CPLX_ADCS-0,mg2(1),Homology
CPLX_AKGDH-0_mod_mg2(1)_mod_lipoyl(1),CPLX_AKGDH-0,mg2(1) AND lipoyl(1),Homology
CPLX_ASPCT-0_mod_zn2(1),CPLX_ASPCT-0,zn2(1),Homology
CPLX_ATPS4rpp-1_mod_mg2(1),CPLX_ATPS4rpp-1,mg2(1),Homology
CPLX_CBPS-0_mod_mg2(1),CPLX_CBPS-0,mg2(1),Homology
CPLX_CBPS-0_mod_mn2(1),CPLX_CBPS-0,mn2(1),Homology
CPLX_CBPS-0_mod_cobalt2(1),CPLX_CBPS-0,cobalt2(1),Homology
CPLX_CBPS-0_mod_cd2(1),CPLX_CBPS-0,cd2(1),Homology
CPLX_CBPS-0_mod_zn2(1),CPLX_CBPS-0,zn2(1),Homology
CPLX_CYTBD2pp-3_mod_pheme(1)_mod_hemed(1),CPLX_CYTBD2pp-3,pheme(1) AND hemed(1),Homology
CPLX_FADRx2-0_mod_4fe4s(1)_mod_sheme(1)_mod_fmn(1)_mod_fad(1),CPLX_FADRx2-0,4fe4s(1) AND sheme(1) AND fmn(1) AND fad(1),Homology
CPLX_FRD2-0_mod_pheme(1)_mod_3fe4s(1)_mod_4fe4s(1)_mod_fad(1)_mod_2fe2s(1),CPLX_FRD2-0,pheme(1) AND 3fe4s(1) AND 4fe4s(1) AND fad(1) AND 2fe2s(1),Homology
CPLX_G3PD5-0_mod_fmn(1),CPLX_G3PD5-0,fmn(1),Homology
CPLX_GLUSy-3_mod_fe2(1)_mod_fad(1),CPLX_GLUSy-3,fe2(1) AND fad(1),Homology
CPLX_NO3R1bpp-0_mod_bmocogdp(1),CPLX_NO3R1bpp-0,bmocogdp(1),Homology
CPLX_PDH-0_mod_mg2(1)_mod_fad(1)_mod_thmpp(1)_mod_lipoyl(1),CPLX_PDH-0,mg2(1) AND fad(1) AND thmpp(1) AND lipoyl(1),Homology
CPLX_TRPS1-0_mod_pydx5p(1),CPLX_TRPS1-0,pydx5p(1),Homology
