Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Accession-2,replicon
VC_1754,VC_1754,1888901,1890545,VC_1754-MONOMER,,AE003852.1
VC_1756,VC_1756,1891335,1892430,VC_1756-MONOMER,,AE003852.1
VC_1757,VC_1757,1892429,1895480,VC_1757-MONOMER,,AE003852.1
VC_1760,VC_1760,1898008,1900831,VC_1760-MONOMER,,AE003852.1
VC_1761,VC_1761,1900850,1901459,VC_1761-MONOMER,,AE003852.1
VC_1763,VC_1763,1902897,1903632,VC_1763-MONOMER,,AE003852.1
VC_1764,VC_1764,1903624,1905745,VC_1764-MONOMER,,AE003852.1
VC_1770,VC_1770,1916149,1918213,VC_1770-MONOMER,,AE003852.1
VC_1771,VC_1771,1918194,1921857,VC_1771-MONOMER,,AE003852.1
VC_1774,VC_1774,1923894,1925049,VC_1774-MONOMER,,AE003852.1
VC_1776,VC_1776,1926195,1927092,VC_1776-MONOMER,,AE003852.1
VC_1777,VC_1777,1927129,1928413,VC_1777-MONOMER,,AE003852.1
VC_1778,VC_1778,1928420,1928942,VC_1778-MONOMER,,AE003852.1
VC_1779,VC_1779,1928992,1929958,VC_1779-MONOMER,,AE003852.1
VC_1780,VC_1780,1929988,1930282,VC_1780-MONOMER,,AE003852.1
VC_1781,VC_1781,1930172,1930895,VC_1781-MONOMER,,AE003852.1
VC_1782,VC_1782,1930882,1931746,VC_1782-MONOMER,,AE003852.1
VC_1783,VC_1783,1931749,1932886,VC_1783-MONOMER,,AE003852.1
VC_1786,VC_1786,1936120,1936597,VC_1786-MONOMER,,AE003852.1
VC_1787,VC_1787,1936593,1936731,VC_1787-MONOMER,,AE003852.1
VC_1790,VC_1790,1938387,1938732,VC_1790-MONOMER,,AE003852.1
VC_1803,VC_1803,1948111,1948573,VC_1803-MONOMER,,AE003852.1
VC_1813,VC_1813,1954640,1954733,VC_1813-MONOMER,,AE003852.1
VC_1814,VC_1814,1954788,1956174,VC_1814-MONOMER,,AE003852.1
VC_1818,VC_1818,1959131,1959233,VC_1818-MONOMER,,AE003852.1
VC_1821,VC_1821,1961549,1962953,VC_1821-MONOMER,,AE003852.1
VC_1827,VC_1827,1969416,1970583,VC_1827-MONOMER,,AE003852.1
VC_1829,VC_1829,1971343,1971451,VC_1829-MONOMER,,AE003852.1
VC_1830,VC_1830,1971428,1971524,VC_1830-MONOMER,,AE003852.1
VC_1831,VC_1831,1971490,1973701,VC_1831-MONOMER,,AE003852.1
VC_1833,VC_1833,1974554,1975616,VC_1833-MONOMER,,AE003852.1
VC_1834,VC_1834,1975789,1976554,VC_1834-MONOMER,,AE003852.1
VC_1835,VC_1835,1976569,1977088,VC_1835-MONOMER,,AE003852.1
VC_1836,VC_1836,1977119,1978472,VC_1836-MONOMER,,AE003852.1
VC_1837,VC_1837,1978486,1979557,VC_1837-MONOMER,,AE003852.1
VC_1838,VC_1838,1979574,1980015,VC_1838-MONOMER,,AE003852.1
VC_1839,VC_1839,1980017,1980701,VC_1839-MONOMER,,AE003852.1
VC_1840,VC_1840,1980690,1981158,VC_1840-MONOMER,,AE003852.1
VC_1841,VC_1841,1981266,1981584,VC_1841-MONOMER,,AE003852.1
VC_1842,VC_1842,1981576,1981684,VC_1842-MONOMER,,AE003852.1
VC_1843,VC_1843,1981696,1982833,VC_1843-MONOMER,,AE003852.1
VC_1844,VC_1844,1982850,1984476,VC_1844-MONOMER,,AE003852.1
VC_1845,VC_1845,1984895,1985900,VC_1845-MONOMER,,AE003852.1
VC_1846,VC_1846,1985955,1986570,VC_1846-MONOMER,,AE003852.1
VC_1847,VC_1847,1986666,1987188,VC_1847-MONOMER,,AE003852.1
VC_1848,VC_1848,1987275,1988655,VC_1848-MONOMER,,AE003852.1
VC_1850,VC_1850,1989335,1990064,VC_1850-MONOMER,,AE003852.1
VC_1854,VC_1854,1992726,1993833,VC_1854-MONOMER,,AE003852.1
VC_1855,VC_1855,1994234,1996346,VC_1855-MONOMER,,AE003852.1
VC_1858,VC_1858,1997711,1997924,VC_1858-MONOMER,,AE003852.1
VC_1860,VC_1860,2000265,2001072,VC_1860-MONOMER,,AE003852.1
VC_1866,VC_1866,2006866,2009230,VC_1866-MONOMER,,AE003852.1
VC_1869,VC_1869,2012624,2013365,VC_1869-MONOMER,,AE003852.1
VC_1875,VC_1875,2019952,2020711,VC_1875-MONOMER,,AE003852.1
VC_1877,VC_1877,2020870,2021881,VC_1877-MONOMER,,AE003852.1
VC_1878,VC_1878,2021880,2023629,VC_1878-MONOMER,,AE003852.1
VC_1879,VC_1879,2023659,2025918,VC_1879-MONOMER,,AE003852.1
VC_1881,VC_1881,2026450,2026588,VC_1881-MONOMER,,AE003852.1
VC_1882,VC_1882,2026556,2027801,VC_1882-MONOMER,,AE003852.1
VC_1883,VC_1883,2027801,2028488,VC_1883-MONOMER,,AE003852.1
VC_1884,VC_1884,2028480,2029701,VC_1884-MONOMER,,AE003852.1
VC_1885,VC_1885,2029864,2030440,VC_1885-MONOMER,,AE003852.1
VC_1886,VC_1886,2030442,2033910,VC_1886-MONOMER,,AE003852.1
VC_1887,VC_1887,2034049,2034850,VC_1887-MONOMER,,AE003852.1
VC_1888,VC_1888,2035184,2037260,VC_1888-MONOMER,,AE003852.1
VC_1891,VC_1891,2039583,2039724,VC_1891-MONOMER,,AE003852.1
VC_1894,VC_1894,2041447,2042038,VC_1894-MONOMER,,AE003852.1
VC_1897,VC_1897,2043910,2044261,VC_1897-MONOMER,,AE003852.1
VC_1900,VC_1900,2048067,2048907,VC_1900-MONOMER,,AE003852.1
VC_1901,VC_1901,2049551,2051144,VC_1901-MONOMER,,AE003852.1
VC_1902,VC_1902,2051223,2051745,VC_1902-MONOMER,,AE003852.1
VC_1903,VC_1903,2051819,2054702,VC_1903-MONOMER,,AE003852.1
VC_1904,VC_1904,2054879,2055374,VC_1904-MONOMER,,AE003852.1
VC_1905,VC_1905,2055530,2056655,VC_1905-MONOMER,,AE003852.1
VC_1907,VC_1907,2057954,2058929,VC_1907-MONOMER,,AE003852.1
VC_1908,VC_1908,2059014,2059164,VC_1908-MONOMER,,AE003852.1
VC_1911,VC_1911,2060877,2061573,VC_1911-MONOMER,,AE003852.1
VC_1912,VC_1912,2061645,2062815,VC_1912-MONOMER,,AE003852.1
VC_1914,VC_1914,2063246,2063525,VC_1914-MONOMER,,AE003852.1
VC_1915,VC_1915,2063812,2065483,VC_1915-MONOMER,,AE003852.1
VC_1916,VC_1916,2065591,2066281,VC_1916-MONOMER,,AE003852.1
VC_1917,VC_1917,2066451,2066763,VC_1917-MONOMER,,AE003852.1
VC_1918,VC_1918,2066897,2068757,VC_1918-MONOMER,,AE003852.1
VC_1920,VC_1920,2069365,2071726,VC_1920-MONOMER,,AE003852.1
VC_1921,VC_1921,2071848,2073129,VC_1921-MONOMER,,AE003852.1
VC_1922,VC_1922,2073208,2073811,VC_1922-MONOMER,,AE003852.1
VC_1923,VC_1923,2073940,2075242,VC_1923-MONOMER,,AE003852.1
VC_1924,VC_1924,2075348,2075768,VC_1924-MONOMER,,AE003852.1
VC_1926,VC_1926,2077536,2078877,VC_1926-MONOMER,,AE003852.1
VC_1929,VC_1929,2081086,2082085,VC_1929-MONOMER,,AE003852.1
VC_1930,VC_1930,2082172,2082268,VC_1930-MONOMER,,AE003852.1
VC_1932,VC_1932,2084013,2084184,VC_1932-MONOMER,,AE003852.1
VC_1937,VC_1937,2088526,2089198,VC_1937-MONOMER,,AE003852.1
VC_1941,VC_1941,2091672,2092968,VC_1941-MONOMER,,AE003852.1
VC_1942,VC_1942,2093522,2094458,VC_1942-MONOMER,,AE003852.1
VC_1943,VC_1943,2094432,2094525,VC_1943-MONOMER,,AE003852.1
VC_1946,VC_1946,2097040,2097148,VC_1946-MONOMER,,AE003852.1
VC_1948,VC_1948,2098270,2098462,VC_1948-MONOMER,,AE003852.1
VC_1952,VC_1952,2104178,2106719,VC_1952-MONOMER,,AE003852.1
VC_1954,VC_1954,2108247,2108349,VC_1954-MONOMER,,AE003852.1
VC_1956,VC_1956,2109641,2110613,VC_1956-MONOMER,,AE003852.1
VC_1958,VC_1958,2110976,2111102,VC_1958-MONOMER,,AE003852.1
VC_1959,VC_1959,2111115,2111778,VC_1959-MONOMER,,AE003852.1
VC_1960,VC_1960,2111780,2112611,VC_1960-MONOMER,,AE003852.1
VC_1961,VC_1961,2112615,2112879,VC_1961-MONOMER,,AE003852.1
VC_1969,VC_1969,2120586,2120682,VC_1969-MONOMER,,AE003852.1
VC_1971,VC_1971,2121854,2123285,VC_1971-MONOMER,,AE003852.1
VC_1972,VC_1972,2123260,2124259,VC_1972-MONOMER,,AE003852.1
VC_1973,VC_1973,2124346,2125237,VC_1973-MONOMER,,AE003852.1
VC_1974,VC_1974,2125237,2126029,VC_1974-MONOMER,,AE003852.1
VC_1975,VC_1975,2126018,2127731,VC_1975-MONOMER,,AE003852.1
VC_1976,VC_1976,2127727,2129035,VC_1976-MONOMER,,AE003852.1
VC_1978,VC_1978,2130499,2131201,VC_1978-MONOMER,,AE003852.1
VC_1981,VC_1981,2133065,2133734,VC_1981-MONOMER,,AE003852.1
VC_1982,VC_1982,2133690,2133801,VC_1982-MONOMER,,AE003852.1
VC_1984,VC_1984,2135869,2137015,VC_1984-MONOMER,,AE003852.1
VC_1985,VC_1985,2137100,2138801,VC_1985-MONOMER,,AE003852.1
VC_1989,VC_1989,2140715,2141429,VC_1989-MONOMER,,AE003852.1
VC_1991,VC_1991,2143319,2143757,VC_1991-MONOMER,,AE003852.1
VC_1992,VC_1992,2143930,2144764,VC_1992-MONOMER,,AE003852.1
VC_1993,VC_1993,2144837,2146838,VC_1993-MONOMER,,AE003852.1
VC_1994,VC_1994,2147067,2148918,VC_1994-MONOMER,,AE003852.1
VC_1995,VC_1995,2149034,2150048,VC_1995-MONOMER,,AE003852.1
VC_1998,VC_1998,2151521,2151965,VC_1998-MONOMER,,AE003852.1
VC_1999,VC_1999,2151970,2152117,VC_1999-MONOMER,,AE003852.1
VC_2000,VC_2000,2152264,2153260,VC_2000-MONOMER,,AE003852.1
VC_2001,VC_2001,2153407,2154298,VC_2001-MONOMER,,AE003852.1
VC_2003,VC_2003,2155873,2156710,VC_2003-MONOMER,,AE003852.1
VC_2006,VC_2006,2158277,2159222,VC_2006-MONOMER,,AE003852.1
VC_2008,VC_2008,2160988,2162434,VC_2008-MONOMER,,AE003852.1
VC_2010,VC_2010,2163651,2163777,VC_2010-MONOMER,,AE003852.1
VC_2013,VC_2013,2166646,2168149,VC_2013-MONOMER,,AE003852.1
VC_2015,VC_2015,2169278,2170253,VC_2015-MONOMER,,AE003852.1
VC_2016,VC_2016,2170245,2170884,VC_2016-MONOMER,,AE003852.1
VC_2017,VC_2017,2170880,2171897,VC_2017-MONOMER,,AE003852.1
VC_2018,VC_2018,2171893,2172727,VC_2018-MONOMER,,AE003852.1
VC_2019,VC_2019,2172774,2174019,VC_2019-MONOMER,,AE003852.1
VC_2020,VC_2020,2174107,2174440,VC_2020-MONOMER,,AE003852.1
VC_2021,VC_2021,2174579,2175326,VC_2021-MONOMER,,AE003852.1
VC_2022,VC_2022,2175341,2176280,VC_2022-MONOMER,,AE003852.1
VC_2023,VC_2023,2176334,2177285,VC_2023-MONOMER,,AE003852.1
VC_2024,VC_2024,2177290,2178316,VC_2024-MONOMER,,AE003852.1
VC_2025,VC_2025,2178325,2178496,VC_2025-MONOMER,,AE003852.1
VC_2026,VC_2026,2178530,2179055,VC_2026-MONOMER,,AE003852.1
VC_2027,VC_2027,2179202,2179784,VC_2027-MONOMER,,AE003852.1
VC_2028,VC_2028,2179884,2180832,VC_2028-MONOMER,,AE003852.1
VC_2029,VC_2029,2180745,2180985,VC_2029-MONOMER,,AE003852.1
VC_2030,VC_2030,2181443,2184602,VC_2030-MONOMER,,AE003852.1
VC_2033,VC_2033,2187617,2190302,VC_2033-MONOMER,,AE003852.1
VC_2034,VC_2034,2190522,2190630,VC_2034-MONOMER,,AE003852.1
VC_2036,VC_2036,2191656,2192769,VC_2036-MONOMER,,AE003852.1
VC_2037,VC_2037,2193193,2194639,VC_2037-MONOMER,,AE003852.1
VC_2039,VC_2039,2196040,2197042,VC_2039-MONOMER,,AE003852.1
VC_2040,VC_2040,2197126,2197342,VC_2040-MONOMER,,AE003852.1
VC_2043,VC_2043,2200577,2202521,VC_2043-MONOMER,,AE003852.1
VC_2045,VC_2045,2203189,2203774,VC_2045-MONOMER,,AE003852.1
VC_2048,VC_2048,2205453,2206218,VC_2048-MONOMER,,AE003852.1
VC_2051,VC_2051,2207960,2208515,VC_2051-MONOMER,,AE003852.1
VC_2052,VC_2052,2208515,2210471,VC_2052-MONOMER,,AE003852.1
VC_2053,VC_2053,2210467,2210950,VC_2053-MONOMER,,AE003852.1
VC_2054,VC_2054,2210946,2211153,VC_2054-MONOMER,,AE003852.1
VC_2055,VC_2055,2211152,2211905,VC_2055-MONOMER,,AE003852.1
VC_2056,VC_2056,2211995,2212664,VC_2056-MONOMER,,AE003852.1
VC_2057,VC_2057,2212660,2213284,VC_2057-MONOMER,,AE003852.1
VC_2058,VC_2058,2213657,2214161,VC_2058-MONOMER,,AE003852.1
VC_2059,VC_2059,2214136,2214661,VC_2059-MONOMER,,AE003852.1
VC_2060,VC_2060,2214669,2215686,VC_2060-MONOMER,,AE003852.1
VC_2061,VC_2061,2215678,2216455,VC_2061-MONOMER,,AE003852.1
VC_2062,VC_2062,2216464,2217598,VC_2062-MONOMER,,AE003852.1
VC_2063,VC_2063,2217624,2219982,VC_2063-MONOMER,,AE003852.1
VC_2064,VC_2064,2219991,2220711,VC_2064-MONOMER,,AE003852.1
VC_2065,VC_2065,2220766,2221159,VC_2065-MONOMER,,AE003852.1
VC_2066,VC_2066,2221180,2221915,VC_2066-MONOMER,,AE003852.1
VC_2067,VC_2067,2221907,2222849,VC_2067-MONOMER,,AE003852.1
VC_2068,VC_2068,2222808,2224296,VC_2068-MONOMER,,AE003852.1
VC_2069,VC_2069,2224330,2226424,VC_2069-MONOMER,,AE003852.1
VC_2070,VC_2070,2226755,2227229,VC_2070-MONOMER,,AE003852.1
VC_2071,VC_2071,2227221,2227338,VC_2071-MONOMER,,AE003852.1
VC_2074,VC_2074,2230918,2232718,VC_2074-MONOMER,,AE003852.1
VC_2077,VC_2077,2233740,2236017,VC_2077-MONOMER,,AE003852.1
VC_2079,VC_2079,2236867,2236975,VC_2079-MONOMER,,AE003852.1
VC_2080,VC_2080,2237015,2240381,VC_2080-MONOMER,,AE003852.1
VC_2081,VC_2081,2240562,2241456,VC_2081-MONOMER,,AE003852.1
VC_2082,VC_2082,2241530,2242319,VC_2082-MONOMER,,AE003852.1
VC_2083,VC_2083,2242311,2243094,VC_2083-MONOMER,,AE003852.1
VC_2084,VC_2084,2243200,2244073,VC_2084-MONOMER,,AE003852.1
VC_2085,VC_2085,2244072,2245239,VC_2085-MONOMER,,AE003852.1
VC_2086,VC_2086,2245406,2246621,VC_2086-MONOMER,,AE003852.1
VC_2087,VC_2087,2246649,2249460,VC_2087-MONOMER,,AE003852.1
VC_2088,VC_2088,2249548,2250259,VC_2088-MONOMER,,AE003852.1
VC_2089,VC_2089,2250273,2252040,VC_2089-MONOMER,,AE003852.1
VC_2090,VC_2090,2252040,2252385,VC_2090-MONOMER,,AE003852.1
VC_2091,VC_2091,2252378,2252771,VC_2091-MONOMER,,AE003852.1
VC_2092,VC_2092,2253160,2254456,VC_2092-MONOMER,,AE003852.1
VC_2095,VC_2095,2256153,2257800,VC_2095-MONOMER,,AE003852.1
VC_2096,VC_2096,2257908,2258442,VC_2096-MONOMER,,AE003852.1
VC_2099,VC_2099,2259673,2260201,VC_2099-MONOMER,,AE003852.1
VC_2102,VC_2102,2261372,2261510,VC_2102-MONOMER,,AE003852.1
VC_2104,VC_2104,2262407,2262617,VC_2104-MONOMER,,AE003852.1
VC_2106,VC_2106,2263274,2263727,VC_2106-MONOMER,,AE003852.1
VC_2107,VC_2107,2263808,2264825,VC_2107-MONOMER,,AE003852.1
VC_2108,VC_2108,2264805,2265969,VC_2108-MONOMER,,AE003852.1
VC_2110,VC_2110,2267482,2269507,VC_2110-MONOMER,,AE003852.1
VC_2114,VC_2114,2271343,2271460,VC_2114-MONOMER,,AE003852.1
VC_2116,VC_2116,2272221,2273307,VC_2116-MONOMER,,AE003852.1
VC_2117,VC_2117,2273404,2273629,VC_2117-MONOMER,,AE003852.1
VC_2118,VC_2118,2273536,2274481,VC_2118-MONOMER,,AE003852.1
VC_2119,VC_2119,2274535,2275096,VC_2119-MONOMER,,AE003852.1
VC_2120,VC_2120,2275103,2276234,VC_2120-MONOMER,,AE003852.1
VC_2121,VC_2121,2276243,2277026,VC_2121-MONOMER,,AE003852.1
VC_2122,VC_2122,2277034,2277304,VC_2122-MONOMER,,AE003852.1
VC_2123,VC_2123,2277316,2278216,VC_2123-MONOMER,,AE003852.1
VC_2124,VC_2124,2278193,2278583,VC_2124-MONOMER,,AE003852.1
VC_2125,VC_2125,2278586,2279003,VC_2125-MONOMER,,AE003852.1
VC_2126,VC_2126,2279067,2280117,VC_2126-MONOMER,,AE003852.1
VC_2127,VC_2127,2280124,2280628,VC_2127-MONOMER,,AE003852.1
VC_2128,VC_2128,2280662,2282687,VC_2128-MONOMER,,AE003852.1
VC_2129,VC_2129,2282850,2283345,VC_2129-MONOMER,,AE003852.1
VC_2130,VC_2130,2283308,2284628,VC_2130-MONOMER,,AE003852.1
VC_2131,VC_2131,2284631,2285444,VC_2131-MONOMER,,AE003852.1
VC_2132,VC_2132,2285524,2286571,VC_2132-MONOMER,,AE003852.1
VC_2133,VC_2133,2286563,2288306,VC_2133-MONOMER,,AE003852.1
VC_2134,VC_2134,2288321,2288651,VC_2134-MONOMER,,AE003852.1
VC_2135,VC_2135,2288708,2290148,VC_2135-MONOMER,,AE003852.1
VC_2136,VC_2136,2290144,2291200,VC_2136-MONOMER,,AE003852.1
VC_2137,VC_2137,2291311,2292778,VC_2137-MONOMER,,AE003852.1
VC_2138,VC_2138,2293009,2293420,VC_2138-MONOMER,,AE003852.1
VC_2139,VC_2139,2293430,2293745,VC_2139-MONOMER,,AE003852.1
VC_2140,VC_2140,2293737,2295738,VC_2140-MONOMER,,AE003852.1
VC_2141,VC_2141,2295759,2296221,VC_2141-MONOMER,,AE003852.1
VC_2142,VC_2142,2296294,2297425,VC_2142-MONOMER,,AE003852.1
VC_2143,VC_2143,2297660,2298794,VC_2143-MONOMER,,AE003852.1
VC_2144,VC_2144,2299083,2300220,VC_2144-MONOMER,,AE003852.1
VC_2148,VC_2148,2302257,2302356,VC_2148-MONOMER,,AE003852.1
VC_2151,VC_2151,2303199,2303295,VC_2151-MONOMER,,AE003852.1
VC_2152,VC_2152,2303264,2304398,VC_2152-MONOMER,,AE003852.1
VC_2153,VC_2153,2304325,2305075,VC_2153-MONOMER,,AE003852.1
VC_2155,VC_2155,2305272,2305368,VC_2155-MONOMER,,AE003852.1
VC_2156,VC_2156,2305381,2306401,VC_2156-MONOMER,,AE003852.1
VC_2157,VC_2157,2306458,2307337,VC_2157-MONOMER,,AE003852.1
VC_2158,VC_2158,2307500,2307605,VC_2158-MONOMER,,AE003852.1
VC_2160,VC_2160,2308171,2308639,VC_2160-MONOMER,,AE003852.1
VC_2161,VC_2161,2308740,2310612,VC_2161-MONOMER,,AE003852.1
VC_2165,VC_2165,2313756,2314107,VC_2165-MONOMER,,AE003852.1
VC_2166,VC_2166,2314103,2314664,VC_2166-MONOMER,,AE003852.1
VC_2169,VC_2169,2316512,2316623,VC_2169-MONOMER,,AE003852.1
VC_2170,VC_2170,2316595,2316706,VC_2170-MONOMER,,AE003852.1
VC_2172,VC_2172,2318003,2318486,VC_2172-MONOMER,,AE003852.1
VC_2173,VC_2173,2318503,2318614,VC_2173-MONOMER,,AE003852.1
VC_2174,VC_2174,2318620,2320282,VC_2174-MONOMER,,AE003852.1
VC_2175,VC_2175,2320823,2321675,VC_2175-MONOMER,,AE003852.1
VC_2178,VC_2178,2322905,2323766,VC_2178-MONOMER,,AE003852.1
VC_2179,VC_2179,2323769,2324858,VC_2179-MONOMER,,AE003852.1
VC_2180,VC_2180,2324887,2326147,VC_2180-MONOMER,,AE003852.1
VC_2181,VC_2181,2326287,2326923,VC_2181-MONOMER,,AE003852.1
VC_2182,VC_2182,2326904,2327792,VC_2182-MONOMER,,AE003852.1
VC_2183,VC_2183,2327822,2328767,VC_2183-MONOMER,,AE003852.1
VC_2184,VC_2184,2328935,2329526,VC_2184-MONOMER,,AE003852.1
VC_2185,VC_2185,2329476,2330628,VC_2185-MONOMER,,AE003852.1
VC_2186,VC_2186,2332844,2332976,VC_2186-MONOMER,,AE003852.1
VC_2187,VC_2187,2332967,2334101,VC_2187-MONOMER,,AE003852.1
VC_2188,VC_2188,2334655,2335795,VC_2188-MONOMER,,AE003852.1
VC_2189,VC_2189,2335943,2336123,VC_2189-MONOMER,,AE003852.1
VC_2190,VC_2190,2336202,2337396,VC_2190-MONOMER,,AE003852.1
VC_2191,VC_2191,2337408,2339283,VC_2191-MONOMER,,AE003852.1
VC_2192,VC_2192,2339462,2340401,VC_2192-MONOMER,,AE003852.1
VC_2193,VC_2193,2340411,2341497,VC_2193-MONOMER,,AE003852.1
VC_2194,VC_2194,2341587,2342373,VC_2194-MONOMER,,AE003852.1
VC_2195,VC_2195,2342387,2343176,VC_2195-MONOMER,,AE003852.1
VC_2196,VC_2196,2343195,2343945,VC_2196-MONOMER,,AE003852.1
VC_2197,VC_2197,2344127,2345432,VC_2197-MONOMER,,AE003852.1
VC_2198,VC_2198,2345460,2346168,VC_2198-MONOMER,,AE003852.1
VC_2199,VC_2199,2346185,2346602,VC_2199-MONOMER,,AE003852.1
VC_2200,VC_2200,2346606,2347002,VC_2200-MONOMER,,AE003852.1
VC_2201,VC_2201,2347221,2348049,VC_2201-MONOMER,,AE003852.1
VC_2202,VC_2202,2348059,2348986,VC_2202-MONOMER,,AE003852.1
VC_2203,VC_2203,2349042,2349810,VC_2203-MONOMER,,AE003852.1
VC_2204,VC_2204,2349940,2350264,VC_2204-MONOMER,,AE003852.1
VC_2205,VC_2205,2350361,2350793,VC_2205-MONOMER,,AE003852.1
VC_2206,VC_2206,2350902,2351340,VC_2206-MONOMER,,AE003852.1
VC_2208,VC_2208,2352143,2353277,VC_2208-MONOMER,,AE003852.1
VC_2210,VC_2210,2360904,2361720,VC_2210-MONOMER,,AE003852.1
VC_2211,VC_2211,2362023,2364087,VC_2211-MONOMER,,AE003852.1
VC_2213,VC_2213,2365292,2366258,VC_2213-MONOMER,,AE003852.1
VC_2214,VC_2214,2366553,2368083,VC_2214-MONOMER,,AE003852.1
VC_2215,VC_2215,2368151,2370899,VC_2215-MONOMER,,AE003852.1
VC_2217,VC_2217,2371484,2374136,VC_2217-MONOMER,,AE003852.1
VC_2218,VC_2218,2374168,2374282,VC_2218-MONOMER,,AE003852.1
VC_2219,VC_2219,2374363,2374480,VC_2219-MONOMER,,AE003852.1
VC_2222,VC_2222,2376251,2376830,VC_2222-MONOMER,,AE003852.1
VC_2223,VC_2223,2376859,2377882,VC_2223-MONOMER,,AE003852.1
VC_2224,VC_2224,2377979,2379518,VC_2224-MONOMER,,AE003852.1
VC_2225,VC_2225,2379748,2380375,VC_2225-MONOMER,,AE003852.1
VC_2226,VC_2226,2380541,2381582,VC_2226-MONOMER,,AE003852.1
VC_2227,VC_2227,2381584,2382223,VC_2227-MONOMER,,AE003852.1
VC_2228,VC_2228,2382241,2382349,VC_2228-MONOMER,,AE003852.1
VC_2230,VC_2230,2383271,2383847,VC_2230-MONOMER,,AE003852.1
VC_2231,VC_2231,2384164,2386609,VC_2231-MONOMER,,AE003852.1
VC_2233,VC_2233,2388023,2388767,VC_2233-MONOMER,,AE003852.1
VC_2234,VC_2234,2388823,2389294,VC_2234-MONOMER,,AE003852.1
VC_2236,VC_2236,2390139,2390898,VC_2236-MONOMER,,AE003852.1
VC_2239,VC_2239,2393497,2393842,VC_2239-MONOMER,,AE003852.1
VC_2242,VC_2242,2395255,2396578,VC_2242-MONOMER,,AE003852.1
VC_2243,VC_2243,2396545,2396650,VC_2243-MONOMER,,AE003852.1
VC_2244,VC_2244,2396717,2397677,VC_2244-MONOMER,,AE003852.1
VC_2245,VC_2245,2397731,2401226,VC_2245-MONOMER,,AE003852.1
VC_2246,VC_2246,2401249,2401870,VC_2246-MONOMER,,AE003852.1
VC_2247,VC_2247,2401894,2403034,VC_2247-MONOMER,,AE003852.1
VC_2248,VC_2248,2403194,2403983,VC_2248-MONOMER,,AE003852.1
VC_2249,VC_2249,2403984,2404446,VC_2249-MONOMER,,AE003852.1
VC_2250,VC_2250,2404521,2405577,VC_2250-MONOMER,,AE003852.1
VC_2252,VC_2252,2406110,2408522,VC_2252-MONOMER,,AE003852.1
VC_2253,VC_2253,2408570,2409929,VC_2253-MONOMER,,AE003852.1
VC_2254,VC_2254,2409925,2411134,VC_2254-MONOMER,,AE003852.1
VC_2256,VC_2256,2412042,2412813,VC_2256-MONOMER,,AE003852.1
VC_2257,VC_2257,2412886,2413444,VC_2257-MONOMER,,AE003852.1
VC_2258,VC_2258,2413497,2414229,VC_2258-MONOMER,,AE003852.1
VC_2259,VC_2259,2414416,2415259,VC_2259-MONOMER,,AE003852.1
VC_2260,VC_2260,2415390,2416119,VC_2260-MONOMER,,AE003852.1
VC_2261,VC_2261,2416459,2417302,VC_2261-MONOMER,,AE003852.1
VC_2262,VC_2262,2417391,2420037,VC_2262-MONOMER,,AE003852.1
VC_2263,VC_2263,2420111,2420210,VC_2263-MONOMER,,AE003852.1
VC_2265,VC_2265,2420736,2421246,VC_2265-MONOMER,,AE003852.1
VC_2266,VC_2266,2421242,2422247,VC_2266-MONOMER,,AE003852.1
VC_2267,VC_2267,2422307,2422778,VC_2267-MONOMER,,AE003852.1
VC_2271,VC_2271,2425320,2426424,VC_2271-MONOMER,,AE003852.1
VC_2272,VC_2272,2426449,2426920,VC_2272-MONOMER,,AE003852.1
VC_2273,VC_2273,2426998,2428252,VC_2273-MONOMER,,AE003852.1
VC_2274,VC_2274,2428260,2429451,VC_2274-MONOMER,,AE003852.1
VC_2275,VC_2275,2429514,2429904,VC_2275-MONOMER,,AE003852.1
VC_2276,VC_2276,2430037,2431285,VC_2276-MONOMER,,AE003852.1
VC_2277,VC_2277,2431381,2431846,VC_2277-MONOMER,,AE003852.1
VC_2281,VC_2281,2436200,2437106,VC_2281-MONOMER,,AE003852.1
VC_2284,VC_2284,2439636,2439738,VC_2284-MONOMER,,AE003852.1
VC_2285,VC_2285,2439734,2441252,VC_2285-MONOMER,,AE003852.1
VC_2287,VC_2287,2442331,2443414,VC_2287-MONOMER,,AE003852.1
VC_2288,VC_2288,2443522,2443756,VC_2288-MONOMER,,AE003852.1
VC_2290,VC_2290,2444922,2446149,VC_2290-MONOMER,,AE003852.1
VC_2291,VC_2291,2446182,2446779,VC_2291-MONOMER,,AE003852.1
VC_2292,VC_2292,2446786,2447419,VC_2292-MONOMER,,AE003852.1
VC_2293,VC_2293,2447418,2448192,VC_2293-MONOMER,,AE003852.1
VC_2294,VC_2294,2448178,2449462,VC_2294-MONOMER,,AE003852.1
VC_2295,VC_2295,2449431,2450820,VC_2295-MONOMER,,AE003852.1
VC_2298,VC_2298,2452868,2453489,VC_2298-MONOMER,,AE003852.1
VC_2300,VC_2300,2454098,2455487,VC_2300-MONOMER,,AE003852.1
VC_2304,VC_2304,2457576,2457687,VC_2304-MONOMER,,AE003852.1
VC_2306,VC_2306,2458632,2458725,VC_2306-MONOMER,,AE003852.1
VC_2307,VC_2307,2458774,2459665,VC_2307-MONOMER,,AE003852.1
