Reaction	Complexes
H2Otex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
H2tex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
H2tpp	CPLX_H2tpp-0
HAO	CPLX_HAO-0
HBZOPT	ALW85_RS09580-MONOMER_mod_mg2(1)
HCITS	ALW85_RS06875-MONOMER
HCO3E	CPLX_HCO3E-0 OR ALW85_RS06265-MONOMER
HISTD	ALW85_RS04560-MONOMER_mod_mn2(1)
HISTP	ALW85_RS06150-MONOMER_mod_mg2(1)
HISTRS	ALW85_RS00785-MONOMER_mod_mg2(4)
HISabcpp	CPLX_PROabcpp-0 OR ALW85_RS11725-MONOMER
HMBS	ALW85_RS03105-MONOMER_mod_dpm(1)
HMPK1	ALW85_RS07460-MONOMER
HPPK	ALW85_RS00400-MONOMER_mod_mg2(1)
HPPK2	ALW85_RS00400-MONOMER_mod_mg2(1)
HSDy	ALW85_RS12350-MONOMER
HSERTA	ALW85_RS11410-MONOMER
HSK	ALW85_RS07695-MONOMER
HSTPT	ALW85_RS03390-MONOMER
HYDFDN	CPLX_HYDFDN-0
HYDFDN2r	ALW85_RS04490-MONOMER
Htex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
I2FE2ST	CPLX_I2FE2ST-0
I4FE4ST	CPLX_I2FE2ST-0
ICDHyr	ALW85_RS09005-MONOMER_mod_mn2(1) OR ALW85_RS09005-MONOMER_mod_mg2(1)
ICYSDS	ALW85_RS00905-MONOMER_mod_pydx5p(2)
IG3PS	CPLX_IG3PS-0
IGPDH	ALW85_RS03385-MONOMER_mod_mg2(1) OR ALW85_RS03385-MONOMER_mod_mn2(1)
IGPS	ALW85_RS00075-MONOMER
ILETA	ALW85_RS09855-MONOMER_mod_pydx5p(6) OR ALW85_RS09855-MONOMER_mod_pydx5p(1)
ILETRS	ALW85_RS05955-MONOMER_mod_zn2(2)
ILEabcpp	CPLX_THRabcpp-0
ILEtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
IMPC	ALW85_RS04580-MONOMER
IMPD	ALW85_RS00525-MONOMER
INDOLEt2pp	CPLX_INDOLEt2pp-0
IPDPS	ALW85_RS03400-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
IPMD	ALW85_RS03595-MONOMER_mod_mg2(1)_mod_mn2(1)
IPPMIa	CPLX_IPPMIa-0 OR ALW85_RS03595-MONOMER_mod_mg2(1)_mod_mn2(1)
IPPMIb	CPLX_IPPMIa-0 OR ALW85_RS03595-MONOMER_mod_mg2(1)_mod_mn2(1)
IPPS	ALW85_RS06875-MONOMER
ISETACabcpp	CPLX_BUTSO3abcpp-0
ISETACtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
K2L4Aabcpp	ALW85_RS12795-MONOMER
KARA1	ALW85_RS06890-MONOMER_mod_mg2(1)
KARA2	ALW85_RS06890-MONOMER_mod_mg2(1)
KAS14	ALW85_RS08610-MONOMER OR ALW85_RS08590-MONOMER
KAS15	ALW85_RS08610-MONOMER OR ALW85_RS08590-MONOMER
Kabcpp	ALW85_RS06320-MONOMER
Kt2pp	CPLX_Kt2pp-0
Kt3pp	CPLX_Kt3pp-0
Ktex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
LCARS	ALW85_RS03255-MONOMER_mod_fe2(1)
LCARSyi	ALW85_RS04295-MONOMER
LDH_D	ALW85_RS04705-MONOMER OR ALW85_RS05260-MONOMER
LEUTAi	ALW85_RS09855-MONOMER_mod_pydx5p(6) OR ALW85_RS09855-MONOMER_mod_pydx5p(1)
LEUTRS	ALW85_RS05905-MONOMER
LEUabcpp	CPLX_THRabcpp-0
LEUtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
LIPACabcpp	ALW85_RS12795-MONOMER
LIPAabcpp	ALW85_RS12795-MONOMER
LIPOCT	ALW85_RS07780-MONOMER
LIPOS	ALW85_RS07785-MONOMER_mod_4fe4s(2)
LPLIPAL1A120pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1A140pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1A141pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1A160pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1A161pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1A180pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1A181pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1E120pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1E140pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1E141pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1E160pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1E161pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1E180pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1E181pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1G120pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1G140pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1G141pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1G160pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1G161pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1G180pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LPLIPAL1G181pp	ALW85_RS07610-MONOMER_mod_ca2(1)
LYSTRS	ALW85_RS12280-MONOMER_mod_mg2(6) OR ALW85_RS12280-MONOMER_mod_lys__L(1)
LYSabcpp	ALW85_RS11725-MONOMER
LYStex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
MALCOAMT	ALW85_RS11985-MONOMER
MALTHXabcpp	CPLX_14GLUCANabcpp-0
MALTPTabcpp	CPLX_14GLUCANabcpp-0
MALTTRabcpp	CPLX_14GLUCANabcpp-0
MALTTTRabcpp	CPLX_14GLUCANabcpp-0
MALTabcpp	CPLX_14GLUCANabcpp-0
MALt2_2pp	ALW85_RS11180-MONOMER
MAN1PT2	ALW85_RS11755-MONOMER
MAN6PI	ALW85_RS11755-MONOMER
MANptspp	CPLX_MANptspp-0
MCOATA	ALW85_RS08595-MONOMER
MCTP1Aex	ALW85_RS10770-MONOMER OR ALW85_RS12085-MONOMER
MCTP1App	ALW85_RS10770-MONOMER OR ALW85_RS12085-MONOMER OR ALW85_RS08500-MONOMER OR ALW85_RS05140-MONOMER
MCTP1Bex	ALW85_RS12085-MONOMER
MCTP2Aex	ALW85_RS12085-MONOMER
MCTP2App	ALW85_RS05140-MONOMER OR ALW85_RS08500-MONOMER OR ALW85_RS12085-MONOMER OR ALW85_RS10770-MONOMER
MDDCP1ex	ALW85_RS07765-MONOMER
MDDCP1pp	ALW85_RS00285-MONOMER OR ALW85_RS07765-MONOMER OR ALW85_RS10770-MONOMER
MDDCP2ex	ALW85_RS07765-MONOMER
MDDCP2pp	ALW85_RS00285-MONOMER OR ALW85_RS07765-MONOMER OR ALW85_RS10770-MONOMER
MDDCP3ex	ALW85_RS07765-MONOMER
MDDCP3pp	ALW85_RS00285-MONOMER OR ALW85_RS07765-MONOMER OR ALW85_RS10770-MONOMER
MDDCP4ex	ALW85_RS07765-MONOMER
MDDCP4pp	ALW85_RS00285-MONOMER OR ALW85_RS07765-MONOMER OR ALW85_RS10770-MONOMER
MDDCP5ex	ALW85_RS07765-MONOMER
MDDCP5pp	ALW85_RS00285-MONOMER OR ALW85_RS07765-MONOMER OR ALW85_RS10770-MONOMER
MDDEP1pp	ALW85_RS07765-MONOMER OR ALW85_RS07485-MONOMER OR ALW85_RS12325-MONOMER
MDDEP2pp	ALW85_RS07765-MONOMER OR ALW85_RS07485-MONOMER OR ALW85_RS12325-MONOMER
MDDEP3pp	ALW85_RS07765-MONOMER OR ALW85_RS12325-MONOMER OR ALW85_RS07485-MONOMER
MDDEP4pp	ALW85_RS07765-MONOMER OR ALW85_RS12325-MONOMER OR ALW85_RS07485-MONOMER
MDH	ALW85_RS04035-MONOMER
ME1	ALW85_RS02315-MONOMER_mod_mn2(1) OR ALW85_RS02315-MONOMER_mod_mg2(1)
MECDPDH2	ALW85_RS00780-MONOMER
MECDPS	ALW85_RS07340-MONOMER_mod_mn2(1)
MEOHtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
MEPCT	ALW85_RS07395-MONOMER_mod_mg2(1) OR ALW85_RS07395-MONOMER_mod_mn2(1) OR ALW85_RS07395-MONOMER_mod_cobalt2(1)
METAOXIGENASE	CPLX_METAOXIGENASE-0
METAT	ALW85_RS03450-MONOMER_mod_k(4)_mod_mg2(1) OR ALW85_RS03450-MONOMER_mod_k(4)_mod_mn2(1) OR ALW85_RS03450-MONOMER_mod_k(4)_mod_cobalt2(1) OR ALW85_RS03450-MONOMER_mod_k(4)_mod_zn2(1) OR ALW85_RS03450-MONOMER_mod_k(4)_mod_cd2(1) OR ALW85_RS03450-MONOMER_mod_k(4)_mod_ni2(1) OR ALW85_RS03450-MONOMER_mod_k(4)_mod_ca2(1) OR ALW85_RS03450-MONOMER_mod_nh4(4)_mod_mg2(1) OR ALW85_RS03450-MONOMER_mod_nh4(4)_mod_mn2(1) OR ALW85_RS03450-MONOMER_mod_nh4(4)_mod_cobalt2(1) OR ALW85_RS03450-MONOMER_mod_nh4(4)_mod_zn2(1) OR ALW85_RS03450-MONOMER_mod_nh4(4)_mod_cd2(1) OR ALW85_RS03450-MONOMER_mod_nh4(4)_mod_ni2(1) OR ALW85_RS03450-MONOMER_mod_nh4(4)_mod_ca2(1) OR ALW85_RS03450-MONOMER_mod_tl(4)_mod_mg2(1) OR ALW85_RS03450-MONOMER_mod_tl(4)_mod_mn2(1) OR ALW85_RS03450-MONOMER_mod_tl(4)_mod_cobalt2(1) OR ALW85_RS03450-MONOMER_mod_tl(4)_mod_zn2(1) OR ALW85_RS03450-MONOMER_mod_tl(4)_mod_cd2(1) OR ALW85_RS03450-MONOMER_mod_tl(4)_mod_ni2(1) OR ALW85_RS03450-MONOMER_mod_tl(4)_mod_ca2(1) OR ALW85_RS03450-MONOMER_mod_cs(4)_mod_mg2(1) OR ALW85_RS03450-MONOMER_mod_cs(4)_mod_mn2(1) OR ALW85_RS03450-MONOMER_mod_cs(4)_mod_cobalt2(1) OR ALW85_RS03450-MONOMER_mod_cs(4)_mod_zn2(1) OR ALW85_RS03450-MONOMER_mod_cs(4)_mod_cd2(1) OR ALW85_RS03450-MONOMER_mod_cs(4)_mod_ni2(1) OR ALW85_RS03450-MONOMER_mod_cs(4)_mod_ca2(1) OR ALW85_RS03450-MONOMER_mod_LI(4)_mod_mg2(1) OR ALW85_RS03450-MONOMER_mod_LI(4)_mod_mn2(1) OR ALW85_RS03450-MONOMER_mod_LI(4)_mod_cobalt2(1) OR ALW85_RS03450-MONOMER_mod_LI(4)_mod_zn2(1) OR ALW85_RS03450-MONOMER_mod_LI(4)_mod_cd2(1) OR ALW85_RS03450-MONOMER_mod_LI(4)_mod_ni2(1) OR ALW85_RS03450-MONOMER_mod_LI(4)_mod_ca2(1) OR ALW85_RS03450-MONOMER_mod_na1(4)_mod_mg2(1) OR ALW85_RS03450-MONOMER_mod_na1(4)_mod_mn2(1) OR ALW85_RS03450-MONOMER_mod_na1(4)_mod_cobalt2(1) OR ALW85_RS03450-MONOMER_mod_na1(4)_mod_zn2(1) OR ALW85_RS03450-MONOMER_mod_na1(4)_mod_cd2(1) OR ALW85_RS03450-MONOMER_mod_na1(4)_mod_ni2(1) OR ALW85_RS03450-MONOMER_mod_na1(4)_mod_ca2(1)
METDabcpp	ALW85_RS04330-MONOMER
METS	ALW85_RS08475-MONOMER_mod_zn2(1)_mod_cbl1(1)
METSOXR1	CPLX_METSOXR1-0
METSOXR2	CPLX_METSOXR1-0
METTRS	ALW85_RS03280-MONOMER_mod_zn2(2)
METabcpp	ALW85_RS04330-MONOMER
MG2tex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
MG2tpp	ALW85_RS08525-MONOMER
MG2uabcpp	ALW85_RS03245-MONOMER
MI1PP	ALW85_RS04080-MONOMER OR ALW85_RS10165-MONOMER_mod_mg2(1)
MLTGY1pp	ALW85_RS05385-MONOMER OR ALW85_RS11630-MONOMER OR ALW85_RS07895-MONOMER
MLTGY2pp	ALW85_RS05385-MONOMER OR ALW85_RS07895-MONOMER OR ALW85_RS11630-MONOMER
MLTGY3pp	ALW85_RS05385-MONOMER OR ALW85_RS07895-MONOMER OR ALW85_RS11630-MONOMER
MLTGY4pp	ALW85_RS05385-MONOMER OR ALW85_RS07895-MONOMER OR ALW85_RS11630-MONOMER
MN2t3pp	ALW85_RS04350-MONOMER_mod_fe2(1)
MNt2pp	ALW85_RS03035-MONOMER
MNtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
MOBDabcpp	CPLX_MOBDabcpp-0
MOBDtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
MOHMT	ALW85_RS00410-MONOMER_mod_mg2(1)
MPTG	ALW85_RS08500-MONOMER OR ALW85_RS12085-MONOMER
MPTG2	ALW85_RS12085-MONOMER OR ALW85_RS08500-MONOMER
MPTG2ex	ALW85_RS12085-MONOMER
MPTGex	ALW85_RS12085-MONOMER
MPTSS	ALW85_RS12270-MONOMER
MSO3abcpp	CPLX_BUTSO3abcpp-0
MSO3tex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
MTHFC	ALW85_RS01910-MONOMER
MTHFD	ALW85_RS01910-MONOMER
MTHFR2	ALW85_RS03460-MONOMER_mod_fad(1)
NADDP	ALW85_RS09125-MONOMER_mod_mg2(1)
NADH16pp	CPLX_NADH16pp-0
NADH17pp	CPLX_NADH17pp-0
NADH18pp	CPLX_NADH17pp-0
NADHHR	ALW85_RS01725-MONOMER
NADHHS	ALW85_RS01725-MONOMER
NADHPO	CPLX_NADHPO-0
NADK	ALW85_RS07730-MONOMER_mod_mg2(1)
NADPHHR	ALW85_RS01725-MONOMER
NADPHHS	ALW85_RS01725-MONOMER
NADS1	ALW85_RS09870-MONOMER
NADS2	ALW85_RS00935-MONOMER_mod_mg2(1)
NADTRHD	CPLX_NADTRHD-0
NAt3pp	ALW85_RS03160-MONOMER
NAtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
NDPK1	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NDPK2	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NDPK3	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NDPK4	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NDPK5	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NDPK6	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NDPK7	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NDPK8	ALW85_RS00760-MONOMER_mod_mg2(1) OR ALW85_RS00760-MONOMER_mod_mn2(1) OR ALW85_RS00760-MONOMER_mod_ca2(1)
NH4tex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
NH4tpp	ALW85_RS02365-MONOMER
NITRRED	ALW85_RS04840-MONOMER
NMNDA	ALW85_RS13355-MONOMER
NNATr	ALW85_RS01895-MONOMER_mod_mg2(1)
NNDPR	ALW85_RS11070-MONOMER_mod_mg2(1)
NO2tex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
NO3tex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
NORED2	CPLX_NORED2-0
NPHTLoxi	CPLX_AMO-0
NPHTLoxi2	CPLX_AMO-0
NTD1	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD10	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD11	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD12	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD2	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD3	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD4	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD5	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD6	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD7	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD8	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTD9	ALW85_RS04970-MONOMER_mod_cobalt2(1)
NTP1	CPLX_NTP1-0 OR ALW85_RS05315-MONOMER OR ALW85_RS06320-MONOMER OR ALW85_RS03035-MONOMER OR CPLX_ATPS4rpp-0
NTP10	ALW85_RS00440-MONOMER
NTP3	ALW85_RS00440-MONOMER
NTP5	ALW85_RS00440-MONOMER
NTPP10	ALW85_RS01465-MONOMER_mod_mg2(1)
NTPP11	ALW85_RS01465-MONOMER_mod_mg2(1)
NTPP5	ALW85_RS11770-MONOMER_mod_mg2(1)
NTPP7	ALW85_RS01880-MONOMER
NTPP8	ALW85_RS01465-MONOMER_mod_mg2(1)
NTPP9	ALW85_RS01465-MONOMER_mod_mg2(1)
OCBT	ALW85_RS07525-MONOMER
OCTDPS	ALW85_RS09965-MONOMER
OGMEACPD	ALW85_RS08890-MONOMER
OGMEACPR	ALW85_RS08600-MONOMER
OGMEACPS	ALW85_RS08590-MONOMER
OHPBAT	ALW85_RS01760-MONOMER_mod_pydx5p(1)
OHPHM	ALW85_RS13285-MONOMER_mod_zn2(1)
OMBZLM	ALW85_RS05940-MONOMER
OMCDC	ALW85_RS03595-MONOMER_mod_mg2(1)_mod_mn2(1)
OMPDC	ALW85_RS10190-MONOMER
OPHBDC	ALW85_RS09585-MONOMER_mod_mn2(1)
OPHHX	ALW85_RS09735-MONOMER
OPMEACPD	ALW85_RS08890-MONOMER
OPMEACPR	ALW85_RS08600-MONOMER
OPMEACPS	ALW85_RS08610-MONOMER
ORNTAC	ALW85_RS11565-MONOMER
ORNabcpp	ALW85_RS05095-MONOMER
OROTt2_2pp	ALW85_RS11180-MONOMER
ORPT	ALW85_RS09025-MONOMER_mod_mg2(1)
OXDHCOAT	ALW85_RS11820-MONOMER
P5CR	ALW85_RS02080-MONOMER
P5CRx	ALW85_RS02080-MONOMER
PA120abcpp	ALW85_RS12795-MONOMER
PA140abcpp	ALW85_RS12795-MONOMER
PA141abcpp	ALW85_RS12795-MONOMER
PA160abcpp	ALW85_RS12795-MONOMER
PA161abcpp	ALW85_RS12795-MONOMER
PA180abcpp	ALW85_RS12795-MONOMER
PA181abcpp	ALW85_RS12795-MONOMER
PANTS	ALW85_RS00415-MONOMER_mod_mg2(1)_mod_k(1) OR ALW85_RS00415-MONOMER_mod_mg2(1)_mod_nh4(1) OR ALW85_RS00415-MONOMER_mod_mn2(1)_mod_k(1) OR ALW85_RS00415-MONOMER_mod_mn2(1)_mod_nh4(1)
PAPPT3	ALW85_RS05155-MONOMER
PAPSR	CPLX_PAPSR-0
PAPSR2	CPLX_PAPSR2-0
PDH	ALW85_RS01900-MONOMER OR CPLX_PDH-0 OR ALW85_RS01905-MONOMER
PDX5POi	ALW85_RS06370-MONOMER
PDX5PS	CPLX_PDX5PS-0
PDX5PSa	ALW85_RS04615-MONOMER
PE120abcpp	ALW85_RS12795-MONOMER
PE140abcpp	ALW85_RS12795-MONOMER
PE141abcpp	ALW85_RS12795-MONOMER
PE160abcpp	ALW85_RS12795-MONOMER
PE161abcpp	ALW85_RS12795-MONOMER
PE180abcpp	ALW85_RS12795-MONOMER
PE181abcpp	ALW85_RS12795-MONOMER
PERD	ALW85_RS01765-MONOMER OR ALW85_RS08790-MONOMER
PFK	ALW85_RS10065-MONOMER_mod_mg2(1)
PG120abcpp	ALW85_RS12795-MONOMER
PG140abcpp	ALW85_RS12795-MONOMER
PG141abcpp	ALW85_RS12795-MONOMER
PG160abcpp	ALW85_RS12795-MONOMER
PG161abcpp	ALW85_RS12795-MONOMER
PG180abcpp	ALW85_RS12795-MONOMER
PG181abcpp	ALW85_RS12795-MONOMER
PGAMT	ALW85_RS02800-MONOMER
PGCD	ALW85_RS01765-MONOMER OR ALW85_RS08790-MONOMER
PGI	ALW85_RS11825-MONOMER
PGK	ALW85_RS01720-MONOMER
PGL	ALW85_RS00190-MONOMER
PGLYCP	ALW85_RS11220-MONOMER_mod_mg2(1)_mod_cl(1)
PGM	ALW85_RS00925-MONOMER OR ALW85_RS09275-MONOMER_mod_23bpg(1)
PGP120abcpp	ALW85_RS12795-MONOMER
PGP140abcpp	ALW85_RS12795-MONOMER
PGP141abcpp	ALW85_RS12795-MONOMER
PGP160abcpp	ALW85_RS12795-MONOMER
PGP161abcpp	ALW85_RS12795-MONOMER
PGP180abcpp	ALW85_RS12795-MONOMER
PGP181abcpp	ALW85_RS12795-MONOMER
PGPP140	ALW85_RS13350-MONOMER_mod_mg2(1)
PGPP160	ALW85_RS13350-MONOMER_mod_mg2(1)
PGPP161	ALW85_RS13350-MONOMER_mod_mg2(1)
PGPP181	ALW85_RS13350-MONOMER_mod_mg2(1)
PGSA120	ALW85_RS11100-MONOMER_mod_mg2(1)
PGSA140	ALW85_RS11100-MONOMER_mod_mg2(1)
PGSA141	ALW85_RS11100-MONOMER_mod_mg2(1)
PGSA160	ALW85_RS11100-MONOMER_mod_mg2(1)
PGSA161	ALW85_RS11100-MONOMER_mod_mg2(1)
PGSA180	ALW85_RS11100-MONOMER_mod_mg2(1)
PGSA181	ALW85_RS11100-MONOMER_mod_mg2(1)
PHEMEabcpp	CPLX_PHEMEabcpp-0
PHENOLOXI	CPLX_METAOXIGENASE-0
PHENOLtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
PHETA1	ALW85_RS04105-MONOMER OR ALW85_RS09855-MONOMER_mod_pydx5p(6) OR ALW85_RS09855-MONOMER_mod_pydx5p(1) OR ALW85_RS01775-MONOMER_mod_pydx5p(1) OR ALW85_RS03390-MONOMER
PHETRS	CPLX-tRNA-PHE-LIGASE_mod_mg2(1)
PIt2rpp	ALW85_RS08520-MONOMER
PItex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
PIuabcpp	CPLX_PIuabcpp-0
PMDPHT	CPLX_PMDPHT-0
PMEACPE	ALW85_RS11990-MONOMER
PMPK	ALW85_RS07460-MONOMER
PNTK	ALW85_RS12830-MONOMER
PPA	ALW85_RS10070-MONOMER
PPA2	ALW85_RS09080-MONOMER_mod_mg2(1) OR ALW85_RS04970-MONOMER_mod_cobalt2(1)
PPAKr	ALW85_RS11140-MONOMER
PPAtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
PPBNGS	ALW85_RS12820-MONOMER_mod_zn2(1)
PPC	ALW85_RS03100-MONOMER_mod_mg2(1)
PPCDC	ALW85_RS07655-MONOMER_mod_fmn(1) OR ALW85_RS07655-MONOMER_mod_mg2(1)
PPDK	ALW85_RS12335-MONOMER_mod_mg2(1)
PPDOy	ALW85_RS04295-MONOMER
PPGPPDP	ALW85_RS01940-MONOMER_mod_mn2(1)
PPM	ALW85_RS09865-MONOMER
PPNCL2	ALW85_RS07655-MONOMER_mod_fmn(1) OR ALW85_RS07655-MONOMER_mod_mg2(1)
PPND	ALW85_RS01780-MONOMER
PPNDH	ALW85_RS01770-MONOMER
PPS	ALW85_RS12335-MONOMER_mod_mg2(1)
PRAGSr	ALW85_RS04585-MONOMER_mod_mg2(1)
PRAIS	ALW85_RS00490-MONOMER_mod_k(1)_mod_mg2(1)
PRAIi	ALW85_RS03615-MONOMER
PRAMPC	ALW85_RS03365-MONOMER
PRASCSi	ALW85_RS04530-MONOMER
PRATPP	ALW85_RS03360-MONOMER
PRFGS	ALW85_RS00110-MONOMER_mod_mg2(1)
PRMICI	ALW85_RS03375-MONOMER
PROGLYabcpp	CPLX_CGLYabcpp-0
PROTRS	ALW85_RS06860-MONOMER
PROabcpp	CPLX_PROabcpp-0
PROt2rpp	ALW85_RS00550-MONOMER
PRPPS	ALW85_RS09515-MONOMER_mod_mg2(1)_mod_pi(1) OR ALW85_RS09515-MONOMER_mod_mn2(1)_mod_pi(1)
PRUK	ALW85_RS07710-MONOMER
PSCVT	ALW85_RS10215-MONOMER
PSD140	ALW85_RS06885-MONOMER
PSD160	ALW85_RS06885-MONOMER
PSD161	ALW85_RS06885-MONOMER
PSD181	ALW85_RS06885-MONOMER
PSERT	ALW85_RS01760-MONOMER_mod_pydx5p(1)
PSP_L	ALW85_RS02320-MONOMER_mod_mg2(1) OR ALW85_RS00535-MONOMER
PSSA140	ALW85_RS06880-MONOMER
PSSA160	ALW85_RS06880-MONOMER
PSSA161	ALW85_RS06880-MONOMER
PSSA181	ALW85_RS06880-MONOMER
PTA2	ALW85_RS01575-MONOMER
PTAr	ALW85_RS01575-MONOMER
PTPATi	ALW85_RS05055-MONOMER_mod_mg2(1)
PTRCTA	ALW85_RS00750-MONOMER_mod_pydx5p(1)
PTRCabcpp	CPLX_PTRCabcpp-0
PYK	ALW85_RS01715-MONOMER_mod_mg2(1)_mod_k(1) OR ALW85_RS01715-MONOMER_mod_mn2(1)_mod_k(1)
PYK2	ALW85_RS01715-MONOMER_mod_mg2(1)_mod_k(1) OR ALW85_RS01715-MONOMER_mod_mn2(1)_mod_k(1)
PYK3	ALW85_RS01715-MONOMER_mod_mg2(1)_mod_k(1) OR ALW85_RS01715-MONOMER_mod_mn2(1)_mod_k(1)
PYK4	ALW85_RS01715-MONOMER_mod_mg2(1)_mod_k(1) OR ALW85_RS01715-MONOMER_mod_mn2(1)_mod_k(1)
PYK6	ALW85_RS01715-MONOMER_mod_mg2(1)_mod_k(1) OR ALW85_RS01715-MONOMER_mod_mn2(1)_mod_k(1)
PYRtex	ALW85_RS13290-MONOMER OR ALW85_RS05345-MONOMER
Q8H2ASE	ALW85_RS03560-MONOMER
QULNS	ALW85_RS00380-MONOMER_mod_4fe4s(1)
RBCh	CPLX_RBPC-0
RBFK	ALW85_RS05960-MONOMER
RBFSa	ALW85_RS13335-MONOMER OR ALW85_RS13325-MONOMER
RBFSb	ALW85_RS13325-MONOMER
RBPC	CPLX_RBPC-0
RIBabcpp	ALW85_RS07605-MONOMER OR ALW85_RS05095-MONOMER OR ALW85_RS04330-MONOMER
RNDR1	CPLX_RNDR4-0_mod_mg2(1)_mod_fe2(1)
RNDR1b	CPLX_RNDR1b-0 OR CPLX_RNDR1b-1
RNDR2	CPLX_RNDR4-0_mod_mg2(1)_mod_fe2(1)
RNDR2b	CPLX_RNDR1b-0 OR CPLX_RNDR1b-1
RNDR3	CPLX_RNDR4-0_mod_mg2(1)_mod_fe2(1)
RNDR3b	CPLX_RNDR1b-0 OR CPLX_RNDR1b-1
RNDR4	CPLX_RNDR4-0_mod_mg2(1)_mod_fe2(1)
RNDR4b	CPLX_RNDR1b-0 OR CPLX_RNDR1b-1
RNTR1	ALW85_RS05390-MONOMER
RNTR2	ALW85_RS05390-MONOMER
