Category	CLJU
Protein Metabolism	CLJU_c13260
Protein Metabolism	CLJU_c23090
Protein Metabolism	CLJU_c23080
Protein Metabolism	CLJU_c20640
Protein Metabolism	CLJU_c19080
Protein Metabolism	CLJU_c23070
Protein Metabolism	CLJU_c23060
Protein Metabolism	CLJU_c10000
Protein Metabolism	CLJU_c05480
Protein Metabolism	CLJU_c05490
Protein Metabolism	CLJU_c15760
Protein Metabolism	CLJU_c40100
Protein Metabolism	CLJU_c01090
Protein Metabolism	CLJU_c26670
Protein Metabolism	CLJU_c11000
Protein Metabolism	CLJU_c07440
Protein Metabolism	CLJU_c01350
Protein Metabolism	CLJU_c41320
Protein Metabolism	CLJU_c35630
Protein Metabolism	CLJU_c24730
Protein Metabolism	CLJU_c10500
Protein Metabolism	CLJU_c41340
Protein Metabolism	CLJU_c41350
Protein Metabolism	CLJU_c35620
Protein Metabolism	CLJU_c24740
Protein Metabolism	CLJU_c41290
Protein Metabolism	CLJU_c41330
Protein Metabolism	CLJU_c32940
Protein Metabolism	CLJU_c41360
Cell Division and Cell Cycle	CLJU_c40470
Cell Division and Cell Cycle	CLJU_c03020
Cell Division and Cell Cycle	CLJU_c40440
Cell Division and Cell Cycle	CLJU_c37400
Cell Division and Cell Cycle	CLJU_c08220
Cell Division and Cell Cycle	CLJU_c08210
Cell Division and Cell Cycle	CLJU_c08050
Cell Division and Cell Cycle	CLJU_c08040
Cell Division and Cell Cycle	CLJU_c04400
Cell Division and Cell Cycle	CLJU_c04410
Cell Division and Cell Cycle	CLJU_c07260
Cell Division and Cell Cycle	CLJU_c03150
Cell Division and Cell Cycle	CLJU_c03140
Cell Division and Cell Cycle	CLJU_c42870
Cell Division and Cell Cycle	CLJU_c07240
Cell Division and Cell Cycle	CLJU_c13250
Cell Division and Cell Cycle	CLJU_c02500
Cell Division and Cell Cycle	CLJU_c07200
Cell Division and Cell Cycle	CLJU_c07270
Cell Division and Cell Cycle	CLJU_c42880
Cell Division and Cell Cycle	CLJU_c07290
Cell Division and Cell Cycle	CLJU_c12300
Cell Division and Cell Cycle	CLJU_c10690
Cell Division and Cell Cycle	CLJU_c07220
Cell Division and Cell Cycle	CLJU_c07230
Cell Division and Cell Cycle	CLJU_c10610
Cell Division and Cell Cycle	CLJU_c07280
Motility and Chemotaxis	CLJU_c09440
Motility and Chemotaxis	CLJU_c09470
Motility and Chemotaxis	CLJU_c09390
Motility and Chemotaxis	CLJU_c09480
Motility and Chemotaxis	CLJU_c09430
Motility and Chemotaxis	CLJU_c34110
Motility and Chemotaxis	CLJU_c10230
Motility and Chemotaxis	CLJU_c08950
Motility and Chemotaxis	CLJU_c09410
Motility and Chemotaxis	CLJU_c18860
Motility and Chemotaxis	CLJU_c09420
Motility and Chemotaxis	CLJU_c09400
Motility and Chemotaxis	CLJU_c12040
Motility and Chemotaxis	CLJU_c09450
Motility and Chemotaxis	CLJU_c10200
Motility and Chemotaxis	CLJU_c09600
Motility and Chemotaxis	CLJU_c03150
Motility and Chemotaxis	CLJU_c10210
Motility and Chemotaxis	CLJU_c10190
Motility and Chemotaxis	CLJU_c10390
Motility and Chemotaxis	CLJU_c08220
Motility and Chemotaxis	CLJU_c10320
Motility and Chemotaxis	CLJU_c09580
Motility and Chemotaxis	CLJU_c09510
Motility and Chemotaxis	CLJU_c10240
Motility and Chemotaxis	CLJU_c10360
Motility and Chemotaxis	CLJU_c10340
Motility and Chemotaxis	CLJU_c10220
Motility and Chemotaxis	CLJU_c10280
Motility and Chemotaxis	CLJU_c10180
Motility and Chemotaxis	CLJU_c09490
Motility and Chemotaxis	CLJU_c10330
Motility and Chemotaxis	CLJU_c09570
Motility and Chemotaxis	CLJU_c10440
Motility and Chemotaxis	CLJU_c10450
Motility and Chemotaxis	CLJU_c24530
Motility and Chemotaxis	CLJU_c01460
Motility and Chemotaxis	CLJU_c10260
Motility and Chemotaxis	CLJU_c09520
Motility and Chemotaxis	CLJU_c10370
Motility and Chemotaxis	CLJU_c10250
Motility and Chemotaxis	CLJU_c10350
Motility and Chemotaxis	CLJU_c02700
Motility and Chemotaxis	CLJU_c10380
Motility and Chemotaxis	CLJU_c01450
Motility and Chemotaxis	CLJU_c10310
Motility and Chemotaxis	CLJU_c10410
Motility and Chemotaxis	CLJU_c09550
Motility and Chemotaxis	CLJU_c34000
Motility and Chemotaxis	CLJU_c19340
Regulation and Cell signaling	CLJU_c14150
Regulation and Cell signaling	CLJU_c03550
Regulation and Cell signaling	CLJU_c32940
Regulation and Cell signaling	CLJU_c02800
Regulation and Cell signaling	CLJU_c33720
Regulation and Cell signaling	CLJU_c12040
Regulation and Cell signaling	CLJU_c19790
Regulation and Cell signaling	CLJU_c01900
Regulation and Cell signaling	CLJU_c21910
Regulation and Cell signaling	CLJU_c33710
Regulation and Cell signaling	CLJU_c03040
Regulation and Cell signaling	CLJU_c33080
Regulation and Cell signaling	CLJU_c37330
Regulation and Cell signaling	CLJU_c33090
Regulation and Cell signaling	CLJU_c39100
Regulation and Cell signaling	CLJU_c16170
Regulation and Cell signaling	CLJU_c18120
Regulation and Cell signaling	CLJU_c37320
Regulation and Cell signaling	CLJU_c40130
Regulation and Cell signaling	CLJU_c32650
Regulation and Cell signaling	CLJU_c32640
Secondary Metabolism	CLJU_c16130
Secondary Metabolism	CLJU_c16090
Secondary Metabolism	CLJU_c16120
Secondary Metabolism	CLJU_c16110
DNA Metabolism	CLJU_c01720
DNA Metabolism	CLJU_c01120
DNA Metabolism	CLJU_c30280
DNA Metabolism	CLJU_c34380
DNA Metabolism	CLJU_c15050
DNA Metabolism	CLJU_c21820
DNA Metabolism	CLJU_c21240
DNA Metabolism	CLJU_c21230
DNA Metabolism	CLJU_c03170
DNA Metabolism	CLJU_c03120
DNA Metabolism	CLJU_c03110
DNA Metabolism	CLJU_c04250
DNA Metabolism	CLJU_c13280
DNA Metabolism	CLJU_c06980
DNA Metabolism	CLJU_c33160
DNA Metabolism	CLJU_c11130
DNA Metabolism	CLJU_c41320
DNA Metabolism	CLJU_c20310
DNA Metabolism	CLJU_c21030
DNA Metabolism	CLJU_c11200
DNA Metabolism	CLJU_c31630
DNA Metabolism	CLJU_c07210
DNA Metabolism	CLJU_c21040
DNA Metabolism	CLJU_c20320
DNA Metabolism	CLJU_c10150
DNA Metabolism	CLJU_c17870
DNA Metabolism	CLJU_c20270
DNA Metabolism	CLJU_c11140
DNA Metabolism	CLJU_c00870
DNA Metabolism	CLJU_c00040
DNA Metabolism	CLJU_c25260
DNA Metabolism	CLJU_c09240
DNA Metabolism	CLJU_c33730
DNA Metabolism	CLJU_c02590
DNA Metabolism	CLJU_c39270
DNA Metabolism	CLJU_c01950
DNA Metabolism	CLJU_c36310
DNA Metabolism	CLJU_c03390
DNA Metabolism	CLJU_c36970
DNA Metabolism	CLJU_c16530
DNA Metabolism	CLJU_c28400
DNA Metabolism	CLJU_c36980
DNA Metabolism	CLJU_c03320
DNA Metabolism	CLJU_c03330
DNA Metabolism	CLJU_c06050
DNA Metabolism	CLJU_c00540
DNA Metabolism	CLJU_c01740
DNA Metabolism	CLJU_c08780
DNA Metabolism	CLJU_c12850
DNA Metabolism	CLJU_c41670
DNA Metabolism	CLJU_c14570
DNA Metabolism	CLJU_c14550
DNA Metabolism	CLJU_c14560
DNA Metabolism	CLJU_c14580
DNA Metabolism	CLJU_c22980
DNA Metabolism	CLJU_c13000
DNA Metabolism	CLJU_c36410
DNA Metabolism	CLJU_c00060
DNA Metabolism	CLJU_c00070
DNA Metabolism	CLJU_c09190
DNA Metabolism	CLJU_c33870
DNA Metabolism	CLJU_c33830
DNA Metabolism	CLJU_c33820
DNA Metabolism	CLJU_c00860
DNA Metabolism	CLJU_c00890
DNA Metabolism	CLJU_c00880
DNA Metabolism	CLJU_c00850
Fatty Acids, Lipids, and Isoprenoids	CLJU_c08890
Fatty Acids, Lipids, and Isoprenoids	CLJU_c03830
Fatty Acids, Lipids, and Isoprenoids	CLJU_c08090
Fatty Acids, Lipids, and Isoprenoids	CLJU_c02910
Fatty Acids, Lipids, and Isoprenoids	CLJU_c06600
Fatty Acids, Lipids, and Isoprenoids	CLJU_c00150
Fatty Acids, Lipids, and Isoprenoids	CLJU_c13270
Fatty Acids, Lipids, and Isoprenoids	CLJU_c12480
Fatty Acids, Lipids, and Isoprenoids	CLJU_c32240
Fatty Acids, Lipids, and Isoprenoids	CLJU_c00710
Fatty Acids, Lipids, and Isoprenoids	CLJU_c12690
Fatty Acids, Lipids, and Isoprenoids	CLJU_c13070
Fatty Acids, Lipids, and Isoprenoids	CLJU_c12820
Fatty Acids, Lipids, and Isoprenoids	CLJU_c12810
Fatty Acids, Lipids, and Isoprenoids	CLJU_c28110
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42200
Fatty Acids, Lipids, and Isoprenoids	CLJU_c19990
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42100
Fatty Acids, Lipids, and Isoprenoids	CLJU_c03000
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42140
Fatty Acids, Lipids, and Isoprenoids	CLJU_c20450
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42110
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42170
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42130
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42180
Fatty Acids, Lipids, and Isoprenoids	CLJU_c11150
Fatty Acids, Lipids, and Isoprenoids	CLJU_c13060
Fatty Acids, Lipids, and Isoprenoids	CLJU_c11420
Fatty Acids, Lipids, and Isoprenoids	CLJU_c21320
Fatty Acids, Lipids, and Isoprenoids	CLJU_c02110
Fatty Acids, Lipids, and Isoprenoids	CLJU_c01570
Fatty Acids, Lipids, and Isoprenoids	CLJU_c11160
Fatty Acids, Lipids, and Isoprenoids	CLJU_c13080
Fatty Acids, Lipids, and Isoprenoids	CLJU_c13100
Fatty Acids, Lipids, and Isoprenoids	CLJU_c41280
Nitrogen Metabolism	CLJU_c07730
Nitrogen Metabolism	CLJU_c07720
Nitrogen Metabolism	CLJU_c26680
Nitrogen Metabolism	CLJU_c09100
Nitrogen Metabolism	CLJU_c23730
Nitrogen Metabolism	CLJU_c09090
Nitrogen Metabolism	CLJU_c14820
Nitrogen Metabolism	CLJU_c24510
Nitrogen Metabolism	CLJU_c17380
Nitrogen Metabolism	CLJU_c04050
Nitrogen Metabolism	CLJU_c41950
Nitrogen Metabolism	CLJU_c04040
Nitrogen Metabolism	CLJU_c05100
Dormancy and Sporulation	CLJU_c28580
Dormancy and Sporulation	CLJU_c07910
Dormancy and Sporulation	CLJU_c21860
Dormancy and Sporulation	CLJU_c11060
Dormancy and Sporulation	CLJU_c12320
Dormancy and Sporulation	CLJU_c10560
Dormancy and Sporulation	CLJU_c20940
Dormancy and Sporulation	CLJU_c11050
Dormancy and Sporulation	CLJU_c11250
Dormancy and Sporulation	CLJU_c20910
Dormancy and Sporulation	CLJU_c02470
Dormancy and Sporulation	CLJU_c13300
Dormancy and Sporulation	CLJU_c20920
Dormancy and Sporulation	CLJU_c41700
Dormancy and Sporulation	CLJU_c12490
Dormancy and Sporulation	CLJU_c11210
Dormancy and Sporulation	CLJU_c02490
Dormancy and Sporulation	CLJU_c41560
Dormancy and Sporulation	CLJU_c11080
Dormancy and Sporulation	CLJU_c02480
Dormancy and Sporulation	CLJU_c33950
Dormancy and Sporulation	CLJU_c11090
Dormancy and Sporulation	CLJU_c02150
Dormancy and Sporulation	CLJU_c17360
Dormancy and Sporulation	CLJU_c07320
Dormancy and Sporulation	CLJU_c11100
Dormancy and Sporulation	CLJU_c11220
Dormancy and Sporulation	CLJU_c12310
Dormancy and Sporulation	CLJU_c11040
Dormancy and Sporulation	CLJU_c11070
Dormancy and Sporulation	CLJU_c12260
Dormancy and Sporulation	CLJU_c12330
Dormancy and Sporulation	CLJU_c11030
Dormancy and Sporulation	CLJU_c01710
Dormancy and Sporulation	CLJU_c01700
Dormancy and Sporulation	CLJU_c02980
Dormancy and Sporulation	CLJU_c02170
Dormancy and Sporulation	CLJU_c28080
Dormancy and Sporulation	CLJU_c08500
Dormancy and Sporulation	CLJU_c19860
Dormancy and Sporulation	CLJU_c02130
Dormancy and Sporulation	CLJU_c41790
Dormancy and Sporulation	CLJU_c41730
Dormancy and Sporulation	CLJU_c41230
Dormancy and Sporulation	CLJU_c41620
Dormancy and Sporulation	CLJU_c41720
Dormancy and Sporulation	CLJU_c41680
Dormancy and Sporulation	CLJU_c41650
Dormancy and Sporulation	CLJU_c41660
Dormancy and Sporulation	CLJU_c41640
Respiration	CLJU_c11390
Respiration	CLJU_c11400
Respiration	CLJU_c11380
Respiration	CLJU_c11370
Respiration	CLJU_c11410
Respiration	CLJU_c11360
Respiration	CLJU_c26570
Respiration	CLJU_c00150
Respiration	CLJU_c23090
Respiration	CLJU_c23080
Respiration	CLJU_c23070
Respiration	CLJU_c23060
Respiration	CLJU_c28670
Respiration	CLJU_c07060
Respiration	CLJU_c07040
Respiration	CLJU_c07070
Respiration	CLJU_c07030
Respiration	CLJU_c28660
Respiration	CLJU_c14720
Respiration	CLJU_c20290
Respiration	CLJU_c06990
Respiration	CLJU_c22820
Respiration	CLJU_c22800
Respiration	CLJU_c08670
Respiration	CLJU_c37560
Respiration	CLJU_c37670
Respiration	CLJU_c37530
Respiration	CLJU_c37550
Respiration	CLJU_c37590
Respiration	CLJU_c37570
Respiration	CLJU_c37580
Respiration	CLJU_c08690
Respiration	CLJU_c02270
Respiration	CLJU_c00930
Stress Response	CLJU_c11890
Stress Response	CLJU_c38300
Stress Response	CLJU_c27340
Stress Response	CLJU_c37470
Stress Response	CLJU_c26190
Stress Response	CLJU_c33690
Stress Response	CLJU_c29490
Stress Response	CLJU_c17010
Stress Response	CLJU_c19480
Stress Response	CLJU_c13430
Stress Response	CLJU_c23150
Stress Response	CLJU_c01320
Stress Response	CLJU_c13400
Stress Response	CLJU_c18420
Stress Response	CLJU_c19500
Stress Response	CLJU_c33240
Stress Response	CLJU_c07950
Stress Response	CLJU_c07960
Stress Response	CLJU_c07980
Stress Response	CLJU_c08020
Stress Response	CLJU_c02780
Stress Response	CLJU_c08010
Stress Response	CLJU_c39080
Stress Response	CLJU_c07970
Stress Response	CLJU_c07940
Stress Response	CLJU_c41660
Stress Response	CLJU_c36850
Stress Response	CLJU_c08000
Stress Response	CLJU_c01420
Stress Response	CLJU_c36840
Stress Response	CLJU_c36860
Stress Response	CLJU_c01480
Stress Response	CLJU_c15950
Stress Response	CLJU_c33910
Stress Response	CLJU_c21210
Stress Response	CLJU_c09540
Stress Response	CLJU_c37340
Metabolism of Aromatic Compounds	CLJU_c28750
Metabolism of Aromatic Compounds	CLJU_c28760
Metabolism of Aromatic Compounds	CLJU_c25240
Amino Acids and Derivatives	CLJU_c04650
Amino Acids and Derivatives	CLJU_c41950
Amino Acids and Derivatives	CLJU_c05460
Amino Acids and Derivatives	CLJU_c05100
Amino Acids and Derivatives	CLJU_c17380
Amino Acids and Derivatives	CLJU_c02660
Amino Acids and Derivatives	CLJU_c04170
Amino Acids and Derivatives	CLJU_c26210
Amino Acids and Derivatives	CLJU_c29440
Amino Acids and Derivatives	CLJU_c20790
Amino Acids and Derivatives	CLJU_c24450
Amino Acids and Derivatives	CLJU_c21420
Amino Acids and Derivatives	CLJU_c21470
Amino Acids and Derivatives	CLJU_c21480
Amino Acids and Derivatives	CLJU_c21460
Amino Acids and Derivatives	CLJU_c21500
Amino Acids and Derivatives	CLJU_c11710
Amino Acids and Derivatives	CLJU_c11750
Amino Acids and Derivatives	CLJU_c11700
Amino Acids and Derivatives	CLJU_c11720
Amino Acids and Derivatives	CLJU_c11690
Amino Acids and Derivatives	CLJU_c11660
Amino Acids and Derivatives	CLJU_c11730
Amino Acids and Derivatives	CLJU_c11740
Amino Acids and Derivatives	CLJU_c11670
Amino Acids and Derivatives	CLJU_c11680
Amino Acids and Derivatives	CLJU_c11810
Amino Acids and Derivatives	CLJU_c38960
Amino Acids and Derivatives	CLJU_c20470
Amino Acids and Derivatives	CLJU_c09290
Amino Acids and Derivatives	CLJU_c09250
Amino Acids and Derivatives	CLJU_c09300
Amino Acids and Derivatives	CLJU_c09280
Amino Acids and Derivatives	CLJU_c09270
Amino Acids and Derivatives	CLJU_c28200
Amino Acids and Derivatives	CLJU_c42560
Amino Acids and Derivatives	CLJU_c21740
Amino Acids and Derivatives	CLJU_c21750
Amino Acids and Derivatives	CLJU_c21310
Amino Acids and Derivatives	CLJU_c42500
Amino Acids and Derivatives	CLJU_c21760
Amino Acids and Derivatives	CLJU_c42490
Amino Acids and Derivatives	CLJU_c01380
Amino Acids and Derivatives	CLJU_c34220
Amino Acids and Derivatives	CLJU_c12020
Amino Acids and Derivatives	CLJU_c10700
Amino Acids and Derivatives	CLJU_c21730
Amino Acids and Derivatives	CLJU_c23210
Amino Acids and Derivatives	CLJU_c21930
Amino Acids and Derivatives	CLJU_c32880
Amino Acids and Derivatives	CLJU_c04750
Amino Acids and Derivatives	CLJU_c21530
Amino Acids and Derivatives	CLJU_c21520
Amino Acids and Derivatives	CLJU_c06710
Amino Acids and Derivatives	CLJU_c06700
Amino Acids and Derivatives	CLJU_c21540
Amino Acids and Derivatives	CLJU_c21510
Amino Acids and Derivatives	CLJU_c02100
Amino Acids and Derivatives	CLJU_c02090
Amino Acids and Derivatives	CLJU_c26670
Amino Acids and Derivatives	CLJU_c04600
Amino Acids and Derivatives	CLJU_c02580
Amino Acids and Derivatives	CLJU_c06640
Amino Acids and Derivatives	CLJU_c24380
Amino Acids and Derivatives	CLJU_c39300
Amino Acids and Derivatives	CLJU_c07160
Amino Acids and Derivatives	CLJU_c24330
Amino Acids and Derivatives	CLJU_c06650
Amino Acids and Derivatives	CLJU_c27610
Amino Acids and Derivatives	CLJU_c08270
Amino Acids and Derivatives	CLJU_c23480
Amino Acids and Derivatives	CLJU_c37610
Amino Acids and Derivatives	CLJU_c24370
Amino Acids and Derivatives	CLJU_c07150
Amino Acids and Derivatives	CLJU_c06300
Amino Acids and Derivatives	CLJU_c24390
Amino Acids and Derivatives	CLJU_c04610
Amino Acids and Derivatives	CLJU_c36290
Amino Acids and Derivatives	CLJU_c24860
Amino Acids and Derivatives	CLJU_c23860
Amino Acids and Derivatives	CLJU_c15090
Amino Acids and Derivatives	CLJU_c06270
Amino Acids and Derivatives	CLJU_c10760
Amino Acids and Derivatives	CLJU_c34570
Amino Acids and Derivatives	CLJU_c00600
Amino Acids and Derivatives	CLJU_c38310
Amino Acids and Derivatives	CLJU_c34540
Amino Acids and Derivatives	CLJU_c14280
Amino Acids and Derivatives	CLJU_c34610
Amino Acids and Derivatives	CLJU_c18050
Amino Acids and Derivatives	CLJU_c32890
Amino Acids and Derivatives	CLJU_c09340
Amino Acids and Derivatives	CLJU_c33180
Amino Acids and Derivatives	CLJU_c39920
Amino Acids and Derivatives	CLJU_c19230
Amino Acids and Derivatives	CLJU_c27900
Amino Acids and Derivatives	CLJU_c09070
Amino Acids and Derivatives	CLJU_c09050
Amino Acids and Derivatives	CLJU_c08740
Amino Acids and Derivatives	CLJU_c09080
Amino Acids and Derivatives	CLJU_c09060
Amino Acids and Derivatives	CLJU_c15310
Amino Acids and Derivatives	CLJU_c20420
Amino Acids and Derivatives	CLJU_c00610
Amino Acids and Derivatives	CLJU_c20430
Amino Acids and Derivatives	CLJU_c29150
Amino Acids and Derivatives	CLJU_c14780
Amino Acids and Derivatives	CLJU_c29160
Amino Acids and Derivatives	CLJU_c29140
Amino Acids and Derivatives	CLJU_c28760
Amino Acids and Derivatives	CLJU_c29110
Amino Acids and Derivatives	CLJU_c29180
Amino Acids and Derivatives	CLJU_c29120
Amino Acids and Derivatives	CLJU_c28750
Amino Acids and Derivatives	CLJU_c29130
Amino Acids and Derivatives	CLJU_c25500
Amino Acids and Derivatives	CLJU_c29170
Amino Acids and Derivatives	CLJU_c16080
Amino Acids and Derivatives	CLJU_c36000
Amino Acids and Derivatives	CLJU_c16130
Amino Acids and Derivatives	CLJU_c16090
Amino Acids and Derivatives	CLJU_c16120
Amino Acids and Derivatives	CLJU_c16100
Amino Acids and Derivatives	CLJU_c16070
Amino Acids and Derivatives	CLJU_c16110
Amino Acids and Derivatives	CLJU_c36010
Amino Acids and Derivatives	CLJU_c36020
Amino Acids and Derivatives	CLJU_c37380
Amino Acids and Derivatives	CLJU_c06000
Amino Acids and Derivatives	CLJU_c05990
Amino Acids and Derivatives	CLJU_c11500
Amino Acids and Derivatives	CLJU_c12110
Amino Acids and Derivatives	CLJU_c12010
Amino Acids and Derivatives	CLJU_c12100
Amino Acids and Derivatives	CLJU_c00970
Amino Acids and Derivatives	CLJU_c09360
Amino Acids and Derivatives	CLJU_c24170
Amino Acids and Derivatives	CLJU_c24150
Amino Acids and Derivatives	CLJU_c24160
Amino Acids and Derivatives	CLJU_c37600
Amino Acids and Derivatives	CLJU_c24180
Amino Acids and Derivatives	CLJU_c04180
Amino Acids and Derivatives	CLJU_c33250
Amino Acids and Derivatives	CLJU_c33260
Amino Acids and Derivatives	CLJU_c00170
Amino Acids and Derivatives	CLJU_c28110
Sulfur Metabolism	CLJU_c27330
Sulfur Metabolism	CLJU_c18330
Sulfur Metabolism	CLJU_c18310
Sulfur Metabolism	CLJU_c18320
Sulfur Metabolism	CLJU_c26530
Phosphorus Metabolism	CLJU_c00820
Phosphorus Metabolism	CLJU_c12420
Phosphorus Metabolism	CLJU_c12410
Phosphorus Metabolism	CLJU_c12430
Phosphorus Metabolism	CLJU_c12390
Phosphorus Metabolism	CLJU_c10470
Phosphorus Metabolism	CLJU_c12450
Phosphorus Metabolism	CLJU_c37210
Phosphorus Metabolism	CLJU_c12440
Carbohydrates	CLJU_c07300
Carbohydrates	CLJU_c33690
Carbohydrates	CLJU_c09340
Carbohydrates	CLJU_c16510
Carbohydrates	CLJU_c12770
Carbohydrates	CLJU_c12780
Carbohydrates	CLJU_c01320
Carbohydrates	CLJU_c04180
Carbohydrates	CLJU_c33250
Carbohydrates	CLJU_c08740
Carbohydrates	CLJU_c33260
Carbohydrates	CLJU_c12010
Carbohydrates	CLJU_c29050
Carbohydrates	CLJU_c03250
Carbohydrates	CLJU_c39130
Carbohydrates	CLJU_c08140
Carbohydrates	CLJU_c00660
Carbohydrates	CLJU_c39120
Carbohydrates	CLJU_c37130
Carbohydrates	CLJU_c03260
Carbohydrates	CLJU_c14340
Carbohydrates	CLJU_c39110
Carbohydrates	CLJU_c13400
Carbohydrates	CLJU_c39140
Carbohydrates	CLJU_c11590
Carbohydrates	CLJU_c03050
Carbohydrates	CLJU_c41770
Carbohydrates	CLJU_c25960
Carbohydrates	CLJU_c02310
Carbohydrates	CLJU_c03060
Carbohydrates	CLJU_c12640
Carbohydrates	CLJU_c06210
Carbohydrates	CLJU_c38470
Carbohydrates	CLJU_c38480
Carbohydrates	CLJU_c11800
Carbohydrates	CLJU_c25300
Carbohydrates	CLJU_c25360
Carbohydrates	CLJU_c04160
Carbohydrates	CLJU_c04250
Carbohydrates	CLJU_c05910
Carbohydrates	CLJU_c05920
Carbohydrates	CLJU_c37650
Carbohydrates	CLJU_c00960
Carbohydrates	CLJU_c21900
Carbohydrates	CLJU_c11500
Carbohydrates	CLJU_c37630
Carbohydrates	CLJU_c22800
Carbohydrates	CLJU_c06620
Carbohydrates	CLJU_c22820
Carbohydrates	CLJU_c21440
Carbohydrates	CLJU_c40590
Carbohydrates	CLJU_c37610
Carbohydrates	CLJU_c28110
Carbohydrates	CLJU_c00680
Carbohydrates	CLJU_c25370
Carbohydrates	CLJU_c25340
Carbohydrates	CLJU_c24220
Carbohydrates	CLJU_c25290
Carbohydrates	CLJU_c25350
Carbohydrates	CLJU_c25330
Carbohydrates	CLJU_c25320
Carbohydrates	CLJU_c32190
Carbohydrates	CLJU_c03830
Carbohydrates	CLJU_c37490
Carbohydrates	CLJU_c11840
Carbohydrates	CLJU_c00900
Carbohydrates	CLJU_c11830
Carbohydrates	CLJU_c20420
Carbohydrates	CLJU_c20430
Carbohydrates	CLJU_c23220
Carbohydrates	CLJU_c07090
Carbohydrates	CLJU_c08380
Carbohydrates	CLJU_c21800
Carbohydrates	CLJU_c00150
Carbohydrates	CLJU_c26260
Carbohydrates	CLJU_c12480
Carbohydrates	CLJU_c11890
Carbohydrates	CLJU_c09530
Carbohydrates	CLJU_c09540
Carbohydrates	CLJU_c28680
Carbohydrates	CLJU_c34110
Carbohydrates	CLJU_c26540
Carbohydrates	CLJU_c00630
Carbohydrates	CLJU_c01930
Carbohydrates	CLJU_c20750
Carbohydrates	CLJU_c29970
Carbohydrates	CLJU_c18150
Carbohydrates	CLJU_c18110
Carbohydrates	CLJU_c18160
Carbohydrates	CLJU_c29990
Carbohydrates	CLJU_c18130
Carbohydrates	CLJU_c28160
Carbohydrates	CLJU_c27650
Carbohydrates	CLJU_c00620
Carbohydrates	CLJU_c11610
Carbohydrates	CLJU_c40530
Carbohydrates	CLJU_c20590
Carbohydrates	CLJU_c20610
Carbohydrates	CLJU_c20600
Carbohydrates	CLJU_c28100
Carbohydrates	CLJU_c28130
Carbohydrates	CLJU_c28220
Carbohydrates	CLJU_c01260
Carbohydrates	CLJU_c01270
Carbohydrates	CLJU_c01280
Carbohydrates	CLJU_c42590
Carbohydrates	CLJU_c42610
Carbohydrates	CLJU_c42570
Carbohydrates	CLJU_c42600
Carbohydrates	CLJU_c04290
Carbohydrates	CLJU_c42580
Carbohydrates	CLJU_c18240
Carbohydrates	CLJU_c11570
Carbohydrates	CLJU_c18280
Carbohydrates	CLJU_c01250
Carbohydrates	CLJU_c18290
Carbohydrates	CLJU_c01210
Carbohydrates	CLJU_c01240
Carbohydrates	CLJU_c01220
Carbohydrates	CLJU_c01200
Carbohydrates	CLJU_c01980
Carbohydrates	CLJU_c01230
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c25380
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c25400
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c35340
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c25390
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c35350
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c33060
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c35060
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c35540
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c14190
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c15230
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c16260
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c22520
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c27110
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c33100
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c40120
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c14220
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c17600
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c19570
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c23370
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c03860
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c11580
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c11620
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c30120
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c30610
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c32780
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c33430
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c34760
