Category	CLJU
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c42090
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38400
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c39590
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c39150
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c32050
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38350
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c41530
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c41540
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c17240
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c22150
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38080
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38090
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c17110
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c17950
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c20170
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c23920
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c33380
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c17940
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c24000
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c24070
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c26020
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38100
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c25040
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38010
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c20230
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c22140
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c40680
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c11880
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c15000
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c16510
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c16520
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c18470
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c24880
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c30740
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c35930
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38930
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c39670
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c39950
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c22210
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c37640
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c38800
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c33220
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c17690
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c20390
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c20400
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c40140
Cofactors, Vitamins, Prosthetic Groups, Pigments	CLJU_c28560
Cell Wall and Capsule	CLJU_c05570
Cell Wall and Capsule	CLJU_c05550
Cell Wall and Capsule	CLJU_c05580
Cell Wall and Capsule	CLJU_c37840
Cell Wall and Capsule	CLJU_c05560
Cell Wall and Capsule	CLJU_c34070
Cell Wall and Capsule	CLJU_c06180
Cell Wall and Capsule	CLJU_c26730
Cell Wall and Capsule	CLJU_c28370
Cell Wall and Capsule	CLJU_c38420
Cell Wall and Capsule	CLJU_c40160
Cell Wall and Capsule	peg.146
Cell Wall and Capsule	CLJU_c33990
Cell Wall and Capsule	CLJU_c34640
Cell Wall and Capsule	CLJU_c21710
Cell Wall and Capsule	CLJU_c09720
Cell Wall and Capsule	CLJU_c09730
Cell Wall and Capsule	CLJU_c18990
Cell Wall and Capsule	CLJU_c34020
Cell Wall and Capsule	CLJU_c03740
Cell Wall and Capsule	CLJU_c05000
Cell Wall and Capsule	CLJU_c05110
Cell Wall and Capsule	CLJU_c05120
Cell Wall and Capsule	CLJU_c05630
Cell Wall and Capsule	CLJU_c05900
Cell Wall and Capsule	CLJU_c08660
Cell Wall and Capsule	CLJU_c17000
Cell Wall and Capsule	CLJU_c18030
Cell Wall and Capsule	CLJU_c18600
Cell Wall and Capsule	CLJU_c18660
Cell Wall and Capsule	CLJU_c18760
Cell Wall and Capsule	CLJU_c22280
Cell Wall and Capsule	CLJU_c22330
Cell Wall and Capsule	CLJU_c22350
Cell Wall and Capsule	CLJU_c24750
Cell Wall and Capsule	CLJU_c28610
Cell Wall and Capsule	CLJU_c30310
Cell Wall and Capsule	CLJU_c32530
Cell Wall and Capsule	CLJU_c35160
Cell Wall and Capsule	CLJU_c36350
Cell Wall and Capsule	CLJU_c36450
Cell Wall and Capsule	CLJU_c40690
Cell Wall and Capsule	CLJU_c11270
Cell Wall and Capsule	CLJU_c11330
Cell Wall and Capsule	CLJU_c13410
Cell Wall and Capsule	CLJU_c14360
Cell Wall and Capsule	CLJU_c15720
Cell Wall and Capsule	CLJU_c12250
Cell Wall and Capsule	CLJU_c38810
Cell Wall and Capsule	CLJU_c41980
Cell Wall and Capsule	CLJU_c17020
Cell Wall and Capsule	CLJU_c41940
Cell Wall and Capsule	CLJU_c41810
Cell Wall and Capsule	CLJU_c20280
Cell Wall and Capsule	CLJU_c15930
Cell Wall and Capsule	CLJU_c33940
Cell Wall and Capsule	CLJU_c30630
Cell Wall and Capsule	CLJU_c25080
Virulence, Disease and Defense	CLJU_c38650
Virulence, Disease and Defense	CLJU_c14390
Virulence, Disease and Defense	CLJU_c30160
Virulence, Disease and Defense	CLJU_c25760
Virulence, Disease and Defense	CLJU_c38640
Virulence, Disease and Defense	CLJU_c29070
Virulence, Disease and Defense	CLJU_c35480
Virulence, Disease and Defense	CLJU_c07600
Virulence, Disease and Defense	CLJU_c23280
Virulence, Disease and Defense	CLJU_c04390
Virulence, Disease and Defense	CLJU_c05950
Virulence, Disease and Defense	CLJU_c07590
Virulence, Disease and Defense	CLJU_c22260
Virulence, Disease and Defense	CLJU_c23270
Virulence, Disease and Defense	CLJU_c14120
Virulence, Disease and Defense	CLJU_c14210
Virulence, Disease and Defense	CLJU_c14880
Virulence, Disease and Defense	CLJU_c17970
Virulence, Disease and Defense	CLJU_c19920
Virulence, Disease and Defense	CLJU_c25640
Virulence, Disease and Defense	CLJU_c26770
Virulence, Disease and Defense	CLJU_c26970
Virulence, Disease and Defense	CLJU_c27390
Virulence, Disease and Defense	CLJU_c35070
Virulence, Disease and Defense	CLJU_c36040
Virulence, Disease and Defense	CLJU_c40090
Virulence, Disease and Defense	CLJU_c40110
Virulence, Disease and Defense	CLJU_c18940
Virulence, Disease and Defense	CLJU_c19010
Virulence, Disease and Defense	CLJU_c33500
Virulence, Disease and Defense	CLJU_c21980
Virulence, Disease and Defense	CLJU_c05960
Virulence, Disease and Defense	CLJU_c22250
Virulence, Disease and Defense	CLJU_c24640
Virulence, Disease and Defense	CLJU_c16430
Virulence, Disease and Defense	CLJU_c35230
Virulence, Disease and Defense	CLJU_c38660
Virulence, Disease and Defense	CLJU_c38670
Virulence, Disease and Defense	CLJU_c13470
Virulence, Disease and Defense	CLJU_c13550
Virulence, Disease and Defense	CLJU_c25160
Virulence, Disease and Defense	CLJU_c38720
Virulence, Disease and Defense	CLJU_c38700
Virulence, Disease and Defense	CLJU_c14190
Virulence, Disease and Defense	CLJU_c15230
Virulence, Disease and Defense	CLJU_c16260
Virulence, Disease and Defense	CLJU_c22520
Virulence, Disease and Defense	CLJU_c27110
Virulence, Disease and Defense	CLJU_c33100
Virulence, Disease and Defense	CLJU_c40120
Virulence, Disease and Defense	CLJU_c19740
Virulence, Disease and Defense	CLJU_c41200
Virulence, Disease and Defense	CLJU_c34460
Potassium metabolism	CLJU_c39520
Miscellaneous	CLJU_c27820
Miscellaneous	CLJU_c39900
Miscellaneous	CLJU_c41270
Miscellaneous	CLJU_c35540
Miscellaneous	CLJU_c06040
Miscellaneous	CLJU_c20210
Phages, Prophages, Transposable elements, Plasmids	CLJU_c26030
Phages, Prophages, Transposable elements, Plasmids	CLJU_c03660
Phages, Prophages, Transposable elements, Plasmids	CLJU_c31220
Phages, Prophages, Transposable elements, Plasmids	CLJU_c30690
Phages, Prophages, Transposable elements, Plasmids	CLJU_c36500
Phages, Prophages, Transposable elements, Plasmids	CLJU_c03520
Phages, Prophages, Transposable elements, Plasmids	CLJU_c31400
Phages, Prophages, Transposable elements, Plasmids	CLJU_c36420
Phages, Prophages, Transposable elements, Plasmids	CLJU_c32420
Membrane Transport	CLJU_c22630
Membrane Transport	CLJU_c22570
Membrane Transport	CLJU_c22640
Membrane Transport	CLJU_c22580
Membrane Transport	CLJU_c22670
Membrane Transport	CLJU_c36890
Membrane Transport	CLJU_c22600
Membrane Transport	CLJU_c22590
Membrane Transport	CLJU_c21890
Membrane Transport	CLJU_c32040
Membrane Transport	CLJU_c29070
Membrane Transport	CLJU_c40740
Membrane Transport	CLJU_c40750
Membrane Transport	CLJU_c28560
Membrane Transport	CLJU_c28890
Membrane Transport	CLJU_c15930
Membrane Transport	CLJU_c33940
RNA Metabolism	CLJU_c35670
RNA Metabolism	CLJU_c12250
RNA Metabolism	CLJU_c38810
RNA Metabolism	CLJU_c20280
RNA Metabolism	CLJU_c32750
RNA Metabolism	CLJU_c06330
RNA Metabolism	CLJU_c06580
RNA Metabolism	CLJU_c13330
RNA Metabolism	CLJU_c24680
RNA Metabolism	CLJU_c32130
RNA Metabolism	CLJU_c39220
RNA Metabolism	CLJU_c39170
RNA Metabolism	CLJU_c25910
RNA Metabolism	CLJU_c35450
RNA Metabolism	CLJU_c41490
Nucleosides and Nucleotides	CLJU_c18640
Nucleosides and Nucleotides	CLJU_c29910
Nucleosides and Nucleotides	CLJU_c27810
Nucleosides and Nucleotides	CLJU_c40490
Nucleosides and Nucleotides	CLJU_c23580
Nucleosides and Nucleotides	CLJU_c35890
Nucleosides and Nucleotides	CLJU_c35730
Nucleosides and Nucleotides	CLJU_c25220
Nucleosides and Nucleotides	CLJU_c25210
Nucleosides and Nucleotides	CLJU_c37290
Nucleosides and Nucleotides	CLJU_c22210
Nucleosides and Nucleotides	CLJU_c17940
Nucleosides and Nucleotides	CLJU_c24000
Nucleosides and Nucleotides	CLJU_c24070
Nucleosides and Nucleotides	CLJU_c23900
Nucleosides and Nucleotides	CLJU_c23910
Nucleosides and Nucleotides	CLJU_c24050
Nucleosides and Nucleotides	CLJU_c24130
Nucleosides and Nucleotides	CLJU_c29940
Nucleosides and Nucleotides	CLJU_c23880
Nucleosides and Nucleotides	CLJU_c29920
Nucleosides and Nucleotides	CLJU_c23890
Nucleosides and Nucleotides	CLJU_c29930
Nucleosides and Nucleotides	CLJU_c15350
Nucleosides and Nucleotides	CLJU_c19220
Nucleosides and Nucleotides	CLJU_c27940
Nucleosides and Nucleotides	CLJU_c23950
Nucleosides and Nucleotides	CLJU_c30530
Nucleosides and Nucleotides	CLJU_c29010
Nucleosides and Nucleotides	CLJU_c37180
Nucleosides and Nucleotides	CLJU_c41540
Nucleosides and Nucleotides	CLJU_c26120
Nucleosides and Nucleotides	CLJU_c29900
Nucleosides and Nucleotides	CLJU_c17780
Nucleosides and Nucleotides	CLJU_c26600
Nucleosides and Nucleotides	CLJU_c32050
Nucleosides and Nucleotides	CLJU_c19510
Protein Metabolism	CLJU_c07990
Protein Metabolism	CLJU_c41710
Protein Metabolism	CLJU_c08930
Protein Metabolism	CLJU_c27710
Protein Metabolism	CLJU_c27700
Protein Metabolism	CLJU_c27720
Protein Metabolism	CLJU_c34460
Protein Metabolism	CLJU_c28540
Protein Metabolism	CLJU_c35670
Protein Metabolism	CLJU_c30730
Protein Metabolism	CLJU_c36060
Protein Metabolism	CLJU_c41160
Protein Metabolism	CLJU_c41270
Protein Metabolism	CLJU_c13640
Protein Metabolism	CLJU_c16270
Protein Metabolism	CLJU_c21960
Protein Metabolism	CLJU_c41200
Protein Metabolism	CLJU_c42030
Protein Metabolism	CLJU_c06320
Protein Metabolism	CLJU_c35440
Protein Metabolism	CLJU_c24640
Protein Metabolism	CLJU_c38210
Protein Metabolism	CLJU_c30690
Protein Metabolism	CLJU_c38600
Protein Metabolism	CLJU_c12940
Protein Metabolism	CLJU_c21710
Protein Metabolism	CLJU_c34180
Protein Metabolism	CLJU_c01110
Protein Metabolism	CLJU_c15060
Protein Metabolism	CLJU_c11270
Protein Metabolism	CLJU_c11330
Protein Metabolism	CLJU_c13410
Protein Metabolism	CLJU_c14360
Protein Metabolism	CLJU_c15720
Protein Metabolism	CLJU_c35640
Cell Division and Cell Cycle	CLJU_c35360
Cell Division and Cell Cycle	CLJU_c25220
Cell Division and Cell Cycle	CLJU_c25210
Cell Division and Cell Cycle	CLJU_c12250
Cell Division and Cell Cycle	CLJU_c38810
Cell Division and Cell Cycle	CLJU_c10600
Cell Division and Cell Cycle	CLJU_c42890
Cell Division and Cell Cycle	CLJU_c14510
Cell Division and Cell Cycle	CLJU_c17020
Cell Division and Cell Cycle	CLJU_c17330
Motility and Chemotaxis	CLJU_c09460
Motility and Chemotaxis	CLJU_c22110
Motility and Chemotaxis	CLJU_c22120
Motility and Chemotaxis	CLJU_c38740
Motility and Chemotaxis	CLJU_c22130
Motility and Chemotaxis	CLJU_c30040
Motility and Chemotaxis	CLJU_c09630
Motility and Chemotaxis	CLJU_c09710
Motility and Chemotaxis	CLJU_c12250
Motility and Chemotaxis	CLJU_c38810
Motility and Chemotaxis	CLJU_c09610
Motility and Chemotaxis	CLJU_c39170
Motility and Chemotaxis	CLJU_c19710
Motility and Chemotaxis	CLJU_c10270
Motility and Chemotaxis	CLJU_c16180
Motility and Chemotaxis	CLJU_c18950
Motility and Chemotaxis	CLJU_c19720
Regulation and Cell signaling	CLJU_c35640
Regulation and Cell signaling	CLJU_c28770
Regulation and Cell signaling	CLJU_c38940
Regulation and Cell signaling	CLJU_c39370
Regulation and Cell signaling	CLJU_c33120
DNA Metabolism	CLJU_c30390
DNA Metabolism	CLJU_c22180
DNA Metabolism	CLJU_c27090
DNA Metabolism	CLJU_c14750
DNA Metabolism	CLJU_c36670
DNA Metabolism	CLJU_c34620
DNA Metabolism	CLJU_c42780
DNA Metabolism	CLJU_c33610
DNA Metabolism	CLJU_c36550
DNA Metabolism	CLJU_c30170
DNA Metabolism	CLJU_c14620
DNA Metabolism	CLJU_c23470
DNA Metabolism	CLJU_c27490
DNA Metabolism	CLJU_c33760
DNA Metabolism	CLJU_c41850
Fatty Acids, Lipids, and Isoprenoids	CLJU_c29040
Fatty Acids, Lipids, and Isoprenoids	CLJU_c11880
Fatty Acids, Lipids, and Isoprenoids	CLJU_c15000
Fatty Acids, Lipids, and Isoprenoids	CLJU_c16510
Fatty Acids, Lipids, and Isoprenoids	CLJU_c16520
Fatty Acids, Lipids, and Isoprenoids	CLJU_c18470
Fatty Acids, Lipids, and Isoprenoids	CLJU_c24880
Fatty Acids, Lipids, and Isoprenoids	CLJU_c30740
Fatty Acids, Lipids, and Isoprenoids	CLJU_c35930
Fatty Acids, Lipids, and Isoprenoids	CLJU_c38930
Fatty Acids, Lipids, and Isoprenoids	CLJU_c39670
Fatty Acids, Lipids, and Isoprenoids	CLJU_c39950
Fatty Acids, Lipids, and Isoprenoids	CLJU_c39280
Fatty Acids, Lipids, and Isoprenoids	CLJU_c37480
Fatty Acids, Lipids, and Isoprenoids	CLJU_c34880
Fatty Acids, Lipids, and Isoprenoids	CLJU_c38380
Fatty Acids, Lipids, and Isoprenoids	CLJU_c20960
Fatty Acids, Lipids, and Isoprenoids	CLJU_c29220
Fatty Acids, Lipids, and Isoprenoids	CLJU_c34940
Fatty Acids, Lipids, and Isoprenoids	CLJU_c38950
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42160
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42120
Fatty Acids, Lipids, and Isoprenoids	CLJU_c42210
Fatty Acids, Lipids, and Isoprenoids	CLJU_c40310
Fatty Acids, Lipids, and Isoprenoids	CLJU_c35470
Nitrogen Metabolism	CLJU_c27260
Nitrogen Metabolism	CLJU_c23720
Nitrogen Metabolism	CLJU_c23710
Nitrogen Metabolism	CLJU_c23740
Nitrogen Metabolism	CLJU_c38390
Nitrogen Metabolism	CLJU_c23830
Nitrogen Metabolism	CLJU_c24040
Nitrogen Metabolism	CLJU_c24120
Nitrogen Metabolism	CLJU_c24190
Nitrogen Metabolism	CLJU_c04910
Nitrogen Metabolism	CLJU_c04920
Nitrogen Metabolism	CLJU_c42650
Nitrogen Metabolism	CLJU_c42660
Nitrogen Metabolism	CLJU_c42670
Nitrogen Metabolism	CLJU_c17370
Nitrogen Metabolism	CLJU_c37240
Dormancy and Sporulation	CLJU_c29720
Dormancy and Sporulation	CLJU_c30960
Dormancy and Sporulation	CLJU_c24760
Dormancy and Sporulation	CLJU_c20930
Dormancy and Sporulation	CLJU_c22050
Dormancy and Sporulation	CLJU_c41690
Dormancy and Sporulation	CLJU_c16440
Dormancy and Sporulation	CLJU_c16460
Dormancy and Sporulation	CLJU_c38990
Dormancy and Sporulation	CLJU_c39060
Dormancy and Sporulation	CLJU_c39070
Dormancy and Sporulation	CLJU_c15610
Dormancy and Sporulation	CLJU_c16480
Dormancy and Sporulation	CLJU_c35960
Dormancy and Sporulation	CLJU_c38870
Dormancy and Sporulation	CLJU_c38980
Dormancy and Sporulation	CLJU_c39040
Dormancy and Sporulation	CLJU_c08490
Dormancy and Sporulation	CLJU_c15590
Dormancy and Sporulation	CLJU_c16490
Dormancy and Sporulation	CLJU_c35950
Dormancy and Sporulation	CLJU_c38850
Dormancy and Sporulation	CLJU_c39030
Respiration	CLJU_c37480
Respiration	CLJU_c07080
Respiration	CLJU_c17270
Respiration	CLJU_c20030
Respiration	CLJU_c08680
Respiration	CLJU_c14710
Respiration	CLJU_c14700
Respiration	CLJU_c17280
Respiration	CLJU_c37220
Respiration	CLJU_c08930
Respiration	CLJU_c30250
Respiration	CLJU_c37660
Respiration	CLJU_c37830
Respiration	CLJU_c20040
Respiration	CLJU_c30260
Respiration	CLJU_c01440
Respiration	CLJU_c01820
Respiration	CLJU_c17980
Respiration	CLJU_c22870
Respiration	CLJU_c26180
Respiration	CLJU_c26960
Respiration	CLJU_c29400
Stress Response	CLJU_c15570
Stress Response	CLJU_c27820
Stress Response	CLJU_c25950
Stress Response	CLJU_c28910
Stress Response	CLJU_c39340
Stress Response	CLJU_c39150
Stress Response	CLJU_c19580
Stress Response	CLJU_c07990
Stress Response	CLJU_c09690
Stress Response	CLJU_c37350
Amino Acids and Derivatives	CLJU_c08850
Amino Acids and Derivatives	CLJU_c13340
Amino Acids and Derivatives	CLJU_c17850
Amino Acids and Derivatives	CLJU_c19600
Amino Acids and Derivatives	CLJU_c21290
Amino Acids and Derivatives	CLJU_c29390
Amino Acids and Derivatives	CLJU_c32060
Amino Acids and Derivatives	CLJU_c33890
Amino Acids and Derivatives	CLJU_c39910
Amino Acids and Derivatives	CLJU_c41940
Amino Acids and Derivatives	CLJU_c17710
Amino Acids and Derivatives	CLJU_c26720
Amino Acids and Derivatives	CLJU_c17370
Amino Acids and Derivatives	CLJU_c37240
Amino Acids and Derivatives	CLJU_c23830
Amino Acids and Derivatives	CLJU_c24040
Amino Acids and Derivatives	CLJU_c24120
Amino Acids and Derivatives	CLJU_c24190
Amino Acids and Derivatives	CLJU_c42370
Amino Acids and Derivatives	CLJU_c32840
Amino Acids and Derivatives	CLJU_c19150
Amino Acids and Derivatives	CLJU_c27990
Amino Acids and Derivatives	CLJU_c11190
Amino Acids and Derivatives	CLJU_c15300
Amino Acids and Derivatives	CLJU_c23570
Amino Acids and Derivatives	CLJU_c23800
Amino Acids and Derivatives	CLJU_c28000
Amino Acids and Derivatives	CLJU_c42550
Amino Acids and Derivatives	CLJU_c23840
Amino Acids and Derivatives	CLJU_c25230
Amino Acids and Derivatives	CLJU_c28010
Amino Acids and Derivatives	CLJU_c26150
Amino Acids and Derivatives	CLJU_c26160
Amino Acids and Derivatives	CLJU_c26140
Amino Acids and Derivatives	CLJU_c26270
Amino Acids and Derivatives	CLJU_c17780
Amino Acids and Derivatives	CLJU_c26600
Amino Acids and Derivatives	CLJU_c26130
Amino Acids and Derivatives	CLJU_c04760
Amino Acids and Derivatives	CLJU_c09260
Amino Acids and Derivatives	CLJU_c21450
Amino Acids and Derivatives	CLJU_c28050
Amino Acids and Derivatives	CLJU_c23810
Amino Acids and Derivatives	CLJU_c29950
Amino Acids and Derivatives	CLJU_c41500
Amino Acids and Derivatives	CLJU_c06280
Amino Acids and Derivatives	CLJU_c17160
Amino Acids and Derivatives	CLJU_c23250
Amino Acids and Derivatives	CLJU_c27680
Amino Acids and Derivatives	CLJU_c23550
Amino Acids and Derivatives	CLJU_c19160
Amino Acids and Derivatives	CLJU_c07500
Amino Acids and Derivatives	CLJU_c07510
Amino Acids and Derivatives	CLJU_c07560
Amino Acids and Derivatives	CLJU_c20620
Amino Acids and Derivatives	CLJU_c20690
Amino Acids and Derivatives	CLJU_c39310
Amino Acids and Derivatives	CLJU_c10090
Amino Acids and Derivatives	CLJU_c27660
Amino Acids and Derivatives	CLJU_c32100
Amino Acids and Derivatives	CLJU_c06290
Amino Acids and Derivatives	CLJU_c27670
Amino Acids and Derivatives	CLJU_c17340
Amino Acids and Derivatives	CLJU_c03840
Amino Acids and Derivatives	CLJU_c04300
Amino Acids and Derivatives	CLJU_c34560
Amino Acids and Derivatives	CLJU_c34550
Amino Acids and Derivatives	CLJU_c38320
Amino Acids and Derivatives	CLJU_c29340
Amino Acids and Derivatives	CLJU_c40360
Amino Acids and Derivatives	CLJU_c29910
Amino Acids and Derivatives	CLJU_c09370
Amino Acids and Derivatives	CLJU_c39500
Amino Acids and Derivatives	CLJU_c20390
Amino Acids and Derivatives	CLJU_c20400
Amino Acids and Derivatives	CLJU_c23420
Amino Acids and Derivatives	CLJU_c38920
Amino Acids and Derivatives	CLJU_c20410
Amino Acids and Derivatives	CLJU_c40680
Amino Acids and Derivatives	CLJU_c14540
Amino Acids and Derivatives	CLJU_c23390
Amino Acids and Derivatives	CLJU_c27730
Amino Acids and Derivatives	CLJU_c28360
Amino Acids and Derivatives	CLJU_c33190
Amino Acids and Derivatives	CLJU_c33280
Amino Acids and Derivatives	CLJU_c32120
Amino Acids and Derivatives	CLJU_c40390
Amino Acids and Derivatives	CLJU_c03860
Amino Acids and Derivatives	CLJU_c11580
Amino Acids and Derivatives	CLJU_c11620
Amino Acids and Derivatives	CLJU_c30120
Amino Acids and Derivatives	CLJU_c30610
Amino Acids and Derivatives	CLJU_c32780
Amino Acids and Derivatives	CLJU_c33430
Amino Acids and Derivatives	CLJU_c34760
Amino Acids and Derivatives	CLJU_c42090
Amino Acids and Derivatives	CLJU_c21640
Amino Acids and Derivatives	CLJU_c37540
Amino Acids and Derivatives	CLJU_c08330
Amino Acids and Derivatives	CLJU_c16020
Amino Acids and Derivatives	CLJU_c17900
Amino Acids and Derivatives	CLJU_c40660
Amino Acids and Derivatives	CLJU_c38380
Sulfur Metabolism	CLJU_c27810
Sulfur Metabolism	CLJU_c40490
Sulfur Metabolism	CLJU_c26520
Sulfur Metabolism	CLJU_c26510
Phosphorus Metabolism	CLJU_c01050
Phosphorus Metabolism	CLJU_c12370
Phosphorus Metabolism	CLJU_c19450
Phosphorus Metabolism	CLJU_c29600
Phosphorus Metabolism	CLJU_c32970
Phosphorus Metabolism	CLJU_c15470
Phosphorus Metabolism	CLJU_c19460
Phosphorus Metabolism	CLJU_c41750
Phosphorus Metabolism	CLJU_c39960
Carbohydrates	CLJU_c29340
Carbohydrates	CLJU_c16520
Carbohydrates	CLJU_c18470
Carbohydrates	CLJU_c24880
Carbohydrates	CLJU_c39950
Carbohydrates	CLJU_c08330
Carbohydrates	CLJU_c16020
Carbohydrates	CLJU_c17900
Carbohydrates	CLJU_c40660
Carbohydrates	CLJU_c09370
Carbohydrates	CLJU_c32120
Carbohydrates	CLJU_c40390
Carbohydrates	CLJU_c25790
Carbohydrates	CLJU_c02810
Carbohydrates	CLJU_c38600
Carbohydrates	CLJU_c39150
Carbohydrates	CLJU_c25830
Carbohydrates	CLJU_c39640
Carbohydrates	CLJU_c25820
Carbohydrates	CLJU_c20380
Carbohydrates	CLJU_c26480
Carbohydrates	CLJU_c38450
Carbohydrates	CLJU_c30500
Carbohydrates	CLJU_c38460
Carbohydrates	CLJU_c13900
Carbohydrates	CLJU_c20350
Carbohydrates	CLJU_c21570
Carbohydrates	CLJU_c23190
Carbohydrates	CLJU_c01130
Carbohydrates	CLJU_c30460
Carbohydrates	CLJU_c37640
Carbohydrates	CLJU_c38800
Carbohydrates	CLJU_c40600
Carbohydrates	CLJU_c38380
Carbohydrates	CLJU_c28090
Carbohydrates	CLJU_c30490
Carbohydrates	CLJU_c40580
Carbohydrates	CLJU_c40550
Carbohydrates	CLJU_c30480
Carbohydrates	CLJU_c40570
Carbohydrates	CLJU_c30470
Carbohydrates	CLJU_c40560
Carbohydrates	CLJU_c11880
Carbohydrates	CLJU_c15000
Carbohydrates	CLJU_c30740
Carbohydrates	CLJU_c35930
Carbohydrates	CLJU_c38930
Carbohydrates	CLJU_c39670
Carbohydrates	CLJU_c25970
Carbohydrates	CLJU_c39820
Carbohydrates	CLJU_c25980
Carbohydrates	CLJU_c39830
Carbohydrates	CLJU_c23420
Carbohydrates	CLJU_c38920
Carbohydrates	CLJU_c25810
Carbohydrates	CLJU_c25840
Carbohydrates	CLJU_c20120
Carbohydrates	CLJU_c20130
Carbohydrates	CLJU_c20200
Carbohydrates	CLJU_c22680
Carbohydrates	CLJU_c23230
Carbohydrates	CLJU_c23970
Carbohydrates	CLJU_c24060
Carbohydrates	CLJU_c24140
Carbohydrates	CLJU_c37480
Carbohydrates	CLJU_c15570
Carbohydrates	CLJU_c09690
Carbohydrates	CLJU_c29060
Carbohydrates	CLJU_c34210
Carbohydrates	CLJU_c39450
Carbohydrates	CLJU_c05310
Carbohydrates	CLJU_c05540
Carbohydrates	CLJU_c39600
Carbohydrates	CLJU_c11600
Carbohydrates	CLJU_c26070
Carbohydrates	CLJU_c28170
Carbohydrates	CLJU_c14910
Carbohydrates	CLJU_c18250
Carbohydrates	CLJU_c13530
Carbohydrates	CLJU_c25860
Respiration	CLJU_c02360
Respiration	CLJU_c02370
Respiration	CLJU_c02380
Respiration	CLJU_c02390
Respiration	CLJU_c02400
Respiration	CLJU_c02410
Respiration	CLJU_c02420
Respiration	CLJU_c02430
Respiration	CLJU_c02440
Respiration	CLJU_c07050
Respiration	CLJU_c40500
Respiration	CLJU_c27800
Respiration	CLJU_c27320
Membrane Transport	CLJU_c26060
Membrane Transport	CLJU_c02950
Membrane Transport	CLJU_c26050
Membrane Transport	CLJU_c20590
Membrane Transport	CLJU_c27340
Membrane Transport	CLJU_c27820
Membrane Transport	CLJU_c11600
Membrane Transport	CLJU_c28160
Membrane Transport	CLJU_c00620
Membrane Transport	CLJU_c37490
Membrane Transport	CLJU_c42580
Membrane Transport	CLJU_c18870
Membrane Transport	CLJU_c17740
Membrane Transport	CLJU_c17900
Membrane Transport	CLJU_c08330
Membrane Transport	CLJU_c23740
Membrane Transport	CLJU_c23850
Membrane Transport	CLJU_c15130
Membrane Transport	CLJU_c21810
Membrane Transport	CLJU_c24360
Membrane Transport	CLJU_c20530
Membrane Transport	CLJU_c03870
