,value
S1551,MONOMER
S1552,MONOMER
S1554,MONOMER
S1555,MONOMER
S1556,MONOMER
S1557,MONOMER
S1558,MONOMER
S1559,MONOMER
S1560,MONOMER
S1561,MONOMER
S1562,MONOMER
S1563,MONOMER
S1565,MONOMER
S1566,MONOMER
S1567,MONOMER
S1568,MONOMER
S1569,MONOMER
S1570,MONOMER
S1571,MONOMER
S1572,MONOMER
S1573,MONOMER
S1574,MONOMER
S1575,MONOMER
S1578,MONOMER
S1579,MONOMER
S1580,MONOMER
S1581,MONOMER
S1582,MONOMER
S1584,MONOMER
S1588,MONOMER
S1590,MONOMER
S1591,MONOMER
S1592,MONOMER
S1593,MONOMER
S1594,MONOMER
S1596,MONOMER
S1597,MONOMER
S1599,MONOMER
S1600,MONOMER
S1601,MONOMER
S1602,MONOMER
S1603,MONOMER
S1604,MONOMER
S1605,MONOMER
S1607,MONOMER
S1609,MONOMER
S1610,MONOMER
S1611,MONOMER
S1612,MONOMER
S1613,MONOMER
S1614,MONOMER
S1616,MONOMER
S1617,MONOMER
S1619,MONOMER
S1620,MONOMER
S1621,MONOMER
S1622,MONOMER
S1623,MONOMER
S1624,MONOMER
S1625,MONOMER
S1627,MONOMER
S1628,MONOMER
S1630,MONOMER
S1631,MONOMER
S1632,MONOMER
S1633,MONOMER
S1634,MONOMER
S1635,MONOMER
S1636,MONOMER
S1637,MONOMER
S1638,MONOMER
S1639,MONOMER
S1640,MONOMER
S1641,MONOMER
S1642,MONOMER
S1643,MONOMER
S1644,MONOMER
S1645,MONOMER
S1646,MONOMER
S1647,MONOMER
S1648,MONOMER
S1649,MONOMER
S1650,MONOMER
S1651,MONOMER
S1652,MONOMER
S1653,MONOMER
S1654,MONOMER
S1655,MONOMER
S1656,MONOMER
S1658,MONOMER
S1659,MONOMER
S1660,MONOMER
S1661,MONOMER
S1662,tRNA
S1663,tRNA
S1665,MONOMER
S1667,MONOMER
S1668,MONOMER
S1669,MONOMER
S1670,MONOMER
S1671,MONOMER
S1673,MONOMER
S1675,MONOMER
S1676,MONOMER
S1678,MONOMER
S1679,MONOMER
S1680,MONOMER
S1681,MONOMER
S1682,MONOMER
S1683,MONOMER
S1684,MONOMER
S1685,MONOMER
S1686,MONOMER
S1687,MONOMER
S1688,MONOMER
S1689,MONOMER
S1690,MONOMER
S1691,MONOMER
S1692,MONOMER
S1693,MONOMER
S1694,MONOMER
S1696,MONOMER
S1697,MONOMER
S1698,MONOMER
S1699,MONOMER
S1701,MONOMER
S1702,MONOMER
S1703,MONOMER
S1704,MONOMER
S1705,MONOMER
S1706,MONOMER
S1708,MONOMER
S1709,MONOMER
S1710,MONOMER
S1711,MONOMER
S1714,MONOMER
S1715,MONOMER
S1716,MONOMER
S1717,MONOMER
S1718,MONOMER
S1719,MONOMER
S1720,MONOMER
S1722,MONOMER
S1723,MONOMER
S1727,MONOMER
S1728,MONOMER
S1730,MONOMER
S1731,MONOMER
S1732,MONOMER
S1736,MONOMER
S1738,MONOMER
S1739,MONOMER
S1742,MONOMER
S1743,MONOMER
S1744,MONOMER
S1745,MONOMER
S1746,MONOMER
S1747,MONOMER
S1748,MONOMER
S1750,MONOMER
S1751,MONOMER
S1752,MONOMER
S1753,MONOMER
S1754,MONOMER
S1755,MONOMER
S1756,MONOMER
S1757,MONOMER
S1758,MONOMER
S1759,MONOMER
S1760,MONOMER
S1761,MONOMER
S1762,MONOMER
S1763,MONOMER
S1764,MONOMER
S1765,MONOMER
S1766,MONOMER
S1767,MONOMER
S1768,MONOMER
S1769,MONOMER
S1771,MONOMER
S1772,MONOMER
S1774,MONOMER
S1775,MONOMER
S1777,MONOMER
S1778,MONOMER
S1779,MONOMER
S1780,MONOMER
S1781,MONOMER
S1782,MONOMER
S1783,MONOMER
S1784,MONOMER
S1785,MONOMER
S1786,MONOMER
S1787,MONOMER
S1788,MONOMER
S1789,MONOMER
S1790,MONOMER
S1791,MONOMER
S1792,MONOMER
S1793,MONOMER
S1794,MONOMER
S1795,MONOMER
S1796,MONOMER
S1797,MONOMER
S1798,MONOMER
S1799,MONOMER
S1800,MONOMER
S1801,MONOMER
S1802,MONOMER
S1803,MONOMER
S1805,MONOMER
S1806,MONOMER
S1807,MONOMER
S1808,MONOMER
S1809,MONOMER
S1810,MONOMER
S1811,MONOMER
S1813,MONOMER
S1814,MONOMER
S1815,MONOMER
S1816,MONOMER
S1817,MONOMER
S1818,MONOMER
S1819,MONOMER
S1820,MONOMER
S1821,MONOMER
S1822,MONOMER
S1823,MONOMER
S1824,MONOMER
S1825,tRNA
S1826,tRNA
S1827,MONOMER
S1829,MONOMER
S1830,MONOMER
S1831,MONOMER
S1832,MONOMER
S1834,MONOMER
S1835,MONOMER
S1836,MONOMER
S1837,MONOMER
S1838,MONOMER
S1839,MONOMER
S1840,MONOMER
S1841,MONOMER
S1842,MONOMER
S1843,MONOMER
S1844,MONOMER
S1845,MONOMER
S1846,MONOMER
S1847,MONOMER
S1848,MONOMER
S1849,MONOMER
S1850,MONOMER
S1851,MONOMER
S1852,MONOMER
S1853,MONOMER
S1854,MONOMER
S1855,MONOMER
S1856,MONOMER
S1857,MONOMER
S1859,MONOMER
S1861,MONOMER
S1862,MONOMER
S1863,MONOMER
S1865,MONOMER
S1866,MONOMER
S1867,MONOMER
S1868,MONOMER
S1869,MONOMER
S1873,MONOMER
S1874,MONOMER
S1876,MONOMER
S1877,MONOMER
S1878,MONOMER
S1879,MONOMER
S1880,MONOMER
S1881,MONOMER
S1882,MONOMER
S1883,MONOMER
S1884,MONOMER
S1885,MONOMER
S1887,MONOMER
S1888,MONOMER
S1890,MONOMER
S1891,MONOMER
S1892,MONOMER
S1896,MONOMER
S1897,MONOMER
S1898,MONOMER
S1899,MONOMER
S1900,MONOMER
S1901,MONOMER
S1902,MONOMER
S1903,MONOMER
S1904,MONOMER
S1905,MONOMER
S1906,MONOMER
S1908,MONOMER
S1909,MONOMER
S1910,MONOMER
S1911,MONOMER
S1912,MONOMER
S1915,MONOMER
S1917,MONOMER
S1918,MONOMER
S1919,MONOMER
S1920,MONOMER
S1921,MONOMER
S1922,MONOMER
S1923,MONOMER
S1925,MONOMER
S1926,MONOMER
S1927,MONOMER
S1928,MONOMER
S1929,MONOMER
S1930,MONOMER
S1931,MONOMER
S1932,MONOMER
S1933,MONOMER
S1934,MONOMER
S1935,MONOMER
S1936,MONOMER
S1937,MONOMER
S1939,MONOMER
S1940,MONOMER
S1941,MONOMER
S1942,MONOMER
S1944,MONOMER
S1946,MONOMER
S1947,MONOMER
S1948,MONOMER
S1949,MONOMER
S1950,MONOMER
S1952,MONOMER
S1953,MONOMER
S1954,MONOMER
S1955,MONOMER
S1957,MONOMER
S1958,MONOMER
S1959,MONOMER
S1960,MONOMER
S1961,MONOMER
S1962,MONOMER
S1963,MONOMER
S1964,MONOMER
S1965,MONOMER
S1966,MONOMER
S1967,MONOMER
S1968,MONOMER
S1969,MONOMER
S1970,MONOMER
S1971,MONOMER
S1972,MONOMER
S1973,MONOMER
S1975,MONOMER
S1978,MONOMER
S1980,MONOMER
S1981,MONOMER
S1982,tRNA
S1983,tRNA
S1984,tRNA
S1985,tRNA
S1986,MONOMER
S1987,MONOMER
S1989,MONOMER
S1990,MONOMER
S1991,MONOMER
S1992,MONOMER
S1994,MONOMER
S1995,MONOMER
S1998,MONOMER
S2000,MONOMER
S2001,MONOMER
S2002,MONOMER
S2003,MONOMER
S2004,MONOMER
S2005,MONOMER
S2006,MONOMER
S2007,MONOMER
S2009,MONOMER
S2011,MONOMER
S2012,MONOMER
S2014,MONOMER
S2015,MONOMER
S2018,MONOMER
S2019,MONOMER
S2020,MONOMER
S2021,MONOMER
S2022,MONOMER
S2023,MONOMER
S2024,MONOMER
S2025,MONOMER
S2026,MONOMER
S2027,MONOMER
S2028,MONOMER
S2029,MONOMER
S2030,MONOMER
S2031,MONOMER
S2033,MONOMER
S2034,MONOMER
S2036,MONOMER
S2038,MONOMER
S2039,MONOMER
S2041,MONOMER
S2042,MONOMER
S2043,MONOMER
S2044,MONOMER
S2045,MONOMER
S2046,MONOMER
S2047,MONOMER
S2048,tRNA
S2049,tRNA
S2050,tRNA
S2051,MONOMER
S2052,MONOMER
S2053,MONOMER
S2054,MONOMER
S2055,MONOMER
S2056,MONOMER
S2057,MONOMER
S2058,MONOMER
S2060,MONOMER
S2062,MONOMER
S2063,MONOMER
S2064,MONOMER
S2065,MONOMER
S2066,MONOMER
S2067,MONOMER
S2068,MONOMER
S2069,MONOMER
S2072,MONOMER
S2073,MONOMER
S2076,MONOMER
S2078,MONOMER
S2079,MONOMER
S2080,MONOMER
S2082,MONOMER
S2083,MONOMER
S2084,MONOMER
S2085,MONOMER
S2086,MONOMER
S2088,MONOMER
S2089,MONOMER
S2090,MONOMER
S2091,MONOMER
S2092,MONOMER
S2093,misc
S2096,MONOMER
S2097,MONOMER
S2098,MONOMER
S2099,MONOMER
S2100,MONOMER
S2103,MONOMER
S2104,MONOMER
S2105,MONOMER
S2106,MONOMER
S2107,MONOMER
S2108,MONOMER
S2109,MONOMER
S2110,MONOMER
S2111,MONOMER
S2112,MONOMER
S2113,MONOMER
S2114,MONOMER
S2116,MONOMER
S2117,MONOMER
S2118,MONOMER
S2119,MONOMER
S2121,MONOMER
S2122,MONOMER
S2123,MONOMER
S2124,MONOMER
S2126,MONOMER
S2127,MONOMER
S2128,MONOMER
S2129,MONOMER
S2130,MONOMER
S2131,MONOMER
S2133,MONOMER
S2134,MONOMER
S2137,tRNA
S2138,tRNA
S2139,MONOMER
S2140,MONOMER
S2141,MONOMER
S2142,MONOMER
S2143,MONOMER
S2144,MONOMER
S2145,MONOMER
S2146,MONOMER
S2147,tRNA
S2148,MONOMER
S2149,tRNA
S2152,MONOMER
S2155,MONOMER
S2157,MONOMER
S2158,MONOMER
S2160,MONOMER
S2161,MONOMER
S2162,tRNA
S2164,tRNA
S2165,MONOMER
S2166,MONOMER
S2167,tRNA
S2168,MONOMER
S2169,MONOMER
S2170,MONOMER
S2172,MONOMER
S2173,MONOMER
S2175,MONOMER
S2176,MONOMER
S2177,MONOMER
S2179,MONOMER
S2180,MONOMER
S2181,MONOMER
S2182,MONOMER
S2184,MONOMER
S2185,MONOMER
S2187,MONOMER
S2189,MONOMER
S2190,MONOMER
S2191,MONOMER
S2193,MONOMER
S2194,MONOMER
S2195,MONOMER
S2196,MONOMER
S2197,MONOMER
S2198,MONOMER
S2199,MONOMER
S2200,MONOMER
S2201,MONOMER
S2202,MONOMER
S2203,MONOMER
S2204,MONOMER
S2205,MONOMER
S2206,MONOMER
S2207,MONOMER
S2208,MONOMER
S2209,MONOMER
S2210,MONOMER
S2212,MONOMER
S2213,MONOMER
S2214,MONOMER
S2215,MONOMER
S2216,MONOMER
S2217,MONOMER
S2218,MONOMER
S2219,MONOMER
S2220,MONOMER
S2221,MONOMER
S2222,MONOMER
S2223,MONOMER
S2225,MONOMER
S2226,MONOMER
S2227,MONOMER
S2228,MONOMER
S2229,MONOMER
S2230,MONOMER
S2231,MONOMER
S2232,MONOMER
S2233,MONOMER
S2234,MONOMER
S2235,MONOMER
S2236,MONOMER
S2237,MONOMER
S2238,MONOMER
S2239,MONOMER
S2240,MONOMER
S2242,MONOMER
S2243,MONOMER
S2246,MONOMER
S2248,MONOMER
S2249,MONOMER
S2250,MONOMER
S2251,MONOMER
S2252,MONOMER
S2253,MONOMER
S2254,MONOMER
S2256,MONOMER
S2258,MONOMER
S2261,MONOMER
S2262,MONOMER
S2263,MONOMER
S2266,MONOMER
S2267,MONOMER
S2268,MONOMER
S2269,MONOMER
S2270,MONOMER
S2271,MONOMER
S2273,MONOMER
S2274,MONOMER
S2275,MONOMER
S2277,MONOMER
S2278,MONOMER
S2279,MONOMER
S2280,MONOMER
S2281,MONOMER
S2282,MONOMER
S2283,MONOMER
S2284,MONOMER
S2285,MONOMER
S2287,MONOMER
S2288,MONOMER
S2289,MONOMER
S2290,MONOMER
S2291,MONOMER
S2292,MONOMER
S2296,MONOMER
S2298,MONOMER
S2299,MONOMER
S2300,MONOMER
S2301,MONOMER
S2302,MONOMER
S2303,MONOMER
S2305,MONOMER
S2306,MONOMER
S2308,MONOMER
S2309,MONOMER
S2313,MONOMER
S2314,MONOMER
S2315,MONOMER
S2316,MONOMER
S2317,MONOMER
S2318,MONOMER
S2319,MONOMER
S2321,MONOMER
S2322,MONOMER
S2324,MONOMER
S2325,MONOMER
S2328,MONOMER
S2329,MONOMER
S2331,MONOMER
S2332,MONOMER
S2333,MONOMER
S2334,MONOMER
S2335,MONOMER
S2336,MONOMER
S2337,MONOMER
S2338,MONOMER
S2340,MONOMER
S2341,MONOMER
S2342,MONOMER
S2343,MONOMER
S2344,MONOMER
S2345,MONOMER
S2346,MONOMER
S2347,MONOMER
S2348,MONOMER
S2349,MONOMER
S2350,MONOMER
S2354,MONOMER
S2355,MONOMER
S2356,MONOMER
S2357,MONOMER
S2358,MONOMER
S2359,MONOMER
S2360,MONOMER
S2362,MONOMER
S2363,MONOMER
S2364,MONOMER
S2365,MONOMER
S2366,MONOMER
S2367,MONOMER
S2370,MONOMER
S2371,MONOMER
S2372,MONOMER
S2373,MONOMER
S2374,MONOMER
S2375,MONOMER
S2376,MONOMER
S2377,MONOMER
S2378,MONOMER
S2379,MONOMER
S2380,MONOMER
S2381,MONOMER
S2382,MONOMER
S2383,MONOMER
S2384,MONOMER
S2385,MONOMER
S2386,MONOMER
S2387,MONOMER
S2388,MONOMER
S2389,MONOMER
S2390,MONOMER
S2391,MONOMER
S2392,MONOMER
S2393,MONOMER
S2394,MONOMER
S2395,MONOMER
S2396,MONOMER
S2397,MONOMER
S2398,MONOMER
S2399,MONOMER
S2400,MONOMER
S2401,MONOMER
S2402,MONOMER
S2403,MONOMER
S2404,MONOMER
S2405,tRNA
S2406,MONOMER
S2407,MONOMER
S2408,MONOMER
S2409,MONOMER
S2410,MONOMER
S2411,MONOMER
S2412,MONOMER
S2413,MONOMER
S2414,MONOMER
S2415,MONOMER
S2416,MONOMER
S2417,MONOMER
S2418,MONOMER
S2419,MONOMER
S2420,MONOMER
S2421,MONOMER
S2422,MONOMER
S2423,MONOMER
S2425,MONOMER
S2426,MONOMER
S2427,MONOMER
S2428,MONOMER
S2429,MONOMER
S2430,misc
S2431,MONOMER
S2432,MONOMER
S2433,MONOMER
S2434,MONOMER
S2435,MONOMER
S2436,MONOMER
S2438,MONOMER
S2440,MONOMER
S2442,MONOMER
S2444,MONOMER
S2445,MONOMER
S2447,MONOMER
S2448,MONOMER
S2449,MONOMER
S2450,MONOMER
S2451,MONOMER
S2452,MONOMER
S2453,MONOMER
S2454,MONOMER
S2455,MONOMER
S2456,MONOMER
S2457,MONOMER
S2458,MONOMER
S2459,MONOMER
S2460,MONOMER
S2461,MONOMER
S2462,MONOMER
S2463,MONOMER
S2464,MONOMER
S2465,MONOMER
S2466,MONOMER
S2467,MONOMER
S2468,MONOMER
S2469,MONOMER
S2470,MONOMER
S2471,MONOMER
S2473,MONOMER
S2474,MONOMER
S2475,MONOMER
S2476,MONOMER
S2477,MONOMER
S2478,MONOMER
S2479,MONOMER
S2480,MONOMER
S2481,MONOMER
S2482,MONOMER
S2483,MONOMER
S2487,MONOMER
S2488,MONOMER
S2489,MONOMER
S2490,MONOMER
S2491,MONOMER
S2492,MONOMER
S2493,MONOMER
S2494,MONOMER
S2495,MONOMER
S2496,MONOMER
S2497,MONOMER
S2498,MONOMER
S2499,MONOMER
S2500,MONOMER
S2501,MONOMER
S2502,MONOMER
S2503,MONOMER
S2504,MONOMER
S2505,MONOMER
S2506,MONOMER
S2507,MONOMER
S2508,MONOMER
S2509,MONOMER
S2510,MONOMER
S2511,MONOMER
S2512,MONOMER
S2513,MONOMER
S2514,MONOMER
S2515,MONOMER
S2516,MONOMER
S2517,MONOMER
S2518,MONOMER
S2519,MONOMER
S2520,MONOMER
S2521,MONOMER
S2522,MONOMER
S2523,MONOMER
S2524,MONOMER
S2525,MONOMER
S2526,MONOMER
S2527,MONOMER
S2528,MONOMER
S2529,MONOMER
S2530,MONOMER
S2531,MONOMER
S2532,MONOMER
S2533,MONOMER
S2534,MONOMER
S2535,MONOMER
S2536,MONOMER
S2537,MONOMER
S2538,MONOMER
S2539,MONOMER
S2540,MONOMER
S2541,MONOMER
S2542,MONOMER
S2550,MONOMER
S2551,MONOMER
S2552,MONOMER
S2553,MONOMER
S2554,MONOMER
S2555,MONOMER
S2556,MONOMER
S2557,MONOMER
S2558,MONOMER
S2559,MONOMER
S2560,MONOMER
S2561,tRNA
S2565,MONOMER
S2566,MONOMER
S2567,MONOMER
S2568,MONOMER
S2570,MONOMER
S2571,MONOMER
S2572,MONOMER
S2573,MONOMER
S2574,MONOMER
S2575,MONOMER
S2577,MONOMER
S2578,MONOMER
S2579,MONOMER
S2580,MONOMER
S2581,MONOMER
S2582,MONOMER
S2583,MONOMER
S2585,MONOMER
S2586,MONOMER
S2587,MONOMER
S2588,MONOMER
S2589,MONOMER
S2591,MONOMER
S2592,MONOMER
S2593,MONOMER
S2594,MONOMER
S2595,MONOMER
S2596,MONOMER
S2597,MONOMER
S2598,MONOMER
S2601,tRNA
S2602,tRNA
S2603,MONOMER
S2604,MONOMER
S2605,MONOMER
S2606,tRNA
S2607,tRNA
S2608,tRNA
S2609,MONOMER
S2610,MONOMER
S2611,MONOMER
S2612,MONOMER
S2613,MONOMER
S2614,MONOMER
S2615,MONOMER
S2616,MONOMER
S2617,MONOMER
S2618,MONOMER
S2619,MONOMER
S2620,MONOMER
S2622,MONOMER
S2623,MONOMER
S2624,MONOMER
S2625,MONOMER
S2626,MONOMER
S2627,MONOMER
S2628,MONOMER
S2629,MONOMER
S2630,MONOMER
S2632,MONOMER
S2633,MONOMER
S2634,MONOMER
S2635,MONOMER
S2636,MONOMER
S2638,MONOMER
S2639,MONOMER
S2640,MONOMER
S2641,MONOMER
S2642,MONOMER
S2643,MONOMER
S2644,MONOMER
S2645,MONOMER
S2646,MONOMER
S2647,MONOMER
S2648,MONOMER
S2649,MONOMER
S2650,MONOMER
S2651,MONOMER
S2654,MONOMER
S2655,MONOMER
S2656,MONOMER
S2657,MONOMER
S2658,MONOMER
S2659,MONOMER
S2660,MONOMER
S2661,MONOMER
S2663,MONOMER
S2664,MONOMER
S2665,MONOMER
S2666,MONOMER
S2667,MONOMER
S2668,MONOMER
S2669,MONOMER
S2670,MONOMER
S2671,MONOMER
S2673,MONOMER
S2674,MONOMER
S2676,MONOMER
S2677,MONOMER
S2678,MONOMER
S2679,MONOMER
S2681,MONOMER
S2682,MONOMER
S2683,MONOMER
S2686,MONOMER
S2687,MONOMER
S2688,MONOMER
S2689,MONOMER
S2690,MONOMER
S2691,MONOMER
S2692,MONOMER
S2693,MONOMER
S2694,MONOMER
S2695,MONOMER
S2697,MONOMER
S2698,MONOMER
S2700,MONOMER
S2701,MONOMER
S2702,MONOMER
S2703,MONOMER
S2704,MONOMER
S2705,MONOMER
S2706,MONOMER
S2707,MONOMER
S2708,MONOMER
S2709,MONOMER
S2710,MONOMER
S2711,MONOMER
S2715,MONOMER
S2716,MONOMER
S2718,MONOMER
S2719,MONOMER
S2720,MONOMER
S2721,MONOMER
S2722,MONOMER
S2723,MONOMER
S2725,MONOMER
S2726,MONOMER
S2727,MONOMER
S2728,MONOMER
S2729,MONOMER
S2730,MONOMER
S2731,MONOMER
S2732,MONOMER
S2733,MONOMER
S2734,MONOMER
S2735,MONOMER
S2736,MONOMER
S2738,MONOMER
S2741,MONOMER
S2742,MONOMER
S2743,MONOMER
S2744,MONOMER
S2745,MONOMER
S2746,MONOMER
S2747,MONOMER
S2748,MONOMER
S2749,MONOMER
S2750,MONOMER
S2751,MONOMER
S2752,MONOMER
S2753,MONOMER
S2754,MONOMER
S2755,MONOMER
S2756,MONOMER
S2757,MONOMER
S2758,MONOMER
S2759,MONOMER
S2760,MONOMER
S2762,MONOMER
S2763,MONOMER
S2764,MONOMER
S2765,MONOMER
S2766,MONOMER
S2769,MONOMER
S2770,MONOMER
S2771,MONOMER
S2772,MONOMER
S2773,MONOMER
S2774,MONOMER
S2775,MONOMER
S2776,MONOMER
S2777,MONOMER
S2778,MONOMER
S2779,MONOMER
S2780,MONOMER
S2781,MONOMER
S2782,MONOMER
S2783,MONOMER
S2784,MONOMER
S2785,MONOMER
S2786,MONOMER
S2787,MONOMER
S2788,MONOMER
S2789,MONOMER
S2790,MONOMER
S2791,MONOMER
S2793,MONOMER
S2794,MONOMER
S2795,MONOMER
S2796,MONOMER
S2797,MONOMER
S2798,MONOMER
S2799,MONOMER
S2800,MONOMER
S2801,MONOMER
S2802,MONOMER
S2803,MONOMER
S2804,MONOMER
S2805,MONOMER
S2806,MONOMER
S2807,MONOMER
S2808,MONOMER
S2810,MONOMER
S2811,MONOMER
S2812,MONOMER
S2813,MONOMER
S2814,MONOMER
S2815,MONOMER
S2816,MONOMER
S2817,MONOMER
S2818,MONOMER
S2819,MONOMER
S2820,MONOMER
S2821,MONOMER
S2822,MONOMER
S2823,rRNA
S2824,rRNA
S2825,tRNA
S2826,rRNA
S2827,MONOMER
S2828,MONOMER
S2829,MONOMER
S2830,MONOMER
S2831,MONOMER
S2832,MONOMER
S2833,MONOMER
S2834,MONOMER
S2835,MONOMER
S2836,MONOMER
S2837,MONOMER
S2838,MONOMER
S2839,MONOMER
S2840,MONOMER
S2842,MONOMER
S2843,MONOMER
S2844,MONOMER
S2845,MONOMER
S2846,MONOMER
S2847,MONOMER
S2848,MONOMER
S2850,MONOMER
S2851,MONOMER
S2852,MONOMER
S2853,MONOMER
S2854,MONOMER
S2855,MONOMER
S2856,MONOMER
S2857,MONOMER
S2858,misc
S2859,MONOMER
S2860,MONOMER
S2861,MONOMER
S2862,MONOMER
S2863,MONOMER
S2864,tRNA
S2865,MONOMER
S2870,MONOMER
S2871,MONOMER
S2872,MONOMER
S2874,MONOMER
S2875,MONOMER
S2876,MONOMER
S2877,MONOMER
S2878,MONOMER
S2879,MONOMER
S2880,MONOMER
S2881,MONOMER
S2882,MONOMER
S2883,MONOMER
S2884,MONOMER
S2885,MONOMER
S2887,MONOMER
S2888,MONOMER
S2889,MONOMER
S2890,MONOMER
S2891,MONOMER
S2892,MONOMER
S2893,MONOMER
S2894,MONOMER
S2896,MONOMER
S2897,MONOMER
S2898,MONOMER
S2900,MONOMER
S2901,MONOMER
S2902,MONOMER
S2903,MONOMER
S2904,MONOMER
S2905,tRNA
S2906,tRNA
S2907,tRNA
S2908,tRNA
S2909,tRNA
S2910,MONOMER
S2911,MONOMER
S2912,MONOMER
S2913,MONOMER
S2914,MONOMER
S2915,MONOMER
S2917,MONOMER
S2918,MONOMER
S2919,MONOMER
S2920,MONOMER
S2921,MONOMER
S2922,MONOMER
S2923,MONOMER
S2924,MONOMER
S2925,MONOMER
S2926,MONOMER
S2927,MONOMER
S2928,MONOMER
S2929,MONOMER
S2930,MONOMER
S2931,MONOMER
S2932,MONOMER
S2933,MONOMER
S2934,MONOMER
S2935,MONOMER
S2936,MONOMER
S2937,MONOMER
S2938,MONOMER
S2939,MONOMER
S2940,MONOMER
S2941,MONOMER
S2942,MONOMER
S2943,MONOMER
S2944,MONOMER
S2946,MONOMER
S2949,MONOMER
S2950,MONOMER
S2951,MONOMER
S2952,MONOMER
S2953,MONOMER
S2954,MONOMER
S2955,MONOMER
S2956,MONOMER
S2958,MONOMER
S2959,MONOMER
S2960,MONOMER
S2961,MONOMER
S2962,MONOMER
S2963,MONOMER
S2964,MONOMER
S2965,MONOMER
S2966,MONOMER
S2967,MONOMER
S2968,MONOMER
S2969,MONOMER
S2971,MONOMER
S2972,MONOMER
S2973,MONOMER
S2974,MONOMER
S2975,MONOMER
S2976,MONOMER
S2978,MONOMER
S2979,MONOMER
S2980,MONOMER
S2981,MONOMER
S2982,MONOMER
S2983,MONOMER
S2984,MONOMER
S2985,MONOMER
S2986,MONOMER
S2988,MONOMER
S2989,MONOMER
S2990,MONOMER
S2991,MONOMER
S2992,MONOMER
S2993,MONOMER
S2994,MONOMER
S2995,MONOMER
S2996,MONOMER
S2997,MONOMER
S2998,MONOMER
S2999,MONOMER
S3000,misc
S3001,MONOMER
S3002,MONOMER
S3003,MONOMER
S3004,MONOMER
S3005,MONOMER
S3006,MONOMER
S3007,MONOMER
S3008,MONOMER
S3009,MONOMER
S3010,MONOMER
S3011,MONOMER
S3013,MONOMER
S3014,MONOMER
S3015,MONOMER
S3016,MONOMER
S3017,MONOMER
S3018,MONOMER
S3019,MONOMER
S3020,MONOMER
S3021,MONOMER
S3022,MONOMER
S3023,tRNA
S3024,tRNA
S3025,MONOMER
S3026,MONOMER
S3027,MONOMER
S3028,MONOMER
S3029,MONOMER
S3030,MONOMER
S3031,MONOMER
S3032,MONOMER
S3033,MONOMER
S3035,MONOMER
S3036,MONOMER
S3037,MONOMER
S3038,MONOMER
S3039,MONOMER
S3040,MONOMER
S3041,MONOMER
S3042,MONOMER
S3043,MONOMER
S3044,MONOMER
S3045,MONOMER
S3046,MONOMER
S3047,MONOMER
S3048,MONOMER
S3049,MONOMER
S3050,MONOMER
S3051,MONOMER
S3052,MONOMER
S3053,MONOMER
S3055,MONOMER
S3056,MONOMER
S3059,MONOMER
S3060,MONOMER
S3062,MONOMER
S3063,MONOMER
S3064,MONOMER
S3066,tRNA
S3067,MONOMER
S3068,MONOMER
S3069,MONOMER
S3070,MONOMER
S3071,MONOMER
S3072,MONOMER
S3073,MONOMER
S3074,MONOMER
S3075,MONOMER
S3076,MONOMER
S3077,MONOMER
S3078,MONOMER
S3079,MONOMER
S3080,MONOMER
S3081,MONOMER
S3082,MONOMER
S3083,MONOMER
S3084,MONOMER
S3086,MONOMER
S3087,MONOMER
S3088,MONOMER
S3089,MONOMER
S3090,MONOMER
S3091,MONOMER
S3092,MONOMER
S3093,MONOMER
S3094,MONOMER
S3095,MONOMER
S3096,misc
S3097,MONOMER
S3098,MONOMER
S3099,MONOMER
S3101,MONOMER
S3102,MONOMER
S3103,MONOMER
S3104,MONOMER
S3106,MONOMER
S3107,MONOMER
S3108,MONOMER
S3109,MONOMER
S3110,MONOMER
S3111,MONOMER
S3112,MONOMER
S3113,MONOMER
S3114,MONOMER
S3115,MONOMER
S3116,MONOMER
S3117,MONOMER
S3118,MONOMER
S3120,MONOMER
S3121,MONOMER
S3122,MONOMER
S3124,MONOMER
S3125,MONOMER
S3126,MONOMER
S3127,MONOMER
S3128,MONOMER
S3129,MONOMER
S3130,MONOMER
S3131,MONOMER
S3132,MONOMER
S3133,MONOMER
S3134,MONOMER
S3135,MONOMER
S3136,MONOMER
S3137,MONOMER
S3138,MONOMER
S3139,MONOMER
S3140,MONOMER
S3141,MONOMER
S3142,MONOMER
S3143,MONOMER
S3144,MONOMER
S3145,MONOMER
S3146,MONOMER
S3147,MONOMER
S3148,MONOMER
S3149,MONOMER
S3150,MONOMER
S3151,MONOMER
S3152,MONOMER
S3153,MONOMER
S3154,MONOMER
S3155,MONOMER
S3156,MONOMER
S3157,MONOMER
S3158,MONOMER
S3159,MONOMER
S3160,MONOMER
S3161,MONOMER
S3162,MONOMER
S3163,MONOMER
S3164,MONOMER
S3165,MONOMER
S3166,MONOMER
S3167,tRNA
S3169,MONOMER
S3177,MONOMER
S3178,MONOMER
S3180,MONOMER
S3181,MONOMER
S3184,MONOMER
S3185,MONOMER
S3186,MONOMER
S3187,MONOMER
S3188,MONOMER
S3189,MONOMER
S3190,MONOMER
S3191,MONOMER
S3193,MONOMER
S3194,MONOMER
S3195,MONOMER
S3196,MONOMER
S3197,MONOMER
S3199,MONOMER
S3200,MONOMER
S3201,MONOMER
S3202,MONOMER
S3203,MONOMER
S3204,MONOMER
S3205,MONOMER
S3207,MONOMER
