TU_start	TU_end	Genes	Strand	Rho_independent	Stable_RNA
3271379	3272612	CLJU_c29650 CLJU_c29660	-1	f	f
3271976	3273928	CLJU_c29670	1	f	f
3272779	3276941	CLJU_c29680 CLJU_c29690 CLJU_c29700	-1	t	f
327396	328311	CLJU_c03180	1	f	f
3277323	3278706	CLJU_c29710	-1	t	f
3279122	3279317	CLJU_c29720	-1	t	f
3279122	3283072	CLJU_c29730	1	f	f
3283146	3283452	CLJU_c29740	1	t	f
3283146	3284117	CLJU_c29750	-1	t	f
3284208	3285432	CLJU_c29760	-1	f	f
3284208	3286043	CLJU_c29770	1	f	f
328432	331606	CLJU_c03190 CLJU_c03200 CLJU_c03210	1	f	f
3285581	3286665	CLJU_c29780	-1	f	f
3286764	3287328	CLJU_c29790	-1	f	f
3286764	3288017	CLJU_c29800	1	t	f
3287606	3288271	CLJU_c29810	-1	t	f
3288611	3288836	CLJU_c29820	-1	f	f
3288611	3289886	CLJU_c29830	1	f	f
3288986	3291964	CLJU_c29840	-1	f	f
3289969	3292728	CLJU_c29850	1	f	f
3292176	3294013	CLJU_c29860	-1	f	f
3294085	3295487	CLJU_c29870 CLJU_c29880	-1	f	f
3294971	3296791	CLJU_c29890	1	t	f
3295756	3302543	CLJU_c29900 CLJU_c29910 CLJU_c29920 CLJU_c29930 CLJU_c29940	-1	t	f
3302618	3310145	CLJU_c29950 CLJU_c29960 CLJU_c29970 CLJU_c29980 CLJU_c29990 CLJU_c30000	-1	f	f
3309017	3311400	CLJU_c30010	1	t	f
3310749	3312391	CLJU_c30020	-1	t	f
3311470	3313892	CLJU_c30030	1	f	f
3312722	3318389	CLJU_c30040 CLJU_c30050 CLJU_c30060	-1	f	f
3317312	3318750	CLJU_c30070	1	f	f
3319030	3321722	CLJU_c30080 CLJU_c30090 CLJU_c30100	1	f	f
3321161	3322577	CLJU_c30110	-1	f	f
3323030	3323999	CLJU_c30120	-1	f	f
3324386	3329290	CLJU_c30130 CLJU_c30140 CLJU_c30150 CLJU_c30160	-1	f	f
332927	336404	CLJU_c03240	1	f	f
3330011	3333971	CLJU_c30170 CLJU_c30180	-1	t	f
3334439	3335537	CLJU_c30190	-1	f	f
3334439	3336892	CLJU_c30200	1	f	f
3337151	3338432	CLJU_c30210	1	f	f
3337151	3345736	CLJU_c30220 CLJU_c30230 CLJU_c30240 CLJU_c30250 CLJU_c30260	-1	f	f
3343603	3348112	CLJU_c30270 CLJU_c30280	1	f	f
3347377	3348361	CLJU_c30290	-1	f	f
3348459	3349515	CLJU_c30300	-1	f	f
3349826	3351302	CLJU_c30310	-1	f	f
33506	34629	CLJU_c00370	1	f	f
3351578	3354953	CLJU_c30320	-1	f	f
3355096	3356097	CLJU_c30330 CLJU_c30340	-1	f	f
3356177	3356675	CLJU_c30350	-1	f	f
3356752	3357766	CLJU_c30360	-1	f	f
3356752	3358611	CLJU_c30370	1	f	f
3358673	3359692	CLJU_c30380 CLJU_c30390	1	f	f
3358957	3361023	CLJU_c30400	-1	t	f
3361164	3362026	CLJU_c30410 CLJU_c30420	-1	f	f
3362624	3364619	CLJU_c30430	-1	f	f
3365271	3366642	CLJU_c30440	-1	f	f
336619	339364	CLJU_c03250 CLJU_c03260	1	t	f
3366745	3367858	CLJU_c30450	-1	t	f
3367942	3369880	CLJU_c30460	-1	f	f
3369969	3372702	CLJU_c30470 CLJU_c30480 CLJU_c30490	-1	f	f
3372863	3374027	CLJU_c30500	-1	f	f
3374904	3375579	CLJU_c30510	-1	t	f
3374904	3376854	CLJU_c30520	1	t	f
3376999	3378370	CLJU_c30530	1	f	f
3376999	3379575	CLJU_c30540	-1	f	f
3379709	3382057	CLJU_c30550 CLJU_c30560	-1	f	f
3380341	3382586	CLJU_c30570	1	f	f
3382646	3382886	CLJU_c30580	1	f	f
3382646	3383801	CLJU_c30590	-1	f	f
3383045	3384871	CLJU_c30600	1	t	f
3384037	3386303	CLJU_c30610	-1	t	f
3385136	3389384	CLJU_c30620 CLJU_c30630 CLJU_c30640	1	f	f
3389522	3392267	CLJU_c30650 CLJU_c30660	1	f	f
3392583	3392868	CLJU_c30670	1	f	f
3393095	3394004	CLJU_c30680	1	t	f
3393095	3398483	CLJU_c30690	-1	f	f
3394133	3399437	CLJU_c30700	1	t	f
339635	341066	CLJU_c03270	1	f	f
3399778	3399973	CLJU_c30710	1	f	f
3399778	3400727	CLJU_c30720	-1	f	f
3400064	3401432	CLJU_c30730	1	f	f
3400844	3406019	CLJU_c30740 CLJU_c30750 CLJU_c30760	-1	f	f
3404843	3407853	CLJU_c30770	1	f	f
3406287	3408674	CLJU_c30780	-1	f	f
3408920	3409502	CLJU_c30790	-1	f	f
3408920	3410099	CLJU_c30800	1	f	f
3409892	3411015	CLJU_c30810	-1	f	f
3411295	3411523	CLJU_c30820	-1	f	f
3411295	3412360	CLJU_c30830	1	f	f
3412582	3412765	CLJU_c30840	1	f	f
3412582	3414347	CLJU_c30850	-1	f	f
3412919	3415324	CLJU_c30860	1	f	f
341365	341705	CLJU_c03280 CLJU_c03290	1	f	f
3414472	3416398	CLJU_c30870	-1	f	f
3415528	3417130	CLJU_c30880	1	f	f
3416602	3417566	CLJU_c30890	-1	f	f
3417802	3418264	CLJU_c30900	-1	f	f
3418392	3418527	CLJU_c30910	-1	f	f
3418392	3419642	CLJU_c30920	1	f	f
3419420	3420033	CLJU_c30930	-1	f	f
341960	350155	CLJU_c03300 CLJU_c03310 CLJU_c03320 CLJU_c03330	1	t	f
3419718	3421401	CLJU_c30940	1	f	f
3420834	3421895	CLJU_c30950	-1	f	f
3422263	3422458	CLJU_c30960	-1	f	f
3422263	3423953	CLJU_c30970	1	f	f
3422828	3424691	CLJU_c30980 CLJU_c30990	-1	t	f
3424535	3425599	CLJU_c31000	1	f	f
3425708	3426416	CLJU_c31010	1	f	f
34263	36351	CLJU_c00380 CLJU_c00390	-1	f	f
3426480	3427206	CLJU_c31020	1	f	f
3427320	3427809	CLJU_c31030	1	f	f
3427320	3429160	CLJU_c31040	-1	f	f
3427987	3429702	CLJU_c31050	1	f	f
3429504	3430826	CLJU_c31060	-1	f	f
3430990	3431455	CLJU_c31070	-1	f	f
3431565	3436116	CLJU_c31080 CLJU_c31090 CLJU_c31100 CLJU_c31110 CLJU_c31120 CLJU_c31130 CLJU_c31140	-1	f	f
3436494	3444628	CLJU_c31150 CLJU_c31160 CLJU_c31170 CLJU_c31180 CLJU_c31190 CLJU_c31200 CLJU_c31210 CLJU_c31220	-1	f	f
3444709	3445321	CLJU_c31230	-1	f	f
3445577	3455434	CLJU_c31240 CLJU_c31250 CLJU_c31260 CLJU_c31270 CLJU_c31280 CLJU_c31290 CLJU_c31300 CLJU_c31310 CLJU_c31320 CLJU_c31330 CLJU_c31340 CLJU_c31350 CLJU_c31360 CLJU_c31370 CLJU_c31380	-1	f	f
3455512	3456106	CLJU_c31390	-1	t	f
3456211	3457036	CLJU_c31400	-1	f	f
3457112	3458009	CLJU_c31410	-1	f	f
3457112	3458321	CLJU_c31420	1	f	f
3458111	3458657	CLJU_c31430 CLJU_c31440	-1	f	f
3458456	3459394	CLJU_c31450 CLJU_c31460	1	f	f
3458992	3461577	CLJU_c31470 CLJU_c31480	-1	f	f
3461795	3461996	CLJU_c31490	-1	f	f
3462610	3465307	CLJU_c31500 CLJU_c31510 CLJU_c31520	-1	t	f
3465402	3465939	CLJU_c31530	-1	f	f
3466186	3466330	CLJU_c31540	-1	f	f
3466186	3467159	CLJU_c31550 CLJU_c31560	1	f	f
3466817	3468304	CLJU_c31570	-1	f	f
3468553	3469604	CLJU_c31580 CLJU_c31590	-1	f	f
3469750	3476799	CLJU_c31600 CLJU_c31610 CLJU_c31620 CLJU_c31630 CLJU_c31640 CLJU_c31650 CLJU_c31660 CLJU_c31670 CLJU_c31680 CLJU_c31690 CLJU_c31700	-1	f	f
3476858	3477089	CLJU_c31710	-1	f	f
3476858	3478118	CLJU_c31720 CLJU_c31730	1	f	f
3478243	3479425	CLJU_c31740	1	t	f
3479511	3479586	CLJU_c31750	-1	f	t
3479800	3480364	CLJU_c31760	1	f	f
3480192	3481172	CLJU_c31770 CLJU_c31780	1	f	f
3481439	3482916	CLJU_c31790 CLJU_c31800	1	f	f
3482121	3483276	CLJU_c31810	-1	f	f
3483723	3484239	CLJU_c31820	-1	f	f
3484374	3487615	CLJU_c31830 CLJU_c31840 CLJU_c31850 CLJU_c31860	-1	f	f
3487673	3490134	CLJU_c31870 CLJU_c31880 CLJU_c31890	-1	f	f
3490292	3494360	CLJU_c31900 CLJU_c31910 CLJU_c31920 CLJU_c31930 CLJU_c31940	-1	f	f
3494450	3503605	CLJU_c31950 CLJU_c31960 CLJU_c31970 CLJU_c31980 CLJU_c31990 CLJU_c32000 CLJU_c32010 CLJU_c32020	-1	f	f
3504065	3505594	CLJU_c32030 CLJU_c32040	-1	t	f
350564	351053	CLJU_c03340	1	f	f
3505693	3507690	CLJU_c32050 CLJU_c32060	-1	f	f
3506241	3512268	CLJU_c32070 CLJU_c32080	1	t	f
3510108	3513465	CLJU_c32090	-1	f	f
351168	353391	CLJU_c03350 CLJU_c03360 CLJU_c03370 CLJU_c03380	1	t	f
3513988	3514810	CLJU_c32100	-1	f	f
3513988	3516193	CLJU_c32110	1	f	f
3516358	3517525	CLJU_c32120	1	f	f
3516358	3519402	CLJU_c32130 CLJU_c32140	-1	f	f
3519506	3521984	CLJU_c32150	-1	f	f
3519506	3522641	CLJU_c32160	1	f	f
3522717	3523437	CLJU_c32170	1	f	f
3522717	3524618	CLJU_c32180	-1	f	f
3524045	3525769	CLJU_c32190	1	t	f
3524788	3526117	CLJU_c32200	-1	f	f
3525889	3527265	CLJU_c32210	1	f	f
3526509	3527932	CLJU_c32220	-1	f	f
3527320	3529346	CLJU_c32230	1	f	f
3528095	3529952	CLJU_c32240	-1	t	f
3529391	3530691	CLJU_c32250	1	f	f
3530779	3531196	CLJU_c32260	1	f	f
3531255	3531768	CLJU_c32270	1	f	f
3532052	3532349	CLJU_c32280	1	f	f
3532052	3533898	CLJU_c32290	-1	f	f
3533601	3535071	CLJU_c32300	1	f	f
353468	355418	CLJU_c03390	1	f	f
3535193	3535478	CLJU_c32310	1	f	f
3535589	3536030	CLJU_c32320	1	f	f
3536114	3537354	CLJU_c32330 CLJU_c32340	1	f	f
3537845	3538178	CLJU_c32350	1	f	f
3538329	3538560	CLJU_c32360	1	f	f
3538643	3539070	CLJU_c32370 CLJU_c32380	1	f	f
3538902	3539481	CLJU_c32390	-1	t	f
3539175	3541074	CLJU_c32400	1	f	f
3540174	3542679	CLJU_c32410 CLJU_c32420	-1	f	f
3542139	3545832	CLJU_c32430 CLJU_c32440	1	f	f
3545082	3548598	CLJU_c32450 CLJU_c32460	-1	f	f
35487	40182	CLJU_c00400	1	f	f
3548828	3549947	CLJU_c32470	-1	f	f
3550072	3550633	CLJU_c32480	-1	f	f
3550072	3552639	CLJU_c32490 CLJU_c32500 CLJU_c32510 CLJU_c32520	1	f	f
3552771	3554475	CLJU_c32530	1	f	f
3554568	3555310	CLJU_c32540 CLJU_c32550	1	f	f
355533	359103	CLJU_c03400 CLJU_c03410 CLJU_c03420	1	f	f
3555393	3556625	CLJU_c32560 CLJU_c32570 CLJU_c32580	1	t	f
3557019	3558240	CLJU_c32590	1	f	f
3557019	3560034	CLJU_c32600	-1	f	f
3560668	3561643	CLJU_c32610	-1	f	f
3561743	3563285	CLJU_c32620	-1	f	f
3563399	3564638	CLJU_c32630	-1	f	f
3565881	3566501	CLJU_c32640 CLJU_c32650	-1	f	f
3566677	3571812	CLJU_c32660 CLJU_c32670 CLJU_c32680	-1	f	f
3571876	3575419	CLJU_c32690	-1	t	f
3575484	3579662	CLJU_c32700 CLJU_c32710	-1	f	f
3579742	3580351	CLJU_c32720	-1	f	f
3580565	3581477	CLJU_c32730	-1	t	f
3581899	3581986	CLJU_c32740	-1	f	t
3582089	3583121	CLJU_c32750	-1	f	f
3583220	3583862	CLJU_c32760	-1	f	f
3584004	3584370	CLJU_c32770	-1	t	f
3584475	3585267	CLJU_c32780	-1	f	f
3585423	3586866	CLJU_c32790	-1	f	f
3587259	3587842	CLJU_c32800 CLJU_c32810	-1	f	f
3588229	3588655	CLJU_c32820	-1	t	f
3588831	3589980	CLJU_c32830	-1	f	f
3590235	3594034	CLJU_c32840 CLJU_c32850 CLJU_c32860 CLJU_c32870	-1	t	f
359323	361591	CLJU_c03430 CLJU_c03440 CLJU_c03450 CLJU_c03460	1	t	f
3594236	3595880	CLJU_c32880	-1	t	f
3594236	3597830	CLJU_c32890	1	t	f
3596447	3600580	CLJU_c32900 CLJU_c32910 CLJU_c32920 CLJU_c32930	-1	t	f
3600773	3601358	CLJU_c32940	-1	t	f
3601523	3605360	CLJU_c32950 CLJU_c32960 CLJU_c32970 CLJU_c32980	-1	t	f
3604106	3606272	CLJU_c32990	1	f	f
3605537	3609110	CLJU_c33000 CLJU_c33010 CLJU_c33020	-1	f	f
3609321	3609735	CLJU_c33030	-1	t	f
3609321	3613711	CLJU_c33040 CLJU_c33050 CLJU_c33060 CLJU_c33070	1	f	f
3612466	3614900	CLJU_c33080 CLJU_c33090	-1	f	f
3615077	3616448	CLJU_c33100	-1	f	f
3615077	3617282	CLJU_c33110	1	t	f
361705	362083	CLJU_c03470	1	f	f
3617629	3618589	CLJU_c33120	1	f	f
3619076	3620542	CLJU_c33130 CLJU_c33140	1	f	f
3620876	3622589	CLJU_c33150	1	f	f
3620876	3626729	CLJU_c33160	-1	f	f
362359	363604	CLJU_c03480	1	f	f
3626844	3627909	CLJU_c33170	-1	t	f
3628282	3629773	CLJU_c33180	-1	t	f
3628282	3631435	CLJU_c33190	1	f	f
3630283	3632712	CLJU_c33200	-1	f	f
3632993	3633845	CLJU_c33210	-1	f	f
3633917	3634901	CLJU_c33220	-1	f	f
3633917	3635585	CLJU_c33230	1	f	f
3636035	3636239	CLJU_c33240	1	t	f
3636035	3637928	CLJU_c33250 CLJU_c33260	-1	t	f
363672	363984	CLJU_c03490	1	f	f
3637244	3639748	CLJU_c33270	1	f	f
3639873	3641181	CLJU_c33280	1	f	f
3639873	3642578	CLJU_c33290 CLJU_c33300	-1	f	f
3641705	3643936	CLJU_c33310 CLJU_c33320	1	f	f
364223	364940	CLJU_c03500	1	f	f
3644250	3646407	CLJU_c33330	1	f	f
3644250	3647593	CLJU_c33340 CLJU_c33350	-1	f	f
3646990	3648100	CLJU_c33360	1	f	f
3648251	3649064	CLJU_c33370	1	f	f
3648251	3650033	CLJU_c33380	-1	f	f
3650277	3650754	CLJU_c33390	-1	f	f
3650277	3652240	CLJU_c33400 CLJU_c33410 CLJU_c33420	1	f	f
365098	370840	CLJU_c03510 CLJU_c03520 CLJU_c03530 CLJU_c03540 CLJU_c03550 CLJU_c03560	1	f	f
3651667	3653483	CLJU_c33430	-1	f	f
3653788	3656403	CLJU_c33440 CLJU_c33450 CLJU_c33460 CLJU_c33470	-1	t	f
3655086	3658687	CLJU_c33480	1	t	f
3656683	3660446	CLJU_c33490	-1	t	f
3660700	3662011	CLJU_c33500	-1	f	f
3660700	3663007	CLJU_c33510	1	t	f
3662281	3665264	CLJU_c33520 CLJU_c33530	-1	t	f
3665991	3666479	CLJU_c33540 CLJU_c33550	-1	t	f
3666272	3668261	CLJU_c33560	1	f	f
3668325	3669363	CLJU_c33570	1	t	f
3669538	3669623	CLJU_c33580	-1	f	t
3669677	3670223	CLJU_c33590	-1	f	f
3670284	3673563	CLJU_c33600 CLJU_c33610	-1	f	f
3670932	3674539	CLJU_c33620	1	f	f
3673888	3675188	CLJU_c33630	-1	f	f
3675582	3676221	CLJU_c33640	-1	f	f
3675582	3677083	CLJU_c33650	1	f	f
3676414	3680355	CLJU_c33660 CLJU_c33670	-1	f	f
3680433	3681864	CLJU_c33680	-1	f	f
3682399	3685677	CLJU_c33690 CLJU_c33700 CLJU_c33710	-1	f	f
3685783	3686302	CLJU_c33720	-1	t	f
3686403	3687252	CLJU_c33730	-1	f	f
3687410	3689562	CLJU_c33740 CLJU_c33750	-1	t	f
3689704	3691072	CLJU_c33760	-1	f	f
3691157	3691295	CLJU_c33770	-1	t	f
3691393	3691762	CLJU_c33780	-1	f	f
3691822	3696035	CLJU_c33790 CLJU_c33800 CLJU_c33810 CLJU_c33820 CLJU_c33830	-1	f	f
3696223	3696826	CLJU_c33840	-1	f	f
3696886	3697711	CLJU_c33850	-1	f	f
3696886	3698822	CLJU_c33860	1	t	f
3698003	3700039	CLJU_c33870	-1	t	f
3700292	3700937	CLJU_c33880	-1	f	f
3701220	3702642	CLJU_c33890	-1	t	f
3702784	3703681	CLJU_c33900	-1	t	f
3703836	3705624	CLJU_c33910	-1	f	f
3703836	3706454	CLJU_c33920	1	t	f
3705932	3707183	CLJU_c33930	-1	f	f
3706505	3709652	CLJU_c33940	1	t	f
3707300	3711273	CLJU_c33950 CLJU_c33960 CLJU_c33970	-1	t	f
371005	372060	CLJU_c03570 CLJU_c03580 CLJU_c03590	1	f	f
3711710	3713474	CLJU_c33980	-1	f	f
3711710	3714495	CLJU_c33990	1	f	f
3714630	3715044	CLJU_c34000	1	f	f
3714630	3716478	CLJU_c34010 CLJU_c34020	-1	f	f
3716583	3720285	CLJU_c34030 CLJU_c34040 CLJU_c34050	-1	f	f
3720680	3723797	CLJU_c34060 CLJU_c34070 CLJU_c34080	-1	f	f
372127	374895	CLJU_c03600 CLJU_c03610 CLJU_c03620 CLJU_c03630 CLJU_c03640 CLJU_c03650	1	f	f
3723865	3726315	CLJU_c34090 CLJU_c34100	-1	f	f
3726396	3729184	CLJU_c34110 CLJU_c34120	-1	f	f
3729364	3736918	CLJU_c34130 CLJU_c34140 CLJU_c34150 CLJU_c34160 CLJU_c34170 CLJU_c34180	-1	f	f
3737157	3740944	CLJU_c34190 CLJU_c34200 CLJU_c34210	-1	t	f
3739216	3742669	CLJU_c34220	1	f	f
3742989	3744853	CLJU_c34230 CLJU_c34240	1	f	f
3743551	3746358	CLJU_c34250 CLJU_c34260	-1	f	f
3746779	3747208	CLJU_c34270	-1	f	f
3747331	3747613	CLJU_c34280	-1	f	f
3747670	3747859	CLJU_c34290	-1	f	f
3747972	3749196	CLJU_c34300	-1	f	f
3749646	3750216	CLJU_c34310	-1	t	f
3750640	3751996	CLJU_c34320 CLJU_c34330	-1	t	f
375096	378571	CLJU_c03660 CLJU_c03670	1	f	f
3752205	3753516	CLJU_c34340	-1	f	f
3752205	3754181	CLJU_c34350	1	f	f
3753710	3755427	CLJU_c34360	-1	t	f
3755567	3758407	CLJU_c34370 CLJU_c34380	-1	f	f
3758463	3760833	CLJU_c34390	-1	f	f
3760915	3761515	CLJU_c34400	-1	f	f
3761677	3764059	CLJU_c34410	-1	t	f
3764604	3765618	CLJU_c34420	-1	f	f
3765966	3766749	CLJU_c34430	-1	t	f
3766827	3767954	CLJU_c34440 CLJU_c34450 CLJU_c34460	-1	t	f
3768153	3770067	CLJU_c34470	-1	t	f
3770735	3771620	CLJU_c34480	-1	t	f
3771949	3772330	CLJU_c34490 CLJU_c34500 CLJU_c34510 CLJU_c34520	1	f	t
3772470	3773133	CLJU_c34530	-1	f	f
3772470	3774412	CLJU_c34540	1	t	f
3773260	3775269	CLJU_c34550	-1	f	f
3775407	3776289	CLJU_c34560	-1	f	f
3776345	3777338	CLJU_c34570	-1	f	f
3776345	3778223	CLJU_c34580	1	f	f
3778359	3780020	CLJU_c34590 CLJU_c34600	1	f	f
3780154	3780871	CLJU_c34610	1	f	f
3780154	3781711	CLJU_c34620	-1	t	f
3781788	3782286	CLJU_c34630	-1	f	f
3782450	3783203	CLJU_c34640	-1	f	f
3782450	3783921	CLJU_c34650	1	f	f
3783393	3784816	CLJU_c34660	-1	f	f
3783925	3785211	CLJU_c34670	1	f	f
3784959	3787120	CLJU_c34680	-1	f	f
378649	379477	CLJU_c03680	1	t	f
3787291	3789940	CLJU_c34690	-1	f	f
3790326	3790731	CLJU_c34700	-1	t	f
3790934	3791765	CLJU_c34710	-1	f	f
3791830	3793396	CLJU_c34720	-1	f	f
3791830	3794850	CLJU_c34730	1	f	f
3793743	3795876	CLJU_c34740	-1	f	f
379585	382568	CLJU_c03690 CLJU_c03700	1	f	f
3796502	3797438	CLJU_c34750	-1	f	f
3796502	3799427	CLJU_c34760 CLJU_c34770	1	t	f
3799685	3801005	CLJU_c34780	1	f	f
3801138	3802275	CLJU_c34790	1	f	f
3801138	3802592	CLJU_c34800	-1	f	f
3802776	3803016	CLJU_c34810	-1	f	f
3802776	3804305	CLJU_c34820 CLJU_c34830	1	f	f
3803555	3807951	CLJU_c34840 CLJU_c34850 CLJU_c34860	-1	t	f
3808028	3809021	CLJU_c34870	-1	t	f
3809497	3811275	CLJU_c34880 CLJU_c34890 CLJU_c34900	-1	f	f
3811519	3812897	CLJU_c34910 CLJU_c34920	-1	f	f
3813176	3814339	CLJU_c34930 CLJU_c34940	-1	f	f
3814480	3815287	CLJU_c34950	-1	f	f
3815443	3815683	CLJU_c34960	-1	t	f
3816089	3816260	CLJU_c34970	-1	f	f
3816089	3817233	CLJU_c34980	1	f	f
3816825	3818324	CLJU_c34990 CLJU_c35000	-1	f	f
3817781	3818992	CLJU_c35010	1	f	f
3818527	3819885	CLJU_c35020	-1	f	f
3819006	3821495	CLJU_c35030	1	f	f
3821594	3822068	CLJU_c35040	1	t	f
3822509	3823079	CLJU_c35050	1	f	f
3823023	3823854	CLJU_c35060	1	f	f
3823023	3825317	CLJU_c35070	-1	f	f
3825432	3825870	CLJU_c35080	-1	f	f
3825432	3826853	CLJU_c35090	1	f	f
3826061	3827196	CLJU_c35100	-1	f	f
382750	383677	CLJU_c03710	1	f	f
3827510	3827933	CLJU_c35110	-1	f	f
3828029	3828879	CLJU_c35120 CLJU_c35130	-1	f	f
3828549	3829828	CLJU_c35140	1	f	f
3829048	3830972	CLJU_c35150	-1	f	f
3831410	3837824	CLJU_c35160	-1	t	f
3831410	3840290	CLJU_c35170 CLJU_c35180	1	f	f
383802	385155	CLJU_c03720	1	f	f
3840469	3841868	CLJU_c35190 CLJU_c35200	1	f	f
3841948	3842665	CLJU_c35210	1	f	f
3841948	3843153	CLJU_c35220	-1	f	f
3843373	3845212	CLJU_c35230	-1	t	f
3845560	3846118	CLJU_c35240	-1	t	f
3845560	3846596	CLJU_c35250	1	f	f
3846353	3847521	CLJU_c35260	-1	f	f
3847627	3849512	CLJU_c35270 CLJU_c35280 CLJU_c35290	-1	f	f
3849778	3849943	CLJU_c35300	-1	t	f
3849778	3851648	CLJU_c35310	1	f	f
3850010	3851916	CLJU_c35320	-1	f	f
385219	386628	CLJU_c03730 CLJU_c03740 CLJU_c03750	1	f	f
3852294	3856590	CLJU_c35330	-1	f	f
3852294	3858609	CLJU_c35340 CLJU_c35350	1	f	f
3857805	3859388	CLJU_c35360 CLJU_c35370	-1	f	f
3859256	3859952	CLJU_c35380	1	f	f
3859592	3861182	CLJU_c35390	-1	t	f
3861252	3863387	CLJU_c35400 CLJU_c35410	-1	f	f
3862136	3865150	CLJU_c35420	1	f	f
3865382	3865952	CLJU_c35430	1	f	f
3865382	3866430	CLJU_c35440	-1	f	f
3866679	3867144	CLJU_c35450	-1	t	f
3866679	3868434	CLJU_c35460	1	f	f
3868534	3869179	CLJU_c35470	1	f	f
386893	390160	CLJU_c03760 CLJU_c03770	1	f	f
3869921	3870830	CLJU_c35480	1	f	f
3869921	3871065	CLJU_c35490	-1	f	f
3871146	3871341	CLJU_c35500	-1	f	f
3871634	3874700	CLJU_c35510 CLJU_c35520 CLJU_c35530 CLJU_c35540	-1	f	f
3874106	3875551	CLJU_c35550	1	t	f
3875128	3876838	CLJU_c35560	-1	f	f
3875611	3877891	CLJU_c35570	1	f	f
3876949	3878995	CLJU_c35580	-1	t	f
3878041	3879605	CLJU_c35590	1	t	f
3879230	3880397	CLJU_c35600	-1	f	f
3880474	3883404	CLJU_c35610 CLJU_c35620	-1	f	f
3883509	3885403	CLJU_c35630 CLJU_c35640	-1	t	f
3885547	3886840	CLJU_c35650	-1	t	f
3887146	3887932	CLJU_c35660	-1	f	f
3887993	3888773	CLJU_c35670	-1	t	f
3889205	3890679	CLJU_c35680 CLJU_c35690	-1	f	f
3890758	3891511	CLJU_c35700	-1	f	f
3891588	3893868	CLJU_c35710 CLJU_c35720 CLJU_c35730	-1	f	f
3894076	3894832	CLJU_c35740	-1	t	f
3894977	3896506	CLJU_c35750 CLJU_c35760	-1	f	f
3897038	3898301	CLJU_c35770	-1	f	f
3898550	3899306	CLJU_c35780	-1	f	f
3899465	3900359	CLJU_c35790	-1	f	f
3900441	3900606	CLJU_c35800	-1	f	f
3900769	3901075	CLJU_c35810	-1	f	f
3901161	3901257	CLJU_c35820	-1	f	f
3901491	3901854	CLJU_c35830	-1	f	f
3901927	3902191	CLJU_c35840	-1	f	f
3901927	3903681	CLJU_c35850	1	f	f
3903752	3904394	CLJU_c35860	1	f	f
3903752	3910218	CLJU_c35870 CLJU_c35880 CLJU_c35890 CLJU_c35900 CLJU_c35910	-1	f	f
390385	393348	CLJU_c03780 CLJU_c03790	1	f	f
3910309	3912835	CLJU_c35920 CLJU_c35930	-1	f	f
3913003	3914209	CLJU_c35940	-1	f	f
3913003	3918652	CLJU_c35950 CLJU_c35960 CLJU_c35970 CLJU_c35980	1	f	f
3917563	3918806	CLJU_c35990	-1	f	f
3919183	3921895	CLJU_c36000 CLJU_c36010 CLJU_c36020	-1	f	f
3923298	3924115	CLJU_c36030 CLJU_c36040	-1	f	f
3924261	3925449	CLJU_c36050	-1	f	f
3924261	3926797	CLJU_c36060	1	f	f
3925849	3927049	CLJU_c36070	-1	f	f
3927111	3927759	CLJU_c36080	-1	f	f
3927111	3928310	CLJU_c36090	1	t	f
3927899	3929632	CLJU_c36100	-1	t	f
3929913	3930885	CLJU_c36110	-1	f	f
3931102	3931291	CLJU_c36120	-1	f	f
3931102	3931912	CLJU_c36130	1	f	f
3932128	3932542	CLJU_c36140	1	f	f
3932645	3933557	CLJU_c36150	1	f	f
3932645	3934710	CLJU_c36160 CLJU_c36170	-1	f	f
3934137	3936790	CLJU_c36180	1	f	f
3935080	3937803	CLJU_c36190	-1	t	f
393633	394959	CLJU_c03800	1	f	f
393633	396978	CLJU_c03810	-1	f	f
3936948	3939825	CLJU_c36200	1	f	f
3938112	3940508	CLJU_c36210	-1	t	f
3939908	3941001	CLJU_c36220	1	f	f
3941307	3944604	CLJU_c36230 CLJU_c36240 CLJU_c36250	1	f	f
3943566	3945344	CLJU_c36260	-1	f	f
3945443	3945627	CLJU_c36270 CLJU_c36280	-1	f	f
3945719	3947069	CLJU_c36290	-1	f	f
3947684	3949256	CLJU_c36300	-1	f	f
3950108	3950975	CLJU_c36310	-1	f	f
3951118	3952258	CLJU_c36320	-1	f	f
395190	401647	CLJU_c03820 CLJU_c03830 CLJU_c03840 CLJU_c03850	1	f	f
3953852	3955236	CLJU_c36330 CLJU_c36340	-1	f	f
3955993	3957523	CLJU_c36350	-1	f	f
3955993	3958620	CLJU_c36360	1	f	f
3959302	3959482	CLJU_c36370	1	f	f
3959302	3961532	CLJU_c36380	-1	f	f
3961599	3962169	CLJU_c36390	-1	f	f
3962578	3963499	CLJU_c36400	-1	f	f
3964259	3965348	CLJU_c36410	-1	f	f
3966103	3966370	CLJU_c36420	-1	t	f
3967649	3968111	CLJU_c36430	-1	t	f
3968254	3968923	CLJU_c36440	-1	f	f
3969023	3970523	CLJU_c36450	-1	t	f
3970843	3972805	CLJU_c36460	-1	f	f
3972997	3973618	CLJU_c36470	-1	f	f
3973787	3974192	CLJU_c36480	-1	f	f
3974324	3976175	CLJU_c36490 CLJU_c36500	-1	f	f
