TU_start	TU_end	Genes	Strand	Rho_independent	Stable_RNA
175809	177714	CLJU_c01780 CLJU_c01790	1	f	f
1758774	1762723	CLJU_c16180	-1	f	f
1759876	1764941	CLJU_c16190 CLJU_c16200	1	f	f
1765156	1767004	CLJU_c16210 CLJU_c16220 CLJU_c16230	1	f	f
1767225	1768518	CLJU_c16240	1	f	f
1768688	1770548	CLJU_c16250 CLJU_c16260	1	f	f
1769156	1771085	CLJU_c16270	-1	f	f
1771438	1771909	CLJU_c16280	-1	f	f
1771970	1773006	CLJU_c16290 CLJU_c16300	-1	f	f
1773208	1773391	CLJU_c16310	-1	f	f
1773208	1773888	CLJU_c16320	1	f	f
1774157	1774403	CLJU_c16330	1	f	f
1774472	1775816	CLJU_c16340	1	f	f
1774472	1778774	CLJU_c16350 CLJU_c16360 CLJU_c16370	-1	t	f
1778886	1779996	CLJU_c16380 CLJU_c16390	-1	f	f
177903	178752	CLJU_c01800	1	f	f
1779267	1780553	CLJU_c16400	1	t	f
1780672	1781749	CLJU_c16410	1	f	f
1781831	1784125	CLJU_c16420 CLJU_c16430	1	t	f
1783351	1789827	CLJU_c16440 CLJU_c16450 CLJU_c16460 CLJU_c16470 CLJU_c16480 CLJU_c16490	-1	f	f
178815	179664	CLJU_c01810	1	f	f
1790044	1790605	CLJU_c16500	-1	f	f
1790044	1793881	CLJU_c16510	1	t	f
1794032	1796666	CLJU_c16520	1	t	f
1796823	1799037	CLJU_c16530	1	f	f
179770	179959	CLJU_c01820	1	f	f
179770	180246	CLJU_c01830	-1	t	f
1799154	1800548	CLJU_c16540 CLJU_c16550	1	t	f
1800113	1801594	CLJU_c16560	-1	f	f
180060	183558	CLJU_c01840 CLJU_c01850 CLJU_c01860	1	f	f
1800940	1802529	CLJU_c16570	1	f	f
1801776	1802767	CLJU_c16580	-1	t	f
1802530	1803790	CLJU_c16590 CLJU_c16600	1	f	f
1804224	1804899	CLJU_c16610	1	f	f
1805102	1805759	CLJU_c16620 CLJU_c16630	1	f	f
1805862	1807643	CLJU_c16640 CLJU_c16650	1	f	f
1807724	1811075	CLJU_c16660	1	f	f
1811550	1812892	CLJU_c16670 CLJU_c16680 CLJU_c16690 CLJU_c16700	1	f	f
1812975	1813542	CLJU_c16710	1	f	f
1813619	1814450	CLJU_c16720	1	f	f
1814629	1815150	CLJU_c16730 CLJU_c16740	1	f	f
1815492	1816305	CLJU_c16750	1	f	f
1816377	1817618	CLJU_c16760 CLJU_c16770	1	f	f
1818096	1819624	CLJU_c16780 CLJU_c16790	1	f	f
1819758	1821147	CLJU_c16800	1	t	f
1821229	1829566	CLJU_c16810	1	f	f
1829637	1832965	CLJU_c16820 CLJU_c16830 CLJU_c16840	1	f	f
183192	184666	CLJU_c01870	-1	f	f
1833908	1834535	CLJU_c16850	1	f	f
1834610	1835216	CLJU_c16860	1	f	f
1835302	1836332	CLJU_c16870 CLJU_c16880	1	t	f
1836394	1838163	CLJU_c16890 CLJU_c16900	1	f	f
1838281	1839569	CLJU_c16910 CLJU_c16920	1	t	f
184033	186631	CLJU_c01880	1	t	f
1840624	1840975	CLJU_c16940	1	t	f
1841204	1842437	CLJU_c16950 CLJU_c16960 CLJU_c16970	1	f	f
1841771	1843007	CLJU_c16980	-1	f	f
1842515	1843825	CLJU_c16990	1	t	f
1844797	1846177	CLJU_c17000	1	f	f
1846582	1847116	CLJU_c17010	1	f	f
1846582	1848295	CLJU_c17020	-1	f	f
1847185	1849598	CLJU_c17030 CLJU_c17040	1	f	f
1849442	1850383	CLJU_c17050	-1	f	f
1849690	1850985	CLJU_c17060	1	f	f
1850637	1852073	CLJU_c17070	-1	f	f
1852588	1853554	CLJU_c17080	-1	f	f
1852588	1854404	CLJU_c17090	1	f	f
1853939	1855629	CLJU_c17100	-1	f	f
1854543	1861954	CLJU_c17110 CLJU_c17120 CLJU_c17130 CLJU_c17140 CLJU_c17150 CLJU_c17160	1	f	f
18575	20333	CLJU_c00150 CLJU_c00160	1	f	f
1862335	1864717	CLJU_c17170 CLJU_c17180 CLJU_c17190	1	f	f
1864960	1869420	CLJU_c17200 CLJU_c17210 CLJU_c17220 CLJU_c17230 CLJU_c17240	1	f	f
1869500	1870592	CLJU_c17250	1	f	f
1869500	1871276	CLJU_c17260	-1	f	f
187049	190157	CLJU_c01890	1	t	f
1870673	1873720	CLJU_c17270 CLJU_c17280	1	f	f
1874072	1874633	CLJU_c17290	1	f	f
1874778	1875240	CLJU_c17300	1	f	f
1875362	1877208	CLJU_c17310 CLJU_c17320	1	f	f
1877299	1880607	CLJU_c17330 CLJU_c17340	1	f	f
1880926	1883536	CLJU_c17350 CLJU_c17360	1	f	f
1883769	1889753	CLJU_c17370 CLJU_c17380	1	t	f
1890261	1891653	CLJU_c17390	1	t	f
1891741	1892221	CLJU_c17400	1	f	f
1892383	1892998	CLJU_c17410	1	t	f
1893551	1894621	CLJU_c17420 CLJU_c17430	1	f	f
1894750	1895206	CLJU_c17440	1	f	f
1895321	1896815	CLJU_c17450	1	f	f
1895321	1897757	CLJU_c17460	-1	f	f
1896851	1898778	CLJU_c17470	1	t	f
1899108	1900665	CLJU_c17480 CLJU_c17490	1	f	f
1899699	1901685	CLJU_c17500	-1	f	f
1900863	1903203	CLJU_c17510	1	f	f
1902030	1903870	CLJU_c17520	-1	f	f
190313	191312	CLJU_c01900	1	f	f
1903984	1904710	CLJU_c17530	-1	f	f
1904774	1905482	CLJU_c17540	-1	f	f
1905591	1905912	CLJU_c17550	-1	f	f
1906475	1907327	CLJU_c17560	-1	f	f
1906475	1908574	CLJU_c17570 CLJU_c17580	1	f	f
1908676	1909261	CLJU_c17590	1	f	f
1909386	1909836	CLJU_c17600	1	t	f
1909973	1910373	CLJU_c17610 CLJU_c17620	1	f	f
1910519	1912857	CLJU_c17630 CLJU_c17640 CLJU_c17650	1	f	f
1913074	1913521	CLJU_c17660	1	f	f
1913577	1914264	CLJU_c17670	1	f	f
191419	192028	CLJU_c01910	1	t	f
1914324	1914942	CLJU_c17680	1	f	f
1914324	1916317	CLJU_c17690	-1	f	f
1915387	1917344	CLJU_c17700	1	f	f
1917883	1919473	CLJU_c17710	1	t	f
1917883	1920610	CLJU_c17720	-1	t	f
1919746	1921393	CLJU_c17730	1	f	f
1920976	1922756	CLJU_c17740	-1	f	f
192248	196334	CLJU_c01920	1	t	f
1923065	1924238	CLJU_c17750	-1	f	f
1924429	1924786	CLJU_c17760	-1	f	f
1924429	1925859	CLJU_c17770	1	f	f
1925962	1926610	CLJU_c17780	1	t	f
1925962	1927107	CLJU_c17790	-1	t	f
1926828	1927676	CLJU_c17800	1	f	f
1927415	1928707	CLJU_c17810	-1	f	f
1928925	1929768	CLJU_c17820	-1	t	f
1928925	1931965	CLJU_c17830	1	f	f
1929967	1932571	CLJU_c17840	-1	f	f
1932088	1934091	CLJU_c17850	1	f	f
1932666	1935088	CLJU_c17860	-1	f	f
1934299	1935867	CLJU_c17870	1	f	f
1935939	1936641	CLJU_c17880	1	f	f
1935939	1937577	CLJU_c17890	-1	f	f
1936698	1939535	CLJU_c17900	1	f	f
1939705	1941637	CLJU_c17910	1	t	f
1939705	1942948	CLJU_c17920 CLJU_c17930	-1	t	f
1942570	1945684	CLJU_c17940 CLJU_c17950	1	f	f
1945931	1948235	CLJU_c17960	1	f	f
1945931	1949110	CLJU_c17970	-1	t	f
1948270	1950319	CLJU_c17980	1	f	f
1950452	1951058	CLJU_c17990	1	t	f
1950452	1951751	CLJU_c18000	-1	f	f
1951220	1952250	CLJU_c18010	1	f	f
1951887	1953610	CLJU_c18020	-1	f	f
1952458	1956101	CLJU_c18030	1	f	f
1956334	1957855	CLJU_c18040	1	f	f
1956334	1958858	CLJU_c18050	-1	f	f
1957976	1959965	CLJU_c18060	1	t	f
1960371	1961055	CLJU_c18070	1	f	f
1961201	1964204	CLJU_c18080 CLJU_c18090 CLJU_c18100	1	f	f
1964276	1965212	CLJU_c18110	1	f	f
196471	197539	CLJU_c01930	1	f	f
196471	198499	CLJU_c01940 CLJU_c01950	-1	f	f
1965306	1965705	CLJU_c18120	1	f	f
1965848	1966493	CLJU_c18130	1	f	f
1966858	1970565	CLJU_c18140 CLJU_c18150 CLJU_c18160	1	f	f
1970874	1971039	CLJU_c18170	1	f	f
1971218	1971995	CLJU_c18180	1	f	f
1971218	1972403	CLJU_c18190	-1	f	f
1972615	1973458	CLJU_c18200	-1	f	f
1973560	1973989	CLJU_c18210	-1	f	f
1973560	1975778	CLJU_c18220 CLJU_c18230	1	t	f
1975968	1977291	CLJU_c18240	1	f	f
1977347	1981335	CLJU_c18250 CLJU_c18270 CLJU_c18280	1	f	f
197884	199890	CLJU_c01960	1	f	f
1981524	1982703	CLJU_c18290	1	f	f
1982841	1983321	CLJU_c18300	1	t	f
1983744	1987909	CLJU_c18310 CLJU_c18320 CLJU_c18330 CLJU_c18340	1	f	f
1988131	1990904	CLJU_c18350 CLJU_c18360 CLJU_c18370	1	f	f
1991045	1991522	CLJU_c18380	1	f	f
1991719	1992942	CLJU_c18390 CLJU_c18400 CLJU_c18410	1	f	f
1993015	1996029	CLJU_c18420 CLJU_c18430	1	f	f
1995462	1999762	CLJU_c18440 CLJU_c18450 CLJU_c18460	-1	f	f
1999944	2001111	CLJU_c18470	-1	t	f
2001342	2001982	CLJU_c18480 CLJU_c18490	-1	t	f
2001766	2003412	CLJU_c18500	1	f	f
200221	201604	CLJU_c01970	1	t	f
2002263	2004619	CLJU_c18510	-1	f	f
2004751	2006374	CLJU_c18520	-1	f	f
2004751	2006716	CLJU_c18530	1	f	f
2006798	2008180	CLJU_c18540 CLJU_c18550 CLJU_c18560	1	f	f
2007457	2009556	CLJU_c18570 CLJU_c18580	-1	f	f
2008569	2010566	CLJU_c18590	1	f	f
2011029	2012484	CLJU_c18600	1	f	f
2012758	2014627	CLJU_c18610	1	f	f
2012758	2015484	CLJU_c18620	-1	f	f
2015671	2016073	CLJU_c18630	-1	f	f
2016241	2018269	CLJU_c18640	-1	f	f
2016241	2018689	CLJU_c18650	1	f	f
201743	203009	CLJU_c01980	1	t	f
201743	204276	CLJU_c01990	-1	t	f
2018769	2020245	CLJU_c18660	1	f	f
2020720	2022787	CLJU_c18670	1	f	f
2020720	2024976	CLJU_c18680	-1	f	f
2023356	2026503	CLJU_c18690	1	f	f
2026660	2027635	CLJU_c18700	1	f	f
2027703	2028980	CLJU_c18710 CLJU_c18720	1	f	f
2029080	2029722	CLJU_c18730	1	f	f
2029840	2031424	CLJU_c18740	1	f	f
2029840	2031953	CLJU_c18750	-1	f	f
2031449	2034630	CLJU_c18760	1	f	f
203157	207552	CLJU_c02000 CLJU_c02010 CLJU_c02020 CLJU_c02030	1	f	f
2032725	2035395	CLJU_c18770	-1	t	f
2035570	2036353	CLJU_c18780	-1	f	f
2035570	2037939	CLJU_c18790	1	f	f
2036478	2039082	CLJU_c18800	-1	f	f
2038263	2040109	CLJU_c18810	1	f	f
2040211	2041075	CLJU_c18820	1	f	f
2041403	2042009	CLJU_c18830	1	f	f
2041403	2042739	CLJU_c18840	-1	t	f
2042607	2044475	CLJU_c18850 CLJU_c18860	1	f	f
2044010	2045301	CLJU_c18870	-1	f	f
2044572	2047687	CLJU_c18880	1	f	f
2047936	2052499	CLJU_c18890 CLJU_c18900 CLJU_c18910	1	t	f
2052638	2054981	CLJU_c18920 CLJU_c18930	1	f	f
2055091	2056399	CLJU_c18940	1	f	f
2055091	2059118	CLJU_c18950	-1	f	f
2056715	2059932	CLJU_c18960	1	f	f
2059407	2061987	CLJU_c18970	-1	f	f
2060517	2064237	CLJU_c18980	1	f	f
2062290	2065447	CLJU_c18990	-1	f	f
2064373	2066278	CLJU_c19000 CLJU_c19010	1	f	f
206529	208783	CLJU_c02040	-1	t	f
2066541	2068161	CLJU_c19020	1	f	f
2068309	2069917	CLJU_c19030	1	f	f
2069995	2070655	CLJU_c19040	1	f	f
20706	21987	CLJU_c00170	1	t	f
2071072	2072860	CLJU_c19050	1	t	f
2071072	2073327	CLJU_c19060	-1	f	f
2073039	2075749	CLJU_c19070	1	f	f
2076280	2077234	CLJU_c19080	1	f	f
207658	209898	CLJU_c02050	1	f	f
2077353	2082866	CLJU_c19090 CLJU_c19100 CLJU_c19110 CLJU_c19120 CLJU_c19130	1	f	f
2081072	2083592	CLJU_c19140	-1	f	f
2082983	2084567	CLJU_c19150	1	f	f
2083721	2084895	CLJU_c19160	-1	f	f
2085279	2085426	CLJU_c19170	-1	f	f
2085524	2085695	CLJU_c19180	-1	f	f
2085524	2086520	CLJU_c19190	1	f	f
2086627	2087374	CLJU_c19200	1	f	f
2086627	2088376	CLJU_c19210	-1	f	f
2087668	2091330	CLJU_c19220 CLJU_c19230	1	f	f
2091489	2091879	CLJU_c19240	1	t	f
2092449	2092656	CLJU_c19250	1	t	f
2092449	2093621	CLJU_c19260 CLJU_c19270	-1	t	f
2093159	2098662	CLJU_c19280 CLJU_c19290 CLJU_c19300	1	t	f
2098867	2101629	CLJU_c19310 CLJU_c19320	1	f	f
2100123	2102365	CLJU_c19330	-1	f	f
210030	210900	CLJU_c02060	1	f	f
2101693	2103753	CLJU_c19340	1	f	f
2104002	2105248	CLJU_c19350 CLJU_c19360	1	t	f
2105364	2106312	CLJU_c19370	1	f	f
2105364	2106961	CLJU_c19380 CLJU_c19390	-1	f	f
2106568	2108713	CLJU_c19400 CLJU_c19410	1	f	f
2108779	2111421	CLJU_c19420 CLJU_c19430 CLJU_c19440	1	f	f
211105	211345	CLJU_c02070	1	t	f
2111707	2113847	CLJU_c19450 CLJU_c19460	1	f	f
2113930	2115295	CLJU_c19470	1	f	f
2113930	2116252	CLJU_c19480	-1	f	f
2116312	2116834	CLJU_c19490	-1	f	f
2116312	2117512	CLJU_c19500	1	f	f
2117314	2118413	CLJU_c19510	-1	f	f
211739	213293	CLJU_c02080	1	t	f
2117591	2120931	CLJU_c19520 CLJU_c19530 CLJU_c19540 CLJU_c19550 CLJU_c19560	1	f	f
2121177	2121663	CLJU_c19570	1	f	f
2121865	2122063	CLJU_c19580	1	t	f
2121865	2124842	CLJU_c19590 CLJU_c19600	-1	f	f
2124945	2125875	CLJU_c19610	-1	f	f
2124945	2126405	CLJU_c19620	1	f	f
2126075	2128558	CLJU_c19630 CLJU_c19640	-1	f	f
2127877	2130616	CLJU_c19650 CLJU_c19660	1	f	f
2130753	2132818	CLJU_c19670 CLJU_c19680	1	f	f
2131807	2133993	CLJU_c19690	-1	f	f
2132820	2134656	CLJU_c19700	1	f	f
2134131	2136271	CLJU_c19710 CLJU_c19720	-1	f	f
2136512	2137592	CLJU_c19730	-1	t	f
2136512	2139220	CLJU_c19740	1	f	f
213691	214498	CLJU_c02090	1	f	f
2139303	2142480	CLJU_c19750 CLJU_c19760	1	t	f
2142893	2144768	CLJU_c19770	1	t	f
2142893	2146526	CLJU_c19780	-1	f	f
2145281	2147615	CLJU_c19790	1	f	f
2147731	2148601	CLJU_c19800	1	f	f
214807	217432	CLJU_c02100	1	t	f
2148806	2152880	CLJU_c19810 CLJU_c19820 CLJU_c19830 CLJU_c19840 CLJU_c19850	1	t	f
2152412	2154561	CLJU_c19860	-1	f	f
2154942	2156211	CLJU_c19870	-1	t	f
2154942	2157196	CLJU_c19880	1	f	f
2157431	2158001	CLJU_c19890	1	f	f
2158094	2158880	CLJU_c19900	1	t	f
2159033	2159600	CLJU_c19910	1	f	f
2159033	2160527	CLJU_c19920	-1	f	f
2160080	2161692	CLJU_c19930	1	f	f
2161979	2162837	CLJU_c19940	1	f	f
2163061	2163949	CLJU_c19950	1	f	f
2164302	2164962	CLJU_c19960	1	f	f
2165187	2168089	CLJU_c19970 CLJU_c19980	1	t	f
2168347	2169214	CLJU_c19990	1	f	f
2168347	2170133	CLJU_c20000	-1	f	f
2170334	2170892	CLJU_c20010	-1	f	f
2170982	2171177	CLJU_c20020	-1	f	f
2171318	2174010	CLJU_c20030 CLJU_c20040	-1	t	f
2171904	2175565	CLJU_c20050 CLJU_c20060	1	f	f
217536	218379	CLJU_c02110	1	f	f
2175850	2176666	CLJU_c20070	1	f	f
2176723	2177761	CLJU_c20080	1	f	f
2177887	2178976	CLJU_c20090	1	t	f
2179098	2179362	CLJU_c20100	1	f	f
2179644	2181468	CLJU_c20110	1	f	f
2181650	2182991	CLJU_c20120	1	f	f
2183155	2185054	CLJU_c20130	1	f	f
2185575	2190997	CLJU_c20140 CLJU_c20150 CLJU_c20160 CLJU_c20170 CLJU_c20180	1	t	f
218770	220436	CLJU_c02120 CLJU_c02130	1	f	f
2191122	2192576	CLJU_c20190 CLJU_c20200	1	f	f
2192714	2194538	CLJU_c20210	1	f	f
2194630	2195544	CLJU_c20220 CLJU_c20230	1	f	f
2195719	2197660	CLJU_c20240	1	t	f
2198029	2198476	CLJU_c20250	1	f	f
2198549	2199413	CLJU_c20260	1	f	f
2199540	2200437	CLJU_c20270	1	f	f
2200596	2203242	CLJU_c20280	1	f	f
2203436	2204783	CLJU_c20290	1	f	f
2203436	2206118	CLJU_c20300	-1	t	f
2204813	2211141	CLJU_c20310 CLJU_c20320	1	t	f
220510	222769	CLJU_c02140	1	f	f
2211572	2214809	CLJU_c20330 CLJU_c20340 CLJU_c20350	1	f	f
2214921	2215839	CLJU_c20360	1	t	f
2216006	2217923	CLJU_c20370	1	t	f
2218189	2219128	CLJU_c20380	1	f	f
2220564	2221578	CLJU_c20390	1	f	f
2221956	2222970	CLJU_c20400	1	f	f
2223525	2228085	CLJU_c20410 CLJU_c20420 CLJU_c20430	1	f	f
22244	22695	CLJU_c00180 CLJU_c00190 CLJU_c00200	1	f	t
2228334	2228601	CLJU_c20440	1	f	f
2228334	2230643	CLJU_c20450	-1	t	f
222853	223498	CLJU_c02150	1	f	f
222853	224853	CLJU_c02160	-1	f	f
2228681	2232071	CLJU_c20460	1	t	f
2232838	2234197	CLJU_c20470	1	f	f
2234263	2237801	CLJU_c20480 CLJU_c20490 CLJU_c20500 CLJU_c20510 CLJU_c20520	1	t	f
223614	226720	CLJU_c02170	1	f	f
2237309	2239327	CLJU_c20530	-1	t	f
2237854	2240170	CLJU_c20540	1	f	f
2240670	2242038	CLJU_c20550	1	f	f
2242306	2244044	CLJU_c20560 CLJU_c20570	1	f	f
2244288	2245431	CLJU_c20580	1	t	f
2244288	2247410	CLJU_c20590	-1	t	f
2247895	2249550	CLJU_c20600 CLJU_c20610	-1	t	f
2248800	2254959	CLJU_c20620 CLJU_c20630 CLJU_c20640 CLJU_c20650 CLJU_c20660 CLJU_c20670 CLJU_c20680	1	f	f
2255055	2255853	CLJU_c20690	1	f	f
2256063	2257804	CLJU_c20700 CLJU_c20710	1	t	f
2256691	2261308	CLJU_c20720 CLJU_c20730	-1	t	f
2259754	2263024	CLJU_c20740 CLJU_c20750	1	f	f
2263161	2263674	CLJU_c20760	1	t	f
2263161	2265974	CLJU_c20770 CLJU_c20780	-1	t	f
2264669	2267596	CLJU_c20790	1	t	f
2266279	2269566	CLJU_c20800	-1	t	f
2267709	2270721	CLJU_c20810	1	f	f
226946	227363	CLJU_c02180	1	f	f
2270851	2271241	CLJU_c20820	1	f	f
2270851	2271726	CLJU_c20830	-1	f	f
2271330	2272782	CLJU_c20840	1	f	f
2272875	2274291	CLJU_c20850	1	f	f
2274370	2275964	CLJU_c20860 CLJU_c20870	1	f	f
227449	227755	CLJU_c02190	1	t	f
2276303	2278334	CLJU_c20880	1	f	f
2278515	2280090	CLJU_c20890 CLJU_c20900 CLJU_c20910	1	f	f
22790	23966	CLJU_c00210	-1	f	f
228015	229620	CLJU_c02200	1	f	f
2281105	2281686	CLJU_c20940 CLJU_c20950	1	t	f
2281925	2282714	CLJU_c20960	1	f	f
2282799	2283012	CLJU_c20970	1	f	f
2282799	2286023	CLJU_c20980 CLJU_c20990 CLJU_c21000	-1	t	f
2285087	2287853	CLJU_c21010	1	f	f
2286866	2288318	CLJU_c21020	-1	t	f
2287898	2290320	CLJU_c21030 CLJU_c21040	1	f	f
2289105	2290829	CLJU_c21050	-1	f	f
2291000	2294212	CLJU_c21060 CLJU_c21070 CLJU_c21080 CLJU_c21090	-1	f	f
2293849	2295810	CLJU_c21100	1	t	f
2296004	2297072	CLJU_c21110	1	f	f
2296004	2298518	CLJU_c21120	-1	f	f
2297180	2299877	CLJU_c21130	1	f	f
229830	230175	CLJU_c02210	1	f	f
2300539	2301880	CLJU_c21140	1	t	f
2300539	2302463	CLJU_c21150	-1	t	f
2302779	2303712	CLJU_c21160	-1	f	f
230356	231811	CLJU_c02220	1	t	f
230356	232088	CLJU_c02230	-1	t	f
2303791	2304028	CLJU_c21170	-1	f	f
2304268	2304727	CLJU_c21180	-1	t	f
2304956	2306978	CLJU_c21190	-1	f	f
2307198	2308476	CLJU_c21200	-1	t	f
2308554	2315685	CLJU_c21210 CLJU_c21220 CLJU_c21230 CLJU_c21240 CLJU_c21250	-1	t	f
2315838	2316276	CLJU_c21260	-1	t	f
2315838	2318120	CLJU_c21270 CLJU_c21280	1	f	f
2318180	2319377	CLJU_c21290	1	f	f
2318180	2320289	CLJU_c21300	-1	t	f
231875	234166	CLJU_c02240 CLJU_c02250	1	f	f
2320387	2320768	CLJU_c21310	-1	f	f
2320988	2323587	CLJU_c21320 CLJU_c21330	-1	f	f
2323716	2324943	CLJU_c21340	-1	f	f
2325029	2325905	CLJU_c21350	-1	f	f
2326077	2326767	CLJU_c21360	-1	f	f
2326929	2328330	CLJU_c21370	-1	t	f
2326929	2329158	CLJU_c21380	1	f	f
2328576	2330107	CLJU_c21390	-1	f	f
2329273	2331109	CLJU_c21400	1	f	f
2330353	2331786	CLJU_c21410	-1	f	f
2331183	2333048	CLJU_c21420	1	t	f
2332028	2335078	CLJU_c21430	-1	t	f
2335235	2335874	CLJU_c21440	-1	t	f
2336081	2337485	CLJU_c21450	-1	f	f
2337870	2339394	CLJU_c21460	-1	f	f
2339465	2340719	CLJU_c21470	-1	f	f
2340936	2342964	CLJU_c21480	-1	f	f
2340936	2346332	CLJU_c21490	1	f	f
234226	235300	CLJU_c02260	1	f	f
2343299	2347302	CLJU_c21500	-1	f	f
2347542	2350840	CLJU_c21510 CLJU_c21520 CLJU_c21530	-1	t	f
2350943	2351978	CLJU_c21540	-1	f	f
2352223	2355466	CLJU_c21550	-1	f	f
235364	235991	CLJU_c02270	1	f	f
2355736	2356291	CLJU_c21560	-1	f	f
2356526	2359175	CLJU_c21570 CLJU_c21580	-1	f	f
2359375	2363032	CLJU_c21590 CLJU_c21600 CLJU_c21610	-1	f	f
236059	236782	CLJU_c02280	1	f	f
2363327	2365502	CLJU_c21620 CLJU_c21630 CLJU_c21640	-1	t	f
2364776	2367896	CLJU_c21650 CLJU_c21660 CLJU_c21670	1	f	f
2367734	2368282	CLJU_c21680	-1	t	f
2368369	2369167	CLJU_c21690	-1	f	f
236894	238458	CLJU_c02290 CLJU_c02300	1	f	f
2369238	2370933	CLJU_c21700	-1	f	f
2370998	2371985	CLJU_c21710	-1	f	f
2372328	2377650	CLJU_c21720 CLJU_c21730 CLJU_c21740 CLJU_c21750 CLJU_c21760	-1	t	f
2377897	2379782	CLJU_c21770 CLJU_c21780	-1	t	f
2379296	2380258	CLJU_c21790	1	f	f
2379979	2381553	CLJU_c21800	-1	f	f
2382111	2383575	CLJU_c21810	-1	t	f
2383986	2386275	CLJU_c21820 CLJU_c21830	-1	t	f
238559	239009	CLJU_c02310	1	f	f
2386479	2386842	CLJU_c21840	-1	t	f
2386479	2387389	CLJU_c21850	1	t	f
2387062	2387640	CLJU_c21860	-1	t	f
2387439	2388744	CLJU_c21870	1	f	f
2387886	2390463	CLJU_c21880	-1	f	f
2390662	2391601	CLJU_c21890	-1	f	f
239135	239765	CLJU_c02320	1	t	f
2391855	2393508	CLJU_c21900 CLJU_c21910 CLJU_c21920	-1	f	f
2393325	2395150	CLJU_c21930	1	f	f
2394250	2396351	CLJU_c21940	-1	f	f
2396513	2398811	CLJU_c21950	-1	f	f
2396513	2399482	CLJU_c21960	1	f	f
239909	242570	CLJU_c02330 CLJU_c02340 CLJU_c02350	1	f	f
2400064	2400238	CLJU_c21970	1	f	f
2400064	2403403	CLJU_c21980 CLJU_c21990 CLJU_c22000 CLJU_c22010	-1	f	f
2403494	2405547	CLJU_c22020 CLJU_c22030	-1	f	f
2405667	2406231	CLJU_c22040	-1	f	f
2405667	2407730	CLJU_c22050	1	f	f
2406392	2409519	CLJU_c22060 CLJU_c22070	-1	f	f
2409797	2411585	CLJU_c22080 CLJU_c22090	-1	f	f
2411968	2416538	CLJU_c22100 CLJU_c22110 CLJU_c22120 CLJU_c22130	-1	t	f
2416836	2417043	CLJU_c22140	-1	t	f
2417139	2419741	CLJU_c22150 CLJU_c22160 CLJU_c22170	-1	t	f
2420242	2422430	CLJU_c22180 CLJU_c22190	-1	t	f
2421956	2423582	CLJU_c22200	1	t	f
2423777	2424953	CLJU_c22210	1	t	f
2423777	2426497	CLJU_c22220 CLJU_c22230	-1	t	f
2426920	2436127	CLJU_c22240 CLJU_c22250 CLJU_c22260 CLJU_c22270 CLJU_c22280 CLJU_c22290 CLJU_c22300 CLJU_c22310 CLJU_c22320	-1	t	f
2436212	2439122	CLJU_c22330	-1	f	f
2439222	2444255	CLJU_c22340 CLJU_c22350	-1	f	f
242960	249212	CLJU_c02360 CLJU_c02370 CLJU_c02380 CLJU_c02390 CLJU_c02400 CLJU_c02410 CLJU_c02420 CLJU_c02430	1	f	f
2444772	2448444	CLJU_c22360	-1	t	f
2448544	2449012	CLJU_c22370	-1	f	f
2449579	2450059	CLJU_c22380	-1	t	f
2450557	2453038	CLJU_c22390	-1	t	f
2454443	2454770	CLJU_c22400	-1	f	f
2454895	2455225	CLJU_c22410	-1	t	f
2455361	2458493	CLJU_c22420	-1	f	f
2459142	2459469	CLJU_c22430	-1	f	f
2459533	2459857	CLJU_c22440	-1	f	f
2459993	2463143	CLJU_c22450	-1	f	f
2463256	2464069	CLJU_c22460	-1	f	f
2464762	2465020	CLJU_c22470	-1	f	f
2465909	2466536	CLJU_c22480	-1	t	f
2466716	2467169	CLJU_c22490	-1	f	f
2467238	2468873	CLJU_c22500	-1	f	f
24695	25259	CLJU_c00220	-1	f	f
24695	26405	CLJU_c00230 CLJU_c00240	1	f	f
2469609	2469993	CLJU_c22510	-1	f	f
2470620	2472737	CLJU_c22520 CLJU_c22530	-1	t	f
2472837	2474388	CLJU_c22540	-1	f	f
2474451	2476180	CLJU_c22550 CLJU_c22560	-1	f	f
2476124	2480313	CLJU_c22570 CLJU_c22580 CLJU_c22590 CLJU_c22600	-1	f	f
2480420	2481515	CLJU_c22610 CLJU_c22620	-1	f	f
2481701	2483302	CLJU_c22630 CLJU_c22640	-1	t	f
2483387	2486740	CLJU_c22650 CLJU_c22660 CLJU_c22670	-1	f	f
2487257	2488679	CLJU_c22680	-1	f	f
2488997	2490114	CLJU_c22690 CLJU_c22700	-1	t	f
2490832	2492194	CLJU_c22710	-1	t	f
249278	249677	CLJU_c02440	1	t	f
2493404	2494589	CLJU_c22740	-1	f	f
2494662	2495772	CLJU_c22750	-1	f	f
2494662	2497574	CLJU_c22760	1	t	f
2496017	2499116	CLJU_c22770 CLJU_c22780	-1	t	f
2498732	2500044	CLJU_c22790	1	t	f
2499339	2502392	CLJU_c22800 CLJU_c22810	-1	f	f
250016	250754	CLJU_c02450	1	f	f
2502520	2502847	CLJU_c22820	-1	f	f
2502945	2503383	CLJU_c22830	-1	t	f
2503497	2504280	CLJU_c22840	-1	f	f
2503497	2505420	CLJU_c22850	1	t	f
2504589	2506719	CLJU_c22860	-1	t	f
2506886	2507237	CLJU_c22870	-1	t	f
2506886	2509845	CLJU_c22880	1	t	f
250848	252108	CLJU_c02460	1	t	f
