,value
STM1171,MONOMER
STM1172,MONOMER
STM1173,MONOMER
STM1174,MONOMER
STM1175,MONOMER
STM1176,MONOMER
STM1177,MONOMER
STM1178,MONOMER
STM1179,MONOMER
STM1180,MONOMER
STM1181,MONOMER
STM1182,MONOMER
STM1183,MONOMER
STM1184,MONOMER
STM1185,MONOMER
STM1187,MONOMER
STM1188,MONOMER
STM1189,MONOMER
STM1190,MONOMER
STM1191,MONOMER
STM1192,MONOMER
STM1193,MONOMER
STM1194,MONOMER
STM1195,MONOMER
STM1196,MONOMER
STM1197,MONOMER
STM1198,MONOMER
STM1199,MONOMER
STM1200,MONOMER
STM1201,MONOMER
STM1202,MONOMER
STM1203,MONOMER
STM1204,MONOMER
STM1205,MONOMER
STM1206,MONOMER
STM1207,MONOMER
STM1208,MONOMER
STM1209,MONOMER
STM1210,MONOMER
STM1211,MONOMER
STM1212,MONOMER
STM1213,MONOMER
STM1214,MONOMER
STM1215,MONOMER
STM1216,MONOMER
STM1217,MONOMER
STM1218,MONOMER
STM1219,MONOMER
STM1220,MONOMER
STM1221,MONOMER
STM1222,MONOMER
STM1223,MONOMER
STM1224,MONOMER
STM1225,MONOMER
STM1226,MONOMER
STM1227,MONOMER
STM1228,MONOMER
STM1229,MONOMER
STM1230,MONOMER
STM1231,MONOMER
STM1232,MONOMER
STM1233,MONOMER
STM1234,MONOMER
STM1235,MONOMER
STM1236,MONOMER
STM1237,MONOMER
STM1238,MONOMER
STM1239,MONOMER
STM1240,MONOMER
STM1241,MONOMER
STM1242,MONOMER
STM1243,MONOMER
STM1244,MONOMER
STM1246,MONOMER
STM1247,tRNA
STM1249,MONOMER
STM1250,MONOMER
STM1251,MONOMER
STM1252,MONOMER
STM1253,MONOMER
STM1254,MONOMER
STM1255,MONOMER
STM1256,MONOMER
STM1257,MONOMER
STM1258,MONOMER
STM1259,MONOMER
STM1260,MONOMER
STM1261,MONOMER
STM1262,tRNA
STM1263,MONOMER
STM1264,MONOMER
STM1265,MONOMER
STM1266,MONOMER
STM1267,MONOMER
STM1268,MONOMER
STM1269,MONOMER
STM1270,MONOMER
STM1271,MONOMER
STM1272,MONOMER
STM1273,MONOMER
STM1274,MONOMER
STM1275,MONOMER
STM1276,MONOMER
STM1277,MONOMER
STM1278,MONOMER
STM1279,MONOMER
STM1280,MONOMER
STM1281,MONOMER
STM1282,MONOMER
STM1283,MONOMER
STM1284,MONOMER
STM1285,MONOMER
STM1286,MONOMER
STM1287,MONOMER
STM1288,MONOMER
STM1289,MONOMER
STM1290,MONOMER
STM1291,MONOMER
STM1292,MONOMER
STM1293,MONOMER
STM1294,MONOMER
STM1295,MONOMER
STM1296,MONOMER
STM1297,MONOMER
STM1298,MONOMER
STM1299,MONOMER
STM1300,MONOMER
STM1301,MONOMER
STM1302,MONOMER
STM1303,MONOMER
STM1304,MONOMER
STM1305,MONOMER
STM1306,MONOMER
STM1307,MONOMER
STM1308,MONOMER
STM1309,MONOMER
STM1310,MONOMER
STM1311,MONOMER
STM1312,MONOMER
STM1313,MONOMER
STM1314,MONOMER
STM1315,MONOMER
STM1316,MONOMER
STM1317,MONOMER
STM1318,MONOMER
STM1319,MONOMER
STM1320,MONOMER
STM1321,MONOMER
STM1322,MONOMER
STM1323,MONOMER
STM1324,MONOMER
STM1325,MONOMER
STM1326,MONOMER
STM1327,MONOMER
STM1328,MONOMER
STM1329,MONOMER
STM1330,MONOMER
STM1331,MONOMER
STM1332,MONOMER
STM1333,MONOMER
STM1334,MONOMER
STM1335,MONOMER
STM1336,MONOMER
STM1337,MONOMER
STM1338,MONOMER
STM1339,MONOMER
STM1340,MONOMER
STM1341,MONOMER
STM1342,MONOMER
STM1343,MONOMER
STM1344,MONOMER
STM1345,MONOMER
STM1346,MONOMER
STM1347,MONOMER
STM1348,MONOMER
STM1349,MONOMER
STM1350,MONOMER
STM1351,MONOMER
STM1352,MONOMER
STM1353,MONOMER
STM1354,MONOMER
STM1355,MONOMER
STM1356,MONOMER
STM1357,MONOMER
STM1358,MONOMER
STM1359,MONOMER
STM1360,MONOMER
STM1361,MONOMER
STM1362,MONOMER
STM1363,ncRNA
STM1364,MONOMER
STM1365,MONOMER
STM1366,MONOMER
STM1367,MONOMER
STM1368,MONOMER
STM1369,MONOMER
STM1370,MONOMER
STM1371,MONOMER
STM1372,MONOMER
STM1373,MONOMER
STM1374,MONOMER
STM1375,MONOMER
STM1376,MONOMER
STM1377,MONOMER
STM1378,MONOMER
STM1379,MONOMER
STM1380,MONOMER
STM1381,MONOMER
STM1382,MONOMER
STM1383,MONOMER
STM1384,MONOMER
STM1385,MONOMER
STM1386,MONOMER
STM1387,MONOMER
STM1388,MONOMER
STM1389,MONOMER
STM1390,MONOMER
STM1391,MONOMER
STM1392,MONOMER
STM1393,MONOMER
STM1394,MONOMER
STM1395,MONOMER
STM1396,MONOMER
STM1397,MONOMER
STM1398,MONOMER
STM1399,MONOMER
STM1400,MONOMER
STM1401,MONOMER
STM1402,MONOMER
STM1403,MONOMER
STM1404,MONOMER
STM1405,MONOMER
STM1406,MONOMER
STM1407,MONOMER
STM1408,MONOMER
STM1409,MONOMER
STM1410,MONOMER
STM1411,MONOMER
STM1412,MONOMER
STM1413,MONOMER
STM1414,MONOMER
STM1415,MONOMER
STM1416,MONOMER
STM1417,MONOMER
STM1418,MONOMER
STM1419,MONOMER
STM1420,MONOMER
STM1421,MONOMER
STM1422,MONOMER
STM1423,tRNA
STM1424,tRNA
STM1425,MONOMER
STM1426,MONOMER
STM1427,MONOMER
STM1428,MONOMER
STM1429,MONOMER
STM1430,MONOMER
STM1431,MONOMER
STM1432,MONOMER
STM1433,MONOMER
STM1434,MONOMER
STM1435,MONOMER
STM1436,MONOMER
STM1437,MONOMER
STM1438,MONOMER
STM1439,MONOMER
STM1440,MONOMER
STM1441,MONOMER
STM1442,MONOMER
STM1443,MONOMER
STM1444,MONOMER
STM1445,MONOMER
STM1446,MONOMER
STM1447,MONOMER
STM1448,MONOMER
STM1449,MONOMER
STM1450,MONOMER
STM1451,MONOMER
STM1452,MONOMER
STM1453,MONOMER
STM1454,MONOMER
STM1455,MONOMER
STM1456,MONOMER
STM1457,MONOMER
STM1458,MONOMER
STM1459,MONOMER
STM1460,MONOMER
STM1461,MONOMER
STM1462,MONOMER
STM1463,MONOMER
STM1466,MONOMER
STM1467,MONOMER
STM1468,MONOMER
STM1469,MONOMER
STM1470,MONOMER
STM1471,MONOMER
STM1472,MONOMER
STM1473,MONOMER
STM1475,MONOMER
STM1476,MONOMER
STM1477,MONOMER
STM1478,MONOMER
STM1479,MONOMER
STM1480,MONOMER
STM1481,MONOMER
STM1482,MONOMER
STM1483,MONOMER
STM1484,MONOMER
STM1485,MONOMER
STM1486,MONOMER
STM1487,MONOMER
STM1488,MONOMER
STM1489,MONOMER
STM1490,MONOMER
STM1491,MONOMER
STM1492,MONOMER
STM1493,MONOMER
STM1494,MONOMER
STM1495,MONOMER
STM1496,MONOMER
STM1497,MONOMER
STM1498,MONOMER
STM1499,MONOMER
STM1500,MONOMER
STM1501,MONOMER
STM1502,MONOMER
STM1503,MONOMER
STM1504,MONOMER
STM1505,MONOMER
STM1506,MONOMER
STM1507,MONOMER
STM1508,MONOMER
STM1509,MONOMER
STM1510,MONOMER
STM1511,MONOMER
STM1512,MONOMER
STM1513,MONOMER
STM1514,MONOMER
STM1515,MONOMER
STM1516,MONOMER
STM1517,MONOMER
STM1518,MONOMER
STM1519,MONOMER
STM1520,MONOMER
STM1521,MONOMER
STM1522,MONOMER
STM1523,MONOMER
STM1524,MONOMER
STM1525,MONOMER
STM1526,MONOMER
STM1527,MONOMER
STM1528,MONOMER
STM1529,MONOMER
STM1530,MONOMER
STM1531,MONOMER
STM1532,MONOMER
STM1533,MONOMER
STM1534,MONOMER
STM1535,MONOMER
STM1536,MONOMER
STM1537,MONOMER
STM1538,MONOMER
STM1539,MONOMER
STM1540,MONOMER
STM1541,MONOMER
STM1542,MONOMER
STM1543,MONOMER
STM1544,MONOMER
STM1545,MONOMER
STM1546,MONOMER
STM1547,MONOMER
STM1548,MONOMER
STM1549,MONOMER
STM1550,MONOMER
STM1551,MONOMER
STM1552,MONOMER
STM1554,MONOMER
STM1555,MONOMER
STM1556,MONOMER
STM1557,MONOMER
STM1558,MONOMER
STM1559,MONOMER
STM1560,MONOMER
STM1561,MONOMER
STM1562,MONOMER
STM1563,MONOMER
STM1564,MONOMER
STM1565,MONOMER
STM1566,MONOMER
STM1567,MONOMER
STM1568,MONOMER
STM1569,MONOMER
STM1570,MONOMER
STM1571,MONOMER
STM1572,MONOMER
STM1573,MONOMER
STM1574,MONOMER
STM1575,MONOMER
STM1576,MONOMER
STM1577,MONOMER
STM1578,MONOMER
STM1579,MONOMER
STM1580,MONOMER
STM1581,MONOMER
STM1582,MONOMER
STM1583,MONOMER
STM1584,MONOMER
STM1585,MONOMER
STM1586,MONOMER
STM1587,MONOMER
STM1588,MONOMER
STM1589,MONOMER
STM1590,MONOMER
STM1591,MONOMER
STM1592,MONOMER
STM1593,MONOMER
STM1594,MONOMER
STM1595,MONOMER
STM1596,MONOMER
STM1597,MONOMER
STM1598,MONOMER
STM1599,MONOMER
STM1600,MONOMER
STM1601,MONOMER
STM1602,MONOMER
STM1603,MONOMER
STM1604,MONOMER
STM1605,MONOMER
STM1606,MONOMER
STM1607,MONOMER
STM1608,MONOMER
STM1609,MONOMER
STM1610,MONOMER
STM1611,MONOMER
STM1612,MONOMER
STM1613,MONOMER
STM1614,MONOMER
STM1615,MONOMER
STM1616,MONOMER
STM1617,MONOMER
STM1618,MONOMER
STM1619,MONOMER
STM1620,MONOMER
STM1621,MONOMER
STM1622,MONOMER
STM1623,MONOMER
STM1624,MONOMER
STM1625,MONOMER
STM1626,MONOMER
STM1627,MONOMER
STM1628,MONOMER
STM1629,MONOMER
STM1630,MONOMER
STM1631,MONOMER
STM1632,MONOMER
STM1633,MONOMER
STM1634,MONOMER
STM1635,MONOMER
STM1636,MONOMER
STM1637,MONOMER
STM1638,MONOMER
STM1639,MONOMER
STM1640,MONOMER
STM1641,MONOMER
STM1642,MONOMER
STM1643,MONOMER
STM1644,MONOMER
STM1645,MONOMER
STM1646,MONOMER
STM1647,MONOMER
STM1648,MONOMER
STM1649,MONOMER
STM1650,MONOMER
STM1651,MONOMER
STM1652,MONOMER
STM1653,MONOMER
STM1654,MONOMER
STM1655,MONOMER
STM1656,MONOMER
STM1657,MONOMER
STM1658,MONOMER
STM1659,MONOMER
STM1660,MONOMER
STM1661,MONOMER
STM1662,MONOMER
STM1663,MONOMER
STM1664,MONOMER
STM1665,MONOMER
STM1667,MONOMER
STM1668,MONOMER
STM1669,MONOMER
STM1670,MONOMER
STM1671,MONOMER
STM1672,MONOMER
STM1673,MONOMER
STM1674,MONOMER
STM1675,MONOMER
STM1676,MONOMER
STM1677,MONOMER
STM1678,MONOMER
STM1679,MONOMER
STM1680,MONOMER
STM1681,MONOMER
STM1682,MONOMER
STM1683,MONOMER
STM1684,MONOMER
STM1685,MONOMER
STM1686,MONOMER
STM1687,MONOMER
STM1688,MONOMER
STM1689,MONOMER
STM1690,MONOMER
STM1691,MONOMER
STM1692,MONOMER
STM1693,MONOMER
STM1694,MONOMER
STM1695,MONOMER
STM1696,MONOMER
STM1697,MONOMER
STM1698,MONOMER
STM1698A,MONOMER
STM1699,MONOMER
STM1700,MONOMER
STM1701,MONOMER
STM1702,MONOMER
STM1703,MONOMER
STM1704,MONOMER
STM1705,MONOMER
STM1706,MONOMER
STM1707,MONOMER
STM1708,MONOMER
STM1709,MONOMER
STM1710,MONOMER
STM1711,MONOMER
STM1712,MONOMER
STM1713,MONOMER
STM1714,MONOMER
STM1715,MONOMER
STM1716,MONOMER
STM1717,MONOMER
STM1718,MONOMER
STM1719,MONOMER
STM1720,MONOMER
STM1721,MONOMER
STM1722,MONOMER
STM1723,MONOMER
STM1724,MONOMER
STM1725,MONOMER
STM1726,MONOMER
STM1727,MONOMER
STM1728,MONOMER
STM1729,MONOMER
STM1730,MONOMER
STM1731,MONOMER
STM1732,MONOMER
STM1733,MONOMER
STM1734,MONOMER
STM1735,MONOMER
STM1736,MONOMER
STM1737,MONOMER
STM1738,MONOMER
STM1739,MONOMER
STM1740,MONOMER
STM1741,MONOMER
STM1742,MONOMER
STM1743,MONOMER
STM1744,MONOMER
STM1745,MONOMER
STM1746,MONOMER
STM1747,MONOMER
STM1748,MONOMER
STM1749,MONOMER
STM1750,MONOMER
STM1751,MONOMER
STM1752,MONOMER
STM1753,MONOMER
STM1754,MONOMER
STM1755,MONOMER
STM1756,MONOMER
STM1757,tRNA
STM1758,ncRNA
STM1759,tRNA
STM1760,MONOMER
STM1761,MONOMER
STM1762,MONOMER
STM1763,MONOMER
STM1764,MONOMER
STM1765,MONOMER
STM1766,MONOMER
STM1767,MONOMER
STM1768,MONOMER
STM1769,MONOMER
STM1770,MONOMER
STM1771,MONOMER
STM1772,MONOMER
STM1773,MONOMER
STM1774,MONOMER
STM1775,MONOMER
STM1776,MONOMER
STM1777,MONOMER
STM1778,MONOMER
STM1779,MONOMER
STM1780,MONOMER
STM1781,MONOMER
STM1782,MONOMER
STM1783,MONOMER
STM1784,MONOMER
STM1785,MONOMER
STM1786,MONOMER
STM1787,MONOMER
STM1788,MONOMER
STM1789,MONOMER
STM1790,MONOMER
STM1791,MONOMER
STM1792,MONOMER
STM1793,MONOMER
STM1794,MONOMER
STM1795,MONOMER
STM1796,MONOMER
STM1797,MONOMER
STM1798,MONOMER
STM1799,MONOMER
STM1800,MONOMER
STM1801,MONOMER
STM1802,MONOMER
STM1803,MONOMER
STM1804,MONOMER
STM1805,MONOMER
STM1806,MONOMER
STM1807,MONOMER
STM1808,MONOMER
STM1809,MONOMER
STM1810,MONOMER
STM1811,MONOMER
STM1812,MONOMER
STM1813,MONOMER
STM1814,MONOMER
STM1815,MONOMER
STM1816,MONOMER
STM1817,MONOMER
STM1818,MONOMER
STM1819,MONOMER
STM1820,MONOMER
STM1821,MONOMER
STM1822,MONOMER
STM1823,MONOMER
STM1824,MONOMER
STM1825,MONOMER
STM1826,MONOMER
STM1827,MONOMER
STM1828,MONOMER
STM1829,MONOMER
STM1830,MONOMER
STM1831,MONOMER
STM1832,MONOMER
STM1833,MONOMER
STM1834,MONOMER
STM1835,MONOMER
STM1836,MONOMER
STM1837,MONOMER
STM1838,MONOMER
STM1839,MONOMER
STM1840,MONOMER
STM1841,MONOMER
STM1842,MONOMER
STM1843,MONOMER
STM1844,MONOMER
STM1845,MONOMER
STM1846,MONOMER
STM1847,MONOMER
STM1848,MONOMER
STM1849,MONOMER
STM1850,MONOMER
STM1851,MONOMER
STM1852,MONOMER
STM1853,MONOMER
STM1854,MONOMER
STM1855,MONOMER
STM1856,MONOMER
STM1857,MONOMER
STM1858,MONOMER
STM1859,MONOMER
STM1860,MONOMER
STM1861,MONOMER
STM1862,MONOMER
STM1863,MONOMER
STM1864,MONOMER
STM1865,MONOMER
STM1867,MONOMER
STM1868,MONOMER
STM1868A,MONOMER
STM1869,MONOMER
STM1869A,MONOMER
STM1870,MONOMER
STM1871,MONOMER
STM1872,MONOMER
STM1873,MONOMER
STM1874,MONOMER
STM1875,MONOMER
STM1876,MONOMER
STM1877,MONOMER
STM1878,MONOMER
STM1879,MONOMER
STM1880,MONOMER
STM1881,MONOMER
STM1882,MONOMER
STM1883,MONOMER
STM1884,MONOMER
STM1885,MONOMER
STM1886,MONOMER
STM1887,MONOMER
STM1888,MONOMER
STM1889,MONOMER
STM1890,MONOMER
STM1891,MONOMER
STM1892,MONOMER
STM1893,MONOMER
STM1894,MONOMER
STM1895,MONOMER
STM1896,MONOMER
STM1897,MONOMER
STM1898,MONOMER
STM1899,MONOMER
STM1900,MONOMER
STM1901,MONOMER
STM1902,MONOMER
STM1903,MONOMER
STM1904,MONOMER
STM1905,MONOMER
STM1906,MONOMER
STM1907,MONOMER
STM1908,MONOMER
STM1909,MONOMER
STM1910,MONOMER
STM1911,MONOMER
STM1912,MONOMER
STM1913,MONOMER
STM1914,MONOMER
STM1915,MONOMER
STM1916,MONOMER
STM1917,MONOMER
STM1918,MONOMER
STM1919,MONOMER
STM1920,MONOMER
STM1921,MONOMER
STM1922,MONOMER
STM1923,MONOMER
STM1924,MONOMER
STM1925,MONOMER
STM1926,MONOMER
STM1927,MONOMER
STM1928,MONOMER
STM1929,MONOMER
STM1931,MONOMER
STM1932,MONOMER
STM1933,MONOMER
STM1934,MONOMER
STM1935,MONOMER
STM1936,MONOMER
STM1937,MONOMER
STM1938,MONOMER
STM1939,MONOMER
STM1940,MONOMER
STM1941,MONOMER
STM1942,tRNA
STM1943,tRNA
STM1944,tRNA
STM1945,MONOMER
STM1946,MONOMER
STM1947,MONOMER
STM1948,MONOMER
STM1949,MONOMER
STM1950,MONOMER
STM1951,MONOMER
STM1952,MONOMER
STM1953,MONOMER
STM1954,MONOMER
STM1955,MONOMER
STM1956,MONOMER
STM1957,MONOMER
STM1958,MONOMER
STM1959,MONOMER
STM1960,MONOMER
STM1961,MONOMER
STM1962,MONOMER
STM1963,MONOMER
STM1964,MONOMER
STM1965,MONOMER
STM1966,MONOMER
STM1967,MONOMER
STM1968,MONOMER
STM1969,MONOMER
STM1970,MONOMER
STM1971,MONOMER
STM1972,MONOMER
STM1973,MONOMER
STM1974,MONOMER
STM1975,MONOMER
STM1976,MONOMER
STM1977,MONOMER
STM1978,MONOMER
STM1979,MONOMER
STM1980,MONOMER
STM1981,MONOMER
STM1982,MONOMER
STM1983,ncRNA
STM1984,MONOMER
STM1985,ncRNA
STM1986,MONOMER
STM1987,MONOMER
STM1988,MONOMER
STM1989,MONOMER
STM1990,MONOMER
STM1991,MONOMER
STM1992,MONOMER
STM1993,MONOMER
STM1994,MONOMER
STM1995,MONOMER
STM1996,MONOMER
STM1997,MONOMER
STM1998,MONOMER
STM1999,MONOMER
STM2000,tRNA
STM2001,MONOMER
STM2002,tRNA
STM2004,tRNA
STM2005,MONOMER
STM2006,MONOMER
STM2007,MONOMER
STM2008,MONOMER
STM2009,MONOMER
STM2010,MONOMER
STM2011,MONOMER
STM2012,tRNA
STM2013,MONOMER
STM2014,tRNA
STM2015,MONOMER
STM2016,MONOMER
STM2017,MONOMER
STM2018,MONOMER
STM2019,MONOMER
STM2020,MONOMER
STM2021,MONOMER
STM2022,MONOMER
STM2023,MONOMER
STM2024,MONOMER
STM2025,MONOMER
STM2026,MONOMER
STM2027,MONOMER
STM2028,MONOMER
STM2029,MONOMER
STM2030,MONOMER
STM2031,MONOMER
STM2032,MONOMER
STM2033,MONOMER
STM2034,MONOMER
STM2035,MONOMER
STM2036,MONOMER
STM2037,MONOMER
STM2038,MONOMER
STM2039,MONOMER
STM2040,MONOMER
STM2041,MONOMER
STM2042,MONOMER
STM2043,MONOMER
STM2044,MONOMER
STM2045,MONOMER
STM2046,MONOMER
STM2047,MONOMER
STM2048,MONOMER
STM2049,MONOMER
STM2050,MONOMER
STM2051,MONOMER
STM2052,MONOMER
STM2053,MONOMER
STM2054,MONOMER
STM2055,MONOMER
STM2056,MONOMER
STM2057,MONOMER
STM2058,MONOMER
STM2059,MONOMER
STM2060,MONOMER
STM2061,MONOMER
STM2062,MONOMER
STM2063,MONOMER
STM2064,MONOMER
STM2065,MONOMER
STM2066,MONOMER
STM2067,MONOMER
STM2068,MONOMER
STM2069,MONOMER
STM2070,MONOMER
STM2071,MONOMER
STM2072,MONOMER
STM2073,MONOMER
STM2074,MONOMER
STM2075,MONOMER
STM2076,MONOMER
STM2077,MONOMER
STM2078,MONOMER
STM2079,MONOMER
STM2080,MONOMER
STM2081,MONOMER
STM2082,MONOMER
STM2083,MONOMER
STM2084,MONOMER
STM2085,MONOMER
STM2086,MONOMER
STM2087,MONOMER
STM2088,MONOMER
STM2089,MONOMER
STM2090,MONOMER
STM2091,MONOMER
STM2092,MONOMER
STM2093,MONOMER
STM2094,MONOMER
STM2095,MONOMER
STM2096,MONOMER
STM2097,MONOMER
STM2098,MONOMER
STM2099,MONOMER
STM2100,MONOMER
STM2101,MONOMER
STM2102,MONOMER
STM2103,MONOMER
STM2104,MONOMER
STM2105,MONOMER
STM2106,MONOMER
STM2107,MONOMER
STM2108,MONOMER
STM2109,MONOMER
STM2110,MONOMER
STM2111,MONOMER
STM2112,MONOMER
STM2113,MONOMER
STM2114,MONOMER
STM2115,MONOMER
STM2116,MONOMER
STM2117,MONOMER
STM2118,MONOMER
STM2119,MONOMER
STM2120,MONOMER
STM2121,MONOMER
STM2122,MONOMER
STM2123,MONOMER
STM2124,MONOMER
STM2125,MONOMER
STM2126,MONOMER
STM2127,MONOMER
STM2128,MONOMER
STM2129,MONOMER
STM2130,MONOMER
STM2131,MONOMER
STM2133,MONOMER
STM2134,MONOMER
STM2135,MONOMER
STM2136,MONOMER
STM2137,MONOMER
STM2138,MONOMER
STM2139,MONOMER
STM2140,MONOMER
STM2141,MONOMER
STM2142,MONOMER
STM2143,MONOMER
STM2144,MONOMER
STM2145,MONOMER
STM2146,MONOMER
STM2147,MONOMER
STM2148,MONOMER
STM2149,MONOMER
STM2150,MONOMER
STM2151,MONOMER
STM2152,MONOMER
STM2153,MONOMER
STM2154,MONOMER
STM2155,MONOMER
STM2156,MONOMER
STM2156A,MONOMER
STM2157,MONOMER
STM2158,MONOMER
STM2159,MONOMER
STM2160,MONOMER
STM2161,MONOMER
STM2162,MONOMER
STM2163,MONOMER
STM2164,MONOMER
STM2165,MONOMER
STM2166,MONOMER
STM2167,MONOMER
STM2168,MONOMER
STM2169,MONOMER
STM2170,MONOMER
STM2171,MONOMER
STM2172,MONOMER
STM2173,MONOMER
STM2174,MONOMER
STM2175,MONOMER
STM2176,MONOMER
STM2177,MONOMER
STM2178,MONOMER
STM2179,MONOMER
STM2180,MONOMER
STM2181,MONOMER
STM2182,MONOMER
STM2183,MONOMER
STM2184,MONOMER
STM2185,MONOMER
STM2186,MONOMER
STM2187,MONOMER
STM2188,MONOMER
STM2189,MONOMER
STM2190,MONOMER
STM2191,MONOMER
STM2192,MONOMER
STM2193,MONOMER
STM2194,MONOMER
STM2195,MONOMER
STM2196,MONOMER
STM2197,MONOMER
STM2198,MONOMER
STM2199,MONOMER
STM2200,MONOMER
STM2201,MONOMER
STM2202,MONOMER
STM2203,MONOMER
STM2204,MONOMER
STM2205,MONOMER
STM2206,MONOMER
STM2207,MONOMER
STM2208,MONOMER
STM2209,MONOMER
STM2211,MONOMER
STM2212,MONOMER
STM2213,MONOMER
STM2214,MONOMER
STM2215,MONOMER
STM2216,MONOMER
STM2217,MONOMER
STM2218,MONOMER
STM2219,MONOMER
STM2220,MONOMER
STM2221,MONOMER
STM2222,MONOMER
STM2223,MONOMER
STM2224,MONOMER
STM2225,MONOMER
STM2226,MONOMER
STM2227,MONOMER
STM2228,MONOMER
STM2229,tRNA
STM2230,MONOMER
STM2231,MONOMER
STM2232,MONOMER
STM2233,MONOMER
STM2234,MONOMER
STM2235,MONOMER
STM2236,MONOMER
STM2237,MONOMER
STM2238,MONOMER
STM2239,MONOMER
STM2240,MONOMER
STM2241,MONOMER
STM2242,MONOMER
STM2243,MONOMER
STM2244,MONOMER
STM2245,MONOMER
STM2246,MONOMER
STM2247,MONOMER
STM2248,MONOMER
STM2249,MONOMER
STM2250,MONOMER
STM2251,MONOMER
STM2252,MONOMER
STM2253,MONOMER
STM2254,MONOMER
STM2255,MONOMER
STM2256,MONOMER
STM2257,MONOMER
STM2258,MONOMER
STM2259,MONOMER
STM2260,MONOMER
STM2261,MONOMER
STM2262,MONOMER
STM2263,MONOMER
STM2264,MONOMER
STM2265,MONOMER
STM2266,MONOMER
STM2267,MONOMER
STM2268,ncRNA
STM2269,MONOMER
STM2270,MONOMER
STM2271,MONOMER
STM2272,MONOMER
STM2273,MONOMER
STM2274,MONOMER
STM2275,MONOMER
STM2276,MONOMER
STM2277,MONOMER
STM2278,MONOMER
STM2279,MONOMER
STM2280,MONOMER
STM2281,MONOMER
STM2282,MONOMER
STM2283,MONOMER
STM2284,MONOMER
STM2285,MONOMER
STM2286,MONOMER
STM2287,MONOMER
STM2288,MONOMER
STM2289,MONOMER
STM2290,MONOMER
STM2291,MONOMER
STM2292,MONOMER
STM2293,MONOMER
STM2294,MONOMER
STM2295,MONOMER
STM2296,MONOMER
STM2297,MONOMER
STM2298,MONOMER
STM2299,MONOMER
STM2300,MONOMER
STM2301,MONOMER
STM2302,MONOMER
STM2303,MONOMER
STM2304,MONOMER
STM2305,MONOMER
STM2306,MONOMER
STM2307,MONOMER
STM2308,MONOMER
STM2309,MONOMER
STM2310,MONOMER
STM2311,MONOMER
STM2312,MONOMER
STM2313,MONOMER
STM2314,MONOMER
STM2315,MONOMER
STM2316,MONOMER
STM2317,MONOMER
STM2318,MONOMER
STM2319,MONOMER
STM2320,MONOMER
STM2321,MONOMER
STM2322,MONOMER
STM2323,MONOMER
STM2324,MONOMER
STM2325,MONOMER
STM2326,MONOMER
STM2327,MONOMER
STM2328,MONOMER
STM2329,MONOMER
STM2330,MONOMER
STM2331,MONOMER
STM2332,MONOMER
STM2333,MONOMER
STM2334,MONOMER
STM2335,MONOMER
STM2336,MONOMER
STM2337,MONOMER
STM2338,MONOMER
STM2339,MONOMER
STM2340,MONOMER
STM2341,MONOMER
STM2342,MONOMER
STM2343,MONOMER
STM2344,MONOMER
STM2345,MONOMER
STM2346,MONOMER
STM2347,MONOMER
STM2348,MONOMER
STM2349,MONOMER
STM2350,MONOMER
STM2351,MONOMER
STM2352,MONOMER
STM2353,MONOMER
STM2354,MONOMER
STM2355,MONOMER
STM2356,MONOMER
STM2357,MONOMER
STM2358,MONOMER
STM2359,MONOMER
STM2360,MONOMER
STM2361,MONOMER
STM2362,MONOMER
STM2363,MONOMER
STM2364,MONOMER
STM2365,MONOMER
STM2366,MONOMER
STM2367,MONOMER
STM2368,MONOMER
STM2369,MONOMER
STM2370,MONOMER
STM2371,MONOMER
STM2372,MONOMER
STM2373,MONOMER
STM2374,MONOMER
STM2375,MONOMER
STM2376,MONOMER
STM2377,MONOMER
STM2378,MONOMER
STM2379,MONOMER
STM2380,MONOMER
STM2381,MONOMER
STM2382,MONOMER
STM2383,MONOMER
STM2384,MONOMER
STM2385,MONOMER
STM2386,MONOMER
STM2387,MONOMER
STM2388,MONOMER
STM2389,MONOMER
STM2390,MONOMER
STM2391,MONOMER
STM2392,MONOMER
STM2393,MONOMER
STM2394,tRNA
STM2395,MONOMER
STM2396,MONOMER
STM2397,MONOMER
STM2398,MONOMER
STM2399,MONOMER
STM2400,MONOMER
STM2401,MONOMER
STM2402,MONOMER
STM2403,MONOMER
STM2404,MONOMER
STM2405,MONOMER
STM2406,MONOMER
STM2407,MONOMER
STM2408,MONOMER
STM2409,MONOMER
STM2410,MONOMER
STM2411,tRNA
STM2412,tRNA
STM2413,MONOMER
STM2414,MONOMER
STM2415,MONOMER
STM2416,tRNA
STM2417,tRNA
STM2418,tRNA
STM2419,tRNA
STM2420,MONOMER
STM2421,MONOMER
STM2422,MONOMER
STM2423,MONOMER
STM2424,MONOMER
STM2425,MONOMER
STM2426,MONOMER
STM2427,MONOMER
STM2428,MONOMER
STM2429,MONOMER
STM2430,MONOMER
STM2431,MONOMER
STM2432,MONOMER
STM2433,MONOMER
STM2434,MONOMER
STM2435,MONOMER
STM2436,MONOMER
STM2437,MONOMER
STM2438,MONOMER
STM2439,MONOMER
STM2440,MONOMER
STM2441,MONOMER
STM2442,MONOMER
STM2443,MONOMER
STM2444,MONOMER
STM2445,MONOMER
STM2446,MONOMER
STM2447,MONOMER
STM2448,MONOMER
STM2449,MONOMER
STM2450,MONOMER
STM2451,MONOMER
STM2452,MONOMER
STM2453,MONOMER
