,value
STM2454,MONOMER
STM2455,MONOMER
STM2456,MONOMER
STM2457,MONOMER
STM2458,MONOMER
STM2459,MONOMER
STM2460,MONOMER
STM2461,MONOMER
STM2462,MONOMER
STM2463,MONOMER
STM2464,MONOMER
STM2465,MONOMER
STM2466,MONOMER
STM2467,MONOMER
STM2468,MONOMER
STM2469,MONOMER
STM2470,MONOMER
STM2471,MONOMER
STM2472,MONOMER
STM2473,MONOMER
STM2474,MONOMER
STM2475,MONOMER
STM2476,MONOMER
STM2477,MONOMER
STM2478,MONOMER
STM2479,MONOMER
STM2480,MONOMER
STM2481,MONOMER
STM2482,MONOMER
STM2483,MONOMER
STM2484,MONOMER
STM2485,MONOMER
STM2486,MONOMER
STM2487,MONOMER
STM2488,MONOMER
STM2489,MONOMER
STM2490,MONOMER
STM2491,MONOMER
STM2492,MONOMER
STM2493,MONOMER
STM2494,MONOMER
STM2495,MONOMER
STM2496,MONOMER
STM2497,MONOMER
STM2498,MONOMER
STM2499,MONOMER
STM2500,MONOMER
STM2501,MONOMER
STM2502,MONOMER
STM2503,MONOMER
STM2504,MONOMER
STM2505,MONOMER
STM2506,MONOMER
STM2507,MONOMER
STM2508,MONOMER
STM2509,MONOMER
STM2510,MONOMER
STM2511,MONOMER
STM2512,MONOMER
STM2513,MONOMER
STM2514,MONOMER
STM2515,MONOMER
STM2516,MONOMER
STM2517,MONOMER
STM2518,MONOMER
STM2519,MONOMER
STM2520,MONOMER
STM2521,MONOMER
STM2522,MONOMER
STM2523,MONOMER
STM2524,MONOMER
STM2525,MONOMER
STM2526,MONOMER
STM2527,MONOMER
STM2528,MONOMER
STM2529,MONOMER
STM2530,MONOMER
STM2531,MONOMER
STM2532,MONOMER
STM2533,MONOMER
STM2534,MONOMER
STM2535,MONOMER
STM2536,MONOMER
STM2537,MONOMER
STM2538,MONOMER
STM2539,MONOMER
STM2540,MONOMER
STM2541,MONOMER
STM2542,MONOMER
STM2543,MONOMER
STM2544,MONOMER
STM2545,MONOMER
STM2546,MONOMER
STM2547,MONOMER
STM2548,MONOMER
STM2549,MONOMER
STM2550,MONOMER
STM2551,MONOMER
STM2552,MONOMER
STM2553,MONOMER
STM2554,MONOMER
STM2555,MONOMER
STM2556,MONOMER
STM2557,MONOMER
STM2558,MONOMER
STM2559,MONOMER
STM2560,MONOMER
STM2561,MONOMER
STM2562,MONOMER
STM2563,MONOMER
STM2564,MONOMER
STM2565,MONOMER
STM2566,MONOMER
STM2567,MONOMER
STM2568,MONOMER
STM2569,MONOMER
STM2570,MONOMER
STM2571,MONOMER
STM2572,MONOMER
STM2573,MONOMER
STM2574,MONOMER
STM2575,MONOMER
STM2576,MONOMER
STM2577,MONOMER
STM2578,MONOMER
STM2579,MONOMER
STM2580,MONOMER
STM2581,MONOMER
STM2582,MONOMER
STM2583,MONOMER
STM2584,MONOMER
STM2585,MONOMER
STM2585A,MONOMER
STM2586,MONOMER
STM2587,MONOMER
STM2588,MONOMER
STM2589,MONOMER
STM2590,MONOMER
STM2591,MONOMER
STM2592,MONOMER
STM2593,MONOMER
STM2594,MONOMER
STM2595,MONOMER
STM2596,MONOMER
STM2597,MONOMER
STM2598,MONOMER
STM2599,MONOMER
STM2600,MONOMER
STM2601,MONOMER
STM2602,MONOMER
STM2603,MONOMER
STM2604,MONOMER
STM2605,MONOMER
STM2606,MONOMER
STM2607,MONOMER
STM2608,MONOMER
STM2609,MONOMER
STM2610,MONOMER
STM2611,MONOMER
STM2612,MONOMER
STM2613,MONOMER
STM2614,MONOMER
STM2615,tRNA
STM2616,MONOMER
STM2617,MONOMER
STM2618,MONOMER
STM2619,MONOMER
STM2620,MONOMER
STM2621,MONOMER
STM2622,MONOMER
STM2623,MONOMER
STM2624,MONOMER
STM2625,MONOMER
STM2626,MONOMER
STM2627,MONOMER
STM2628,MONOMER
STM2629,MONOMER
STM2630,MONOMER
STM2631,MONOMER
STM2632,MONOMER
STM2633,MONOMER
STM2634,MONOMER
STM2635,MONOMER
STM2636,MONOMER
STM2637,MONOMER
STM2638,MONOMER
STM2639,MONOMER
STM2640,MONOMER
STM2641,MONOMER
STM2642,MONOMER
STM2643,MONOMER
STM2644,MONOMER
STM2645,MONOMER
STM2646,MONOMER
STM2647,MONOMER
STM2648,MONOMER
STM2649,MONOMER
STM2650,MONOMER
STM2651,MONOMER
STM2652,MONOMER
STM2653,MONOMER
STM2654,MONOMER
STM2655,MONOMER
STM2656,rRNA
STM2657,rRNA
STM2658,tRNA
STM2659,rRNA
STM2660,MONOMER
STM2661,MONOMER
STM2662,MONOMER
STM2663,MONOMER
STM2665,MONOMER
STM2666,MONOMER
STM2667,MONOMER
STM2668,MONOMER
STM2669,MONOMER
STM2670,MONOMER
STM2671,MONOMER
STM2672,MONOMER
STM2673,MONOMER
STM2674,MONOMER
STM2675,MONOMER
STM2676,MONOMER
STM2677,MONOMER
STM2678,MONOMER
STM2679,MONOMER
STM2680,MONOMER
STM2681,MONOMER
STM2682,MONOMER
STM2683,MONOMER
STM2684,MONOMER
STM2685,MONOMER
STM2686,MONOMER
STM2687,MONOMER
STM2688,MONOMER
STM2690,MONOMER
STM2691,MONOMER
STM2692,MONOMER
STM2693,tmRNA
STM2694,MONOMER
STM2695,MONOMER
STM2696,MONOMER
STM2697,MONOMER
STM2698,MONOMER
STM2699,MONOMER
STM2700,MONOMER
STM2701,MONOMER
STM2702,MONOMER
STM2703,MONOMER
STM2704,MONOMER
STM2705,MONOMER
STM2706,MONOMER
STM2707,MONOMER
STM2708,MONOMER
STM2709,MONOMER
STM2710,MONOMER
STM2711,MONOMER
STM2712,MONOMER
STM2713,MONOMER
STM2714,MONOMER
STM2715,MONOMER
STM2716,MONOMER
STM2717,MONOMER
STM2718,MONOMER
STM2719,MONOMER
STM2720,MONOMER
STM2721,MONOMER
STM2722,MONOMER
STM2723,MONOMER
STM2724,MONOMER
STM2726,MONOMER
STM2727,MONOMER
STM2728,MONOMER
STM2729,MONOMER
STM2730,MONOMER
STM2731,MONOMER
STM2732,MONOMER
STM2733,MONOMER
STM2734,MONOMER
STM2735,MONOMER
STM2736,MONOMER
STM2737,MONOMER
STM2738,MONOMER
STM2739,MONOMER
STM2740,MONOMER
STM2741,MONOMER
STM2742,MONOMER
STM2743,MONOMER
STM2744,MONOMER
STM2745,MONOMER
STM2746,MONOMER
STM2747,MONOMER
STM2748,MONOMER
STM2749,MONOMER
STM2750,MONOMER
STM2751,MONOMER
STM2752,MONOMER
STM2753,MONOMER
STM2754,MONOMER
STM2755,MONOMER
STM2756,MONOMER
STM2757,MONOMER
STM2758,MONOMER
STM2759,MONOMER
STM2760,MONOMER
STM2761,MONOMER
STM2762,MONOMER
STM2763,MONOMER
STM2764,MONOMER
STM2765,MONOMER
STM2766,MONOMER
STM2767,MONOMER
STM2768,MONOMER
STM2769,MONOMER
STM2770,MONOMER
STM2771,MONOMER
STM2772,MONOMER
STM2773,MONOMER
STM2774,MONOMER
STM2775,MONOMER
STM2776,MONOMER
STM2777,MONOMER
STM2779,MONOMER
STM2780,MONOMER
STM2781,MONOMER
STM2782,MONOMER
STM2783,MONOMER
STM2784,MONOMER
STM2785,MONOMER
STM2786,MONOMER
STM2787,MONOMER
STM2788,MONOMER
STM2789,MONOMER
STM2790,MONOMER
STM2791,MONOMER
STM2792,MONOMER
STM2793,MONOMER
STM2794,MONOMER
STM2795,MONOMER
STM2796,MONOMER
STM2797,MONOMER
STM2798,MONOMER
STM2799,MONOMER
STM2800,MONOMER
STM2801,MONOMER
STM2802,MONOMER
STM2803,MONOMER
STM2804,MONOMER
STM2805,MONOMER
STM2806,MONOMER
STM2807,MONOMER
STM2808,MONOMER
STM2809,MONOMER
STM2810,MONOMER
STM2811,MONOMER
STM2812,MONOMER
STM2813,MONOMER
STM2814,MONOMER
STM2815,MONOMER
STM2816,MONOMER
STM2817,MONOMER
STM2818,MONOMER
STM2819,MONOMER
STM2820,MONOMER
STM2821,tRNA
STM2822,tRNA
STM2823,tRNA
STM2824,tRNA
STM2825,tRNA
STM2826,MONOMER
STM2827,MONOMER
STM2828,MONOMER
STM2829,MONOMER
STM2830,MONOMER
STM2831,MONOMER
STM2832,MONOMER
STM2833,MONOMER
STM2834,MONOMER
STM2835,MONOMER
STM2836,MONOMER
STM2837,MONOMER
STM2838,MONOMER
STM2839,MONOMER
STM2840,MONOMER
STM2841,MONOMER
STM2842,MONOMER
STM2843,MONOMER
STM2844,MONOMER
STM2845,MONOMER
STM2846,MONOMER
STM2847,MONOMER
STM2848,MONOMER
STM2849,MONOMER
STM2850,MONOMER
STM2851,MONOMER
STM2852,MONOMER
STM2853,MONOMER
STM2854,MONOMER
STM2855,MONOMER
STM2856,MONOMER
STM2857,MONOMER
STM2858,MONOMER
STM2859,MONOMER
STM2860,MONOMER
STM2861,MONOMER
STM2862,MONOMER
STM2863,MONOMER
STM2864,MONOMER
STM2865,MONOMER
STM2866,MONOMER
STM2867,MONOMER
STM2868,MONOMER
STM2869,MONOMER
STM2870,MONOMER
STM2871,MONOMER
STM2872,MONOMER
STM2873,MONOMER
STM2874,MONOMER
STM2875,MONOMER
STM2876,MONOMER
STM2877,MONOMER
STM2878,MONOMER
STM2879,MONOMER
STM2880,MONOMER
STM2881,MONOMER
STM2882,MONOMER
STM2883,MONOMER
STM2884,MONOMER
STM2885,MONOMER
STM2886,MONOMER
STM2887,MONOMER
STM2888,MONOMER
STM2889,MONOMER
STM2890,MONOMER
STM2891,MONOMER
STM2892,MONOMER
STM2893,MONOMER
STM2894,MONOMER
STM2895,MONOMER
STM2896,MONOMER
STM2897,MONOMER
STM2898,MONOMER
STM2899,MONOMER
STM2900,MONOMER
STM2901,MONOMER
STM2902,MONOMER
STM2903,MONOMER
STM2904,MONOMER
STM2905,MONOMER
STM2906,MONOMER
STM2907,MONOMER
STM2908,MONOMER
STM2909,MONOMER
STM2910,MONOMER
STM2911,MONOMER
STM2912,MONOMER
STM2913,MONOMER
STM2914,MONOMER
STM2915,MONOMER
STM2916,MONOMER
STM2917,MONOMER
STM2918,MONOMER
STM2919,MONOMER
STM2920,MONOMER
STM2921,MONOMER
STM2922,MONOMER
STM2923,MONOMER
STM2924,MONOMER
STM2925,MONOMER
STM2926,MONOMER
STM2927,MONOMER
STM2928,MONOMER
STM2929,MONOMER
STM2930,MONOMER
STM2931,MONOMER
STM2932,MONOMER
STM2933,MONOMER
STM2934,MONOMER
STM2935,MONOMER
STM2936,MONOMER
STM2937,MONOMER
STM2938,MONOMER
STM2939,MONOMER
STM2940,MONOMER
STM2941,MONOMER
STM2942,MONOMER
STM2943,MONOMER
STM2944,MONOMER
STM2945,MONOMER
STM2946,MONOMER
STM2947,MONOMER
STM2948,MONOMER
STM2949,MONOMER
STM2950,MONOMER
STM2951,MONOMER
STM2952,MONOMER
STM2953,MONOMER
STM2954,MONOMER
STM2955,MONOMER
STM2956,MONOMER
STM2957,MONOMER
STM2958,MONOMER
STM2959,MONOMER
STM2960,MONOMER
STM2961,MONOMER
STM2962,MONOMER
STM2963,MONOMER
STM2964,MONOMER
STM2965,MONOMER
STM2966,ncRNA
STM2967,MONOMER
STM2968,MONOMER
STM2969,MONOMER
STM2970,MONOMER
STM2971,MONOMER
STM2972,MONOMER
STM2973,MONOMER
STM2974,MONOMER
STM2976,MONOMER
STM2977,MONOMER
STM2978,MONOMER
STM2979,MONOMER
STM2980,MONOMER
STM2981,MONOMER
STM2982,MONOMER
STM2983,MONOMER
STM2984,MONOMER
STM2985,MONOMER
STM2986,MONOMER
STM2987,MONOMER
STM2988,MONOMER
STM2989,tRNA
STM2990,tRNA
STM2991,MONOMER
STM2992,MONOMER
STM2993,MONOMER
STM2994,MONOMER
STM2995,MONOMER
STM2996,MONOMER
STM2997,MONOMER
STM2998,MONOMER
STM2999,MONOMER
STM3000,MONOMER
STM3001,MONOMER
STM3002,MONOMER
STM3003,MONOMER
STM3004,MONOMER
STM3005,MONOMER
STM3006,MONOMER
STM3007,MONOMER
STM3008,MONOMER
STM3009,MONOMER
STM3010,MONOMER
STM3011,MONOMER
STM3012,MONOMER
STM3013,MONOMER
STM3014,MONOMER
STM3015,MONOMER
STM3016,MONOMER
STM3017,MONOMER
STM3018,MONOMER
STM3019,MONOMER
STM3020,MONOMER
STM3021,MONOMER
STM3022,MONOMER
STM3023,MONOMER
STM3024,MONOMER
STM3025,MONOMER
STM3026,MONOMER
STM3027,MONOMER
STM3028,MONOMER
STM3029,MONOMER
STM3030,MONOMER
STM3031,MONOMER
STM3032,MONOMER
STM3033,MONOMER
STM3034,MONOMER
STM3035,MONOMER
STM3036,MONOMER
STM3037,tRNA
STM3038,MONOMER
STM3039,MONOMER
STM3040,MONOMER
STM3041,MONOMER
STM3042,MONOMER
STM3043,MONOMER
STM3044,MONOMER
STM3045,MONOMER
STM3046,MONOMER
STM3047,MONOMER
STM3048,MONOMER
STM3049,MONOMER
STM3050,MONOMER
STM3051,MONOMER
STM3052,MONOMER
STM3053,MONOMER
STM3054,MONOMER
STM3055,MONOMER
STM3056,MONOMER
STM3057,MONOMER
STM3058,MONOMER
STM3059,MONOMER
STM3060,MONOMER
STM3061,MONOMER
STM3062,MONOMER
STM3063,MONOMER
STM3064,MONOMER
STM3065,MONOMER
STM3066,MONOMER
STM3067,MONOMER
STM3068,MONOMER
STM3069,MONOMER
STM3070,MONOMER
STM3071,MONOMER
STM3072,MONOMER
STM3073,MONOMER
STM3074,MONOMER
STM3075,MONOMER
STM3076,MONOMER
STM3077,MONOMER
STM3078,MONOMER
STM3079,MONOMER
STM3080,MONOMER
STM3081,MONOMER
STM3082,MONOMER
STM3083,MONOMER
STM3084,MONOMER
STM3085,MONOMER
STM3086,MONOMER
STM3087,MONOMER
STM3088,MONOMER
STM3089,MONOMER
STM3090,MONOMER
STM3091,MONOMER
STM3092,MONOMER
STM3093,MONOMER
STM3094,MONOMER
STM3095,MONOMER
STM3096,MONOMER
STM3097,MONOMER
STM3098,MONOMER
STM3099,MONOMER
STM3100,MONOMER
STM3101,MONOMER
STM3102,MONOMER
STM3103,MONOMER
STM3104,MONOMER
STM3105,MONOMER
STM3106,MONOMER
STM3107,MONOMER
STM3108,MONOMER
STM3109,MONOMER
STM3110,MONOMER
STM3111,MONOMER
STM3112,MONOMER
STM3113,MONOMER
STM3114,MONOMER
STM3115,MONOMER
STM3116,tRNA
STM3117,MONOMER
STM3118,MONOMER
STM3119,MONOMER
STM3120,MONOMER
STM3121,MONOMER
STM3122,MONOMER
STM3123,MONOMER
STM3124,MONOMER
STM3125,MONOMER
STM3126,MONOMER
STM3127,MONOMER
STM3128,MONOMER
STM3129,MONOMER
STM3130,MONOMER
STM3131,MONOMER
STM3132,MONOMER
STM3133,MONOMER
STM3134,MONOMER
STM3135,MONOMER
STM3136,MONOMER
STM3137,MONOMER
STM3138,MONOMER
STM3139,MONOMER
STM3140,MONOMER
STM3141,MONOMER
STM3142,MONOMER
STM3143,MONOMER
STM3144,MONOMER
STM3145,MONOMER
STM3146,MONOMER
STM3147,MONOMER
STM3148,MONOMER
STM3149,MONOMER
STM3150,MONOMER
STM3151,MONOMER
STM3152,MONOMER
STM3153,MONOMER
STM3154,MONOMER
STM3155,MONOMER
STM3156,MONOMER
STM3157,MONOMER
STM3158,MONOMER
STM3159,MONOMER
STM3160,MONOMER
STM3161,MONOMER
STM3162,MONOMER
STM3163,MONOMER
STM3164,MONOMER
STM3165,MONOMER
STM3166,MONOMER
STM3167,MONOMER
STM3168,MONOMER
STM3169,MONOMER
STM3170,MONOMER
STM3171,MONOMER
STM3172,MONOMER
STM3173,MONOMER
STM3174,MONOMER
STM3175,MONOMER
STM3176,MONOMER
STM3177,MONOMER
STM3178,MONOMER
STM3179,MONOMER
STM3180,MONOMER
STM3181,MONOMER
STM3182,MONOMER
STM3183,MONOMER
STM3184,MONOMER
STM3185,MONOMER
STM3186,MONOMER
STM3187,MONOMER
STM3188,MONOMER
STM3189,MONOMER
STM3190,MONOMER
STM3191,MONOMER
STM3192,MONOMER
STM3193,MONOMER
STM3194,MONOMER
STM3195,MONOMER
STM3196,MONOMER
STM3197,MONOMER
STM3198,MONOMER
STM3199,MONOMER
STM3200,MONOMER
STM3201,MONOMER
STM3202,MONOMER
STM3203,MONOMER
STM3204,MONOMER
STM3205,MONOMER
STM3206,MONOMER
STM3207,MONOMER
STM3208,MONOMER
STM3209,MONOMER
STM3210,MONOMER
STM3211,MONOMER
STM3212,MONOMER
STM3213,tRNA
STM3214,MONOMER
STM3215,MONOMER
STM3216,MONOMER
STM3217,MONOMER
STM3218,MONOMER
STM3219,MONOMER
STM3220,MONOMER
STM3221,MONOMER
STM3222,MONOMER
STM3223,MONOMER
STM3224,MONOMER
STM3225,MONOMER
STM3226,MONOMER
STM3227,MONOMER
STM3228,MONOMER
STM3229,MONOMER
STM3230,MONOMER
STM3231,MONOMER
STM3232,MONOMER
STM3233,MONOMER
STM3234,MONOMER
STM3235,MONOMER
STM3236,MONOMER
STM3237,MONOMER
STM3238,MONOMER
STM3239,MONOMER
STM3240,MONOMER
STM3241,MONOMER
STM3242,MONOMER
STM3243,MONOMER
STM3244,MONOMER
STM3245,MONOMER
STM3246,ncRNA
STM3247,MONOMER
STM3248,MONOMER
STM3249,MONOMER
STM3250,MONOMER
STM3251,MONOMER
STM3252,MONOMER
STM3253,MONOMER
STM3254,MONOMER
STM3255,MONOMER
STM3256,MONOMER
STM3257,MONOMER
STM3258,MONOMER
STM3259,MONOMER
STM3260,MONOMER
STM3261,MONOMER
STM3262,MONOMER
STM3263,MONOMER
STM3264,MONOMER
STM3265,MONOMER
STM3266,MONOMER
STM3267,MONOMER
STM3268,MONOMER
STM3269,MONOMER
STM3270,MONOMER
STM3271,MONOMER
STM3272,MONOMER
STM3273,MONOMER
STM3274,MONOMER
STM3275,MONOMER
STM3276,MONOMER
STM3277,MONOMER
STM3278,MONOMER
STM3279,MONOMER
STM3280,MONOMER
STM3281,MONOMER
STM3282,MONOMER
STM3283,MONOMER
STM3284,MONOMER
STM3285,MONOMER
STM3286,MONOMER
STM3287,MONOMER
STM3288,MONOMER
STM3289,tRNA
STM3290,MONOMER
STM3291,MONOMER
STM3292,tRNA
STM3293,MONOMER
STM3294,MONOMER
STM3295,MONOMER
STM3296,MONOMER
STM3297,MONOMER
STM3298,MONOMER
STM3299,MONOMER
STM3300,MONOMER
STM3301,MONOMER
STM3303,MONOMER
STM3304,MONOMER
STM3305,MONOMER
STM3306,MONOMER
STM3307,MONOMER
STM3308,MONOMER
STM3309,MONOMER
STM3310,MONOMER
STM3311,MONOMER
STM3312,MONOMER
STM3313,MONOMER
STM3314,MONOMER
STM3315,MONOMER
STM3316,MONOMER
STM3317,MONOMER
STM3318,MONOMER
STM3319,MONOMER
STM3320,MONOMER
STM3321,MONOMER
STM3322,MONOMER
STM3323,MONOMER
STM3324,MONOMER
STM3325,MONOMER
STM3326,MONOMER
STM3327,MONOMER
STM3328,MONOMER
STM3329,MONOMER
STM3330,MONOMER
STM3331,MONOMER
STM3332,MONOMER
STM3333,MONOMER
STM3334,MONOMER
STM3335,MONOMER
STM3336,MONOMER
STM3337,MONOMER
STM3338,MONOMER
STM3339,MONOMER
STM3340,MONOMER
STM3341,MONOMER
STM3342,MONOMER
STM3343,MONOMER
STM3344,MONOMER
STM3345,MONOMER
STM3346,MONOMER
STM3347,MONOMER
STM3348,MONOMER
STM3349,MONOMER
STM3350,MONOMER
STM3351,MONOMER
STM3352,MONOMER
STM3353,MONOMER
STM3354,MONOMER
STM3355,MONOMER
STM3356,MONOMER
STM3357,MONOMER
STM3358,MONOMER
STM3359,MONOMER
STM3360,MONOMER
STM3361,MONOMER
STM3362,MONOMER
STM3363,MONOMER
STM3364,MONOMER
STM3365,MONOMER
STM3366,MONOMER
STM3367,MONOMER
STM3368,MONOMER
STM3369,MONOMER
STM3370,MONOMER
STM3371,MONOMER
STM3372,MONOMER
STM3373,MONOMER
STM3374,MONOMER
STM3375,MONOMER
STM3376,MONOMER
STM3377,MONOMER
STM3378,MONOMER
STM3379,MONOMER
STM3380,MONOMER
STM3381,MONOMER
STM3382,MONOMER
STM3383,MONOMER
STM3384,MONOMER
STM3385,MONOMER
STM3386,MONOMER
STM3387,MONOMER
STM3388,MONOMER
STM3389,MONOMER
STM3390,MONOMER
STM3391,MONOMER
STM3392,MONOMER
STM3393,rRNA
STM3394,tRNA
STM3395,rRNA
STM3396,rRNA
STM3397,tRNA
STM3398,rRNA
STM3399,MONOMER
STM3400,MONOMER
STM3401,MONOMER
STM3402,MONOMER
STM3403,MONOMER
STM3404,MONOMER
STM3405,MONOMER
STM3406,MONOMER
STM3407,MONOMER
STM3408,MONOMER
STM3409,MONOMER
STM3410,MONOMER
STM3411,MONOMER
STM3412,MONOMER
STM3413,MONOMER
STM3414,MONOMER
STM3415,MONOMER
STM3416,MONOMER
STM3417,MONOMER
STM3418,MONOMER
STM3419,MONOMER
STM3420,MONOMER
STM3421,MONOMER
STM3422,MONOMER
STM3423,MONOMER
STM3424,MONOMER
STM3425,MONOMER
STM3426,MONOMER
STM3427,MONOMER
STM3428,MONOMER
STM3429,MONOMER
STM3430,MONOMER
STM3431,MONOMER
STM3432,MONOMER
STM3433,MONOMER
STM3434,MONOMER
STM3435,MONOMER
STM3436,MONOMER
STM3437,MONOMER
STM3438,MONOMER
STM3439,MONOMER
STM3440,MONOMER
STM3441,MONOMER
STM3442,MONOMER
STM3443,MONOMER
STM3444,MONOMER
STM3445,MONOMER
STM3446,MONOMER
STM3447,MONOMER
STM3448,MONOMER
STM3449,MONOMER
STM3450,MONOMER
STM3451,MONOMER
STM3452,MONOMER
STM3453,MONOMER
STM3454,MONOMER
STM3455,MONOMER
STM3456,MONOMER
STM3457,MONOMER
STM3458,MONOMER
STM3459,MONOMER
STM3461,MONOMER
STM3462,MONOMER
STM3463,MONOMER
STM3464,MONOMER
STM3465,MONOMER
STM3466,MONOMER
STM3467,MONOMER
STM3468,MONOMER
STM3469,MONOMER
STM3470,MONOMER
STM3471,MONOMER
STM3472,MONOMER
STM3473,MONOMER
STM3474,MONOMER
STM3475,MONOMER
STM3476,MONOMER
STM3477,MONOMER
STM3478,MONOMER
STM3479,MONOMER
STM3480,MONOMER
STM3481,MONOMER
STM3482,MONOMER
STM3483,MONOMER
STM3484,MONOMER
STM3485,MONOMER
STM3486,MONOMER
STM3487,MONOMER
STM3488,MONOMER
STM3489,MONOMER
STM3490,MONOMER
STM3491,MONOMER
STM3492,MONOMER
STM3493,MONOMER
STM3494,MONOMER
STM3495,MONOMER
STM3496,MONOMER
STM3497,MONOMER
STM3498,MONOMER
STM3499,MONOMER
STM3500,MONOMER
STM3501,MONOMER
STM3502,MONOMER
STM3503,MONOMER
STM3504,MONOMER
STM3505,MONOMER
STM3506,MONOMER
STM3507,MONOMER
STM3508,MONOMER
STM3509,MONOMER
STM3510,MONOMER
STM3511,MONOMER
STM3512,MONOMER
STM3513,MONOMER
STM3514,MONOMER
STM3515,MONOMER
STM3516,MONOMER
STM3517,MONOMER
STM3518,MONOMER
STM3519,MONOMER
STM3521,MONOMER
STM3522,MONOMER
STM3523,MONOMER
STM3524,MONOMER
STM3525,MONOMER
STM3526,MONOMER
STM3527,MONOMER
STM3528,MONOMER
STM3529,MONOMER
STM3531,MONOMER
STM3532,MONOMER
STM3533,MONOMER
STM3534,MONOMER
STM3535,MONOMER
STM3536,MONOMER
STM3537,MONOMER
STM3538,MONOMER
STM3539,MONOMER
STM3540,MONOMER
STM3541,MONOMER
STM3542,MONOMER
STM3543,MONOMER
STM3544,MONOMER
STM3545,MONOMER
STM3546,MONOMER
STM3547,MONOMER
STM3548,MONOMER
STM3549,MONOMER
STM3550,MONOMER
STM3551,MONOMER
STM3552,MONOMER
STM3553,MONOMER
STM3554,MONOMER
STM3555,MONOMER
STM3556,MONOMER
STM3557,MONOMER
STM3558,MONOMER
STM3559,MONOMER
STM3560,MONOMER
STM3561,MONOMER
STM3562,MONOMER
STM3563,MONOMER
STM3564,MONOMER
STM3565,MONOMER
STM3566,MONOMER
STM3567,MONOMER
STM3568,MONOMER
STM3569,MONOMER
STM3570,MONOMER
STM3571,MONOMER
STM3572,MONOMER
STM3573,MONOMER
STM3574,MONOMER
STM3575,MONOMER
STM3576,MONOMER
STM3577,MONOMER
STM3578,MONOMER
STM3579,MONOMER
STM3580,MONOMER
STM3581,MONOMER
STM3582,MONOMER
STM3583,MONOMER
STM3584,MONOMER
STM3585,MONOMER
STM3586,MONOMER
STM3587,MONOMER
STM3588,MONOMER
STM3589,MONOMER
STM3590,MONOMER
STM3591,MONOMER
STM3592,MONOMER
STM3593,MONOMER
STM3594,MONOMER
STM3595,MONOMER
STM3596,MONOMER
STM3597,MONOMER
STM3598,MONOMER
STM3599,MONOMER
STM3600,MONOMER
STM3601,MONOMER
STM3602,MONOMER
STM3603,MONOMER
STM3604,MONOMER
STM3605,MONOMER
STM3606,MONOMER
STM3607,MONOMER
STM3608,MONOMER
STM3609,MONOMER
STM3610,MONOMER
STM3611,MONOMER
STM3612,MONOMER
STM3613,MONOMER
STM3614,MONOMER
STM3615,MONOMER
STM3616,MONOMER
STM3617,MONOMER
STM3618,MONOMER
STM3619,MONOMER
STM3620,MONOMER
STM3621,MONOMER
STM3622,MONOMER
STM3623,MONOMER
STM3624,MONOMER
STM3624A,MONOMER
STM3625,MONOMER
STM3626,MONOMER
STM3627,MONOMER
STM3628,MONOMER
STM3629,MONOMER
STM3630,MONOMER
STM3631,MONOMER
STM3632,MONOMER
STM3633,MONOMER
STM3634,tRNA
STM3635,MONOMER
STM3636,MONOMER
STM3637,MONOMER
STM3638,MONOMER
STM3639,MONOMER
STM3640,MONOMER
STM3641,MONOMER
STM3642,MONOMER
STM3643,MONOMER
STM3644,MONOMER
STM3645,MONOMER
STM3646,MONOMER
STM3647,MONOMER
STM3648,MONOMER
STM3649,MONOMER
STM3650,MONOMER
STM3651,MONOMER
STM3652,MONOMER
STM3653,MONOMER
STM3655,MONOMER
STM3656,MONOMER
STM3657,MONOMER
STM3658,MONOMER
STM3659,MONOMER
STM3660,MONOMER
STM3661,MONOMER
STM3662,MONOMER
STM3663,MONOMER
STM3664,MONOMER
STM3665,MONOMER
STM3666,MONOMER
STM3667,MONOMER
STM3668,MONOMER
STM3669,MONOMER
STM3670,MONOMER
STM3671,MONOMER
STM3672,MONOMER
STM3673,MONOMER
STM3674,MONOMER
STM3675,MONOMER
STM3676,MONOMER
STM3677,MONOMER
STM3678,MONOMER
STM3679,MONOMER
STM3680,MONOMER
STM3681,MONOMER
STM3682,MONOMER
STM3683,MONOMER
STM3684,MONOMER
STM3685,MONOMER
STM3686,MONOMER
STM3687,MONOMER
STM3688,MONOMER
STM3689,MONOMER
STM3690,MONOMER
STM3691,MONOMER
STM3692,MONOMER
STM3693,MONOMER
STM3694,MONOMER
STM3695,MONOMER
STM3696,MONOMER
STM3697,MONOMER
STM3698,MONOMER
STM3699,MONOMER
STM3700,MONOMER
STM3701,MONOMER
STM3702,MONOMER
STM3703,MONOMER
STM3704,MONOMER
STM3705,MONOMER
STM3706,MONOMER
STM3707,MONOMER
STM3708,MONOMER
STM3709,MONOMER
STM3710,MONOMER
STM3711,MONOMER
STM3712,MONOMER
STM3713,MONOMER
STM3714,MONOMER
STM3715,MONOMER
STM3716,MONOMER
STM3717,MONOMER
STM3718,MONOMER
STM3719,MONOMER
STM3720,MONOMER
STM3721,MONOMER
STM3722,MONOMER
STM3723,MONOMER
STM3724,MONOMER
STM3725,MONOMER
STM3726,MONOMER
STM3727,MONOMER
STM3728,MONOMER
STM3729,MONOMER
STM3730,MONOMER
STM3731,MONOMER
STM3732,MONOMER
STM3733,MONOMER
STM3734,MONOMER
STM3735,MONOMER
