Gene Name	Left-End-Position	Right-End-Position	Product	Accession-1
SYNPCC7942_2554	2633189	2633647	SYNPCC7942_2554-MONOMER	SYNPCC7942_RS12980
SYNPCC7942_0567	548019	549368	SYNPCC7942_0567-MONOMER	SYNPCC7942_RS02885
SYNPCC7942_1498	1548207	1548410	SYNPCC7942_1498-MONOMER	SYNPCC7942_RS07655
SYNPCC7942_2507	2587537	2587797	SYNPCC7942_2507-MONOMER	SYNPCC7942_RS12720
SYNPCC7942_0539	523604	524353	SYNPCC7942_0539-MONOMER	SYNPCC7942_RS02740
SYNPCC7942_1458	1510962	1511528	SYNPCC7942_1458-MONOMER	SYNPCC7942_RS07460
SYNPCC7942_2470	2551697	2552464	SYNPCC7942_2470-MONOMER	SYNPCC7942_RS12555
SYNPCC7942_0500	488470	488823	SYNPCC7942_0500-MONOMER	SYNPCC7942_RS02540
SYNPCC7942_1405	1456260	1456787	SYNPCC7942_1405-MONOMER	SYNPCC7942_RS07190
SYNPCC7942_2413	2485279	2485527	SYNPCC7942_2413-MONOMER	
SYNPCC7942_0462	449370	449957	SYNPCC7942_0462-MONOMER	SYNPCC7942_RS02355
SYNPCC7942_1363	1402353	1402640	SYNPCC7942_1363-MONOMER	
SYNPCC7942_2380	2447344	2447772	SYNPCC7942_2380-MONOMER	SYNPCC7942_RS12095
SYNPCC7942_0421	411548	411946	SYNPCC7942_0421-MONOMER	SYNPCC7942_RS02150
SYNPCC7942_1327	1360808	1361101	SYNPCC7942_1327-MONOMER	SYNPCC7942_RS06785
SYNPCC7942_2327	2394295	2394768	SYNPCC7942_2327-MONOMER	SYNPCC7942_RS11830
SYNPCC7942_0389	382081	382332	SYNPCC7942_0389-MONOMER	
SYNPCC7942_1271	1295438	1296175	SYNPCC7942_1271-MONOMER	SYNPCC7942_RS06510
SYNPCC7942_2281	2350198	2351154	SYNPCC7942_2281-MONOMER	SYNPCC7942_RS11595
SYNPCC7942_2493	2574061	2574822	SYNPCC7942_2493-MONOMER	SYNPCC7942_RS12650
SYNPCC7942_0360	353103	354299	SYNPCC7942_0360-MONOMER	SYNPCC7942_RS01835
SYNPCC7942_1206	1233936	1234211	SYNPCC7942_1206-MONOMER	SYNPCC7942_RS06175
SYNPCC7942_0695	688334	688840	SYNPCC7942_0695-MONOMER	SYNPCC7942_RS03565
SYNPCC7942_2241	2306546	2307418	SYNPCC7942_2241-MONOMER	
SYNPCC7942_0305	303815	304045	SYNPCC7942_0305-MONOMER	SYNPCC7942_RS01555
SYNPCC7942_1892	1964969	1965778	SYNPCC7942_1892-MONOMER	SYNPCC7942_RS09595
SYNPCC7942_1163	1195317	1196492	SYNPCC7942_1163-MONOMER	SYNPCC7942_RS05960
SYNPCC7942_2178	2258054	2258395	SYNPCC7942_2178-MONOMER	SYNPCC7942_RS11070
SYNPCC7942_0227	224629	225255	SYNPCC7942_0227-MONOMER	SYNPCC7942_RS01155
SYNPCC7942_0252	247909	248136	SYNPCC7942_0252-MONOMER	SYNPCC7942_RS01285
SYNPCC7942_1139	1162565	1164235	SYNPCC7942_1139-MONOMER	SYNPCC7942_RS05830
SYNPCC7942_1318	1347917	1348768	SYNPCC7942_1318-MONOMER	SYNPCC7942_RS06740
SYNPCC7942_2152	2236384	2237643	SYNPCC7942_2152-MONOMER	SYNPCC7942_RS10935
SYNPCC7942_0215	217424	217813	SYNPCC7942_0215-MONOMER	SYNPCC7942_RS01090
SYNPCC7942_2462	2542826	2544106	SYNPCC7942_2462-MONOMER	SYNPCC7942_RS12515
SYNPCC7942_1091	1108372	1109535	SYNPCC7942_1091-MONOMER	SYNPCC7942_RS05600
SYNPCC7942_2108	2188718	2189086	SYNPCC7942_2108-MONOMER	SYNPCC7942_RS10685
SYNPCC7942_0666	663141	663761	SYNPCC7942_0666-MONOMER	SYNPCC7942_RS03410
SYNPCC7942_0175	173986	174198	SYNPCC7942_0175-MONOMER	SYNPCC7942_RS00890
SYNPCC7942_1059	1068901	1069833	SYNPCC7942_1059-MONOMER	SYNPCC7942_RS05430
SYNPCC7942_1865	1935472	1936392	SYNPCC7942_1865-MONOMER	SYNPCC7942_RS09465
SYNPCC7942_2044	2112977	2113990	SYNPCC7942_2044-MONOMER	SYNPCC7942_RS10370
SYNPCC7942_0146	147160	147855	SYNPCC7942_0146-MONOMER	SYNPCC7942_RS00740
SYNPCC7942_0196	196094	197575	SYNPCC7942_0196-MONOMER	SYNPCC7942_RS00995
SYNPCC7942_1018	1032577	1033212	SYNPCC7942_1018-MONOMER	SYNPCC7942_RS05235
SYNPCC7942_2013	2082726	2083253	SYNPCC7942_2013-MONOMER	SYNPCC7942_RS10210
SYNPCC7942_1295	1320370	1321758	SYNPCC7942_1295-MONOMER	SYNPCC7942_RS06625
SYNPCC7942_0102	102674	103237	SYNPCC7942_0102-MONOMER	SYNPCC7942_RS00520
SYNPCC7942_0968	975143	975358	SYNPCC7942_0968-MONOMER	SYNPCC7942_RS04975
SYNPCC7942_2441	2517856	2518650	SYNPCC7942_2441-MONOMER	SYNPCC7942_RS12405
SYNPCC7942_1960	2032190	2032696	SYNPCC7942_1960-MONOMER	SYNPCC7942_RS09945
SYNPCC7942_0059	60867	61112	SYNPCC7942_0059-MONOMER	SYNPCC7942_RS00295
SYNPCC7942_0639	630677	631969	SYNPCC7942_0639-MONOMER	SYNPCC7942_RS03280
SYNPCC7942_0916	922848	922976	SYNPCC7942_0916-MONOMER	
SYNPCC7942_1924	2000205	2000732	SYNPCC7942_1924-MONOMER	SYNPCC7942_RS09765
SYNPCC7942_1847	1913856	1914755	SYNPCC7942_1847-MONOMER	SYNPCC7942_RS09370
SYNPCC7942_0022	21880	23049	SYNPCC7942_0022-MONOMER	SYNPCC7942_RS00115
SYNPCC7942_0873	873108	874196	SYNPCC7942_0873-MONOMER	SYNPCC7942_RS04500
SYNPCC7942_0171	170797	171915	SYNPCC7942_0171-MONOMER	SYNPCC7942_RS00870
SYNPCC7942_1876	1948203	1948583	SYNPCC7942_1876-MONOMER	SYNPCC7942_RS09515
HTX97_RS00010	574	1161	HTX97_RS00010-MONOMER	ST32046_p3
SYNPCC7942_1274	1298630	1299157	SYNPCC7942_1274-MONOMER	SYNPCC7942_RS06525
SYNPCC7942_0846	840263	841081	SYNPCC7942_0846-MONOMER	SYNPCC7942_RS04370
SYNPCC7942_1833	1901772	1902530	SYNPCC7942_1833-MONOMER	SYNPCC7942_RS09300
SYNPCC7942_2418	2490633	2491517	SYNPCC7942_2418-MONOMER	SYNPCC7942_RS12285
SYNPCC7942_0809	803073	804815	SYNPCC7942_0809-MONOMER	SYNPCC7942_RS04185
SYNPCC7942_1791	1861831	1863066	SYNPCC7942_1791-MONOMER	SYNPCC7942_RS09100
SYNPCC7942_0137	138115	139278	SYNPCC7942_0137-MONOMER	SYNPCC7942_RS00695
SYNPCC7942_0771	763640	764854	SYNPCC7942_0771-MONOMER	SYNPCC7942_RS04000
SYNPCC7942_1758	1825182	1826267	SYNPCC7942_1758-MONOMER	SYNPCC7942_RS08935
SYNPCC7942_1250	1273781	1274260	SYNPCC7942_1250-MONOMER	SYNPCC7942_RS06405
SYNPCC7942_0749	743324	743614	SYNPCC7942_0749-MONOMER	SYNPCC7942_RS03880
SYNPCC7942_1712	1780853	1781218	SYNPCC7942_1712-MONOMER	SYNPCC7942_RS08710
SYNPCC7942_2386	2455998	2457101	SYNPCC7942_2386-MONOMER	SYNPCC7942_RS12125
SYNPCC7942_0726	720068	720430	SYNPCC7942_0726-MONOMER	SYNPCC7942_RS03755
SYNPCC7942_1673	1743189	1743854	SYNPCC7942_1673-MONOMER	SYNPCC7942_RS08525
SYNPCC7942_0110	109390	109947	SYNPCC7942_0110-MONOMER	SYNPCC7942_RS00560
SYNPCC7942_B2657	29150	29365	SYNPCC7942_B2657-MONOMER	SYNPCC7942_RS13500
SYNPCC7942_0690	684868	685155	SYNPCC7942_0690-MONOMER	SYNPCC7942_RS03540
SYNPCC7942_1229	1250193	1250987	SYNPCC7942_1229-MONOMER	SYNPCC7942_RS06300
SYNPCC7942_1638	1706685	1706951	SYNPCC7942_1638-MONOMER	SYNPCC7942_RS08355
SYNPCC7942_B2633	24871	27870	SYNPCC7942_B2633-MONOMER	SYNPCC7942_RS13490
SYNPCC7942_2360	2426823	2427857	SYNPCC7942_2360-MONOMER	SYNPCC7942_RS11990
SYNPCC7942_0650	644174	644659	SYNPCC7942_0650-MONOMER	SYNPCC7942_RS03330
SYNPCC7942_1593	1660025	1660720	SYNPCC7942_1593-MONOMER	SYNPCC7942_RS08135
SYNPCC7942_1803	1873351	1873782	SYNPCC7942_1803-MONOMER	SYNPCC7942_RS09160
SYNPCC7942_2597	2679934	2680413	SYNPCC7942_2597-MONOMER	SYNPCC7942_RS13230
SYNPCC7942_0602	590846	591454	SYNPCC7942_0602-MONOMER	SYNPCC7942_RS03090
SYNPCC7942_0086	82871	84955	SYNPCC7942_0086-MONOMER	SYNPCC7942_RS00425
SYNPCC7942_1547	1603035	1603415	SYNPCC7942_1547-MONOMER	SYNPCC7942_RS07890
SYNPCC7942_2547	2627005	2627325	SYNPCC7942_2547-MONOMER	SYNPCC7942_RS12940
SYNPCC7942_1211	1235481	1235825	SYNPCC7942_1211-MONOMER	SYNPCC7942_RS06200
SYNPCC7942_0558	539683	540297	SYNPCC7942_0558-MONOMER	SYNPCC7942_RS02840
SYNPCC7942_1494	1545382	1546095	SYNPCC7942_1494-MONOMER	SYNPCC7942_RS07635
SYNPCC7942_2337	2404597	2405550	SYNPCC7942_2337-MONOMER	SYNPCC7942_RS11875
SYNPCC7942_2500	2581096	2581716	SYNPCC7942_2500-MONOMER	SYNPCC7942_RS12685
SYNPCC7942_0527	511398	512234	SYNPCC7942_0527-MONOMER	SYNPCC7942_RS02680
SYNPCC7942_1774	1839385	1839558	SYNPCC7942_1774-MONOMER	SYNPCC7942_RS09015
SYNPCC7942_1445	1498702	1499817	SYNPCC7942_1445-MONOMER	SYNPCC7942_RS07395
SYNPCC7942_2461	2541304	2542737	SYNPCC7942_2461-MONOMER	SYNPCC7942_RS12510
SYNPCC7942_0062	62469	63242	SYNPCC7942_0062-MONOMER	SYNPCC7942_RS00310
SYNPCC7942_0496	483634	484323	SYNPCC7942_0496-MONOMER	SYNPCC7942_RS02525
SYNPCC7942_1399	1450087	1451241	SYNPCC7942_1399-MONOMER	SYNPCC7942_RS07160
SYNPCC7942_1184	1214239	1215141	SYNPCC7942_1184-MONOMER	SYNPCC7942_RS06065
SYNPCC7942_2408	2481009	2481395	SYNPCC7942_2408-MONOMER	SYNPCC7942_RS12240
SYNPCC7942_0452	441357	441836	SYNPCC7942_0452-MONOMER	
SYNPCC7942_2316	2385395	2385808	SYNPCC7942_2316-MONOMER	SYNPCC7942_RS11775
SYNPCC7942_1358	1397087	1397878	SYNPCC7942_1358-MONOMER	SYNPCC7942_RS06940
SYNPCC7942_2372	2439287	2440336	SYNPCC7942_2372-MONOMER	SYNPCC7942_RS12055
SYNPCC7942_1740	1810183	1811088	SYNPCC7942_1740-MONOMER	SYNPCC7942_RS08855
SYNPCC7942_0416	406389	406772	SYNPCC7942_0416-MONOMER	SYNPCC7942_RS02125
SYNPCC7942_1311	1338222	1338578	SYNPCC7942_1311-MONOMER	SYNPCC7942_RS06705
SYNPCC7942_0034	33685	33798	SYNPCC7942_0034-MONOMER	
SYNPCC7942_2318	2388749	2389375	SYNPCC7942_2318-MONOMER	SYNPCC7942_RS11785
SYNPCC7942_0383	375762	376448	SYNPCC7942_0383-MONOMER	SYNPCC7942_RS01955
SYNPCC7942_1152	1177670	1178677	SYNPCC7942_1152-MONOMER	SYNPCC7942_RS05905
SYNPCC7942_1265	1289545	1290258	SYNPCC7942_1265-MONOMER	SYNPCC7942_RS06480
SYNPCC7942_2276	2343882	2344334	SYNPCC7942_2276-MONOMER	SYNPCC7942_RS11570
SYNPCC7942_2291	2360280	2361251	SYNPCC7942_2291-MONOMER	SYNPCC7942_RS11645
SYNPCC7942_0349	341883	342443	SYNPCC7942_0349-MONOMER	SYNPCC7942_RS01775
SYNPCC7942_1200	1228048	1229061	SYNPCC7942_1200-MONOMER	SYNPCC7942_RS06145
SYNPCC7942_1718	1789028	1790305	SYNPCC7942_1718-MONOMER	SYNPCC7942_RS08740
SYNPCC7942_2233	2299796	2300113	SYNPCC7942_2233-MONOMER	SYNPCC7942_RS11340
SYNPCC7942_0296	292750	294765	SYNPCC7942_0296-MONOMER	SYNPCC7942_RS01510
SYNPCC7942_0001	65	1237	SYNPCC7942_0001-MONOMER	SYNPCC7942_RS00005
SYNPCC7942_1160	1193397	1194299	SYNPCC7942_1160-MONOMER	SYNPCC7942_RS05945
SYNPCC7942_2172	2252961	2253221	SYNPCC7942_2172-MONOMER	SYNPCC7942_RS11040
SYNPCC7942_1124	1141288	1143300	SYNPCC7942_1124-MONOMER	SYNPCC7942_RS05755
SYNPCC7942_0238	233143	234324	SYNPCC7942_0238-MONOMER	SYNPCC7942_RS01210
SYNPCC7942_1129	1148540	1149388	SYNPCC7942_1129-MONOMER	SYNPCC7942_RS05780
SYNPCC7942_2263	2331234	2332541	SYNPCC7942_2263-MONOMER	SYNPCC7942_RS11500
SYNPCC7942_2145	2229023	2229910	SYNPCC7942_2145-MONOMER	SYNPCC7942_RS10895
SYNPCC7942_0210	212496	212897	SYNPCC7942_0210-MONOMER	SYNPCC7942_RS01065
SYNPCC7942_0628	621277	622137	SYNPCC7942_0628-MONOMER	SYNPCC7942_RS03225
SYNPCC7942_1084	1099185	1099628	SYNPCC7942_1084-MONOMER	
SYNPCC7942_2095	2176855	2177238	SYNPCC7942_2095-MONOMER	SYNPCC7942_RS10620
SYNPCC7942_1694	1759930	1762506	SYNPCC7942_1694-MONOMER	SYNPCC7942_RS08625
SYNPCC7942_0168	167065	167748	SYNPCC7942_0168-MONOMER	SYNPCC7942_RS00855
SYNPCC7942_1042	1055645	1055980	SYNPCC7942_1042-MONOMER	SYNPCC7942_RS05345
SYNPCC7942_1101	1118661	1119818	SYNPCC7942_1101-MONOMER	SYNPCC7942_RS05645
SYNPCC7942_2037	2106519	2107163	SYNPCC7942_2037-MONOMER	SYNPCC7942_RS10335
SYNPCC7942_0140	142233	142631	SYNPCC7942_0140-MONOMER	SYNPCC7942_RS00710
SYNPCC7942_2236	2301380	2303044	SYNPCC7942_2236-MONOMER	SYNPCC7942_RS11355
SYNPCC7942_1000	1008139	1011369	SYNPCC7942_1000-MONOMER	SYNPCC7942_RS05130
SYNPCC7942_2006	2074598	2075284	SYNPCC7942_2006-MONOMER	SYNPCC7942_RS10175
SYNPCC7942_0603	591459	592751	SYNPCC7942_0603-MONOMER	SYNPCC7942_RS03095
SYNPCC7942_0096	93764	94285	SYNPCC7942_0096-MONOMER	SYNPCC7942_RS00490
SYNPCC7942_0956	963926	965068	SYNPCC7942_0956-MONOMER	SYNPCC7942_RS04915
SYNPCC7942_1668	1737882	1739552	SYNPCC7942_1668-MONOMER	SYNPCC7942_RS08505
SYNPCC7942_1952	2025399	2025740	SYNPCC7942_1952-MONOMER	SYNPCC7942_RS09910
SYNPCC7942_0053	55204	56352	SYNPCC7942_0053-MONOMER	SYNPCC7942_RS00265
SYNPCC7942_1072	1083771	1084322	SYNPCC7942_1072-MONOMER	SYNPCC7942_RS05500
SYNPCC7942_0908	917280	917987	SYNPCC7942_0908-MONOMER	SYNPCC7942_RS04670
SYNPCC7942_1913	1989975	1990358	SYNPCC7942_1913-MONOMER	SYNPCC7942_RS09710
SYNPCC7942_2219	2292928	2293329	SYNPCC7942_2219-MONOMER	SYNPCC7942_RS11270
SYNPCC7942_0014	13067	13411	SYNPCC7942_0014-MONOMER	SYNPCC7942_RS00070
SYNPCC7942_0870	871886	872113	SYNPCC7942_0870-MONOMER	SYNPCC7942_RS04485
SYNPCC7942_0579	559632	560765	SYNPCC7942_0579-MONOMER	SYNPCC7942_RS02945
SYNPCC7942_1868	1937822	1938253	SYNPCC7942_1868-MONOMER	SYNPCC7942_RS09480
SYNPCC7942_0840	834991	835473	SYNPCC7942_0840-MONOMER	SYNPCC7942_RS04345
SYNPCC7942_1637	1705426	1706484	SYNPCC7942_1637-MONOMER	SYNPCC7942_RS08350
SYNPCC7942_1827	1897287	1897913	SYNPCC7942_1827-MONOMER	SYNPCC7942_RS09270
SYNPCC7942_0805	798349	799095	SYNPCC7942_0805-MONOMER	SYNPCC7942_RS04165
SYNPCC7942_1048	1060891	1061382	SYNPCC7942_1048-MONOMER	SYNPCC7942_RS05375
SYNPCC7942_1783	1849303	1852170	SYNPCC7942_1783-MONOMER	SYNPCC7942_RS09060
SYNPCC7942_0768	760522	761178	SYNPCC7942_0768-MONOMER	SYNPCC7942_RS03985
SYNPCC7942_2203	2283183	2284289	SYNPCC7942_2203-MONOMER	SYNPCC7942_RS11195
SYNPCC7942_1755	1822494	1824227	SYNPCC7942_1755-MONOMER	SYNPCC7942_RS08925
SYNPCC7942_0745	739615	740778	SYNPCC7942_0745-MONOMER	SYNPCC7942_RS03860
SYNPCC7942_0552	534067	535185	SYNPCC7942_0552-MONOMER	SYNPCC7942_RS02810
SYNPCC7942_1704	1772024	1772833	SYNPCC7942_1704-MONOMER	SYNPCC7942_RS08675
SYNPCC7942_0722	715943	717025	SYNPCC7942_0722-MONOMER	SYNPCC7942_RS03730
SYNPCC7942_1611	1680389	1680682	SYNPCC7942_1611-MONOMER	SYNPCC7942_RS08220
SYNPCC7942_0719	714328	714831	SYNPCC7942_0719-MONOMER	SYNPCC7942_RS03705
SYNPCC7942_1664	1733790	1733984	SYNPCC7942_1664-MONOMER	SYNPCC7942_RS08485
SYNPCC7942_1016	1030953	1031435	SYNPCC7942_1016-MONOMER	SYNPCC7942_RS05220
SYNPCC7942_B2654	2720	3070	SYNPCC7942_B2654-MONOMER	SYNPCC7942_RS13360
SYNPCC7942_0686	680978	682138	SYNPCC7942_0686-MONOMER	SYNPCC7942_RS03520
SYNPCC7942_2171	2252196	2252726	SYNPCC7942_2171-MONOMER	SYNPCC7942_RS11035
SYNPCC7942_1632	1700263	1700772	SYNPCC7942_1632-MONOMER	SYNPCC7942_RS08325
SYNPCC7942_B2627	17687	18748	SYNPCC7942_B2627-MONOMER	SYNPCC7942_RS13440
SYNPCC7942_0513	498901	499653	SYNPCC7942_0513-MONOMER	SYNPCC7942_RS02605
SYNPCC7942_0646	640765	640992	SYNPCC7942_0646-MONOMER	SYNPCC7942_RS03315
SYNPCC7942_1583	1648210	1648746	SYNPCC7942_1583-MONOMER	SYNPCC7942_RS08085
SYNPCC7942_0995	1003809	1004204	SYNPCC7942_0995-MONOMER	SYNPCC7942_RS05110
SYNPCC7942_2593	2676025	2676561	SYNPCC7942_2593-MONOMER	SYNPCC7942_RS13205
SYNPCC7942_0594	581205	582881	SYNPCC7942_0594-MONOMER	SYNPCC7942_RS03045
SYNPCC7942_2136	2215466	2216287	SYNPCC7942_2136-MONOMER	SYNPCC7942_RS10835
SYNPCC7942_1538	1596968	1597366	SYNPCC7942_1538-MONOMER	SYNPCC7942_RS07860
SYNPCC7942_2539	2621102	2621647	SYNPCC7942_2539-MONOMER	SYNPCC7942_RS12890
SYNPCC7942_0486	472319	473554	SYNPCC7942_0486-MONOMER	SYNPCC7942_RS02475
SYNPCC7942_0551	533570	533941	SYNPCC7942_0551-MONOMER	SYNPCC7942_RS02805
SYNPCC7942_1483	1534449	1534877	SYNPCC7942_1483-MONOMER	SYNPCC7942_RS07580
SYNPCC7942_1567	1625702	1626019	SYNPCC7942_1567-MONOMER	SYNPCC7942_RS08005
SYNPCC7942_2487	2568613	2568831	SYNPCC7942_2487-MONOMER	SYNPCC7942_RS12620
SYNPCC7942_0522	507941	508312	SYNPCC7942_0522-MONOMER	SYNPCC7942_RS02655
SYNPCC7942_0969	975368	976195	SYNPCC7942_0969-MONOMER	SYNPCC7942_RS04980
SYNPCC7942_1437	1491286	1491564	SYNPCC7942_1437-MONOMER	SYNPCC7942_RS07350
SYNPCC7942_2455	2533536	2534168	SYNPCC7942_2455-MONOMER	SYNPCC7942_RS12475
SYNPCC7942_2111	2192025	2192933	SYNPCC7942_2111-MONOMER	SYNPCC7942_RS10700
SYNPCC7942_0493	480967	482451	SYNPCC7942_0493-MONOMER	SYNPCC7942_RS02510
SYNPCC7942_1395	1445306	1445725	SYNPCC7942_1395-MONOMER	SYNPCC7942_RS07140
SYNPCC7942_0460	448306	448779	SYNPCC7942_0460-MONOMER	SYNPCC7942_RS02345
SYNPCC7942_2404	2477807	2478547	SYNPCC7942_2404-MONOMER	
SYNPCC7942_0438	427989	428495	SYNPCC7942_0438-MONOMER	
SYNPCC7942_1541	1598656	1599168	SYNPCC7942_1541-MONOMER	SYNPCC7942_RS07865
SYNPCC7942_1349	1381367	1382053	SYNPCC7942_1349-MONOMER	SYNPCC7942_RS06895
SYNPCC7942_2366	2432601	2432879	SYNPCC7942_2366-MONOMER	SYNPCC7942_RS12020
SYNPCC7942_0946	954141	955628	SYNPCC7942_0946-MONOMER	SYNPCC7942_RS04865
SYNPCC7942_0412	403022	403351	SYNPCC7942_0412-MONOMER	SYNPCC7942_RS02100
SYNPCC7942_1303	1330752	1331150	SYNPCC7942_1303-MONOMER	SYNPCC7942_RS06665
SYNPCC7942_2091	2171430	2173268	SYNPCC7942_2091-MONOMER	SYNPCC7942_RS10600
SYNPCC7942_2302	2370891	2371247	SYNPCC7942_2302-MONOMER	SYNPCC7942_RS11700
SYNPCC7942_0380	373785	374828	SYNPCC7942_0380-MONOMER	SYNPCC7942_RS01935
SYNPCC7942_0440	429346	430473	SYNPCC7942_0440-MONOMER	SYNPCC7942_RS02250
SYNPCC7942_1253	1276940	1277221	SYNPCC7942_1253-MONOMER	SYNPCC7942_RS06420
SYNPCC7942_2269	2337207	2337944	SYNPCC7942_2269-MONOMER	SYNPCC7942_RS11530
SYNPCC7942_1518	1568627	1570927	SYNPCC7942_1518-MONOMER	SYNPCC7942_RS07760
SYNPCC7942_0341	335633	336205	SYNPCC7942_0341-MONOMER	SYNPCC7942_RS01740
SYNPCC7942_1192	1220990	1221583	SYNPCC7942_1192-MONOMER	SYNPCC7942_RS06105
SYNPCC7942_0924	929220	931214	SYNPCC7942_0924-MONOMER	SYNPCC7942_RS04755
SYNPCC7942_2196	2274904	2275545	SYNPCC7942_2196-MONOMER	SYNPCC7942_RS11155
SYNPCC7942_0287	281897	282592	SYNPCC7942_0287-MONOMER	SYNPCC7942_RS13610
SYNPCC7942_2071	2147525	2149525	SYNPCC7942_2071-MONOMER	SYNPCC7942_RS10500
SYNPCC7942_1155	1182479	1183195	SYNPCC7942_1155-MONOMER	SYNPCC7942_RS05920
SYNPCC7942_2166	2247486	2247857	SYNPCC7942_2166-MONOMER	SYNPCC7942_RS11010
SYNPCC7942_0402	396872	397396	SYNPCC7942_0402-MONOMER	SYNPCC7942_RS02050
SYNPCC7942_0233	229629	230054	SYNPCC7942_0233-MONOMER	SYNPCC7942_RS01185
SYNPCC7942_1119	1136617	1137294	SYNPCC7942_1119-MONOMER	SYNPCC7942_RS05735
SYNPCC7942_1493	1544514	1545353	SYNPCC7942_1493-MONOMER	SYNPCC7942_RS07630
SYNPCC7942_2138	2221934	2222959	SYNPCC7942_2138-MONOMER	SYNPCC7942_RS10850
SYNPCC7942_0201	201889	202641	SYNPCC7942_0201-MONOMER	SYNPCC7942_RS01020
SYNPCC7942_B2647	41755	42429	SYNPCC7942_B2647-MONOMER	SYNPCC7942_RS13565
SYNPCC7942_1077	1087327	1087638	SYNPCC7942_1077-MONOMER	SYNPCC7942_RS05525
SYNPCC7942_2077	2155133	2155549	SYNPCC7942_2077-MONOMER	SYNPCC7942_RS10530
SYNPCC7942_0893	903201	904283	SYNPCC7942_0893-MONOMER	SYNPCC7942_RS04600
SYNPCC7942_0165	164986	165486	SYNPCC7942_0165-MONOMER	SYNPCC7942_RS00835
SYNPCC7942_1039	1053877	1054353	SYNPCC7942_1039-MONOMER	SYNPCC7942_RS05335
SYNPCC7942_2047	2118510	2121371	SYNPCC7942_2047-MONOMER	SYNPCC7942_RS10385
SYNPCC7942_2034	2103270	2104508	SYNPCC7942_2034-MONOMER	SYNPCC7942_RS10320
SYNPCC7942_0132	132721	133770	SYNPCC7942_0132-MONOMER	SYNPCC7942_RS00670
SYNPCC7942_0369	362147	363601	SYNPCC7942_0369-MONOMER	SYNPCC7942_RS01880
SYNPCC7942_0994	1003177	1003746	SYNPCC7942_0994-MONOMER	SYNPCC7942_RS05105
SYNPCC7942_1996	2065617	2065967	SYNPCC7942_1996-MONOMER	SYNPCC7942_RS10120
SYNPCC7942_1467	1520674	1521363	SYNPCC7942_1467-MONOMER	SYNPCC7942_RS07505
SYNPCC7942_0087	84964	86475	SYNPCC7942_0087-MONOMER	SYNPCC7942_RS00430
SYNPCC7942_0952	960829	961620	SYNPCC7942_0952-MONOMER	SYNPCC7942_RS04895
SYNPCC7942_2612	2693828	2694928	SYNPCC7942_2612-MONOMER	SYNPCC7942_RS13305
SYNPCC7942_1949	2024003	2024311	SYNPCC7942_1949-MONOMER	SYNPCC7942_RS09890
SYNPCC7942_0044	41495	43477	SYNPCC7942_0044-MONOMER	SYNPCC7942_RS00220
SYNPCC7942_0860	862987	863946	SYNPCC7942_0860-MONOMER	SYNPCC7942_RS04435
SYNPCC7942_0905	915588	916130	SYNPCC7942_0905-MONOMER	
SYNPCC7942_1906	1982513	1983253	SYNPCC7942_1906-MONOMER	SYNPCC7942_RS09665
SYNPCC7942_2016	2084803	2084922	SYNPCC7942_2016-MONOMER	SYNPCC7942_RS10225
SYNPCC7942_0010	10252	10878	SYNPCC7942_0010-MONOMER	SYNPCC7942_RS00050
SYNPCC7942_0867	869169	869504	SYNPCC7942_0867-MONOMER	SYNPCC7942_RS04470
SYNPCC7942_0344	337408	338451	SYNPCC7942_0344-MONOMER	SYNPCC7942_RS01755
SYNPCC7942_1862	1932765	1933688	SYNPCC7942_1862-MONOMER	SYNPCC7942_RS09445
SYNPCC7942_0834	828582	829235	SYNPCC7942_0834-MONOMER	SYNPCC7942_RS04315
SYNPCC7942_1447	1500489	1501307	SYNPCC7942_1447-MONOMER	SYNPCC7942_RS07405
SYNPCC7942_1820	1893007	1893735	SYNPCC7942_1820-MONOMER	SYNPCC7942_RS09240
SYNPCC7942_0797	792010	792270	SYNPCC7942_0797-MONOMER	SYNPCC7942_RS04125
SYNPCC7942_2582	2667390	2668211	SYNPCC7942_2582-MONOMER	SYNPCC7942_RS13150
SYNPCC7942_1777	1841045	1841998	SYNPCC7942_1777-MONOMER	SYNPCC7942_RS09030
SYNPCC7942_0762	756010	756561	SYNPCC7942_0762-MONOMER	SYNPCC7942_RS03950
SYNPCC7942_0830	823942	825330	SYNPCC7942_0830-MONOMER	SYNPCC7942_RS04290
SYNPCC7942_1751	1820575	1820778	SYNPCC7942_1751-MONOMER	SYNPCC7942_RS08910
SYNPCC7942_0742	735651	736136	SYNPCC7942_0742-MONOMER	SYNPCC7942_RS03845
SYNPCC7942_1991	2061920	2062321	SYNPCC7942_1991-MONOMER	SYNPCC7942_RS10095
SYNPCC7942_1696	1763712	1764452	SYNPCC7942_1696-MONOMER	SYNPCC7942_RS08635
SYNPCC7942_0710	700843	701538	SYNPCC7942_0710-MONOMER	SYNPCC7942_RS03640
SYNPCC7942_0322	318679	320049	SYNPCC7942_0322-MONOMER	SYNPCC7942_RS01640
SYNPCC7942_1658	1728788	1729246	SYNPCC7942_1658-MONOMER	SYNPCC7942_RS08455
SYNPCC7942_B2649	42652	43134	SYNPCC7942_B2649-MONOMER	
SYNPCC7942_1422	1475694	1475993	SYNPCC7942_1422-MONOMER	SYNPCC7942_RS07275
SYNPCC7942_0675	670297	670818	SYNPCC7942_0675-MONOMER	SYNPCC7942_RS03455
