Reaction,Complexes
DAGK120,GMET_RS11940-MONOMER OR GMET_RS13740-MONOMER
DAGK140,GMET_RS11940-MONOMER OR GMET_RS13740-MONOMER
DAGK141,GMET_RS11940-MONOMER OR GMET_RS13740-MONOMER
DAGK160,GMET_RS11940-MONOMER OR GMET_RS13740-MONOMER
DAGK161,GMET_RS11940-MONOMER OR GMET_RS13740-MONOMER
DAGK180,GMET_RS11940-MONOMER OR GMET_RS13740-MONOMER
DAGK181,GMET_RS11940-MONOMER OR GMET_RS13740-MONOMER
DAPDC,GMET_RS01100-MONOMER_mod_pydx5p(1)
DAPE,GMET_RS15000-MONOMER
DASYN120,GMET_RS06320-MONOMER
DASYN140,GMET_RS06320-MONOMER
DASYN141,GMET_RS06320-MONOMER
DASYN160,GMET_RS06320-MONOMER
DASYN161,GMET_RS06320-MONOMER
DASYN180,GMET_RS06320-MONOMER
DASYN181,GMET_RS06320-MONOMER
DB4PS,GMET_RS08170-MONOMER_mod_mg2(1)
DBTS,GMET_RS07950-MONOMER_mod_mg2(1)
DCMPDA,GMET_RS08150-MONOMER OR GMET_RS01200-MONOMER
DDCAtexi,GMET_RS07730-MONOMER
DDPA,GMET_RS00120-MONOMER OR GMET_RS01725-MONOMER OR GMET_RS11970-MONOMER_mod_fe2(2)
DGK1,GMET_RS11730-MONOMER_mod_mg2(1)
DGUNC,GMET_RS00215-MONOMER OR Gmet_0049-MONOMER OR GMET_RS00345-MONOMER OR GMET_RS03870-MONOMER OR GMET_RS04205-MONOMER OR GMET_RS06535-MONOMER OR GMET_RS08585-MONOMER OR GMET_RS09670-MONOMER OR GMET_RS09685-MONOMER OR GMET_RS12210-MONOMER OR GMET_RS13640-MONOMER OR GMET_RS14955-MONOMER OR GMET_RS03515-MONOMER OR GMET_RS03915-MONOMER OR GMET_RS04790-MONOMER OR GMET_RS04940-MONOMER OR GMET_RS13190-MONOMER OR GMET_RS15460-MONOMER
DHAD1,GMET_RS06340-MONOMER_mod_4fe4s(1)
DHAD2,GMET_RS06340-MONOMER_mod_4fe4s(1)
DHDPRy,GMET_RS01065-MONOMER
DHDPS,GMET_RS01060-MONOMER
DHFR,GMET_RS14795-MONOMER
DHFS,GMET_RS12460-MONOMER
DHNAOT4,CPLX_DHNAOT4-0
DHNAS,GMET_RS16940-MONOMER
DHNPA2r,GMET_RS02480-MONOMER
DHORD5,CPLX_DHORD5-0
DHORTS,GMET_RS08905-MONOMER_mod_cobalt2(1)_mod_zn2(1) OR GMET_RS08905-MONOMER_mod_mn2(1)_mod_zn2(1) OR GMET_RS08905-MONOMER_mod_ni2(1)_mod_zn2(1)
DHPPDA2,GMET_RS08160-MONOMER
DHPS2,GMET_RS09545-MONOMER_mod_mg2(1)
DHQS,GMET_RS04895-MONOMER_mod_cobalt2(1)_mod_nad(1)
DHQTi,GMET_RS04910-MONOMER
DHXFUTC,GMET_RS16990-MONOMER OR GMET_RS16995-MONOMER
DLTO,GMET_RS15265-MONOMER OR GMET_RS08710-MONOMER
DMATT,GMET_RS09775-MONOMER_mod_mg2(1) OR GMET_RS09775-MONOMER_mod_mn2(1) OR GMET_RS12360-MONOMER_mod_mg2(1)
DMPPS,GMET_RS04335-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
DNTPPA,GMET_RS09015-MONOMER_mod_mg2(1) OR GMET_RS09015-MONOMER_mod_mn2(1) OR GMET_RS05865-MONOMER OR GMET_RS00240-MONOMER
DPCOAK,GMET_RS15175-MONOMER
DPLPTAT,GMET_RS14145-MONOMER
DPR,GMET_RS13260-MONOMER
DTMPK,GMET_RS11685-MONOMER_mod_mg2(1) OR GMET_RS16285-MONOMER
DUTPDP,GMET_RS08010-MONOMER_mod_zn2(1)
DXPRIi,GMET_RS06325-MONOMER_mod_mn2(1) OR GMET_RS06325-MONOMER_mod_cobalt2(1) OR GMET_RS06325-MONOMER_mod_mg2(1)
DXPS,GMET_RS09770-MONOMER OR GMET_RS14140-MONOMER_mod_thmpp(1)
E4PD,GMET_RS09830-MONOMER
EAR100x,GMET_RS12845-MONOMER
EAR100y,GMET_RS12845-MONOMER
EAR120x,GMET_RS12845-MONOMER
EAR120y,GMET_RS12845-MONOMER
EAR121x,GMET_RS12845-MONOMER
EAR121y,GMET_RS12845-MONOMER
EAR140x,GMET_RS12845-MONOMER
EAR140y,GMET_RS12845-MONOMER
EAR141x,GMET_RS12845-MONOMER
EAR141y,GMET_RS12845-MONOMER
EAR160x,GMET_RS12845-MONOMER
EAR160y,GMET_RS12845-MONOMER
EAR161x,GMET_RS12845-MONOMER
EAR161y,GMET_RS12845-MONOMER
EAR180x,GMET_RS12845-MONOMER
EAR180y,GMET_RS12845-MONOMER
EAR181x,GMET_RS12845-MONOMER
EAR181y,GMET_RS12845-MONOMER
EAR40x,GMET_RS12845-MONOMER
EAR40y,GMET_RS12845-MONOMER
EAR60x,GMET_RS12845-MONOMER
EAR60y,GMET_RS12845-MONOMER
EAR80x,GMET_RS12845-MONOMER
EAR80y,GMET_RS12845-MONOMER
ECOAH1,GMET_RS08635-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS07920-MONOMER OR GMET_RS11100-MONOMER
ECOAH2,GMET_RS08635-MONOMER OR GMET_RS11100-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS07920-MONOMER
ECOAH3,GMET_RS08635-MONOMER OR GMET_RS11100-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS07920-MONOMER
ECOAH4,GMET_RS08635-MONOMER OR GMET_RS11100-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS07920-MONOMER
ECOAH5,GMET_RS08635-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS07920-MONOMER OR GMET_RS11100-MONOMER
ECOAH6,GMET_RS08635-MONOMER OR GMET_RS11100-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS07920-MONOMER
ECOAH7,GMET_RS08635-MONOMER OR GMET_RS11100-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS07920-MONOMER
ECOAH8,GMET_RS08635-MONOMER OR GMET_RS10450-MONOMER OR GMET_RS11060-MONOMER OR GMET_RS11200-MONOMER OR GMET_RS10380-MONOMER OR GMET_RS07905-MONOMER OR GMET_RS11115-MONOMER OR GMET_RS16565-MONOMER OR GMET_RS11140-MONOMER OR GMET_RS11055-MONOMER OR GMET_RS16460-MONOMER OR GMET_RS07920-MONOMER OR GMET_RS11100-MONOMER
EDTXS1,GMET_RS00455-MONOMER
EDTXS1N,GMET_RS00455-MONOMER
EGMEACPR,GMET_RS12845-MONOMER
ELCYTO,GMET_RS04655-MONOMER OR GMET_RS02780-MONOMER OR GMET_RS02900-MONOMER OR GMET_RS02785-MONOMER
ENO,GMET_RS11955-MONOMER_mod_mg2(4)
EPMEACPR,GMET_RS12845-MONOMER
ETHSO3abcpp,CPLX2LZ9-48 OR CPLX2LZ9-47
ETHSO3tex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
ETOHtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
FA100ACPHi,GMET_RS12035-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1)
FA120ACPHi,GMET_RS12035-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1)
FA140ACPHi,GMET_RS12035-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1)
FA141ACPHi,GMET_RS12035-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1)
FA160ACPHi,GMET_RS12035-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1)
FA161ACPHi,GMET_RS12035-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1)
FA80ACPHi,GMET_RS12035-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1)
FACOAE140,GMET_RS03850-MONOMER
FACOAE160,GMET_RS03850-MONOMER
FACOAE161,GMET_RS03850-MONOMER
FACOAL100t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL120t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL140t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL141t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL160t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL161t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL180t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL181t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL40It2pp,GMET_RS10200-MONOMER
FACOAL40t2pp,GMET_RS10200-MONOMER
FACOAL50It2pp,GMET_RS10200-MONOMER
FACOAL50t2pp,GMET_RS10200-MONOMER
FACOAL60t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FACOAL80t2pp,GMET_RS01285-MONOMER OR GMET_RS11225-MONOMER OR GMET_RS13495-MONOMER OR GMET_RS11310-MONOMER OR GMET_RS07395-MONOMER OR GMET_RS19065-MONOMER
FADMQOR,CPLX_FADMQOR-0 OR CPLX_FADMQOR-1 OR CPLX_FADMQOR-2 OR CPLX_FADMQOR-3 OR CPLX_FADMQOR-4 OR CPLX_FADMQOR-5 OR CPLX_FADMQOR-6 OR CPLX_FADMQOR-7
FBA,GMET_RS08860-MONOMER OR GMET_RS12010-MONOMER
FBP,GMET_RS09705-MONOMER_mod_mg2(1)
FCLT,GMET_RS00095-MONOMER
FDH5r2pp,CPLX_FDH5r2pp-0
FE2Gabcpp,GMET_RS12305-MONOMER
FE2t4pp,CPLX_CD2t4pp-0 OR CPLX_CD2t4pp-1 OR CPLX_CD2t4pp-2 OR CPLX_CD2t4pp-3
FE2tex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
FE3Gabcpp,GMET_RS12305-MONOMER
FE3tex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
FERCYT,GMET_RS02900-MONOMER OR GMET_RS02780-MONOMER OR GMET_RS02785-MONOMER OR GMET_RS04655-MONOMER
FESR,GMET_RS17520-MONOMER
FLNDPR2r,CPLX_FLNDPR2r-0
FMETTRS,GMET_RS16735-MONOMER_mod_mg2(1)_mod_k(1)
FMNAT,GMET_RS06990-MONOMER
FOLR2,GMET_RS14795-MONOMER
FORtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
FRD2rpp,CPLX_FRD2rpp-0 OR CPLX_FRD2rpp-1
FRDPPCR2,GMET_RS06250-MONOMER OR GMET_RS05170-MONOMER OR GMET_RS00745-MONOMER OR GMET_RS17510-MONOMER OR GMET_RS15885-MONOMER
FRNDPR2r,CPLX_FLNDPR2r-0
FTHFCL,GMET_RS05910-MONOMER
FUM,GMET_RS12905-MONOMER_mod_4fe4s(1)
FUTH,GMET_RS16945-MONOMER
FUTS,GMET_RS04935-MONOMER
G1PACT,GMET_RS00520-MONOMER_mod_mg2(1)
G1PTT,GMET_RS04625-MONOMER_mod_mg2(1)
G1SAT,GMET_RS16820-MONOMER_mod_pydx5p(1)
G3PD,GMET_RS08440-MONOMER_mod_fad(1)
G3PD1ir,GMET_RS00040-MONOMER
G3PD2,GMET_RS00040-MONOMER
G5SD,GMET_RS16030-MONOMER
G6PDH2r,GMET_RS13145-MONOMER
GALURt2rpp,GMET_RS16140-MONOMER
GALURtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
GALUi,GMET_RS05810-MONOMER
GAPD,GMET_RS09830-MONOMER OR GMET_RS06095-MONOMER
GARFT,GMET_RS09290-MONOMER
GART,GMET_RS16000-MONOMER_mod_mg2(1)
GCCa,CPLX_GCCa-0
GCCb,GMET_RS15810-MONOMER
GCCc,GMET_RS09585-MONOMER OR GMET_RS13855-MONOMER
GDMANE,GMET_RS06615-MONOMER
GDPDPK,GMET_RS11720-MONOMER_mod_mn2(1)
GDPTPDP,GMET_RS12080-MONOMER_mod_mg2(1)
GF6PTA,GMET_RS07490-MONOMER OR GMET_RS00525-MONOMER
GHBDHy,GMET_RS15100-MONOMER
GHMT2r,GMET_RS08070-MONOMER
GK1,GMET_RS11730-MONOMER_mod_mg2(1)
GLA,GMET_RS11745-MONOMER
GLCP,GMET_RS04705-MONOMER_mod_pydx5p(1) OR GMET_RS15830-MONOMER OR GMET_RS13870-MONOMER
GLCS1,GMET_RS15910-MONOMER OR GMET_RS03550-MONOMER
GLCTR4,GMET_RS11815-MONOMER
GLCTR4N,GMET_RS11815-MONOMER
GLCURt2rpp,GMET_RS16140-MONOMER
GLCURtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
GLGC,GMET_RS13875-MONOMER_mod_mg2(1)
GLNS,GMET_RS06800-MONOMER_mod_mn2(1)
GLNTRS,GMET_RS00290-MONOMER OR CPLX2LZ9-16
GLU5K,GMET_RS16025-MONOMER_mod_mg2(1)
GLUDy,GMET_RS05970-MONOMER
GLUPRT,GMET_RS09795-MONOMER_mod_mg2(1)
GLUR,GMET_RS02730-MONOMER
GLUSx,CPLX_GLUSx-0
GLUSz,GMET_RS00740-MONOMER
GLUTCOADHc,GMET_RS10470-MONOMER
GLUTRR,GMET_RS16200-MONOMER
GLUTRS,GMET_RS08735-MONOMER_mod_mg2(1)_mod_zn2(1)
GLYCLTDx,GMET_RS15100-MONOMER
GLYCTO3,CPLX_GLYCTO3-0
GLYCtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
GLYK,GMET_RS08435-MONOMER_mod_mg2(1) OR GMET_RS08435-MONOMER_mod_mn2(1)
GLYTA,GMET_RS15900-MONOMER
GLYTRS,CPLX2LZ9-24
GM1LIPA3ODAex,GMET_RS08575-MONOMER
GM1LIPAabcpp,GMET_RS11840-MONOMER_mod_mg2(1)
GM1LIPAabctex,CPLX_GM1LIPAabctex-0
GM2LIPAabcpp,GMET_RS11840-MONOMER_mod_mg2(1)
GM2LIPAabctex,CPLX_GM1LIPAabctex-0
GMAND,GMET_RS07495-MONOMER OR GMET_RS06610-MONOMER_mod_nadp(1)
GMHEPAT,GMET_RS04615-MONOMER
GMHEPK,GMET_RS04615-MONOMER
GMHEPPA,GMET_RS04620-MONOMER_mod_mg2(1)
GMPS2,GMET_RS11555-MONOMER_mod_mg2(1)
GND,GMET_RS13150-MONOMER
GOFUCR,GMET_RS06615-MONOMER
GRTT,GMET_RS09775-MONOMER_mod_mg2(1) OR GMET_RS09775-MONOMER_mod_mn2(1) OR GMET_RS12360-MONOMER_mod_mg2(1)
GTPCI,GMET_RS15405-MONOMER
GTPCII2,GMET_RS08170-MONOMER_mod_mg2(1)
GTPDPK,GMET_RS11720-MONOMER_mod_mn2(1)
GUAPRT,GMET_RS13615-MONOMER
GUAt2pp,GMET_RS13610-MONOMER
GUAtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
GUI1,GMET_RS02255-MONOMER_mod_zn2(1)
GUI2,GMET_RS02255-MONOMER_mod_zn2(1)
H2Otex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
H2tex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
HACD1,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HACD2,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HACD3,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HACD4,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HACD5,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HACD6,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HACD7,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HACD8,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS10455-MONOMER OR GMET_RS11435-MONOMER
HCITS,GMET_RS03475-MONOMER
HCO3E,GMET_RS17630-MONOMER_mod_zn2(1) OR GMET_RS03875-MONOMER OR GMET_RS06255-MONOMER
HDCAtexi,GMET_RS07730-MONOMER
HDCEAtexi,GMET_RS07730-MONOMER
HDR3,CPLX_HDR3-0
HEMEOS,GMET_RS01270-MONOMER_mod_mg2(1) OR GMET_RS01270-MONOMER_mod_ca2(1)
HEPT1,GMET_RS11750-MONOMER
HEPT1N,GMET_RS11750-MONOMER
HEPT2,GMET_RS11820-MONOMER
HEPT2N,GMET_RS11820-MONOMER
HEPT5,GMET_RS11800-MONOMER
HEPT5N,GMET_RS11800-MONOMER
HEX1,GMET_RS08235-MONOMER
HEX4,GMET_RS14055-MONOMER
HEX7,GMET_RS14055-MONOMER
HGR,GMET_RS00885-MONOMER
HISTD,GMET_RS01915-MONOMER_mod_mn2(1)
HISTP,GMET_RS03500-MONOMER_mod_mg2(1)
HISTRS,GMET_RS16330-MONOMER OR GMET_RS09665-MONOMER_mod_mg2(4)
HKtpp,CPLX2LZ9-21
HMBS,GMET_RS16205-MONOMER_mod_dpm(1)
HMGL,GMET_RS16505-MONOMER
HMPK1,GMET_RS14600-MONOMER
HMPK2,GMET_RS14600-MONOMER
HMPK3,GMET_RS14600-MONOMER
HMPK4,GMET_RS14600-MONOMER
HMPSCD,CPLX_HMPSCD-0
HOCCD,GMET_RS10840-MONOMER
HP5CD,GMET_RS17605-MONOMER_mod_fad(1)
HPPK2,GMET_RS02470-MONOMER_mod_mg2(1)
HSDy,GMET_RS08185-MONOMER
HSERTA,GMET_RS13945-MONOMER
HSTPT,GMET_RS01920-MONOMER_mod_pydx5p(1)
HVCD,GMET_RS11095-MONOMER OR GMET_RS08640-MONOMER OR GMET_RS11435-MONOMER OR GMET_RS10455-MONOMER
HXANt2pp,GMET_RS13610-MONOMER
HXPRT,GMET_RS13615-MONOMER
HYD4pp,CPLX_HYD4pp-0
HYXNtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
Htex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
I2FE2SR,CPLX_I2FE2SR-0 OR CPLX_I2FE2SR-1
I2FE2SS,CPLX_I2FE2SR-0 OR CPLX_I2FE2SR-1
I2FE2SS2,CPLX_I2FE2SR-0 OR CPLX_I2FE2SR-1
I2FE2ST,CPLX_I2FE2SR-0 OR CPLX_I2FE2SR-1
I4FE4SR,CPLX_I2FE2SR-0 OR CPLX_I2FE2SR-1
I4FE4ST,CPLX_I2FE2SR-0 OR CPLX_I2FE2SR-1
IBTMr,CPLX_MMM2-1 OR CPLX_MMM2-0
IBTtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
ICDHyr,GMET_RS06845-MONOMER
ICYSDS,GMET_RS04965-MONOMER_mod_pydx5p(2) OR GMET_RS04370-MONOMER
IG3PS,CPLX2LZ9-14
IGPDH,GMET_RS01925-MONOMER_mod_mg2(1) OR GMET_RS01925-MONOMER_mod_mn2(1)
IGPS,GMET_RS12550-MONOMER
ILETA,GMET_RS14295-MONOMER_mod_pydx5p(6) OR GMET_RS14295-MONOMER_mod_pydx5p(1)
ILETRS,GMET_RS01750-MONOMER_mod_zn2(2)
ILEabcpp,CPLX2LZ9-44
ILEtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
IMPC,GMET_RS14580-MONOMER
IMPD,GMET_RS11560-MONOMER
IOR2b,CPLX_IOR2b-0 OR CPLX_IOR2b-1 OR CPLX_IOR2b-2
IOR3b,CPLX_IOR2b-0 OR CPLX_IOR2b-1 OR CPLX_IOR2b-2
IORb,CPLX_IOR2b-0 OR CPLX_IOR2b-1 OR CPLX_IOR2b-2
IPDPS,GMET_RS04335-MONOMER_mod_nadph(1)_mod_nadh(1)_mod_fad(1)_mod_cobalt2(1)
IPMD,GMET_RS03010-MONOMER_mod_mg2(1)_mod_mn2(1)
IPPMIa,CPLX2LZ9-34
IPPMIb,CPLX2LZ9-34
IPPS,GMET_RS06370-MONOMER
ISETACabcpp,CPLX2LZ9-48 OR CPLX2LZ9-47
ISETACtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
K2L4A3ODAex,GMET_RS08575-MONOMER
K2L4Aabcpp,GMET_RS11840-MONOMER_mod_mg2(1)
K2L4Aabctex,CPLX_GM1LIPAabctex-0
KARA1,GMET_RS06355-MONOMER_mod_mg2(1)
KARA2,GMET_RS06355-MONOMER_mod_mg2(1)
KAS14,GMET_RS08530-MONOMER OR GMET_RS08060-MONOMER OR GMET_RS08040-MONOMER OR GMET_RS16400-MONOMER
KAS15,GMET_RS08530-MONOMER OR GMET_RS08060-MONOMER OR GMET_RS08040-MONOMER OR GMET_RS16400-MONOMER
KDOCT2,GMET_RS06420-MONOMER_mod_mg2(1)
KDOPP,GMET_RS06440-MONOMER_mod_mg2(1)
KDOPS,GMET_RS06430-MONOMER
Kt2pp,GMET_RS00195-MONOMER OR GMET_RS00190-MONOMER
Kt3pp,GMET_RS05545-MONOMER
Ktex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
LA4NTGM1pp,GMET_RS04445-MONOMER
LA4NTGM2pp,GMET_RS04445-MONOMER
LACD,CPLX_LACD-0
LCD,GMET_RS02720-MONOMER
LCYSTabcpp,CPLX2LZ9-47 OR CPLX2LZ9-48
LCYSTtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
LDAPAT,GMET_RS01070-MONOMER
LEUTA,GMET_RS14295-MONOMER_mod_pydx5p(6) OR GMET_RS14295-MONOMER_mod_pydx5p(1)
LEUTRS,GMET_RS11595-MONOMER
LEUabcpp,CPLX2LZ9-44
LEUtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
LIPA3ODAex,GMET_RS08575-MONOMER
LIPAabcpp,GMET_RS11840-MONOMER_mod_mg2(1)
LIPAabctex,CPLX_GM1LIPAabctex-0
LPADSS,GMET_RS11845-MONOMER
LPADSSN,GMET_RS11845-MONOMER
LPD5,CPLX_LPD5-0 OR CPLX_LPD5-1
LYSTRS,GMET_RS11895-MONOMER
LYSt3pp,GMET_RS03995-MONOMER
LYStex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
LacR,GMET_RS16255-MONOMER
MACPD,GMET_RS08530-MONOMER OR GMET_RS08060-MONOMER OR GMET_RS08040-MONOMER OR GMET_RS16400-MONOMER
MALCOAMT,GMET_RS04225-MONOMER
MAN1PT,GMET_RS15925-MONOMER
MAN1PT2,GMET_RS05540-MONOMER
MAN6PI,GMET_RS12440-MONOMER OR GMET_RS15925-MONOMER
MBCOAi,GMET_RS16485-MONOMER
MCCC,CPLX_MCCC-0
MCITD,GMET_RS05625-MONOMER
MCITL2,GMET_RS05620-MONOMER_mod_mg2(1)
MCITS,GMET_RS05630-MONOMER
MCOATA,GMET_RS08045-MONOMER OR GMET_RS08510-MONOMER
MCSNAH,GMET_RS17665-MONOMER_mod_zn2(2)
MCTP1App,GMET_RS04645-MONOMER OR GMET_RS13925-MONOMER
MCTP1Bpp,GMET_RS04645-MONOMER OR GMET_RS13925-MONOMER
MCTP2App,GMET_RS04645-MONOMER OR GMET_RS13925-MONOMER
MDH,GMET_RS06850-MONOMER
ME2,GMET_RS08225-MONOMER_mod_mn2(1) OR GMET_RS08225-MONOMER_mod_mg2(1)
MECDPDH4,GMET_RS06805-MONOMER_mod_mn2(1)
MECDPS,GMET_RS00295-MONOMER_mod_mn2(1)
MEOHtex,GMET_RS09225-MONOMER OR GMET_RS13670-MONOMER
MEPCT,GMET_RS00300-MONOMER_mod_mg2(1) OR GMET_RS00300-MONOMER_mod_mn2(1) OR GMET_RS00300-MONOMER_mod_cobalt2(1)
