Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
STM0387	STM0387	440206	440661	STM0387-MONOMER
STM0542	STM0542	602705	603571	STM0542-MONOMER
STM2420	STM2420	2532393	2533277	STM2420-MONOMER
STM3742	STM3742	3934082	3936193	STM3742-MONOMER
STM0478	STM0478	534529	537891	STM0478-MONOMER
STM4245	STM4245	4465559	4466542	STM4245-MONOMER
STM4195	STM4195	4416728	4417669	STM4195-MONOMER
STM1011	STM1011	1104743	1105003	STM1011-MONOMER
STM0562	STM0562	619031	619210	STM0562-MONOMER
STM1463	STM1463	1537487	1538488	STM1463-MONOMER
STM0964	STM0964	1045324	1047768	STM0964-MONOMER
STM2787	STM2787	2935583	2936017	STM2787-MONOMER
STM0654	STM0654	717081	718076	STM0654-MONOMER
STM0049	STM0049	57796	58746	STM0049-MONOMER
STM2732	STM2732	2873773	2874006	STM2732-MONOMER
STM1956	STM1956	2044744	2045463	STM1956-MONOMER
STM0727	STM0727	793742	793879	STM0727-MONOMER
STM3260	STM3260	3428905	3430278	STM3260-MONOMER
STM1422	STM1422	1500422	1501480	STM1422-MONOMER
STM0522	STM0522	582569	583882	STM0522-MONOMER
STM0825	STM0825	891010	891276	STM0825-MONOMER
STM3724	STM3724	3919350	3920627	STM3724-MONOMER
PSLT108	PSLT108	87276	92534	PSLT108-MONOMER
STM4229	STM4229	4449344	4450543	STM4229-MONOMER
STM2876	STM2876	3019863	3021524	STM2876-MONOMER
STM0993	STM0993	1079508	1080212	STM0993-MONOMER
STM1907	STM1907	2001022	2001768	STM1907-MONOMER
STM2759	STM2759	2897647	2899326	STM2759-MONOMER
STM3274	STM3274	3440280	3441275	STM3274-MONOMER
STM1448	STM1448	1522695	1523351	STM1448-MONOMER
STM3207	STM3207	3371959	3372570	STM3207-MONOMER
STM0027	STM0027	30478	31209	STM0027-MONOMER
STM1065	STM1065	1156810	1157373	STM1065-MONOMER
STM1929	STM1929	2024693	2025496	STM1929-MONOMER
STM0475	STM0475	529250	532399	STM0475-MONOMER
STM3243	STM3243	3410041	3411372	STM3243-MONOMER
STM3052	STM3052	3210794	3211687	STM3052-MONOMER
STM0501	STM0501	561425	562342	STM0501-MONOMER
STM3678	STM3678	3864833	3865648	STM3678-MONOMER
STM3707	STM3707	3901366	3902400	STM3707-MONOMER
STM3467	STM3467	3616334	3618421	STM3467-MONOMER
STM4205	STM4205	4426006	4426935	STM4205-MONOMER
STM2385	STM2385	2495661	2496593	STM2385-MONOMER
STM0972	STM0972	1054064	1055023	STM0972-MONOMER
STM1267	STM1267	1349284	1349532	STM1267-MONOMER
STM2737	STM2737	2875827	2876066	STM2737-MONOMER
STM4168	STM4168	4385232	4385903	STM4168-MONOMER
STM1429	STM1429	1506982	1507914	STM1429-MONOMER
STM1324	STM1324	1403727	1404587	STM1324-MONOMER
STM0003	STM0003	2801	3730	STM0003-MONOMER
STM0942	STM0942	1019729	1021675	STM0942-MONOMER
STM1912	STM1912	2007817	2008209	STM1912-MONOMER
STM1387	STM1387	1473093	1473713	STM1387-MONOMER
STM3212	STM3212	3378379	3378885	STM3212-MONOMER
STM2715	STM2715	2859837	2860346	STM2715-MONOMER
STM0482	STM0482	539715	540092	STM0482-MONOMER
STM1488	STM1488	1565094	1566314	STM1488-MONOMER
STM3684	STM3684	3874195	3874803	STM3684-MONOMER
STM1405	STM1405	1488745	1489434	STM1405-MONOMER
STM2392	STM2392	2503762	2504517	STM2392-MONOMER
STM1571	STM1571	1653817	1654641	STM1571-MONOMER
STM4176	STM4176	4392475	4394064	STM4176-MONOMER
PSLT092	PSLT092	72222	73214	PSLT092-MONOMER
STM0951	STM0951	1028379	1029239	STM0951-MONOMER
STM1628	STM1628	1718817	1719092	STM1628-MONOMER
STM2720	STM2720	2861964	2863046	STM2720-MONOMER
STM1886	STM1886	1979664	1981139	STM1886-MONOMER
STM1411	STM1411	1491580	1492254	STM1411-MONOMER
STM1720	STM1720	1816774	1817394	STM1720-MONOMER
PSLT097	PSLT097	76681	77430	PSLT097-MONOMER
STM3189	STM3189	3352164	3352994	STM3189-MONOMER
STM1891	STM1891	1986412	1987413	STM1891-MONOMER
STM1773	STM1773	1871293	1872102	STM1773-MONOMER
STM3194	STM3194	3357010	3357687	STM3194-MONOMER
STM0451	STM0451	508106	508378	STM0451-MONOMER
STM0457	STM0457	514233	515051	STM0457-MONOMER
STM1849	STM1849	1945855	1948494	STM1849-MONOMER
STM3666	STM3666	3854031	3854504	STM3666-MONOMER
STM3660	STM3660	3844925	3846379	STM3660-MONOMER
STM2366	STM2366	2478689	2479603	STM2366-MONOMER
PSLT071	PSLT071	58994	59812	
STM4154	STM4154	4370026	4374249	STM4154-MONOMER
STM2361	STM2361	2472872	2474299	STM2361-MONOMER
STM0927	STM0927	1001445	1002020	STM0927-MONOMER
STM1984	STM1984	2068409	2068636	STM1984-MONOMER
STM2704	STM2704	2853001	2853408	STM2704-MONOMER
STM4149	STM4149	4363118	4363546	STM4149-MONOMER
STM1394	STM1394	1480393	1481886	STM1394-MONOMER
STM4374	STM4374	4617332	4617730	STM4374-MONOMER
PSLT079	PSLT079	63340	63906	PSLT079-MONOMER
STM0922	STM0922	993602	994336	STM0922-MONOMER
STM1870	STM1870	1966511	1967005	STM1870-MONOMER
STM0157	STM0157	183846	185468	STM0157-MONOMER
STM3175	STM3175	3339323	3340189	STM3175-MONOMER
STM2699	STM2699	2849231	2849533	STM2699-MONOMER
STM0439	STM0439	493355	494245	STM0439-MONOMER
STM2192	STM2192	2289285	2290427	STM2192-MONOMER
STM3640	STM3640	3827461	3827997	STM3640-MONOMER
STM1385	STM1385	1470424	1471176	STM1385-MONOMER
STM2349	STM2349	2460412	2461059	STM2349-MONOMER
STM4514	STM4514	4767754	4768638	STM4514-MONOMER
STM4126	STM4126	4343993	4345393	STM4126-MONOMER
PSLT073	PSLT073	61008	61388	PSLT073-MONOMER
STM0911	STM0911	981879	983414	STM0911-MONOMER
STM0342	STM0342	386311	386610	STM0342-MONOMER
STM2686	STM2686	2825581	2825871	STM2686-MONOMER
STM1864	STM1864	1960719	1961333	STM1864-MONOMER
STM1370	STM1370	1452683	1454170	STM1370-MONOMER
STM2336	STM2336	2447143	2447598	STM2336-MONOMER
PSLT057	PSLT057	48742	49098	PSLT057-MONOMER
STM3169	STM3169	3331604	3332587	STM3169-MONOMER
STM1842	STM1842	1937668	1938459	STM1842-MONOMER
STM2399	STM2399	2512129	2513520	STM2399-MONOMER
STM3157	STM3157	3318587	3319471	STM3157-MONOMER
STM0434	STM0434	486781	487692	STM0434-MONOMER
STM0423	STM0423	476517	477416	STM0423-MONOMER
STM2476	STM2476	2585920	2586963	STM2476-MONOMER
STM3620	STM3620	3803475	3804227	STM3620-MONOMER
STM3635	STM3635	3820588	3822279	STM3635-MONOMER
STM2328	STM2328	2439054	2439497	STM2328-MONOMER
STM2560	STM2560	2702151	2703611	STM2560-MONOMER
STM4107	STM4107	4321834	4322457	STM4107-MONOMER
STM2344	STM2344	2456686	2457129	STM2344-MONOMER
STM0895	STM0895	964576	964884	STM0895-MONOMER
STM2741	STM2741	2879465	2880058	STM2741-MONOMER
STM2667	STM2667	2808260	2809420	STM2667-MONOMER
STM4120	STM4120	4338286	4339437	STM4120-MONOMER
STM1348	STM1348	1426591	1427424	STM1348-MONOMER
STM2794	STM2794	2944456	2945133	STM2794-MONOMER
PSLT041	PSLT041	31421	32314	PSLT041-MONOMER
STM0906	STM0906	976815	977159	STM0906-MONOMER
STM1820	STM1820	1917759	1918454	STM1820-MONOMER
STM3217	STM3217	3382762	3384282	STM3217-MONOMER
STM3136	STM3136	3297430	3298902	STM3136-MONOMER
STM2681	STM2681	2821590	2822180	STM2681-MONOMER
STM0403	STM0403	458886	459467	STM0403-MONOMER
STM0929	STM0929	1003903	1004274	STM0929-MONOMER
STM3600	STM3600	3772479	3773324	STM3600-MONOMER
STM1362	STM1362	1444295	1444654	STM1362-MONOMER
STM2310	STM2310	2417381	2418676	STM2310-MONOMER
STM2983	STM2983	3135542	3135769	STM2983-MONOMER
STM4089	STM4089	4297589	4298074	STM4089-MONOMER
PSLT052	PSLT052	43811	45016	PSLT052-MONOMER
STM4581	STM4581	4837177	4838844	STM4581-MONOMER
STM3362	STM3362	3529237	3529503	STM3362-MONOMER
STM0875	STM0875	946564	947466	STM0875-MONOMER
STM1835	STM1835	1932704	1933513	STM1835-MONOMER
STM2642	STM2642	2782038	2782775	STM2642-MONOMER
STM1156	STM1156	1243745	1244797	STM1156-MONOMER
STM1330	STM1330	1408522	1409376	STM1330-MONOMER
STM3148	STM3148	3310494	3311672	STM3148-MONOMER
PSLT018	PSLT018	13569	14087	PSLT018-MONOMER
STM3133	STM3133	3293152	3294030	STM3133-MONOMER
STM1801	STM1801	1899803	1901536	STM1801-MONOMER
STM0417	STM0417	471037	471507	STM0417-MONOMER
STM3114	STM3114	3272780	3274915	STM3114-MONOMER
STM3574	STM3574	3741236	3741607	STM3574-MONOMER
STM0383	STM0383	437100	437366	STM0383-MONOMER
STM3615	STM3615	3791726	3793699	STM3615-MONOMER
STM3578	STM3578	3746521	3746766	STM3578-MONOMER
STM3641	STM3641	3828503	3829207	STM3641-MONOMER
STM2293	STM2293	2400464	2401660	STM2293-MONOMER
STM2323	STM2323	2431893	2434625	STM2323-MONOMER
STM4071	STM4071	4280255	4280521	STM4071-MONOMER
STM3703	STM3703	3896897	3897328	STM3703-MONOMER
STM4560	STM4560	4813906	4815495	STM4560-MONOMER
STM4101	STM4101	4310889	4313321	STM4101-MONOMER
STM0851	STM0851	922530	923441	STM0851-MONOMER
STM3774	STM3774	3975556	3975849	STM3774-MONOMER
STM2625	STM2625	2767111	2767860	STM2625-MONOMER
STM4594	STM4594	4852113	4852796	STM4594-MONOMER
STM1307	STM1307	1387244	1388212	STM1307-MONOMER
STM3849	STM3849	4056363	4057118	STM3849-MONOMER
STM1783	STM1783	1881087	1881695	STM1783-MONOMER
STM0889	STM0889	959574	960290	STM0889-MONOMER
STM3092	STM3092	3254819	3255316	STM3092-MONOMER
STM3969	STM3969	4175778	4177208	STM3969-MONOMER
STM0360	STM0360	408767	410170	STM0360-MONOMER
STM2654	STM2654	2794378	2795679	STM2654-MONOMER
STM3558	STM3558	3727948	3728316	STM3558-MONOMER
STM4030	STM4030	4239662	4240108	STM4030-MONOMER
STM2273	STM2273	2376756	2377958	STM2273-MONOMER
STM1342	STM1342	1421185	1421934	STM1342-MONOMER
STM4048	STM4048	4259078	4259914	STM4048-MONOMER
STM4141	STM4141	4359866	4360039	STM4141-MONOMER
STM4537	STM4537	4795876	4796655	STM4537-MONOMER
PSLT036	PSLT036	25877	26140	PSLT036-MONOMER
STM0833	STM0833	899537	900052	STM0833-MONOMER
STM4209	STM4209	4429385	4429594	STM4209-MONOMER
STM2607	STM2607	2755401	2755604	STM2607-MONOMER
STM1814	STM1814	1912081	1912788	STM1814-MONOMER
STM1288	STM1288	1366509	1367366	STM1288-MONOMER
STM0010	STM0010	10092	10805	STM0010-MONOMER
STM1763	STM1763	1856875	1858410	STM1763-MONOMER
STM3129	STM3129	3288979	3290463	STM3129-MONOMER
STM3073	STM3073	3234333	3235040	STM3073-MONOMER
STM1994	STM1994	2076617	2076916	STM1994-MONOMER
STM0333	STM0333	376664	377629	STM0333-MONOMER
STM0398	STM0398	451555	452850	STM0398-MONOMER
STM3535	STM3535	3701391	3702824	STM3535-MONOMER
STM4380	STM4380	4622215	4622964	STM4380-MONOMER
STM2255	STM2255	2353682	2354284	STM2255-MONOMER
STM3595	STM3595	3766176	3767447	STM3595-MONOMER
STM4026	STM4026	4236762	4237361	STM4026-MONOMER
STM0201	STM0201	236265	237104	STM0201-MONOMER
STM4511	STM4511	4765084	4765992	STM4511-MONOMER
STM2305	STM2305	2411672	2413039	STM2305-MONOMER
STM0806	STM0806	872892	873344	STM0806-MONOMER
STM2202	STM2202	2301530	2302579	STM2202-MONOMER
STM2590	STM2590	2740858	2741505	STM2590-MONOMER
STM4084	STM4084	4292390	4293136	STM4084-MONOMER
STM1258	STM1258	1342517	1343314	STM1258-MONOMER
STM4517	STM4517	4772060	4773301	STM4517-MONOMER
STM1736	STM1736	1830793	1831194	STM1736-MONOMER
STM4573	STM4573	4828907	4829614	STM4573-MONOMER
STM3055	STM3055	3215594	3216688	STM3055-MONOMER
STM0346	STM0346	390389	390913	STM0346-MONOMER
STM0309	STM0309	352598	355042	STM0309-MONOMER
STM0865	STM0865	937577	938185	STM0865-MONOMER
STM3514	STM3514	3673924	3676317	STM3514-MONOMER
STM2373	STM2373	2485950	2486324	STM2373-MONOMER
STM2231	STM2231	2331491	2331781	STM2231-MONOMER
STM2637	STM2637	2777317	2777796	STM2637-MONOMER
STM4003	STM4003	4210480	4210995	STM4003-MONOMER
STM2410	STM2410	2526557	2528746	STM2410-MONOMER
STM4488	STM4488	4731332	4731619	STM4488-MONOMER
STM1319	STM1319	1399722	1399964	STM1319-MONOMER
STM0787	STM0787	851844	853067	STM0787-MONOMER
STM2494	STM2494	2607970	2609433	STM2494-MONOMER
STM2573	STM2573	2718476	2719393	STM2573-MONOMER
PSLT011	PSLT011	6671	7324	PSLT011-MONOMER
STM1234	STM1234	1321579	1322730	STM1234-MONOMER
STM2572	STM2572	2717589	2718437	STM2572-MONOMER
STM1712	STM1712	1804749	1807424	STM1712-MONOMER
STM1795	STM1795	1893525	1894850	STM1795-MONOMER
STM3033	STM3033	3195162	3195560	STM3033-MONOMER
STM2749	STM2749	2888828	2889112	STM2749-MONOMER
STM0279	STM0279	318680	319165	STM0279-MONOMER
STM3106	STM3106	3265488	3266534	STM3106-MONOMER
STM3497	STM3497	3653071	3653472	STM3497-MONOMER
STM2799	STM2799	2947229	2947630	STM2799-MONOMER
STM2204	STM2204	2303580	2305268	STM2204-MONOMER
STM0373	STM0373	425166	428102	STM0373-MONOMER
STM3977	STM3977	4182937	4183425	STM3977-MONOMER
STM3224	STM3224	3392284	3393252	STM3224-MONOMER
STM4467	STM4467	4709343	4710563	STM4467-MONOMER
STM3570	STM3570	3738087	3738755	STM3570-MONOMER
STM0770	STM0770	834420	835499	STM0770-MONOMER
STM0938	STM0938	1014762	1015661	STM0938-MONOMER
STM2553	STM2553	2691075	2692352	STM2553-MONOMER
STM2287	STM2287	2394794	2395747	STM2287-MONOMER
STM1217	STM1217	1302558	1303868	STM1217-MONOMER
STM3006	STM3006	3164264	3164977	STM3006-MONOMER
STM1695	STM1695	1787160	1788152	STM1695-MONOMER
STM4063	STM4063	4273509	4274498	STM4063-MONOMER
STM3009	STM3009	3166683	3167885	STM3009-MONOMER
STM3367	STM3367	3533305	3534234	STM3367-MONOMER
STM0258	STM0258	298241	299020	STM0258-MONOMER
STM4551	STM4551	4809064	4810128	STM4551-MONOMER
STM3004	STM3004	3162174	3162704	STM3004-MONOMER
STM1164	STM1164	1249655	1250215	STM1164-MONOMER
STM0255	STM0255	295070	295873	STM0255-MONOMER
STM0846	STM0846	915714	916955	STM0846-MONOMER
STM3477	STM3477	3627476	3628849	STM3477-MONOMER
STM3151	STM3151	3313959	3314246	STM3151-MONOMER
STM2178	STM2178	2274347	2275384	STM2178-MONOMER
STM2620	STM2620	2764534	2765136	STM2620-MONOMER
STM3956	STM3956	4161004	4161489	STM3956-MONOMER
STM3580	STM3580	3747674	3748231	STM3580-MONOMER
STM4445	STM4445	4686486	4687619	STM4445-MONOMER
STM1302	STM1302	1380933	1381739	STM1302-MONOMER
STM0743	STM0743	812520	812801	STM0743-MONOMER
STM3648	STM3648	3835872	3836162	STM3648-MONOMER
STM2531	STM2531	2665447	2667762	STM2531-MONOMER
STM1777	STM1777	1874448	1875704	STM1777-MONOMER
STM1195	STM1195	1279213	1279947	STM1195-MONOMER
STM3729	STM3729	3922692	3923357	STM3729-MONOMER
STM1674	STM1674	1767326	1767916	STM1674-MONOMER
STM3084	STM3084	3247104	3247904	STM3084-MONOMER
STM2984	STM2984	3135962	3137167	STM2984-MONOMER
STM3785	STM3785	3984451	3985194	STM3785-MONOMER
STM0231	STM0231	269549	273031	STM0231-MONOMER
STM0353	STM0353	398561	400849	STM0353-MONOMER
STM3455	STM3455	3606322	3606912	STM3455-MONOMER
STM3878	STM3878	4086318	4087742	STM3878-MONOMER
STM2155	STM2155	2249737	2251770	STM2155-MONOMER
STM3553	STM3553	3722771	3723511	STM3553-MONOMER
STM3928	STM3928	4137131	4138489	STM3928-MONOMER
STM3980	STM3980	4186130	4186843	STM3980-MONOMER
STM4424	STM4424	4666985	4667905	STM4424-MONOMER
STM2266	STM2266	2364275	2365327	STM2266-MONOMER
STM0725	STM0725	790888	791721	STM0725-MONOMER
STM4042A	STM4042A	4252854	4253420	STM4042A-MONOMER
STM2510	STM2510	2622804	2624381	STM2510-MONOMER
STM4042	STM4042	4252112	4252771	STM4042-MONOMER
STM1177	STM1177	1259798	1261009	STM1177-MONOMER
STM4158	STM4158	4376696	4376884	STM4158-MONOMER
STM1652	STM1652	1746125	1746559	STM1652-MONOMER
STM4532	STM4532	4787583	4789733	STM4532-MONOMER
STM2961	STM2961	3111907	3113247	STM2961-MONOMER
PSLT014	PSLT014	8548	9423	PSLT014-MONOMER
STM0215	STM0215	253053	253847	STM0215-MONOMER
STM0828	STM0828	894745	895467	STM0828-MONOMER
STM3438	STM3438	3594649	3594951	STM3438-MONOMER
STM1926	STM1926	2022738	2022854	STM1926-MONOMER
STM2133	STM2133	2225844	2226728	STM2133-MONOMER
STM2602	STM2602	2750478	2750837	STM2602-MONOMER
STM3910	STM3910	4118957	4119238	STM3910-MONOMER
STM4302	STM4302	4548610	4548876	STM4302-MONOMER
STM4400	STM4400	4637149	4638114	STM4400-MONOMER
STM1282	STM1282	1357708	1358226	STM1282-MONOMER
STM0701	STM0701	763382	765580	STM0701-MONOMER
STM0082	STM0082	94771	95061	STM0082-MONOMER
STM2489	STM2489	2604042	2604920	STM2489-MONOMER
STM1752	STM1752	1847822	1848730	STM1752-MONOMER
STM1158	STM1158	1245421	1245993	STM1158-MONOMER
STM2156A	STM2156A	2252641	2253171	STM2156A-MONOMER
STM1632	STM1632	1722634	1722978	STM1632-MONOMER
STM3067	STM3067	3228430	3229290	STM3067-MONOMER
STM2945	STM2945	3087155	3088108	STM2945-MONOMER
STM4478	STM4478	4722021	4722140	STM4478-MONOMER
STM0195	STM0195	230658	231218	STM0195-MONOMER
STM0321	STM0321	366316	367419	STM0321-MONOMER
STM3422	STM3422	3587811	3587990	STM3422-MONOMER
STM0305	STM0305	349675	349890	STM0305-MONOMER
STM2115	STM2115	2197969	2198811	STM2115-MONOMER
STM3529	STM3529	3692505	3693614	STM3529-MONOMER
STM3882	STM3882	4092099	4093604	STM3882-MONOMER
STM2274	STM2274	2377973	2379298	STM2274-MONOMER
STM4382	STM4382	4623821	4624885	STM4382-MONOMER
STM2250	STM2250	2350914	2351393	STM2250-MONOMER
STM0683	STM0683	742920	744074	STM0683-MONOMER
STM4599	STM4599	4856200	4856340	STM4599-MONOMER
STM2466	STM2466	2575542	2576558	STM2466-MONOMER
STM4021	STM4021	4231619	4232860	STM4021-MONOMER
STM1135	STM1135	1225055	1225993	STM1135-MONOMER
STM0414	STM0414	468701	469240	STM0414-MONOMER
STM1609	STM1609	1698939	1699952	STM1609-MONOMER
STM4506	STM4506	4760046	4760720	STM4506-MONOMER
STM2926	STM2926	3067865	3068491	STM2926-MONOMER
STM0505	STM0505	564932	565702	STM0505-MONOMER
STM0178	STM0178	209293	209733	STM0178-MONOMER
STM0800	STM0800	866947	869244	STM0800-MONOMER
STM3405	STM3405	3575687	3576811	STM3405-MONOMER
STM0579	STM0579	637781	638149	STM0579-MONOMER
STM2099	STM2099	2180025	2181428	STM2099-MONOMER
STM2585A	STM2585A	2733014	2733241	STM2585A-MONOMER
STM3865	STM3865	4074124	4075506	STM3865-MONOMER
STM2600	STM2600	2749478	2750056	STM2600-MONOMER
STM4360	STM4360	4603558	4604508	STM4360-MONOMER
STM1251	STM1251	1335506	1335973	STM1251-MONOMER
STM0656	STM0656	718905	720338	STM0656-MONOMER
STM2507	STM2507	2621480	2621716	STM2507-MONOMER
STM2445	STM2445	2556598	2557389	STM2445-MONOMER
STM1726	STM1726	1823073	1824266	STM1726-MONOMER
STM1113	STM1113	1200142	1200504	STM1113-MONOMER
STM2421	STM2421	2533546	2534802	STM2421-MONOMER
STM1585	STM1585	1672213	1672434	STM1585-MONOMER
STM3049	STM3049	3208020	3208679	STM3049-MONOMER
STM2905	STM2905	3047626	3048153	STM2905-MONOMER
STM2376	STM2376	2487282	2487800	STM2376-MONOMER
STM0159	STM0159	188515	189357	STM0159-MONOMER
STM0300	STM0300	342830	343543	STM0300-MONOMER
STM3377	STM3377	3548105	3549109	STM3377-MONOMER
STM0349	STM0349	391991	392350	STM0349-MONOMER
STM2083	STM2083	2162430	2163863	STM2083-MONOMER
STM3509	STM3509	3667899	3668669	STM3509-MONOMER
STM3846	STM3846	4052419	4053288	STM3846-MONOMER
STM4522	STM4522	4776290	4776991	STM4522-MONOMER
STM4340	STM4340	4582495	4582854	STM4340-MONOMER
STM2221	STM2221	2322482	2323672	STM2221-MONOMER
STM0637	STM0637	698404	699615	STM0637-MONOMER
STM2212	STM2212	2311508	2312494	STM2212-MONOMER
STM2426	STM2426	2538780	2539007	STM2426-MONOMER
STM3996	STM3996	4203209	4204195	STM3996-MONOMER
STM1096	STM1096	1183625	1184371	STM1096-MONOMER
STM0212	STM0212	247952	249253	STM0212-MONOMER
STM1566	STM1566	1645804	1647501	STM1566-MONOMER
STM4482	STM4482	4725811	4727130	STM4482-MONOMER
STM2887	STM2887	3031540	3032610	STM2887-MONOMER
STM4402	STM4402	4639131	4639517	STM4402-MONOMER
STM0139	STM0139	162464	163207	STM0139-MONOMER
STM0782	STM0782	846451	847140	STM0782-MONOMER
STM3355	STM3355	3522871	3523770	STM3355-MONOMER
STM2005	STM2005	2084455	2084928	STM2005-MONOMER
STM2066	STM2066	2141567	2143915	STM2066-MONOMER
STM2567	STM2567	2712398	2713942	STM2567-MONOMER
STM3826	STM3826	4026464	4029199	STM3826-MONOMER
STM0015	STM0015	16088	16432	STM0015-MONOMER
STM4322	STM4322	4566786	4567361	STM4322-MONOMER
STM1229	STM1229	1316014	1317135	STM1229-MONOMER
STM0617	STM0617	679992	680798	STM0617-MONOMER
STM4216	STM4216	4436205	4436519	STM4216-MONOMER
STM1076	STM1076	1168512	1168970	STM1076-MONOMER
STM1706	STM1706	1800255	1800581	STM1706-MONOMER
STM1544	STM1544	1619776	1621332	STM1544-MONOMER
STM1852	STM1852	1950476	1950667	STM1852-MONOMER
STM2869	STM2869	3013795	3014475	STM2869-MONOMER
STM3024	STM3024	3184183	3185049	STM3024-MONOMER
STM0122	STM0122	141726	143492	STM0122-MONOMER
STM1782	STM1782	1880557	1880835	STM1782-MONOMER
STM2039	STM2039	2117235	2117936	STM2039-MONOMER
STM0273	STM0273	313934	314476	STM0273-MONOMER
STM3340	STM3340	3509154	3509945	STM3340-MONOMER
STM1728	STM1728	1825552	1825734	STM1728-MONOMER
STM3809	STM3809	4009928	4010341	STM3809-MONOMER
STM3492	STM3492	3645761	3646540	STM3492-MONOMER
STM4301	STM4301	4547123	4548463	STM4301-MONOMER
STM1637	STM1637	1726870	1728420	STM1637-MONOMER
STM0598	STM0598	659924	660679	STM0598-MONOMER
STM2197	STM2197	2294264	2295151	STM2197-MONOMER
STM1057	STM1057	1144129	1146741	STM1057-MONOMER
STM1581	STM1581	1667440	1668333	STM1581-MONOMER
STM1524	STM1524	1601176	1602564	STM1524-MONOMER
STM3972	STM3972	4178671	4180311	STM3972-MONOMER
STM2849	STM2849	2993898	2995607	STM2849-MONOMER
STM1503	STM1503	1581299	1581640	STM1503-MONOMER
STM0106	STM0106	123410	124117	STM0106-MONOMER
STM4462	STM4462	4705040	4705180	STM4462-MONOMER
STM2022	STM2022	2102684	2102965	STM2022-MONOMER
STM1389	STM1389	1474119	1475078	STM1389-MONOMER
STM3320	STM3320	3484417	3485850	STM3320-MONOMER
STM0763	STM0763	826495	827346	STM0763-MONOMER
STM3788	STM3788	3987726	3989054	STM3788-MONOMER
STM1327	STM1327	1406302	1407060	STM1327-MONOMER
STM0580	STM0580	638149	638730	STM0580-MONOMER
STM2543	STM2543	2681537	2682751	STM2543-MONOMER
STM4287	STM4287	4529034	4529498	STM4287-MONOMER
STM1271	STM1271	1351396	1351758	STM1271-MONOMER
STM1040	STM1040	1125603	1125932	STM1040-MONOMER
STM1207	STM1207	1291143	1291781	STM1207-MONOMER
STM1505	STM1505	1582241	1583455	STM1505-MONOMER
STM3508	STM3508	3666949	3667863	STM3508-MONOMER
STM2832	STM2832	2978312	2978875	STM2832-MONOMER
STM1687	STM1687	1780857	1781075	STM1687-MONOMER
STM0087	STM0087	100839	101318	STM0087-MONOMER
STM3071	STM3071	3233303	3233728	STM3071-MONOMER
STM1991	STM1991	2073875	2074345	STM1991-MONOMER
STM2999	STM2999	3156814	3157377	STM2999-MONOMER
STM3303	STM3303	3472508	3472765	STM3303-MONOMER
STM1077	STM1077	1169065	1169727	STM1077-MONOMER
STM3764	STM3764	3964500	3965195	STM3764-MONOMER
STM0244	STM0244	285001	285405	STM0244-MONOMER
STM0554	STM0554	613596	613784	STM0554-MONOMER
STM3276	STM3276	3442340	3443347	STM3276-MONOMER
STM4269	STM4269	4507661	4509307	STM4269-MONOMER
STM3472	STM3472	3621230	3621802	STM3472-MONOMER
STM1024	STM1024	1112867	1112992	STM1024-MONOMER
STM2903	STM2903	3046324	3046650	STM2903-MONOMER
STM1484	STM1484	1560961	1561782	STM1484-MONOMER
STM2172	STM2172	2268827	2270263	STM2172-MONOMER
STM2807	STM2807	2952486	2954630	STM2807-MONOMER
STM0841	STM0841	908936	910201	STM0841-MONOMER
STM0064	STM0064	74017	74838	STM0064-MONOMER
STM3949	STM3949	4153800	4154702	STM3949-MONOMER
STM1971	STM1971	2059199	2059906	STM1971-MONOMER
STM0759	STM0759	823069	823455	STM0759-MONOMER
STM3282	STM3282	3449254	3451389	STM3282-MONOMER
STM4436	STM4436	4680257	4681141	STM4436-MONOMER
STM0536	STM0536	598471	598965	STM0536-MONOMER
STM0657	STM0657	720350	721045	STM0657-MONOMER
