reaction	lb	ub
DM_RNA_b3758	0.0	1000.0
DM_RNA_b3757	0.0	1000.0
DM_RNA_b3761	0.0	1000.0
DM_RNA_b3759	0.0	1000.0
DM_RNA_b3760	0.0	1000.0
DM_RNA_b3756	0.0	1000.0
DM_RNA_b2470	0.0	1000.0
DM_RNA_b2512	0.0	1000.0
DM_RNA_b0411	0.0	1000.0
DM_RNA_b4383	0.0	1000.0
DM_RNA_b4384	0.0	1000.0
DM_RNA_b4019	0.0	1000.0
DM_RNA_b3771	0.0	1000.0
DM_RNA_b3772	0.0	1000.0
DM_RNA_b3770	0.0	1000.0
DM_RNA_b0932	0.0	1000.0
DM_RNA_b1241	0.0	1000.0
DM_RNA_b4134	0.0	1000.0
DM_RNA_b3744	0.0	1000.0
DM_RNA_b0175	0.0	1000.0
DM_RNA_b0133	0.0	1000.0
DM_RNA_b0134	0.0	1000.0
DM_RNA_b0529	0.0	1000.0
DM_RNA_b4356	0.0	1000.0
DM_RNA_b1638	0.0	1000.0
DM_RNA_b1637	0.0	1000.0
DM_RNA_b1249	0.0	1000.0
DM_RNA_b0212	0.0	1000.0
DM_RNA_b0678	0.0	1000.0
DM_RNA_b3542	0.0	1000.0
DM_RNA_b3543	0.0	1000.0
DM_RNA_b3544	0.0	1000.0
DM_RNA_b3541	0.0	1000.0
DM_RNA_b3540	0.0	1000.0
DM_RNA_b0323	0.0	1000.0
DM_RNA_b4071	0.0	1000.0
DM_RNA_b4073	0.0	1000.0
DM_RNA_b4070	0.0	1000.0
DM_RNA_b4072	0.0	1000.0
DM_RNA_b4370	0.0	1000.0
DM_RNA_b4369	0.0	1000.0
DM_RNA_b4368	0.0	1000.0
DM_RNA_b0963	0.0	1000.0
DM_RNA_b2039	0.0	1000.0
DM_RNA_b2038	0.0	1000.0
DM_RNA_b2037	0.0	1000.0
DM_RNA_b3919	0.0	1000.0
DM_RNA_b1442	0.0	1000.0
DM_RNA_b1441	0.0	1000.0
DM_RNA_b1440	0.0	1000.0
DM_RNA_b1443	0.0	1000.0
DM_RNA_b3258	0.0	1000.0
DM_RNA_b2976	0.0	1000.0
DM_RNA_b2975	0.0	1000.0
DM_RNA_b4467	0.0	1000.0
DM_RNA_b2979	0.0	1000.0
DM_RNA_b4468	0.0	1000.0
DM_RNA_b2946	0.0	1000.0
DM_RNA_b2947	0.0	1000.0
DM_RNA_b2765	0.0	1000.0
DM_RNA_b3089	0.0	1000.0
DM_RNA_b1224	0.0	1000.0
DM_RNA_b1226	0.0	1000.0
DM_RNA_b1227	0.0	1000.0
DM_RNA_b1225	0.0	1000.0
DM_RNA_b2185	0.0	1000.0
DM_RNA_b1012	0.0	1000.0
DM_RNA_b1009	0.0	1000.0
DM_RNA_b1006	0.0	1000.0
DM_RNA_b1007	0.0	1000.0
DM_RNA_b1011	0.0	1000.0
DM_RNA_b1010	0.0	1000.0
DM_RNA_b1008	0.0	1000.0
DM_RNA_b2925	0.0	1000.0
DM_RNA_b0019	0.0	1000.0
DM_RNA_b0116	0.0	1000.0
DM_RNA_b2222	0.0	1000.0
DM_RNA_b2224	0.0	1000.0
DM_RNA_b2223	0.0	1000.0
DM_RNA_b2221	0.0	1000.0
DM_RNA_b0204	0.0	1000.0
DM_RNA_b0205	0.0	1000.0
DM_RNA_b3493	0.0	1000.0
DM_RNA_b4067	0.0	1000.0
DM_RNA_b4069	0.0	1000.0
DM_RNA_b4208	0.0	1000.0
DM_RNA_b3182	0.0	1000.0
DM_RNA_b1835	0.0	1000.0
DM_RNA_b1223	0.0	1000.0
DM_RNA_b2559	0.0	1000.0
DM_RNA_b2026	0.0	1000.0
DM_RNA_b2024	0.0	1000.0
DM_RNA_b2025	0.0	1000.0
DM_RNA_b2023	0.0	1000.0
DM_RNA_b2022	0.0	1000.0
DM_RNA_b4094	0.0	1000.0
DM_RNA_b2590	0.0	1000.0
DM_RNA_b2589	0.0	1000.0
DM_RNA_b2591	0.0	1000.0
DM_RNA_b0311	0.0	1000.0
DM_RNA_b0312	0.0	1000.0
DM_RNA_b0884	0.0	1000.0
DM_RNA_b3624	0.0	1000.0
DM_RNA_b3623	0.0	1000.0
DM_RNA_b4226	0.0	1000.0
DM_RNA_b3951	0.0	1000.0
DM_RNA_b3952	0.0	1000.0
DM_RNA_b4260	0.0	1000.0
DM_RNA_b3366	0.0	1000.0
DM_RNA_b3367	0.0	1000.0
DM_RNA_b3368	0.0	1000.0
DM_RNA_b3365	0.0	1000.0
DM_RNA_b0839	0.0	1000.0
DM_RNA_b3939	0.0	1000.0
DM_RNA_b3940	0.0	1000.0
DM_RNA_b0948	0.0	1000.0
DM_RNA_b0724	0.0	1000.0
DM_RNA_b0721	0.0	1000.0
DM_RNA_b0722	0.0	1000.0
DM_RNA_b0723	0.0	1000.0
DM_RNA_b0967	0.0	1000.0
DM_RNA_b3679	0.0	1000.0
DM_RNA_b0314	0.0	1000.0
DM_RNA_b3197	0.0	1000.0
DM_RNA_b3196	0.0	1000.0
DM_RNA_b0408	0.0	1000.0
DM_RNA_b0409	0.0	1000.0
DM_RNA_b1866	0.0	1000.0
DM_RNA_b3006	0.0	1000.0
DM_RNA_b3005	0.0	1000.0
DM_RNA_b0058	0.0	1000.0
DM_RNA_b1764	0.0	1000.0
DM_RNA_b0386	0.0	1000.0
DM_RNA_b2797	0.0	1000.0
DM_RNA_b2796	0.0	1000.0
DM_RNA_b2210	0.0	1000.0
DM_RNA_b2234	0.0	1000.0
DM_RNA_b2235	0.0	1000.0
DM_RNA_b1207	0.0	1000.0
DM_RNA_b0969	0.0	1000.0
DM_RNA_b0777	0.0	1000.0
DM_RNA_b0776	0.0	1000.0
DM_RNA_b0775	0.0	1000.0
DM_RNA_b0778	0.0	1000.0
DM_RNA_b0767	0.0	1000.0
DM_RNA_b0125	0.0	1000.0
DM_RNA_b2599	0.0	1000.0
DM_RNA_b0406	0.0	1000.0
DM_RNA_b0202	0.0	1000.0
DM_RNA_b0201	0.0	1000.0
DM_RNA_b0203	0.0	1000.0
DM_RNA_b0222	0.0	1000.0
DM_RNA_b3198	0.0	1000.0
DM_RNA_b3199	0.0	1000.0
DM_RNA_b2595	0.0	1000.0
DM_RNA_b4358	0.0	1000.0
DM_RNA_b0746	0.0	1000.0
DM_RNA_b0747	0.0	1000.0
DM_RNA_b3816	0.0	1000.0
DM_RNA_b1849	0.0	1000.0
DM_RNA_b1269	0.0	1000.0
DM_RNA_b4111	0.0	1000.0
DM_RNA_b0008	0.0	1000.0
DM_RNA_b0124	0.0	1000.0
DM_RNA_b2938	0.0	1000.0
DM_RNA_b4371	0.0	1000.0
DM_RNA_b3909	0.0	1000.0
DM_RNA_b1602	0.0	1000.0
DM_RNA_b1603	0.0	1000.0
DM_RNA_b2960	0.0	1000.0
DM_RNA_b3164	0.0	1000.0
DM_RNA_b4214	0.0	1000.0
DM_RNA_b0381	0.0	1000.0
DM_RNA_b3625	0.0	1000.0
DM_RNA_b0405	0.0	1000.0
DM_RNA_b1480	0.0	1000.0
DM_RNA_b1693	0.0	1000.0
DM_RNA_b1692	0.0	1000.0
DM_RNA_b0353	0.0	1000.0
DM_RNA_b1114	0.0	1000.0
DM_RNA_b4394	0.0	1000.0
DM_RNA_b0748	0.0	1000.0
DM_RNA_b2464	0.0	1000.0
DM_RNA_b2465	0.0	1000.0
DM_RNA_b2215	0.0	1000.0
DM_RNA_b0180	0.0	1000.0
DM_RNA_b2891	0.0	1000.0
DM_RNA_b1270	0.0	1000.0
DM_RNA_b4323	0.0	1000.0
DM_RNA_b4322	0.0	1000.0
DM_RNA_b2508	0.0	1000.0
DM_RNA_b2507	0.0	1000.0
DM_RNA_b3200	0.0	1000.0
DM_RNA_b3201	0.0	1000.0
DM_RNA_b1123	0.0	1000.0
DM_RNA_b1124	0.0	1000.0
DM_RNA_b1126	0.0	1000.0
DM_RNA_b1125	0.0	1000.0
DM_RNA_b2133	0.0	1000.0
DM_RNA_b4374	0.0	1000.0
DM_RNA_b4477	0.0	1000.0
DM_RNA_b3693	0.0	1000.0
DM_RNA_b3691	0.0	1000.0
DM_RNA_b4478	0.0	1000.0
DM_RNA_b0749	0.0	1000.0
DM_RNA_b2585	0.0	1000.0
DM_RNA_b3461	0.0	1000.0
DM_RNA_b3389	0.0	1000.0
DM_RNA_b3385	0.0	1000.0
DM_RNA_b3386	0.0	1000.0
DM_RNA_b3390	0.0	1000.0
DM_RNA_b3273	0.0	1000.0
DM_RNA_b3277	0.0	1000.0
DM_RNA_b3274	0.0	1000.0
DM_RNA_b3276	0.0	1000.0
DM_RNA_b3272	0.0	1000.0
DM_RNA_b3278	0.0	1000.0
DM_RNA_b3275	0.0	1000.0
DM_RNA_b0929	0.0	1000.0
DM_RNA_b3751	0.0	1000.0
DM_RNA_b3752	0.0	1000.0
DM_RNA_b3750	0.0	1000.0
DM_RNA_b3748	0.0	1000.0
DM_RNA_b3749	0.0	1000.0
DM_RNA_b1415	0.0	1000.0
DM_RNA_b3893	0.0	1000.0
DM_RNA_b3892	0.0	1000.0
DM_RNA_b3894	0.0	1000.0
DM_RNA_b4213	0.0	1000.0
DM_RNA_b3833	0.0	1000.0
DM_RNA_b3835	0.0	1000.0
DM_RNA_b4084	0.0	1000.0
DM_RNA_b3915	0.0	1000.0
DM_RNA_b0857	0.0	1000.0
DM_RNA_b0856	0.0	1000.0
DM_RNA_b0855	0.0	1000.0
DM_RNA_b0854	0.0	1000.0
DM_RNA_b2411	0.0	1000.0
DM_RNA_b3093	0.0	1000.0
DM_RNA_b0750	0.0	1000.0
DM_RNA_b0751	0.0	1000.0
DM_RNA_b1278	0.0	1000.0
DM_RNA_b4375	0.0	1000.0
DM_RNA_b1015	0.0	1000.0
DM_RNA_b1453	0.0	1000.0
DM_RNA_b3409	0.0	1000.0
DM_RNA_b0617	0.0	1000.0
DM_RNA_b0613	0.0	1000.0
DM_RNA_b0615	0.0	1000.0
DM_RNA_b0616	0.0	1000.0
DM_RNA_b0356	0.0	1000.0
DM_RNA_b0355	0.0	1000.0
DM_RNA_b0752	0.0	1000.0
DM_RNA_b3917	0.0	1000.0
DM_RNA_b4293	0.0	1000.0
DM_RNA_b2501	0.0	1000.0
DM_RNA_b2502	0.0	1000.0
DM_RNA_b2785	0.0	1000.0
DM_RNA_b0383	0.0	1000.0
DM_RNA_b1197	0.0	1000.0
DM_RNA_b0198	0.0	1000.0
DM_RNA_b0197	0.0	1000.0
DM_RNA_b0199	0.0	1000.0
DM_RNA_b3907	0.0	1000.0
DM_RNA_b3430	0.0	1000.0
DM_RNA_b2587	0.0	1000.0
DM_RNA_b0586	0.0	1000.0
DM_RNA_b0585	0.0	1000.0
DM_RNA_b2913	0.0	1000.0
DM_RNA_b0576	0.0	1000.0
DM_RNA_b0907	0.0	1000.0
DM_RNA_b2890	0.0	1000.0
DM_RNA_b4485	0.0	1000.0
DM_RNA_b4231	0.0	1000.0
DM_RNA_b4227	0.0	1000.0
DM_RNA_b4230	0.0	1000.0
DM_RNA_b1852	0.0	1000.0
DM_RNA_b2791	0.0	1000.0
DM_RNA_b4035	0.0	1000.0
DM_RNA_b4036	0.0	1000.0
DM_RNA_b1054	0.0	1000.0
DM_RNA_b0350	0.0	1000.0
DM_RNA_b0351	0.0	1000.0
DM_RNA_b0349	0.0	1000.0
DM_RNA_b0352	0.0	1000.0
DM_RNA_b0348	0.0	1000.0
DM_RNA_b0347	0.0	1000.0
DM_RNA_b2594	0.0	1000.0
DM_RNA_b1854	0.0	1000.0
DM_RNA_b3452	0.0	1000.0
DM_RNA_b3453	0.0	1000.0
DM_RNA_b3449	0.0	1000.0
DM_RNA_b3450	0.0	1000.0
DM_RNA_b3451	0.0	1000.0
DM_RNA_b3181	0.0	1000.0
DM_RNA_b1131	0.0	1000.0
DM_RNA_b1288	0.0	1000.0
DM_RNA_b2965	0.0	1000.0
DM_RNA_b0242	0.0	1000.0
DM_RNA_b0243	0.0	1000.0
DM_RNA_b1193	0.0	1000.0
DM_RNA_b3290	0.0	1000.0
DM_RNA_b0860	0.0	1000.0
DM_RNA_b3706	0.0	1000.0
DM_RNA_b0181	0.0	1000.0
DM_RNA_b0179	0.0	1000.0
DM_RNA_b4242	0.0	1000.0
DM_RNA_b2476	0.0	1000.0
DM_RNA_b3202	0.0	1000.0
DM_RNA_b1286	0.0	1000.0
DM_RNA_b3115	0.0	1000.0
DM_RNA_b3116	0.0	1000.0
DM_RNA_b3117	0.0	1000.0
DM_RNA_b4471	0.0	1000.0
DM_RNA_b3114	0.0	1000.0
DM_RNA_b1723	0.0	1000.0
DM_RNA_b0709	0.0	1000.0
DM_RNA_b2794	0.0	1000.0
DM_RNA_b2103	0.0	1000.0
DM_RNA_b2104	0.0	1000.0
DM_RNA_b2154	0.0	1000.0
DM_RNA_b0084	0.0	1000.0
DM_RNA_b0087	0.0	1000.0
DM_RNA_b0085	0.0	1000.0
DM_RNA_b0082	0.0	1000.0
DM_RNA_b0092	0.0	1000.0
DM_RNA_b0086	0.0	1000.0
DM_RNA_b0091	0.0	1000.0
DM_RNA_b0090	0.0	1000.0
DM_RNA_b0088	0.0	1000.0
DM_RNA_b4006	0.0	1000.0
DM_RNA_b4005	0.0	1000.0
DM_RNA_b1291	0.0	1000.0
DM_RNA_b3620	0.0	1000.0
DM_RNA_b3622	0.0	1000.0
DM_RNA_b3619	0.0	1000.0
DM_RNA_b3621	0.0	1000.0
DM_RNA_b1651	0.0	1000.0
DM_RNA_b0998	0.0	1000.0
DM_RNA_b0997	0.0	1000.0
DM_RNA_b0996	0.0	1000.0
DM_RNA_b2232	0.0	1000.0
DM_RNA_b4138	0.0	1000.0
DM_RNA_b3824	0.0	1000.0
DM_RNA_b0766	0.0	1000.0
DM_RNA_b0221	0.0	1000.0
DM_RNA_b2557	0.0	1000.0
DM_RNA_b0591	0.0	1000.0
DM_RNA_b4240	0.0	1000.0
DM_RNA_b4239	0.0	1000.0
DM_RNA_b1444	0.0	1000.0
DM_RNA_b4382	0.0	1000.0
DM_RNA_b4180	0.0	1000.0
DM_RNA_b1804	0.0	1000.0
DM_RNA_b4132	0.0	1000.0
DM_RNA_b2987	0.0	1000.0
DM_RNA_b2499	0.0	1000.0
DM_RNA_b2500	0.0	1000.0
DM_RNA_b3517	0.0	1000.0
DM_RNA_b1297	0.0	1000.0
DM_RNA_b0062	0.0	1000.0
DM_RNA_b0063	0.0	1000.0
DM_RNA_b0061	0.0	1000.0
DM_RNA_b3546	0.0	1000.0
DM_RNA_b2803	0.0	1000.0
DM_RNA_b2802	0.0	1000.0
DM_RNA_b2801	0.0	1000.0
DM_RNA_b2610	0.0	1000.0
DM_RNA_b1761	0.0	1000.0
DM_RNA_b1805	0.0	1000.0
DM_RNA_b0369	0.0	1000.0
DM_RNA_b4123	0.0	1000.0
DM_RNA_b3167	0.0	1000.0
DM_RNA_b3166	0.0	1000.0
DM_RNA_b0451	0.0	1000.0
DM_RNA_b1298	0.0	1000.0
DM_RNA_b3289	0.0	1000.0
DM_RNA_b2988	0.0	1000.0
DM_RNA_b3846	0.0	1000.0
DM_RNA_b3845	0.0	1000.0
DM_RNA_b2811	0.0	1000.0
DM_RNA_b2810	0.0	1000.0
DM_RNA_b1385	0.0	1000.0
DM_RNA_b3829	0.0	1000.0
DM_RNA_b4233	0.0	1000.0
DM_RNA_b0077	0.0	1000.0
DM_RNA_b0078	0.0	1000.0
DM_RNA_b0238	0.0	1000.0
DM_RNA_b2251	0.0	1000.0
DM_RNA_b3179	0.0	1000.0
DM_RNA_b1062	0.0	1000.0
DM_RNA_b3583	0.0	1000.0
DM_RNA_b3580	0.0	1000.0
DM_RNA_b3577	0.0	1000.0
DM_RNA_b3578	0.0	1000.0
DM_RNA_b3581	0.0	1000.0
DM_RNA_b3575	0.0	1000.0
DM_RNA_b3579	0.0	1000.0
DM_RNA_b1301	0.0	1000.0
DM_RNA_b1302	0.0	1000.0
DM_RNA_b1300	0.0	1000.0
DM_RNA_b1662	0.0	1000.0
DM_RNA_b2240	0.0	1000.0
DM_RNA_b2239	0.0	1000.0
DM_RNA_b3666	0.0	1000.0
DM_RNA_b3639	0.0	1000.0
DM_RNA_b3945	0.0	1000.0
DM_RNA_b3946	0.0	1000.0
DM_RNA_b2040	0.0	1000.0
DM_RNA_b2041	0.0	1000.0
DM_RNA_b3966	0.0	1000.0
DM_RNA_b3967	0.0	1000.0
DM_RNA_b1855	0.0	1000.0
DM_RNA_b0807	0.0	1000.0
DM_RNA_b0945	0.0	1000.0
DM_RNA_b3464	0.0	1000.0
DM_RNA_b3605	0.0	1000.0
DM_RNA_b3603	0.0	1000.0
DM_RNA_b3941	0.0	1000.0
DM_RNA_b2440	0.0	1000.0
DM_RNA_b2441	0.0	1000.0
DM_RNA_b4119	0.0	1000.0
DM_RNA_b4120	0.0	1000.0
DM_RNA_b4022	0.0	1000.0
DM_RNA_b4544	0.0	1000.0
DM_RNA_b2255	0.0	1000.0
DM_RNA_b2257	0.0	1000.0
DM_RNA_b2258	0.0	1000.0
DM_RNA_b2254	0.0	1000.0
DM_RNA_b2256	0.0	1000.0
DM_RNA_b2253	0.0	1000.0
DM_RNA_b1210	0.0	1000.0
DM_RNA_b1211	0.0	1000.0
DM_RNA_b0825	0.0	1000.0
DM_RNA_b2813	0.0	1000.0
DM_RNA_b3930	0.0	1000.0
DM_RNA_b1922	0.0	1000.0
DM_RNA_b2615	0.0	1000.0
DM_RNA_b1089	0.0	1000.0
DM_RNA_b1319	0.0	1000.0
DM_RNA_b2388	0.0	1000.0
DM_RNA_b0805	0.0	1000.0
DM_RNA_b1033	0.0	1000.0
DM_RNA_b3903	0.0	1000.0
DM_RNA_b3902	0.0	1000.0
DM_RNA_b3904	0.0	1000.0
DM_RNA_b1621	0.0	1000.0
DM_RNA_b1622	0.0	1000.0
DM_RNA_b4390	0.0	1000.0
DM_RNA_b1652	0.0	1000.0
DM_RNA_b3936	0.0	1000.0
DM_RNA_b3447	0.0	1000.0
DM_RNA_b0177	0.0	1000.0
DM_RNA_b3345	0.0	1000.0
DM_RNA_b3344	0.0	1000.0
DM_RNA_b3343	0.0	1000.0
DM_RNA_b0789	0.0	1000.0
DM_RNA_b1871	0.0	1000.0
DM_RNA_b1870	0.0	1000.0
DM_RNA_b3740	0.0	1000.0
DM_RNA_b4015	0.0	1000.0
DM_RNA_b4014	0.0	1000.0
DM_RNA_b3957	0.0	1000.0
DM_RNA_b2702	0.0	1000.0
DM_RNA_b2705	0.0	1000.0
DM_RNA_b2708	0.0	1000.0
DM_RNA_b2704	0.0	1000.0
DM_RNA_b2703	0.0	1000.0
DM_RNA_b2414	0.0	1000.0
DM_RNA_b1865	0.0	1000.0
DM_RNA_b3642	0.0	1000.0
DM_RNA_b1102	0.0	1000.0
DM_RNA_b3653	0.0	1000.0
DM_RNA_b4392	0.0	1000.0
DM_RNA_b3431	0.0	1000.0
DM_RNA_b3432	0.0	1000.0
DM_RNA_b0048	0.0	1000.0
DM_RNA_b4085	0.0	1000.0
DM_RNA_b4088	0.0	1000.0
DM_RNA_b4087	0.0	1000.0
DM_RNA_b4086	0.0	1000.0
DM_RNA_b3908	0.0	1000.0
DM_RNA_b1326	0.0	1000.0
DM_RNA_b1876	0.0	1000.0
DM_RNA_b2114	0.0	1000.0
DM_RNA_b3831	0.0	1000.0
DM_RNA_b1740	0.0	1000.0
DM_RNA_b3988	0.0	1000.0
DM_RNA_b3987	0.0	1000.0
DM_RNA_b3985	0.0	1000.0
DM_RNA_b3783	0.0	1000.0
DM_RNA_b1654	0.0	1000.0
DM_RNA_b1683	0.0	1000.0
DM_RNA_b1681	0.0	1000.0
DM_RNA_b1679	0.0	1000.0
DM_RNA_b1680	0.0	1000.0
DM_RNA_b1682	0.0	1000.0
DM_RNA_b1684	0.0	1000.0
DM_RNA_b2156	0.0	1000.0
DM_RNA_b3012	0.0	1000.0
DM_RNA_b4262	0.0	1000.0
DM_RNA_b4261	0.0	1000.0
DM_RNA_b3350	0.0	1000.0
DM_RNA_b1247	0.0	1000.0
DM_RNA_b1245	0.0	1000.0
DM_RNA_b1243	0.0	1000.0
DM_RNA_b1246	0.0	1000.0
DM_RNA_b1244	0.0	1000.0
DM_RNA_b2799	0.0	1000.0
DM_RNA_b2800	0.0	1000.0
DM_RNA_b3230	0.0	1000.0
DM_RNA_b3231	0.0	1000.0
DM_RNA_b3553	0.0	1000.0
DM_RNA_b0477	0.0	1000.0
DM_RNA_b3974	0.0	1000.0
DM_RNA_b0112	0.0	1000.0
DM_RNA_b2268	0.0	1000.0
DM_RNA_b1469	0.0	1000.0
DM_RNA_b4219	0.0	1000.0
DM_RNA_b1814	0.0	1000.0
DM_RNA_b1133	0.0	1000.0
DM_RNA_b3972	0.0	1000.0
DM_RNA_b1281	0.0	1000.0
DM_RNA_b3307	0.0	1000.0
DM_RNA_b3300	0.0	1000.0
DM_RNA_b3301	0.0	1000.0
DM_RNA_b3306	0.0	1000.0
DM_RNA_b3305	0.0	1000.0
DM_RNA_b3308	0.0	1000.0
DM_RNA_b3309	0.0	1000.0
DM_RNA_b3304	0.0	1000.0
DM_RNA_b3299	0.0	1000.0
DM_RNA_b3310	0.0	1000.0
DM_RNA_b3303	0.0	1000.0
DM_RNA_b3302	0.0	1000.0
DM_RNA_b0104	0.0	1000.0
DM_RNA_b3747	0.0	1000.0
DM_RNA_b3958	0.0	1000.0
DM_RNA_b3960	0.0	1000.0
DM_RNA_b3959	0.0	1000.0
DM_RNA_b1264	0.0	1000.0
DM_RNA_b1262	0.0	1000.0
DM_RNA_b1263	0.0	1000.0
DM_RNA_b1260	0.0	1000.0
DM_RNA_b1261	0.0	1000.0
DM_RNA_b1329	0.0	1000.0
DM_RNA_b3807	0.0	1000.0
DM_RNA_b3571	0.0	1000.0
DM_RNA_b3470	0.0	1000.0
DM_RNA_b3185	0.0	1000.0
DM_RNA_b3186	0.0	1000.0
DM_RNA_b0053	0.0	1000.0
DM_RNA_b0273	0.0	1000.0
DM_RNA_b0007	0.0	1000.0
DM_RNA_b1850	0.0	1000.0
DM_RNA_b3616	0.0	1000.0
DM_RNA_b3617	0.0	1000.0
DM_RNA_b4041	0.0	1000.0
DM_RNA_b3588	0.0	1000.0
DM_RNA_b1982	0.0	1000.0
DM_RNA_b1584	0.0	1000.0
DM_RNA_b3997	0.0	1000.0
DM_RNA_b3996	0.0	1000.0
DM_RNA_b0099	0.0	1000.0
DM_RNA_b0098	0.0	1000.0
DM_RNA_b4254	0.0	1000.0
DM_RNA_b0009	0.0	1000.0
DM_RNA_b2868	0.0	1000.0
DM_RNA_b2867	0.0	1000.0
DM_RNA_b2866	0.0	1000.0
DM_RNA_b0261	0.0	1000.0
DM_RNA_b0260	0.0	1000.0
DM_RNA_b2806	0.0	1000.0
DM_RNA_b3703	0.0	1000.0
DM_RNA_b3704	0.0	1000.0
DM_RNA_b1613	0.0	1000.0
DM_RNA_b2575	0.0	1000.0
DM_RNA_b2415	0.0	1000.0
DM_RNA_b2416	0.0	1000.0
DM_RNA_b3564	0.0	1000.0
DM_RNA_b3565	0.0	1000.0
DM_RNA_b2614	0.0	1000.0
DM_RNA_b1250	0.0	1000.0
DM_RNA_b2436	0.0	1000.0
DM_RNA_b2435	0.0	1000.0
DM_RNA_b1059	0.0	1000.0
DM_RNA_b1851	0.0	1000.0
DM_RNA_b2573	0.0	1000.0
DM_RNA_b1296	0.0	1000.0
DM_RNA_b0813	0.0	1000.0
DM_RNA_b2697	0.0	1000.0
DM_RNA_b3018	0.0	1000.0
DM_RNA_b3857	0.0	1000.0
DM_RNA_b3856	0.0	1000.0
DM_RNA_b3572	0.0	1000.0
DM_RNA_b2836	0.0	1000.0
DM_RNA_b2835	0.0	1000.0
DM_RNA_b0401	0.0	1000.0
DM_RNA_b3403	0.0	1000.0
DM_RNA_b3779	0.0	1000.0
DM_RNA_b1592	0.0	1000.0
DM_RNA_b2601	0.0	1000.0
DM_RNA_b2600	0.0	1000.0
DM_RNA_b2552	0.0	1000.0
DM_RNA_b0679	0.0	1000.0
DM_RNA_b2297	0.0	1000.0
DM_RNA_b0340	0.0	1000.0
DM_RNA_b0339	0.0	1000.0
DM_RNA_b0341	0.0	1000.0
DM_RNA_b3380	0.0	1000.0
DM_RNA_b3649	0.0	1000.0
DM_RNA_b3650	0.0	1000.0
DM_RNA_b3651	0.0	1000.0
DM_RNA_b1912	0.0	1000.0
DM_RNA_b3780	0.0	1000.0
DM_RNA_b0754	0.0	1000.0
DM_RNA_b2578	0.0	1000.0
DM_RNA_b2710	0.0	1000.0
DM_RNA_b2711	0.0	1000.0
DM_RNA_b1773	0.0	1000.0
DM_RNA_b3781	0.0	1000.0
DM_RNA_b1473	0.0	1000.0
DM_RNA_b4025	0.0	1000.0
DM_RNA_b2943	0.0	1000.0
DM_RNA_b1064	0.0	1000.0
DM_RNA_b0185	0.0	1000.0
DM_RNA_b0170	0.0	1000.0
DM_RNA_b0169	0.0	1000.0
DM_RNA_b0688	0.0	1000.0
DM_RNA_b2392	0.0	1000.0
DM_RNA_b3640	0.0	1000.0
DM_RNA_b3788	0.0	1000.0
DM_RNA_b3786	0.0	1000.0
DM_RNA_b3787	0.0	1000.0
DM_RNA_b3793	0.0	1000.0
DM_RNA_b3794	0.0	1000.0
DM_RNA_b3785	0.0	1000.0
DM_RNA_b4481	0.0	1000.0
DM_RNA_b3791	0.0	1000.0
DM_RNA_b3784	0.0	1000.0
DM_RNA_b3790	0.0	1000.0
DM_RNA_b3792	0.0	1000.0
DM_RNA_b3789	0.0	1000.0
DM_RNA_b0822	0.0	1000.0
DM_RNA_b0474	0.0	1000.0
DM_RNA_b3128	0.0	1000.0
DM_RNA_b2324	0.0	1000.0
DM_RNA_b2582	0.0	1000.0
DM_RNA_b2458	0.0	1000.0
DM_RNA_b1873	0.0	1000.0
DM_RNA_b1872	0.0	1000.0
DM_RNA_b2423	0.0	1000.0
DM_RNA_b2424	0.0	1000.0
DM_RNA_b2422	0.0	1000.0
DM_RNA_b2421	0.0	1000.0
DM_RNA_b2425	0.0	1000.0
DM_RNA_b1344	0.0	1000.0
DM_RNA_b4202	0.0	1000.0
DM_RNA_b4203	0.0	1000.0
DM_RNA_b4200	0.0	1000.0
DM_RNA_b2914	0.0	1000.0
DM_RNA_b3631	0.0	1000.0
DM_RNA_b3627	0.0	1000.0
DM_RNA_b3632	0.0	1000.0
DM_RNA_b3630	0.0	1000.0
DM_RNA_b3629	0.0	1000.0
DM_RNA_b3626	0.0	1000.0
DM_RNA_b3628	0.0	1000.0
DM_RNA_b3256	0.0	1000.0
DM_RNA_b3255	0.0	1000.0
DM_RNA_b1759	0.0	1000.0
DM_RNA_b1209	0.0	1000.0
DM_RNA_b1208	0.0	1000.0
DM_RNA_b0928	0.0	1000.0
DM_RNA_b2789	0.0	1000.0
DM_RNA_b2788	0.0	1000.0
DM_RNA_b2787	0.0	1000.0
DM_RNA_b0484	0.0	1000.0
DM_RNA_b0415	0.0	1000.0
DM_RNA_b0416	0.0	1000.0
DM_RNA_b0417	0.0	1000.0
DM_RNA_b0418	0.0	1000.0
DM_RNA_b0414	0.0	1000.0
DM_RNA_b0604	0.0	1000.0
DM_RNA_b1478	0.0	1000.0
DM_RNA_b4245	0.0	1000.0
DM_RNA_b4244	0.0	1000.0
DM_RNA_b1919	0.0	1000.0
DM_RNA_b3730	0.0	1000.0
DM_RNA_b3729	0.0	1000.0
DM_RNA_b0388	0.0	1000.0
DM_RNA_b1778	0.0	1000.0
DM_RNA_b1069	0.0	1000.0
DM_RNA_b0908	0.0	1000.0
DM_RNA_b0444	0.0	1000.0
DM_RNA_b2751	0.0	1000.0
DM_RNA_b2752	0.0	1000.0
DM_RNA_b2750	0.0	1000.0
DM_RNA_b3318	0.0	1000.0
